SSC_CODE_2016,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
SSC40001,44,234,87,79,7,519,68,36,306,158,218,18,816,0,0,13,15,21,0,44,6,4,18,27,129,5,198,5,0,16,16,39,6,84,233,135,1022,735,1569,110,3796
SSC40002,46,209,40,29,4,585,136,35,399,60,60,18,707,18,5,50,22,16,6,122,18,3,35,23,50,3,136,26,5,50,14,15,17,126,945,218,2145,603,665,119,4691
SSC40003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,3,23
SSC40005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,7
SSC40006,4,16,3,6,0,44,4,8,27,22,27,0,87,0,0,0,4,3,0,8,0,0,0,3,16,0,18,0,0,3,0,6,3,12,20,21,119,83,237,21,507
SSC40007,9,33,8,10,0,66,9,13,40,22,23,3,106,0,0,3,0,3,0,4,0,0,3,6,12,0,22,0,0,4,0,7,0,18,33,28,150,107,220,14,558
SSC40008,23,89,22,14,8,204,58,25,114,26,27,4,253,3,3,14,8,4,0,23,3,0,10,4,16,0,36,3,0,15,0,13,0,34,199,89,525,177,208,18,1219
SSC40009,10,9,0,0,0,21,3,5,15,12,6,0,46,0,0,3,0,0,0,5,0,0,8,0,4,0,12,0,0,0,0,0,0,4,18,15,49,26,56,4,177
SSC40010,22,105,49,60,6,252,26,26,114,154,220,13,543,3,0,3,4,14,0,26,0,3,8,16,110,0,140,3,0,13,11,53,17,90,65,78,429,485,1520,116,2700
SSC40011,0,0,0,3,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,5,6,25,3,45
SSC40012,9,26,13,6,0,59,12,4,48,26,12,4,103,0,0,0,0,0,0,8,0,0,4,7,25,3,37,0,0,7,3,5,3,21,49,27,204,109,195,21,610
SSC40013,4,0,3,3,0,7,0,0,0,3,10,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,3,10,15,77,10,114
SSC40014,0,3,0,0,0,9,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,16,5,42
SSC40015,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,6,25
SSC40016,0,0,0,0,0,3,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,22,0,39
SSC40017,0,5,3,8,0,21,0,0,0,3,0,0,9,0,0,0,0,5,0,5,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,11,8,23,8,47
SSC40018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40019,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,17,3,46
SSC40020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC40022,0,5,3,0,0,14,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,7,9,0,10,9,17,3,49
SSC40023,0,3,3,4,0,8,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,8,15,32,5,57
SSC40024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC40025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12
SSC40026,8,45,21,39,6,120,7,9,72,105,141,15,347,0,0,0,3,6,0,9,0,0,7,9,66,4,83,0,0,5,3,39,14,59,31,27,220,301,1113,96,1782
SSC40027,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,5,13,0,22
SSC40028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8
SSC40029,10,20,8,9,0,53,8,4,30,18,27,3,89,0,0,0,3,11,3,17,0,0,5,0,17,3,21,0,0,3,6,10,0,23,28,30,156,92,284,39,621
SSC40030,0,10,3,0,0,29,8,3,29,11,34,0,83,0,0,0,0,0,0,0,0,0,6,3,8,4,14,0,0,3,3,8,5,17,33,10,98,58,136,14,345
SSC40031,3,23,10,22,3,73,3,7,27,39,45,0,116,0,0,3,0,3,0,5,0,0,0,0,41,0,49,0,0,3,3,21,3,29,19,20,106,172,485,30,843
SSC40032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8
SSC40033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4
SSC40034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC40035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
SSC40036,0,0,0,0,0,5,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12,0,22
SSC40037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC40038,0,19,7,3,0,24,0,0,12,10,14,4,43,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,3,0,34,35,121,17,212
SSC40039,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,18,0,37
SSC40040,3,4,0,4,0,12,0,0,13,4,6,0,22,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,3,3,8,35,15,63,10,136
SSC40041,0,0,3,0,0,7,0,0,3,0,3,3,11,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,4,0,11,11,47,5,89
SSC40042,0,3,0,0,0,7,0,0,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,10,19,5,43
SSC40043,13,47,12,10,6,108,33,17,125,45,46,8,275,0,0,3,0,3,0,12,0,0,12,6,22,0,44,3,0,3,3,9,4,21,119,35,436,166,306,33,1103
SSC40044,0,4,0,0,0,6,0,0,5,5,7,0,18,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,3,18,17,47,4,98
SSC40045,0,14,0,3,0,32,12,8,35,7,11,0,71,0,0,3,0,4,0,4,3,0,0,0,5,0,7,0,0,0,0,3,0,3,49,21,126,34,88,6,326
SSC40046,0,8,0,5,0,23,3,0,24,7,6,5,39,0,0,3,0,0,0,4,0,0,0,0,0,0,4,0,0,3,0,3,0,5,21,3,74,26,53,9,195
SSC40047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,12
SSC40048,39,221,71,37,3,438,49,35,210,108,94,16,523,0,0,9,9,13,0,24,3,4,23,28,110,8,175,4,3,9,12,35,15,71,248,148,1026,565,997,115,3094
SSC40049,5,7,3,0,0,21,4,4,50,22,33,0,117,0,0,3,0,3,0,4,0,0,8,4,15,0,31,0,0,3,0,8,0,11,31,20,150,78,187,23,488
SSC40050,5,13,6,0,0,29,0,3,15,5,9,0,31,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,12,12,45,32,83,5,195
SSC40051,0,14,7,8,3,39,17,0,19,3,3,0,44,0,0,0,0,0,0,0,0,0,3,6,3,0,11,0,0,3,3,3,0,7,37,14,97,31,43,11,224
SSC40052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6
SSC40053,0,3,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,14,12,0,36
SSC40054,4,4,0,0,0,7,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,3,24,0,41
SSC40055,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0,12
SSC40056,0,7,0,0,0,7,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,7,20,4,48
SSC40057,3,7,0,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,3,12,4,19,0,34
SSC40058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40061,10,46,12,14,0,92,3,0,14,19,22,3,64,0,0,0,0,0,0,4,0,0,0,0,13,0,18,0,0,0,0,5,3,8,11,9,90,67,248,32,463
SSC40062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,12
SSC40063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC40064,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,11
SSC40065,11,34,15,10,0,80,5,6,46,23,18,3,106,0,0,3,0,3,0,7,0,3,3,0,19,0,26,0,0,0,4,5,0,11,45,27,158,103,209,18,563
SSC40066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
SSC40067,0,0,0,0,0,4,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,20
SSC40068,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,15
SSC40069,24,63,26,17,3,143,9,9,61,40,42,10,175,0,4,3,7,9,0,16,0,0,9,8,43,6,65,0,0,0,6,14,3,23,49,59,243,176,471,44,1042
SSC40070,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,5,24,4,35
SSC40071,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7
SSC40072,3,25,9,21,4,66,9,3,35,37,42,7,135,0,0,0,0,0,0,3,0,0,0,3,25,0,32,0,0,0,0,8,3,14,14,10,106,100,328,50,605
SSC40073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40075,0,3,0,0,0,4,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,16
SSC40076,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,8,0,20
SSC40077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10
SSC40078,4,4,0,3,0,20,3,0,7,3,0,0,20,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,3,0,0,0,5,11,5,51,28,24,3,127
SSC40079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13
SSC40080,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,14
SSC40081,3,6,3,3,0,19,3,3,5,3,6,0,22,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,5,31,23,77,10,160
SSC40082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3
SSC40083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,12
SSC40084,15,49,10,4,0,131,53,13,105,31,8,5,223,0,0,4,0,3,0,8,0,0,9,4,11,0,29,8,0,10,3,5,10,32,187,52,446,129,101,31,951
SSC40085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40086,6,22,3,3,0,57,25,8,67,12,18,4,134,0,0,3,0,3,0,7,0,0,0,4,7,0,18,0,0,6,3,0,3,16,75,19,174,47,100,13,425
SSC40087,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,13,0,30
SSC40088,25,133,36,20,0,314,48,24,170,42,33,7,322,9,0,4,9,4,0,23,0,4,11,7,15,4,48,3,0,17,10,13,7,47,254,110,676,251,329,33,1646
SSC40089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,11,0,18
SSC40090,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,16
SSC40091,17,57,17,7,4,143,29,15,66,42,26,10,184,0,0,4,8,7,0,15,5,0,5,6,14,0,28,0,0,6,3,9,6,22,129,49,268,163,188,30,826
SSC40092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40094,0,0,0,0,0,3,0,0,3,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,5,11,21,0,43
SSC40095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40096,16,60,11,16,4,120,10,4,63,36,60,3,186,0,0,0,0,7,0,7,0,0,5,9,26,0,45,0,0,3,0,13,10,27,40,36,210,146,413,56,902
SSC40097,4,3,0,0,0,3,0,0,0,0,5,0,10,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,12,4,13,6,52
SSC40098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,19
SSC40099,11,47,7,0,3,100,19,8,50,7,12,0,96,0,0,3,4,5,0,11,0,0,10,8,7,0,25,4,0,4,0,3,3,16,109,42,275,89,99,11,636
SSC40100,7,18,7,4,3,42,7,4,33,20,13,0,86,0,0,0,3,4,0,12,3,0,0,3,11,0,14,0,0,3,3,7,4,22,38,18,123,85,187,17,478
SSC40101,0,3,3,0,0,12,0,0,4,5,3,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,4,0,7,3,0,17,16,38,4,82
SSC40102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40103,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,9,6,9,0,26
SSC40104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40105,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,10,0,25
SSC40106,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12
SSC40107,3,20,16,15,3,79,3,4,19,26,18,3,69,0,0,6,3,0,0,9,0,0,0,3,14,0,20,0,0,0,3,10,0,17,10,18,86,103,194,25,433
SSC40108,5,18,7,16,3,55,9,5,16,24,38,5,97,0,0,3,0,4,0,10,0,3,3,0,11,0,18,0,0,0,7,17,3,25,34,22,107,101,263,30,561
SSC40109,11,51,14,11,0,109,19,13,71,20,19,0,142,0,0,3,3,0,0,8,0,0,5,0,10,0,22,0,0,11,9,7,0,22,102,52,301,107,153,17,727
SSC40110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10
SSC40111,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,5
SSC40112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,0,17
SSC40113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13
SSC40114,0,0,0,0,0,3,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,14
SSC40115,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8
SSC40116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,3,17
SSC40117,36,111,20,18,0,275,51,27,148,52,43,11,329,3,4,10,4,3,0,26,3,5,15,4,35,0,62,5,3,17,4,5,8,38,211,119,575,219,377,38,1537
SSC40118,8,48,19,12,3,98,20,5,96,30,39,10,196,0,0,9,0,3,0,20,6,0,8,6,34,0,50,0,0,12,0,16,7,35,104,32,374,164,361,47,1086
SSC40119,5,63,37,55,4,178,15,13,121,105,123,12,387,0,0,3,0,8,0,11,0,0,3,6,78,5,96,0,0,9,3,28,8,49,49,33,345,352,1138,69,1983
SSC40120,0,6,3,3,0,17,0,0,9,0,7,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,7,16,4,31,25,43,9,128
SSC40121,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8
SSC40122,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,28,7,51
SSC40123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,0,21
SSC40124,3,7,4,0,0,16,0,0,3,3,3,4,17,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,4,5,10,33,12,57,4,120
SSC40125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,18
SSC40126,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,8
SSC40127,0,3,0,3,0,11,0,0,4,11,3,0,27,0,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,3,20,31,69,11,134
SSC40128,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,15
SSC40129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40130,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,8
SSC40131,0,0,0,0,0,4,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,9,38
SSC40132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC40133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC40134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC40135,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,5,4,23,4,41
SSC40136,0,0,0,0,0,3,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,13,4,38
SSC40137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10
SSC40138,0,17,3,7,0,19,0,0,11,13,4,0,27,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,7,4,30,23,61,8,131
SSC40139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC40141,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,17
SSC40142,5,23,7,9,0,55,3,3,16,20,25,0,69,0,0,0,0,3,0,9,0,0,0,8,52,4,65,0,3,0,0,20,9,38,6,13,126,126,419,69,763
SSC40143,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,13
SSC40144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,10
SSC40145,0,16,3,9,0,36,3,4,21,14,13,4,54,0,0,0,0,0,0,0,0,0,0,3,13,0,13,0,0,4,3,0,3,10,6,10,66,59,158,18,319
SSC40146,10,28,3,4,0,61,10,6,27,6,5,7,57,0,0,6,3,0,0,9,0,0,0,0,3,0,10,3,0,5,0,0,0,13,64,22,157,34,92,10,374
SSC40147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6
SSC40148,0,3,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,12,5,28
SSC40149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC40150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,9
SSC40151,0,3,7,0,0,18,0,0,3,4,0,0,9,3,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,3,25,13,24,3,68
SSC40152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
