SSC_CODE_2016,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
SSC40305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10
SSC40306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12
SSC40307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,7
SSC40308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,10
SSC40309,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,3,20
SSC40310,3,9,4,0,0,20,0,0,9,5,8,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,9,9,5,47,22,34,3,124
SSC40311,27,118,42,28,0,280,47,23,144,48,64,12,329,3,4,8,0,9,0,27,6,3,21,14,44,3,90,9,0,3,4,5,6,30,186,90,553,261,486,46,1626
SSC40312,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,0,15
SSC40313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7
SSC40314,0,3,4,4,0,7,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,7,8,22,0,41
SSC40315,0,14,3,4,3,31,11,3,38,10,18,0,83,0,0,3,4,0,0,10,3,0,3,7,6,0,16,0,0,4,0,3,0,7,41,16,155,56,121,11,403
SSC40316,0,6,8,9,0,26,0,3,8,14,13,0,36,0,0,0,0,3,0,3,0,0,0,0,8,0,12,0,0,0,3,3,0,7,6,3,27,35,156,10,242
SSC40317,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,11,0,18
SSC40318,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,12
SSC40319,15,37,18,11,0,117,25,9,69,24,25,5,154,0,0,4,3,8,0,11,0,0,3,3,5,0,15,3,0,10,3,12,3,23,107,46,308,126,175,18,781
SSC40320,9,50,12,9,3,89,28,6,54,10,7,0,109,0,0,5,3,0,0,6,0,0,4,5,4,0,12,0,0,5,0,0,0,5,78,36,206,74,92,9,488
SSC40321,13,51,7,11,3,113,34,17,96,27,28,3,200,0,0,3,3,0,0,6,0,0,5,7,11,0,29,3,0,3,3,9,3,19,109,68,316,165,203,18,878
SSC40322,15,91,51,82,0,265,6,22,117,149,221,16,539,0,0,3,4,15,0,17,0,0,6,16,102,0,128,3,0,4,8,49,17,82,54,45,366,498,1599,132,2696
SSC40323,0,3,0,0,0,3,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,10,12,29,3,51
SSC40324,3,3,0,3,0,8,0,0,0,3,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,3,6,5,21,8,30,6,69
SSC40325,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,7,15,0,17
SSC40326,3,25,8,8,0,51,8,4,26,11,11,0,61,0,0,5,4,0,0,12,6,0,3,3,13,0,26,0,0,4,4,3,0,13,44,26,146,71,110,14,408
SSC40327,3,37,8,4,0,76,19,6,85,22,39,3,174,0,0,3,0,4,0,9,3,0,6,8,23,0,40,0,0,5,0,14,12,29,79,20,315,142,298,42,903
SSC40328,3,34,10,5,0,60,0,0,30,17,33,4,88,0,0,0,0,0,0,3,0,0,0,0,15,0,18,0,0,0,3,3,4,11,6,13,83,59,193,24,376
SSC40329,3,13,0,3,0,22,0,0,13,5,4,0,26,0,0,4,0,3,0,5,0,0,0,0,0,0,3,0,0,6,0,0,0,6,7,10,41,34,52,10,144
SSC40330,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,14
SSC40331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40332,13,66,19,10,0,135,35,20,84,33,22,9,197,7,0,4,3,7,0,17,0,0,9,7,21,0,31,0,0,11,0,8,0,29,115,68,385,146,220,27,956
SSC40333,7,15,4,10,0,28,3,0,6,14,10,3,38,0,0,0,0,0,0,4,0,0,0,0,16,0,14,0,0,0,0,3,3,7,9,5,44,49,143,15,267
SSC40334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3
SSC40335,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,10,0,15
SSC40336,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,3,20
SSC40337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40338,4,0,0,0,0,8,0,0,3,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,16,8,38,3,68
SSC40339,4,5,3,4,0,14,0,0,6,10,3,0,18,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,21,25,64,11,126
SSC40340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SSC40341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40342,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,9,0,24
SSC40343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC40344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6
SSC40345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40346,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,18
SSC40347,3,17,4,3,0,37,18,7,25,7,19,0,80,0,0,0,0,3,0,0,0,0,4,4,10,0,14,0,0,3,3,10,3,17,39,18,108,63,125,12,365
SSC40348,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5
SSC40349,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,5,13,0,27
SSC40350,7,4,12,22,0,49,3,0,14,34,88,12,143,0,0,0,0,6,0,9,0,0,0,7,20,3,33,0,0,0,5,20,14,33,9,12,58,97,497,66,737
SSC40351,18,58,6,14,0,119,23,12,85,33,38,5,198,0,0,4,3,0,0,7,0,0,7,4,12,0,30,3,0,4,8,4,0,18,92,63,331,136,239,26,893
SSC40352,0,10,3,0,0,13,0,0,7,8,6,0,24,0,0,0,0,3,0,5,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,27,23,44,0,94
SSC40353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC40355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,12
SSC40356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9
SSC40357,0,3,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,4,3,0,8,10,28,3,52
SSC40358,0,0,3,0,0,5,0,0,3,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,0,23
SSC40359,16,74,20,25,4,176,19,12,82,42,51,0,210,0,0,6,3,3,0,14,0,4,14,11,41,3,63,0,3,5,7,9,6,32,114,72,423,208,369,44,1225
SSC40360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,11
SSC40361,3,14,8,6,0,44,5,3,28,4,13,0,50,0,0,0,0,3,0,3,0,0,3,0,6,0,10,0,0,0,0,3,0,4,26,14,107,46,98,13,302
SSC40362,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,5,0,20
SSC40363,0,4,0,0,0,10,4,0,5,7,18,0,40,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,5,0,7,10,3,36,32,103,0,173
SSC40364,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,18
SSC40365,0,0,4,0,0,3,3,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,3,0,11,8,3,21
SSC40366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40367,8,36,10,11,3,99,20,14,45,30,34,4,146,0,0,0,0,8,0,8,3,3,9,6,27,0,49,0,3,8,0,6,6,22,72,44,221,146,299,36,822
SSC40368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,13
SSC40369,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,6,0,0,0,4,28,4,35
SSC40370,0,0,5,3,0,6,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,3,0,0,3,9,53,4,74
SSC40371,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,13,0,16
SSC40372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,15
SSC40373,0,7,0,0,0,15,0,0,9,3,4,0,16,0,0,0,0,0,0,3,0,0,3,4,3,0,6,3,0,0,0,8,3,14,13,0,38,20,51,3,123
SSC40374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40375,15,33,12,9,4,99,38,8,60,14,10,3,135,0,3,3,0,0,0,7,4,3,4,3,8,0,25,5,0,10,0,3,7,26,142,50,303,84,73,13,675
SSC40376,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,4,25
SSC40377,0,0,0,3,0,4,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,25,0,38
SSC40378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
SSC40379,0,3,3,3,0,6,0,0,0,4,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,5,32,0,44
SSC40380,8,18,6,5,0,38,18,3,33,0,3,0,59,0,0,0,3,0,0,3,3,0,3,0,3,0,10,3,0,3,0,0,0,10,52,18,148,25,45,11,301
SSC40381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,5
SSC40382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40383,0,0,3,0,0,3,0,0,3,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,6,29,3,40
SSC40384,0,24,9,6,0,52,5,5,23,12,10,0,60,0,0,3,0,3,0,4,0,0,3,6,12,0,23,0,0,3,3,3,0,11,27,13,124,61,172,12,410
SSC40385,29,86,9,19,0,189,31,21,121,36,26,5,234,0,0,3,4,0,0,11,10,0,13,13,14,0,40,0,0,10,7,8,3,34,145,74,407,160,286,26,1093
SSC40386,0,9,8,0,0,15,0,0,3,10,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,25,23,45,8,114
SSC40387,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,25,3,40
SSC40388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,32,8,63,3,112
SSC40389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40390,0,6,3,3,0,17,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,5,4,0,14,15,46,6,86
SSC40391,20,76,18,8,0,149,26,22,102,43,63,9,261,0,0,6,4,11,3,29,0,4,6,11,40,4,64,0,0,7,4,6,4,29,118,64,439,230,433,40,1324
SSC40392,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,10,7,15,3,38
SSC40393,0,0,3,3,0,11,4,0,8,3,12,3,33,0,0,0,3,0,0,6,0,0,5,0,9,0,13,0,0,0,0,3,0,3,5,3,27,28,93,11,172
SSC40394,4,10,10,19,0,45,4,3,23,38,82,7,153,0,0,0,3,8,0,8,0,0,0,3,40,3,50,0,0,0,3,9,8,21,7,11,65,96,457,48,683
SSC40395,7,21,9,20,0,51,5,3,21,26,69,5,124,0,0,5,0,0,0,7,0,0,0,3,13,0,18,0,0,0,0,17,4,24,6,15,87,90,368,37,605
SSC40396,0,4,4,3,0,18,0,3,11,16,23,0,55,0,0,0,0,4,0,4,0,0,0,0,11,0,9,0,0,0,0,10,8,20,5,9,32,44,163,28,287
SSC40397,3,6,6,8,0,30,0,0,13,25,61,7,103,0,0,0,3,0,0,3,0,0,0,3,16,0,20,0,0,3,3,8,9,26,7,3,47,63,281,39,443
SSC40398,7,14,6,13,0,47,3,0,18,33,60,0,120,0,0,0,0,0,0,3,0,0,0,5,12,0,18,0,0,0,0,17,7,26,8,10,59,103,311,26,522
SSC40399,0,0,0,3,0,16,0,0,13,17,25,4,64,0,0,0,0,3,0,3,0,0,0,0,5,0,15,0,0,0,0,11,0,15,12,3,40,45,162,25,298
SSC40400,0,15,9,9,3,36,0,0,29,27,57,6,125,0,0,0,0,0,0,3,0,0,0,3,27,0,30,0,0,0,0,15,0,20,7,5,72,69,310,25,484
SSC40401,3,7,0,5,0,17,0,3,8,11,7,0,29,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,29,12,44,5,98
SSC40402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,15
SSC40403,0,3,0,0,0,3,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,7,14,0,36
SSC40404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11
SSC40405,0,6,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,4,10,0,21
SSC40406,8,44,18,17,0,99,8,6,55,34,75,3,180,0,0,0,0,0,3,6,0,0,5,3,32,0,41,0,0,4,4,11,0,20,31,20,171,133,364,31,751
SSC40407,13,70,16,13,3,142,32,15,120,45,62,12,281,3,4,8,5,6,0,23,0,0,10,11,29,3,59,9,0,10,10,8,9,43,176,47,496,237,486,82,1533
SSC40408,8,33,9,0,0,59,25,8,70,12,4,6,123,0,0,6,0,0,0,9,0,0,5,0,5,0,10,0,0,7,3,0,0,10,73,32,217,60,58,11,444
SSC40409,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,17
SSC40410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40411,4,23,9,5,0,53,5,8,40,16,27,4,94,3,0,3,7,4,0,16,0,0,3,0,18,0,19,0,0,0,0,3,3,10,30,16,121,91,203,12,482
SSC40412,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,14
SSC40413,0,5,4,0,0,16,0,0,8,8,16,0,27,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,3,3,5,0,0,25,36,92,14,163
SSC40414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC40415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40416,6,39,3,5,0,79,17,5,48,14,12,4,99,0,0,8,0,0,0,13,0,0,4,0,13,0,19,0,0,11,4,0,3,15,96,32,226,63,110,9,536
SSC40417,5,13,10,9,0,41,0,3,27,30,38,8,107,0,0,0,0,0,0,3,0,0,3,0,28,0,31,0,0,0,0,9,0,16,7,15,81,83,276,22,488
SSC40418,3,23,11,9,0,46,3,7,20,28,36,3,99,0,0,0,0,3,0,3,0,0,0,3,25,0,34,0,0,0,0,11,0,18,12,9,76,92,296,20,509
SSC40419,14,80,38,26,0,169,12,11,79,63,86,14,264,0,0,3,3,10,0,19,3,0,6,7,28,0,49,0,0,0,10,16,9,32,46,32,256,240,591,43,1215
SSC40420,6,3,0,0,0,13,0,0,3,4,3,0,15,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,8,8,14,20,38,4,80
SSC40421,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9
SSC40422,3,23,10,0,0,45,11,4,40,13,15,0,77,0,0,0,0,0,0,8,0,0,4,3,7,0,11,0,0,0,0,3,4,8,52,15,143,60,85,8,362
SSC40423,3,27,7,3,0,45,8,8,34,21,19,3,91,0,0,10,4,8,0,17,0,0,0,0,5,0,8,0,0,0,0,10,4,15,29,23,119,73,132,14,395
SSC40424,8,63,27,35,3,147,3,17,53,50,56,3,185,0,0,3,3,3,0,12,3,0,10,3,44,3,60,0,0,0,4,14,6,26,36,41,239,214,554,35,1118
SSC40425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11
SSC40427,0,0,3,0,0,4,0,0,3,7,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,16,42,4,70
SSC40428,10,37,4,8,0,85,16,7,62,21,29,5,134,0,0,3,0,4,0,4,4,4,6,0,24,3,32,6,0,10,9,5,3,25,93,23,256,93,155,18,643
SSC40429,8,32,9,7,0,70,17,12,84,47,43,9,214,0,0,0,0,4,0,3,0,0,6,3,26,5,46,0,0,8,0,12,7,30,72,29,333,154,302,54,944
SSC40430,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,7,0,28
SSC40431,11,85,24,15,3,150,25,18,116,76,79,15,321,0,0,9,4,7,0,20,3,0,5,16,62,7,93,0,0,13,14,14,9,55,132,52,522,327,614,86,1732
SSC40432,3,3,0,0,0,6,0,0,4,0,8,0,16,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,4,14,21,44,3,90
SSC40433,3,28,4,6,3,54,19,8,41,17,8,4,94,0,0,0,3,0,0,6,0,0,9,0,6,0,17,0,0,3,3,3,0,6,79,22,189,74,110,17,483
SSC40434,0,0,4,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,4,10,0,16
SSC40435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,11
SSC40436,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11
SSC40437,0,17,8,0,0,27,8,0,36,3,5,0,62,0,0,0,0,0,0,3,0,0,3,0,3,0,11,0,0,8,0,0,0,11,37,12,117,32,65,12,272
SSC40438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40439,49,205,77,46,5,462,78,49,289,150,174,9,747,0,3,10,16,11,0,40,4,3,29,23,105,6,176,6,3,13,11,33,6,70,303,177,1028,702,1223,86,3513
SSC40440,0,3,0,3,0,12,0,0,3,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,6,0,4,19,9,21,4,59
SSC40441,3,0,3,0,0,5,3,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,19,21,34,5,87
SSC40442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40443,13,64,36,14,4,171,15,5,87,43,50,9,208,3,0,3,6,15,0,31,0,0,12,12,49,3,75,3,0,8,3,13,13,44,101,56,437,263,534,53,1443
SSC40444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,12,0,27
SSC40445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,10
SSC40446,0,3,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16,3,30
SSC40447,0,8,0,3,0,15,0,0,10,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,0,30,14,22,4,79
SSC40448,15,21,7,12,0,79,18,7,53,22,19,4,124,3,0,3,3,0,0,11,4,0,9,0,10,0,24,0,0,3,3,0,3,10,106,32,217,85,116,7,569
SSC40449,3,8,4,3,0,22,0,0,9,4,10,0,26,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,4,0,6,7,5,34,19,75,7,145
SSC40450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC40451,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,14
SSC40452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9
SSC40454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,0,13
SSC40455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40456,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,15
