SSC_CODE_2016,Age_yr_55_P,Age_yr_56_M,Age_yr_56_F,Age_yr_56_P,Age_yr_57_M,Age_yr_57_F,Age_yr_57_P,Age_yr_58_M,Age_yr_58_F,Age_yr_58_P,Age_yr_59_M,Age_yr_59_F,Age_yr_59_P,Age_yr_55_59_M,Age_yr_55_59_F,Age_yr_55_59_P,Age_yr_60_M,Age_yr_60_F,Age_yr_60_P,Age_yr_61_M,Age_yr_61_F,Age_yr_61_P,Age_yr_62_M,Age_yr_62_F,Age_yr_62_P,Age_yr_63_M,Age_yr_63_F,Age_yr_63_P,Age_yr_64_M,Age_yr_64_F,Age_yr_64_P,Age_yr_60_64_M,Age_yr_60_64_F,Age_yr_60_64_P,Age_yr_65_M,Age_yr_65_F,Age_yr_65_P,Age_yr_66_M,Age_yr_66_F,Age_yr_66_P,Age_yr_67_M,Age_yr_67_F,Age_yr_67_P,Age_yr_68_M,Age_yr_68_F,Age_yr_68_P,Age_yr_69_M,Age_yr_69_F,Age_yr_69_P,Age_yr_65_69_M,Age_yr_65_69_F,Age_yr_65_69_P,Age_yr_70_M,Age_yr_70_F,Age_yr_70_P,Age_yr_71_M,Age_yr_71_F,Age_yr_71_P,Age_yr_72_M,Age_yr_72_F,Age_yr_72_P,Age_yr_73_M,Age_yr_73_F,Age_yr_73_P,Age_yr_74_M,Age_yr_74_F,Age_yr_74_P,Age_yr_70_74_M,Age_yr_70_74_F,Age_yr_70_74_P,Age_yr_75_M,Age_yr_75_F,Age_yr_75_P,Age_yr_76_M,Age_yr_76_F,Age_yr_76_P,Age_yr_77_M,Age_yr_77_F,Age_yr_77_P,Age_yr_78_M,Age_yr_78_F,Age_yr_78_P,Age_yr_79_M,Age_yr_79_F,Age_yr_79_P,Age_yr_75_79_M,Age_yr_75_79_F,Age_yr_75_79_P,Age_yr_80_84_M,Age_yr_80_84_F,Age_yr_80_84_P,Age_yr_85_89_M,Age_yr_85_89_F,Age_yr_85_89_P,Age_yr_90_94_M,Age_yr_90_94_F,Age_yr_90_94_P,Age_yr_95_99_M,Age_yr_95_99_F,Age_yr_95_99_P,Age_yr_100_yr_over_M,Age_yr_100_yr_over_F,Age_yr_100_yr_over_P,Tot_M,Tot_F,Tot_P
SSC40382,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,6,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,21,33
SSC40383,0,0,0,3,0,0,0,0,0,3,3,4,6,3,9,12,3,0,4,0,0,0,0,3,5,0,0,3,0,0,0,3,7,14,0,3,3,3,0,5,0,0,0,3,0,3,0,0,0,9,3,14,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,89,84,173
SSC40384,21,13,15,25,5,10,16,14,15,28,4,8,14,44,51,100,15,6,21,5,6,11,8,4,12,8,3,9,9,9,15,39,30,72,7,8,15,4,3,13,15,14,32,7,0,16,9,3,8,46,31,82,9,3,12,4,3,8,5,5,6,5,3,10,4,3,3,21,17,42,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,7,9,7,0,8,0,4,4,0,0,3,0,0,0,0,0,0,562,548,1109
SSC40385,35,25,23,54,21,26,46,19,16,39,16,15,35,101,100,205,11,19,32,25,17,41,23,17,38,16,20,30,12,19,30,86,84,170,19,17,37,14,18,36,32,18,50,15,19,26,15,35,48,95,104,200,15,16,27,23,13,31,13,22,33,10,17,26,15,13,27,78,79,152,5,11,16,7,5,14,12,14,24,9,5,19,3,17,16,39,53,90,30,30,56,17,16,37,12,11,18,0,3,4,0,0,0,1476,1507,2981
SSC40386,5,3,8,13,0,0,3,4,6,10,0,3,3,16,24,39,3,3,7,3,6,5,0,9,5,5,7,13,0,3,7,22,23,44,3,3,6,7,0,11,6,3,12,4,6,11,9,4,11,28,14,45,0,3,3,3,0,6,0,5,4,0,0,0,4,0,3,9,9,16,0,0,0,0,0,3,4,4,4,0,0,0,0,0,0,3,4,8,3,3,7,0,3,3,0,0,0,0,0,0,0,0,0,176,164,337
SSC40387,8,0,0,0,0,0,3,0,0,0,0,0,3,10,3,11,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,71,64,136
SSC40388,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,33,272
SSC40389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40390,9,0,0,3,0,3,4,5,9,11,0,7,12,13,20,37,9,0,11,5,7,12,3,4,8,9,3,15,11,10,21,34,25,65,6,7,7,12,4,12,10,9,15,9,3,16,10,9,19,39,30,73,6,8,10,4,10,18,3,7,13,11,3,10,10,6,21,32,29,70,4,3,7,6,3,6,3,3,3,7,3,9,3,0,3,26,15,34,10,14,20,7,6,15,3,3,4,0,0,0,0,0,0,274,244,516
SSC40391,62,35,32,67,28,23,54,27,35,62,20,30,52,138,161,296,35,25,61,38,20,60,19,37,55,32,25,62,29,25,48,155,133,284,23,18,42,24,27,46,17,28,43,16,18,34,11,24,40,89,109,202,4,13,19,9,8,23,10,11,21,8,18,27,6,16,19,47,71,118,13,11,25,14,12,29,6,11,21,5,10,17,9,19,30,52,64,119,35,59,91,26,28,54,15,22,39,0,4,9,0,0,3,2131,2198,4328
SSC40392,0,0,0,0,0,0,4,0,0,0,3,0,3,5,6,11,0,3,3,0,0,0,0,4,4,3,3,3,0,0,3,8,5,15,6,0,6,0,0,0,0,3,3,0,0,0,0,0,6,6,6,12,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,73,154
SSC40393,21,7,4,13,8,4,15,3,7,9,3,7,12,36,28,71,3,3,9,10,3,14,7,3,13,0,0,7,0,4,5,22,20,45,3,5,5,9,4,15,3,8,7,4,0,4,9,4,12,23,17,43,6,3,11,0,5,5,0,3,6,3,3,11,5,5,5,19,21,38,0,0,6,5,3,7,5,4,8,0,3,5,0,3,3,16,15,26,11,11,24,5,14,13,4,4,4,0,0,0,0,0,0,543,483,1024
SSC40394,60,33,38,68,28,33,67,28,29,58,25,27,53,154,151,309,27,31,56,34,20,54,18,21,42,13,23,42,19,29,47,117,131,245,26,25,54,12,20,35,16,24,38,23,18,45,23,16,36,102,108,206,26,20,44,26,21,47,14,16,28,18,14,36,8,13,27,86,82,176,10,16,24,11,14,20,4,13,18,11,15,27,15,10,24,52,64,113,48,80,130,28,31,59,6,16,26,0,3,4,0,0,0,2573,2498,5069
SSC40395,52,27,23,48,25,21,48,30,28,56,29,21,47,140,117,252,28,34,59,23,19,49,18,26,49,10,22,38,20,31,48,100,138,238,19,20,45,14,28,41,23,26,51,29,15,47,20,25,45,111,110,227,18,17,35,18,15,40,11,23,36,16,14,32,12,13,24,75,87,162,16,16,29,16,20,39,5,22,28,15,15,35,11,14,27,67,91,152,63,96,155,39,86,122,18,51,69,3,9,13,0,3,5,2196,2239,4440
SSC40396,37,20,16,34,13,8,22,14,13,28,14,18,25,77,74,151,18,18,38,15,10,29,18,17,33,9,18,25,20,11,29,77,72,148,8,6,18,14,5,25,11,17,30,13,13,20,13,6,19,63,54,112,6,12,15,12,10,19,3,10,10,8,11,16,10,3,14,33,42,72,3,10,15,9,11,14,4,12,15,0,13,13,9,13,21,25,53,75,25,55,79,19,24,45,3,8,11,0,0,0,0,0,0,1209,1229,2443
SSC40397,43,23,22,42,21,21,48,23,24,44,22,13,29,110,96,207,27,18,40,25,21,42,15,22,35,21,14,30,12,16,25,94,88,179,11,23,32,15,22,32,13,9,19,10,13,24,12,20,28,57,86,139,12,10,25,15,16,30,11,19,31,14,7,21,5,12,22,54,68,125,8,12,16,7,11,19,6,22,31,6,13,23,10,11,21,41,66,109,44,64,106,27,39,61,3,5,8,3,0,4,0,0,0,1714,1750,3463
SSC40398,33,21,22,45,20,17,31,8,22,27,15,29,44,86,94,179,17,23,41,19,11,35,23,16,42,8,23,31,22,19,37,94,94,186,15,20,28,18,20,36,16,18,28,23,15,35,22,12,37,87,87,172,17,19,31,17,15,34,7,14,23,14,23,36,9,7,17,64,78,136,8,15,21,13,29,40,8,13,22,9,15,22,19,22,38,64,91,155,45,63,113,19,42,65,16,14,27,0,0,4,0,0,0,1887,1973,3861
SSC40399,27,18,22,41,18,18,37,23,11,32,15,23,35,86,95,181,13,19,30,9,10,22,5,12,19,11,13,26,9,20,26,52,67,122,3,18,18,12,10,20,15,15,28,9,17,24,10,18,30,48,72,122,9,8,17,8,12,16,12,11,18,3,18,19,12,9,23,45,58,94,3,14,19,8,12,14,8,14,19,6,21,27,7,14,18,29,74,98,22,34,62,18,34,51,5,8,15,0,0,0,0,0,0,1406,1462,2864
SSC40400,44,25,30,48,26,8,36,21,26,50,22,23,44,121,104,218,23,17,34,14,19,36,12,21,36,14,22,42,15,16,30,82,95,176,18,22,41,14,18,31,25,9,33,8,24,35,7,31,39,77,105,183,8,14,22,16,16,32,19,14,32,18,25,44,13,10,29,74,84,154,11,15,27,13,23,29,17,25,38,14,15,28,18,32,48,66,113,175,65,107,175,42,74,112,14,44,59,0,8,8,0,0,0,1975,2066,4043
SSC40401,5,3,0,8,0,0,3,0,4,4,0,5,6,17,12,23,10,4,16,3,0,6,7,3,9,4,3,8,6,0,8,25,11,44,3,3,6,6,3,4,3,0,3,3,3,4,3,0,6,19,9,26,0,3,7,0,8,8,3,3,3,6,0,5,3,3,7,15,15,27,3,0,5,3,0,3,0,3,3,0,0,3,3,0,3,8,4,14,6,3,9,3,3,4,0,4,9,0,0,0,0,0,0,194,175,373
SSC40402,0,3,3,4,0,0,0,0,0,4,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,45,96
SSC40403,0,0,3,3,0,0,0,3,0,3,3,3,3,5,3,13,3,3,5,0,0,3,0,3,3,0,0,4,0,0,3,5,10,18,0,0,0,0,0,0,4,0,4,3,0,4,0,3,3,6,6,12,5,0,5,0,0,5,0,0,3,0,0,0,0,0,0,8,3,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,63,114
SSC40404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,19,50
SSC40405,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,47,91
SSC40406,54,27,22,47,28,22,45,20,26,48,29,38,66,116,136,254,18,31,48,24,49,70,35,53,91,36,65,101,23,63,92,139,261,408,61,76,134,45,54,96,69,84,148,67,91,159,75,91,168,313,393,706,81,68,146,62,79,138,56,76,139,52,52,108,46,55,106,297,335,636,53,65,116,42,54,99,47,55,100,44,38,77,37,40,78,222,249,470,165,142,314,93,97,193,28,50,77,4,0,9,0,3,3,2263,2644,4901
SSC40407,64,38,28,66,17,29,45,32,24,58,20,24,44,131,140,270,24,16,38,32,16,51,26,24,52,20,22,43,19,21,42,115,104,219,16,15,31,15,17,40,20,26,42,14,10,27,24,15,38,87,91,177,11,19,31,13,25,34,15,12,31,9,18,22,7,10,20,54,87,138,12,18,32,6,13,22,11,13,26,12,20,29,11,12,27,49,76,128,63,78,138,45,83,127,28,57,83,4,13,20,0,0,3,2685,2650,5331
SSC40408,21,7,10,16,4,12,14,11,12,18,8,14,23,42,51,93,13,7,15,8,3,11,7,8,15,10,9,17,4,8,15,39,38,75,10,7,19,6,9,14,4,3,9,5,5,11,10,15,28,39,44,83,12,4,14,12,9,17,5,0,10,0,3,7,10,3,7,40,22,58,0,0,4,0,7,4,4,3,5,3,0,3,3,10,7,9,18,28,10,21,31,10,7,17,0,3,3,3,0,3,0,0,0,581,601,1186
SSC40409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,22,50
SSC40410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40411,24,7,8,16,13,14,27,10,9,21,16,5,22,47,48,99,11,15,24,4,17,30,4,10,15,9,6,11,5,7,15,36,56,97,13,9,23,12,15,21,12,0,17,4,5,14,10,11,12,49,41,89,3,11,13,3,8,6,3,5,7,4,3,6,3,10,15,18,30,42,4,7,13,4,7,8,0,3,0,0,7,11,0,4,11,11,28,41,8,10,21,15,10,26,3,3,11,0,0,0,0,0,0,673,788,1459
SSC40412,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,30,60
SSC40413,12,13,9,17,11,5,15,4,11,14,3,10,20,31,40,71,3,3,10,7,8,17,14,5,24,9,4,16,7,0,8,42,25,66,9,4,9,7,6,14,3,6,14,3,7,9,8,5,9,26,25,58,7,5,12,3,7,13,6,3,10,7,6,13,11,4,16,28,29,58,5,3,10,0,3,6,3,4,4,9,3,16,0,8,13,19,20,42,14,19,32,3,11,12,0,9,13,0,3,3,0,0,0,412,413,828
SSC40414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14
SSC40415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,12
SSC40416,12,9,7,13,11,3,13,3,4,9,8,10,17,40,37,74,9,4,9,3,11,19,4,11,11,5,4,11,3,7,13,26,39,63,4,7,13,3,4,4,5,5,9,0,3,8,3,5,6,14,25,42,6,3,10,0,5,4,0,3,3,3,8,8,3,6,10,15,20,30,3,0,7,8,5,10,3,7,5,0,0,3,3,5,7,15,21,36,22,25,42,8,13,25,11,3,13,0,3,3,0,0,0,670,707,1370
SSC40417,32,15,15,28,17,17,38,16,16,30,10,13,24,73,71,148,12,11,20,7,12,24,4,11,18,9,11,17,12,8,17,43,58,96,6,22,31,6,16,22,12,3,12,12,14,18,14,14,28,54,64,112,8,11,20,7,13,22,6,7,11,6,12,20,3,14,21,29,68,95,6,5,12,3,9,15,10,11,21,12,11,19,5,16,21,36,49,91,25,31,53,14,23,44,9,5,15,3,0,7,0,0,0,1067,1191,2259
SSC40418,28,7,10,19,11,5,15,10,10,21,11,17,28,45,65,111,16,12,20,12,9,17,5,12,14,10,9,18,11,6,10,39,41,81,3,9,10,11,5,18,10,10,23,3,4,12,7,0,9,34,36,66,3,3,3,6,3,8,0,0,3,3,4,11,5,6,7,17,19,38,0,3,3,0,12,12,3,0,3,3,3,3,0,0,3,5,20,25,8,14,21,0,6,5,5,3,3,0,0,0,0,0,0,875,987,1865
SSC40419,68,25,26,53,25,15,39,32,35,66,21,35,53,132,144,275,21,19,38,30,22,47,20,31,49,26,16,48,19,28,44,116,108,224,18,21,40,14,19,34,23,21,47,18,18,42,16,17,36,95,104,201,15,31,44,15,20,34,16,16,31,8,17,27,15,20,32,64,104,170,16,22,31,5,9,19,16,23,44,12,18,30,16,14,33,65,81,153,54,74,129,30,41,68,17,22,33,3,7,9,0,0,0,2033,2249,4279
SSC40420,3,5,0,5,4,0,3,0,0,0,3,3,8,14,5,17,0,3,6,4,0,10,0,0,4,3,0,3,0,0,4,10,4,21,0,0,0,0,0,0,5,0,3,6,3,7,0,3,3,8,6,17,0,3,5,0,0,0,0,0,0,0,0,0,9,0,9,7,3,11,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,160,341
SSC40421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,33
SSC40422,8,12,4,13,8,6,8,8,10,14,9,9,16,35,29,58,3,11,10,8,5,10,3,0,5,3,4,8,11,3,11,29,26,53,4,13,21,5,3,12,3,3,8,3,6,8,4,5,7,21,31,52,0,4,5,0,7,6,8,0,5,0,3,0,0,0,3,9,18,27,0,0,4,3,4,5,0,0,0,0,7,4,3,5,8,10,16,29,17,26,48,7,26,38,8,29,36,6,8,5,0,3,3,503,577,1078
SSC40423,23,14,23,35,6,8,16,8,9,20,3,9,18,48,57,106,7,11,16,10,6,19,10,9,15,5,9,19,8,5,11,36,46,76,3,4,8,6,3,11,7,9,15,6,5,17,6,9,11,30,29,61,3,0,8,7,4,12,0,7,6,3,0,4,3,4,7,17,21,35,0,3,7,0,3,3,3,0,4,3,3,7,3,0,3,13,13,25,5,12,20,8,6,19,0,3,4,0,0,0,0,0,0,470,568,1034
SSC40424,45,17,22,39,26,19,42,20,19,38,19,17,35,91,116,205,27,24,46,26,22,48,12,22,36,27,27,59,25,23,50,117,123,239,31,24,58,19,27,48,23,23,45,30,22,50,28,31,57,127,134,254,17,23,43,11,27,36,21,16,37,24,19,42,19,21,33,94,96,195,17,15,26,13,7,14,11,16,24,13,10,27,8,7,15,59,55,110,27,24,54,12,10,24,7,4,8,0,0,0,0,0,0,1796,1804,3599
SSC40425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9
SSC40426,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,29
SSC40427,4,0,8,6,3,4,6,3,3,3,3,0,8,10,14,26,3,0,5,3,0,3,3,3,7,3,3,9,0,0,0,12,7,22,0,0,0,3,0,8,0,0,0,0,0,4,0,0,0,5,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,3,10,3,0,4,0,0,0,0,0,0,0,0,0,0,3,3,4,3,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,116,120,237
SSC40428,24,14,15,25,12,18,27,12,10,21,6,25,34,53,80,138,19,15,33,3,12,20,9,17,29,19,15,31,8,17,27,55,76,136,13,14,20,9,21,27,13,15,30,15,15,27,15,29,38,62,86,150,16,13,29,12,11,26,13,14,24,7,13,22,14,10,24,58,69,124,8,13,28,12,9,19,5,21,24,7,15,20,6,13,17,51,66,116,47,70,111,27,55,84,20,36,52,5,9,9,0,0,0,1043,1271,2311
SSC40429,50,29,37,70,18,35,57,21,20,36,21,16,37,112,137,247,15,23,39,31,30,60,28,28,56,16,12,28,15,20,33,99,114,218,16,19,34,14,13,32,15,23,41,28,30,55,15,21,39,84,111,192,15,20,31,6,14,25,10,15,23,9,5,15,11,8,16,56,67,119,8,17,27,16,10,28,6,14,19,4,10,17,3,13,22,35,72,108,32,51,82,16,26,44,6,15,19,0,0,0,0,0,0,1958,2201,4155
SSC40430,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,9,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,37,79
SSC40431,80,40,38,79,32,33,71,27,33,61,23,37,53,147,195,341,32,26,55,25,16,41,19,28,52,22,48,63,20,27,45,116,142,258,20,30,50,12,24,36,26,29,56,26,25,48,24,34,67,111,142,256,24,28,50,20,28,50,15,31,42,18,29,46,11,21,36,87,134,219,16,33,49,19,24,45,26,29,56,25,28,54,22,21,41,105,148,248,93,123,217,54,89,145,24,54,75,0,13,12,0,3,3,2961,3245,6205
SSC40432,3,3,0,3,3,3,3,0,0,3,3,3,6,9,6,20,4,4,7,0,0,5,7,4,8,3,6,5,0,9,9,18,19,37,3,4,6,4,0,3,0,6,6,3,0,3,3,0,3,17,10,24,4,0,4,0,0,3,3,0,3,0,0,3,4,0,4,16,7,23,0,0,4,5,0,5,0,0,0,0,3,4,3,0,3,9,3,15,3,3,6,0,0,3,0,0,0,0,0,0,0,0,0,151,138,293
SSC40433,27,3,4,8,5,12,19,4,3,8,7,5,10,31,37,69,9,3,14,7,3,5,5,10,18,8,6,12,10,3,8,29,29,61,6,4,11,8,8,14,3,6,10,6,6,16,4,9,11,32,38,65,0,6,13,3,6,9,7,3,12,3,7,11,4,3,11,21,28,48,3,3,12,8,9,17,3,9,6,7,8,16,3,3,12,25,31,54,17,26,44,18,17,33,9,15,18,0,0,3,0,0,0,698,736,1437
SSC40434,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,32,62
SSC40435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,3,0,3,0,3,4,0,0,0,3,0,4,0,0,0,7,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,15,54
SSC40436,0,3,0,3,0,0,0,0,0,0,3,0,4,5,0,7,0,0,3,5,0,5,3,6,4,7,0,6,3,3,11,13,13,27,0,3,6,0,3,5,0,0,0,3,5,12,3,3,4,15,12,29,0,0,0,0,3,3,0,0,4,8,3,8,0,0,0,8,11,16,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,5,5,8,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,78,63,140
SSC40437,19,4,7,10,10,9,17,9,4,11,4,8,11,28,39,66,12,3,18,7,5,15,4,8,13,10,3,13,3,5,10,36,27,64,4,3,8,0,3,3,8,3,11,3,0,9,5,6,13,23,18,41,3,5,7,3,5,6,11,3,11,3,8,9,0,0,4,18,26,44,0,0,4,3,3,4,0,0,0,8,0,10,0,0,4,14,8,22,4,16,25,8,11,14,3,0,3,0,0,0,0,0,0,378,405,781
SSC40438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
SSC40439,153,84,70,155,67,70,138,81,84,167,79,78,156,383,385,766,59,71,133,61,70,129,75,79,153,53,68,125,61,60,118,306,354,664,70,84,157,66,77,146,66,61,130,81,67,148,86,61,152,377,365,737,49,56,101,57,50,114,50,49,100,38,35,73,37,17,53,231,215,444,26,30,60,20,26,49,19,13,34,21,19,45,19,21,35,114,114,221,70,60,134,46,47,93,20,35,49,3,10,15,0,0,0,5009,4939,9950
