SSC_CODE_2016,Age_yr_55_P,Age_yr_56_M,Age_yr_56_F,Age_yr_56_P,Age_yr_57_M,Age_yr_57_F,Age_yr_57_P,Age_yr_58_M,Age_yr_58_F,Age_yr_58_P,Age_yr_59_M,Age_yr_59_F,Age_yr_59_P,Age_yr_55_59_M,Age_yr_55_59_F,Age_yr_55_59_P,Age_yr_60_M,Age_yr_60_F,Age_yr_60_P,Age_yr_61_M,Age_yr_61_F,Age_yr_61_P,Age_yr_62_M,Age_yr_62_F,Age_yr_62_P,Age_yr_63_M,Age_yr_63_F,Age_yr_63_P,Age_yr_64_M,Age_yr_64_F,Age_yr_64_P,Age_yr_60_64_M,Age_yr_60_64_F,Age_yr_60_64_P,Age_yr_65_M,Age_yr_65_F,Age_yr_65_P,Age_yr_66_M,Age_yr_66_F,Age_yr_66_P,Age_yr_67_M,Age_yr_67_F,Age_yr_67_P,Age_yr_68_M,Age_yr_68_F,Age_yr_68_P,Age_yr_69_M,Age_yr_69_F,Age_yr_69_P,Age_yr_65_69_M,Age_yr_65_69_F,Age_yr_65_69_P,Age_yr_70_M,Age_yr_70_F,Age_yr_70_P,Age_yr_71_M,Age_yr_71_F,Age_yr_71_P,Age_yr_72_M,Age_yr_72_F,Age_yr_72_P,Age_yr_73_M,Age_yr_73_F,Age_yr_73_P,Age_yr_74_M,Age_yr_74_F,Age_yr_74_P,Age_yr_70_74_M,Age_yr_70_74_F,Age_yr_70_74_P,Age_yr_75_M,Age_yr_75_F,Age_yr_75_P,Age_yr_76_M,Age_yr_76_F,Age_yr_76_P,Age_yr_77_M,Age_yr_77_F,Age_yr_77_P,Age_yr_78_M,Age_yr_78_F,Age_yr_78_P,Age_yr_79_M,Age_yr_79_F,Age_yr_79_P,Age_yr_75_79_M,Age_yr_75_79_F,Age_yr_75_79_P,Age_yr_80_84_M,Age_yr_80_84_F,Age_yr_80_84_P,Age_yr_85_89_M,Age_yr_85_89_F,Age_yr_85_89_P,Age_yr_90_94_M,Age_yr_90_94_F,Age_yr_90_94_P,Age_yr_95_99_M,Age_yr_95_99_F,Age_yr_95_99_P,Age_yr_100_yr_over_M,Age_yr_100_yr_over_F,Age_yr_100_yr_over_P,Tot_M,Tot_F,Tot_P
SSC40983,0,0,0,0,0,0,4,0,0,0,0,0,3,7,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,3,0,0,0,3,0,0,3,0,5,0,0,0,0,0,0,5,0,4,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,31,64
SSC40984,4,0,0,4,0,0,0,0,0,0,0,0,0,10,8,13,0,3,3,0,0,0,0,0,6,0,3,5,3,3,3,10,13,19,0,5,5,0,0,0,0,3,4,7,0,7,5,5,7,12,9,15,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,94,82,179
SSC40985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,26
SSC40986,18,6,12,15,7,8,15,11,10,18,10,10,23,48,46,98,6,4,19,10,3,12,12,14,26,8,11,18,10,13,21,46,46,97,10,4,21,14,8,16,6,11,21,7,6,20,3,0,10,43,33,82,3,4,11,0,3,5,11,12,14,4,0,5,0,0,0,24,20,37,3,3,9,3,3,7,0,0,3,0,0,4,0,0,3,13,10,23,4,7,11,4,8,10,3,3,9,0,0,0,0,0,0,547,549,1097
SSC40987,14,8,7,10,4,3,9,10,0,10,0,5,3,27,20,47,0,0,3,3,0,5,3,9,11,3,3,8,0,0,0,15,9,31,4,5,9,0,0,3,0,5,3,3,0,5,5,3,6,15,10,30,0,0,3,7,0,11,4,3,4,0,0,0,3,0,3,10,8,17,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,6,3,12,3,4,10,0,0,5,0,0,0,0,0,0,0,0,0,257,216,475
SSC40988,20,13,7,13,7,6,13,9,3,12,7,4,9,34,28,60,4,6,8,3,3,8,3,8,7,3,5,7,8,3,10,23,21,40,3,3,5,9,0,9,3,0,3,3,0,5,0,3,4,16,8,31,3,3,6,3,3,4,6,0,11,3,3,3,4,0,7,21,13,33,0,5,5,5,0,5,5,0,7,0,0,0,0,0,0,10,10,19,7,4,7,0,0,3,0,0,3,0,0,0,0,0,0,384,358,744
SSC40989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,0,0,0,0,0,3,5,0,4,12,6,15,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,33
SSC40990,37,19,20,40,11,15,34,12,13,26,11,17,27,70,91,159,17,20,40,19,19,36,16,9,26,23,25,46,12,13,27,85,91,176,11,14,21,12,23,28,15,20,33,14,17,25,11,28,41,57,99,158,12,11,23,13,18,31,12,14,30,17,11,24,7,18,26,65,72,134,10,23,32,8,10,24,7,21,28,11,22,31,16,18,33,54,89,146,66,78,142,57,159,218,52,108,156,9,36,48,4,4,3,1293,1591,2883
SSC40991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SSC40992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40994,35,10,14,24,19,21,40,16,11,28,15,17,32,79,80,161,9,10,23,19,13,28,15,6,23,14,16,28,15,14,25,61,62,131,5,14,19,8,7,19,16,10,21,10,3,11,6,11,16,42,43,88,3,3,13,3,8,10,8,13,17,6,0,7,4,9,6,26,29,55,5,3,14,3,4,10,7,7,10,0,5,7,3,4,10,22,21,43,12,24,34,12,17,26,13,5,19,0,0,3,0,0,0,1071,1078,2149
SSC40995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,29
SSC40996,75,32,29,60,22,28,57,33,22,50,20,31,53,146,144,291,17,28,51,27,30,62,18,27,44,30,17,50,9,26,35,106,126,234,23,19,43,22,28,44,26,19,43,29,33,63,21,24,39,111,125,236,18,15,28,16,10,32,19,18,33,19,13,31,7,9,16,81,62,145,4,10,17,5,14,16,9,5,22,8,6,10,11,3,20,42,43,82,15,21,41,9,4,13,0,9,10,0,0,0,0,0,0,2485,2561,5042
SSC40997,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17
SSC40998,4,3,0,3,4,3,9,4,3,3,3,5,12,16,11,28,0,0,0,0,4,6,3,5,5,3,4,4,0,0,0,11,8,23,3,0,3,0,0,3,0,0,5,0,0,0,0,0,0,8,3,12,4,3,8,0,0,0,0,0,0,0,0,3,4,0,4,3,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,103,105,204
SSC40999,16,4,9,7,8,3,11,9,4,9,5,3,4,22,24,44,4,0,6,7,3,15,0,9,10,4,7,11,4,3,7,26,27,50,5,0,6,10,0,12,3,0,3,0,0,4,3,6,11,23,12,33,3,0,4,3,0,6,7,0,5,0,3,3,0,4,5,17,9,25,3,0,3,0,0,0,3,3,7,0,0,0,0,3,4,7,3,14,7,4,11,0,0,3,0,0,0,0,0,0,0,0,0,284,238,520
SSC41000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,64
SSC41001,12,5,6,12,8,0,9,0,4,7,3,8,8,22,31,50,0,6,4,5,3,15,8,3,10,8,8,16,11,8,15,26,30,56,7,0,6,9,3,12,3,4,11,0,6,5,4,3,6,19,18,37,11,0,10,3,3,6,4,3,5,3,3,10,3,0,3,21,17,37,6,0,6,0,4,9,0,0,3,4,0,3,0,0,3,15,11,21,4,4,9,3,0,4,0,0,0,0,0,0,0,0,0,341,321,665
SSC41002,84,39,50,89,35,40,78,37,33,73,23,37,63,187,195,382,35,21,55,32,25,52,49,33,78,34,34,65,36,36,73,174,152,326,23,26,49,38,37,67,36,37,73,37,33,73,31,32,56,162,159,321,33,33,60,25,34,63,27,28,56,18,28,48,30,27,56,130,149,285,16,29,47,21,15,36,18,21,39,21,20,38,21,31,50,96,116,212,65,102,170,42,69,119,26,44,70,4,8,12,0,3,3,3068,2895,5960
SSC41003,0,0,0,0,0,0,3,5,0,4,0,0,0,4,7,12,0,0,0,6,0,6,0,0,3,0,0,0,0,4,4,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,43,82
SSC41004,7,6,0,3,0,0,4,0,3,0,6,0,5,15,8,19,0,0,0,0,0,3,0,3,3,0,0,0,0,0,3,3,5,8,0,0,0,4,3,3,4,0,3,0,0,0,0,0,0,6,5,8,0,0,0,0,0,0,0,3,3,3,0,3,0,3,3,3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,99,198
SSC41005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,25
SSC41006,3,0,0,0,0,0,0,3,0,3,0,3,3,7,8,16,0,0,0,0,4,4,0,0,0,0,0,0,3,0,3,4,4,7,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,40,76
SSC41007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,23
SSC41008,3,3,6,3,0,0,3,0,3,3,0,5,4,12,12,21,3,0,3,0,3,3,0,0,4,4,0,5,0,0,0,13,8,17,4,0,4,0,0,0,0,0,4,0,0,3,0,0,0,9,7,9,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,93,181
SSC41009,0,0,0,0,0,0,0,4,0,3,0,0,0,3,3,7,0,0,0,4,0,5,0,0,0,0,0,3,0,0,3,3,3,6,4,3,9,0,0,0,4,0,5,0,0,3,0,0,0,8,6,17,0,4,3,0,0,0,0,0,0,0,0,0,0,0,3,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,42,37,84
SSC41010,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,32,66
SSC41011,0,4,0,3,0,0,0,0,3,3,0,3,5,3,11,13,0,0,0,0,0,0,0,3,4,3,0,4,3,0,3,6,6,13,3,0,3,0,0,0,0,0,0,3,0,3,3,3,9,10,6,19,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,61,131
SSC41012,17,5,7,11,9,8,19,3,5,11,8,15,23,38,46,83,9,10,14,8,9,20,7,18,23,14,11,23,10,5,11,47,50,101,10,9,21,9,14,24,8,9,17,13,3,18,3,13,18,49,50,99,6,11,17,9,10,13,5,3,14,11,8,19,3,7,12,34,37,78,3,4,9,0,3,5,3,3,9,0,3,6,0,4,8,14,14,35,16,18,31,9,14,20,3,3,10,0,0,0,0,0,0,696,739,1433
SSC41013,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22,40
SSC41014,22,7,10,12,13,6,19,0,6,6,8,10,16,36,46,80,8,7,19,8,5,9,9,10,11,10,6,17,10,10,22,39,40,79,10,7,22,5,5,15,3,9,12,6,7,15,5,15,21,38,45,82,11,15,24,4,16,22,10,8,20,16,19,33,11,14,24,48,68,118,11,16,27,6,14,22,15,10,23,11,13,24,12,13,23,48,71,123,47,51,95,26,44,71,16,14,29,0,0,0,0,0,0,848,923,1776
SSC41015,7,12,3,12,3,4,8,4,8,12,3,3,5,20,25,46,0,3,3,3,6,11,3,4,3,5,3,10,0,3,3,11,19,32,4,0,7,3,6,9,0,3,0,4,3,6,5,3,6,19,14,29,4,3,6,3,0,4,0,0,0,0,3,3,3,0,3,12,5,19,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,318,677
SSC41016,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,7,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,36,79
SSC41017,19,4,4,16,10,7,14,6,4,12,8,15,20,35,47,81,10,17,24,5,8,10,11,6,13,10,18,25,0,13,19,37,52,90,6,16,23,5,6,14,9,9,22,10,3,15,6,6,14,40,39,75,3,4,12,3,10,12,7,3,10,4,8,14,0,8,7,22,32,53,0,12,10,5,0,11,13,0,13,4,0,5,3,3,4,26,16,39,16,11,25,3,5,10,0,0,0,0,0,0,0,0,0,631,607,1234
SSC41018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,17
SSC41019,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,24,50
SSC41020,59,33,35,63,22,38,63,29,33,61,20,34,57,136,162,297,32,20,51,19,31,53,26,22,52,22,22,46,22,25,48,127,125,251,16,26,43,32,29,58,21,41,57,26,37,54,29,34,59,115,159,281,20,27,48,18,23,47,16,32,42,16,18,31,20,28,46,92,125,217,28,19,43,24,21,44,19,16,40,20,21,35,19,13,36,114,85,194,57,74,124,20,36,58,13,13,24,0,5,5,0,0,0,2374,2414,4787
SSC41021,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,21,45
SSC41022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41023,3,3,0,3,3,0,3,4,0,5,3,3,7,14,5,20,3,0,5,0,5,4,3,3,4,3,3,5,0,0,0,11,9,24,0,0,0,3,0,3,0,3,0,4,4,6,0,3,4,11,6,15,0,3,3,0,3,3,4,0,6,0,0,0,0,0,0,10,5,19,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,8,4,3,4,0,0,5,0,0,0,0,0,0,0,0,0,98,91,189
SSC41024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,28,60
SSC41025,0,0,4,4,0,0,3,0,0,4,0,0,0,3,6,11,0,0,0,0,0,3,3,0,4,0,0,0,0,0,3,4,3,12,0,0,0,0,0,0,0,6,6,0,0,4,4,0,4,8,9,13,4,0,5,0,3,3,0,0,0,0,0,0,0,3,3,6,7,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,3,5,4,0,4,4,0,0,0,0,0,0,0,0,0,104,100,203
SSC41026,63,26,35,59,24,29,45,22,35,52,24,26,54,123,149,277,18,16,36,25,18,45,19,22,43,29,30,54,22,19,40,105,112,216,16,15,35,24,27,45,15,25,47,12,17,33,22,23,41,84,114,200,17,29,43,15,21,35,24,19,41,15,17,29,15,20,33,79,99,179,10,8,20,10,14,20,8,5,9,3,4,7,8,7,17,32,42,79,22,42,63,12,21,31,0,4,7,0,0,0,0,0,0,1861,1986,3846
SSC41027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,36
SSC41028,33,11,13,24,18,15,33,9,15,21,17,23,41,67,82,154,25,20,40,15,20,41,14,17,33,16,25,40,16,26,41,85,105,186,22,20,41,18,17,38,38,29,64,28,21,45,30,29,61,126,118,251,15,6,20,15,15,29,12,14,23,18,18,32,8,28,36,74,76,145,12,14,25,17,10,27,19,9,29,6,15,17,8,9,15,58,51,112,38,29,64,12,13,27,3,7,6,0,0,3,0,0,0,788,848,1630
SSC41029,73,44,39,78,33,46,75,31,23,62,41,38,78,194,170,365,36,48,85,41,43,85,22,27,46,34,47,81,45,54,102,187,218,401,31,44,76,44,44,91,44,46,92,59,54,112,55,50,105,238,240,475,32,44,79,31,40,72,37,40,74,24,38,60,25,36,58,142,197,341,31,24,58,16,33,48,27,29,53,20,26,41,20,34,50,121,142,257,53,79,136,56,80,130,30,62,89,3,19,22,0,0,0,3392,3567,6950
SSC41030,14,10,10,15,3,3,11,3,6,12,4,8,8,31,31,63,0,11,13,5,10,12,8,5,13,9,9,13,0,3,4,20,35,55,0,3,7,8,8,14,3,5,7,9,6,15,3,3,9,27,24,51,10,3,13,4,7,14,5,5,7,3,0,6,0,4,4,25,20,38,6,4,6,0,3,3,3,3,3,4,0,7,3,0,3,15,15,31,11,14,20,4,0,3,0,0,0,0,0,0,0,0,0,250,257,507
SSC41031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,29
SSC41032,37,31,19,48,18,26,47,15,19,29,10,22,30,99,94,197,32,18,52,15,13,35,14,21,41,13,20,28,15,11,26,89,88,182,10,17,26,28,23,46,17,17,33,15,8,25,13,16,35,89,79,162,15,12,27,17,15,28,14,6,19,8,6,9,8,9,24,59,49,108,8,13,23,5,12,14,6,7,16,6,10,10,3,7,7,31,45,73,18,36,49,22,23,48,10,18,28,3,4,3,0,0,0,1130,1147,2272
SSC41033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
SSC41034,119,51,66,109,70,55,119,48,69,116,65,48,115,283,301,584,52,75,132,51,49,103,54,49,98,55,45,103,58,55,107,273,271,535,61,60,123,42,51,88,59,44,101,35,34,73,50,48,98,247,233,481,35,28,60,29,30,62,23,22,48,25,14,38,28,29,56,140,129,268,25,15,43,9,25,31,8,10,18,6,17,22,15,17,35,71,86,158,58,75,133,45,43,85,9,22,25,3,4,6,0,0,0,2767,2807,5567
SSC41035,9,3,0,6,4,3,12,8,3,12,3,4,4,16,14,36,5,3,6,0,0,0,4,6,9,0,3,3,9,3,7,12,16,34,7,9,11,8,9,13,7,8,18,5,3,8,4,6,13,33,34,63,9,9,10,0,9,8,7,4,17,7,6,12,8,5,12,28,30,56,9,5,10,7,10,15,6,7,14,0,8,8,4,3,6,20,32,50,17,25,37,21,29,45,8,16,26,0,3,3,0,0,0,263,280,540
SSC41036,32,18,15,33,12,17,33,18,13,38,15,15,30,71,87,151,15,21,31,6,19,29,14,20,29,11,18,22,13,21,31,59,83,142,15,9,22,15,15,24,11,14,26,12,12,27,22,18,42,80,73,151,8,10,20,17,8,27,7,19,30,8,16,22,13,12,18,51,62,115,14,18,31,10,16,22,5,12,18,9,18,28,12,16,27,49,73,123,63,92,158,53,122,176,36,112,145,6,28,36,0,4,3,1481,1742,3225
SSC41037,0,4,3,6,3,3,9,4,5,10,4,5,13,22,18,38,5,3,11,4,0,6,3,0,5,7,4,8,0,4,4,23,13,36,4,7,14,9,0,9,8,0,8,0,0,3,0,3,3,20,11,33,3,6,5,4,3,7,7,0,5,0,0,0,0,4,4,12,11,18,3,0,4,0,0,3,3,3,5,0,3,3,0,0,0,13,5,17,4,0,5,3,0,0,0,0,0,0,0,0,0,0,0,207,154,359
SSC41038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13
SSC41039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,16
SSC41040,12,0,6,7,3,3,4,5,3,6,3,3,10,14,19,37,3,0,4,3,4,9,0,0,3,0,0,3,3,3,7,14,17,24,3,0,3,4,0,4,0,0,0,0,0,3,3,4,11,14,7,19,0,4,4,3,0,4,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,4,0,0,5,3,3,5,0,3,6,0,0,0,0,0,0,138,130,269
