SSC_CODE_2016,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
SSC40636,0,0,0,0,0,0,0,0,0,11,14,0,22,0,0,0,22,12,0,38
SSC40637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40639,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,3,0,0,3
SSC40640,0,0,0,0,0,0,0,0,3,26,40,3,70,5,3,11,86,48,4,133
SSC40641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40644,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,19,0,29
SSC40645,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,8,3,0,12
SSC40646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SSC40648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40649,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,8,0,10
SSC40650,0,0,0,0,0,0,0,0,0,11,9,0,19,0,0,0,16,5,0,23
SSC40651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC40652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40654,0,0,0,0,0,0,0,0,3,7,3,0,16,0,0,0,16,4,0,25
SSC40655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40660,0,3,0,0,0,3,4,0,6,25,38,9,77,18,7,20,98,48,0,150
SSC40661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40664,0,0,0,0,0,0,0,0,0,3,6,0,9,0,0,0,11,3,0,18
SSC40665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40668,0,0,0,0,0,0,0,0,0,11,15,0,23,0,0,0,25,12,0,41
SSC40669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40671,0,0,0,0,0,0,0,0,0,27,33,0,59,0,3,9,64,26,0,92
SSC40672,0,0,0,0,0,3,0,0,3,36,14,0,54,0,0,0,56,30,0,79
SSC40673,0,0,0,0,0,0,0,3,3,35,24,3,68,0,3,3,69,32,3,105
SSC40674,0,0,0,0,0,0,0,0,3,14,12,0,28,0,0,3,28,10,0,35
SSC40675,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,7
SSC40676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40678,0,0,0,0,0,0,0,0,0,7,3,0,15,3,0,4,16,8,0,23
SSC40679,0,0,0,0,0,0,0,0,0,11,8,3,18,6,0,6,18,9,0,34
SSC40680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40681,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,5,3,0,5
SSC40682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40684,0,0,0,0,0,0,0,0,0,33,38,3,72,0,5,3,82,52,3,129
SSC40685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40686,0,0,0,0,0,0,8,4,10,44,48,3,97,15,13,26,125,169,9,300
SSC40687,0,0,0,0,0,0,0,0,6,15,16,3,31,0,0,0,35,33,4,76
SSC40688,0,0,0,0,0,0,3,0,4,4,6,0,11,0,0,0,10,9,0,18
SSC40689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40690,0,0,0,0,0,0,0,0,0,4,4,0,8,0,0,0,8,3,0,10
SSC40691,0,0,0,0,0,0,0,0,0,6,18,3,29,3,6,10,40,23,0,62
SSC40692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40693,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,4,3,0,12
SSC40694,0,0,0,0,0,0,0,0,0,11,5,0,12,0,0,0,10,3,0,15
SSC40695,0,0,0,0,0,0,0,0,0,6,12,0,17,3,4,3,21,13,0,40
SSC40696,0,0,0,0,0,0,0,0,0,34,31,3,63,0,4,4,67,29,0,92
SSC40697,0,0,0,0,0,0,3,0,3,72,52,4,133,6,9,11,143,105,0,252
SSC40698,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC40699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40702,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,6,0,0,6
SSC40703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC40705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC40706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40707,0,0,0,0,0,0,0,5,5,0,3,0,3,0,0,0,3,3,5,11
SSC40708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40714,0,0,0,0,0,0,0,0,0,7,3,0,5,0,0,0,5,0,0,5
SSC40715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40716,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4
SSC40717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40718,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,8,5,0,12
SSC40719,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,3,4,0,6
SSC40720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40721,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3
SSC40722,0,0,0,0,0,0,0,0,0,24,14,0,41,3,0,3,44,41,0,86
SSC40723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC40725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4
SSC40726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40737,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,4
SSC40738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40740,0,0,0,0,0,0,0,0,0,9,7,0,13,0,0,0,13,7,0,20
SSC40741,0,0,0,0,0,0,0,0,0,10,3,0,11,0,0,0,11,9,0,18
SSC40742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40743,0,0,0,0,0,0,3,0,3,63,35,3,99,3,4,5,103,58,0,158
SSC40744,0,0,0,0,0,0,0,0,0,61,45,7,117,3,5,9,122,68,0,191
SSC40745,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,6,8,0,16
SSC40746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40748,0,0,0,0,0,0,0,0,3,7,12,0,23,0,0,0,23,13,0,36
SSC40749,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC40750,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,4
SSC40751,0,0,0,0,0,0,0,0,0,4,3,0,10,0,0,0,10,4,0,11
SSC40752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40753,0,0,0,0,0,0,0,0,0,7,4,0,13,0,0,0,13,4,0,18
SSC40754,0,0,0,0,0,0,3,0,3,32,17,3,52,0,4,5,57,44,0,95
SSC40755,0,0,0,0,0,0,0,0,0,4,3,0,9,0,0,0,9,0,0,7
SSC40756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40758,0,0,0,0,0,0,0,0,0,17,17,3,39,3,3,4,49,30,0,76
SSC40759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SSC40762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40763,0,0,0,0,0,0,0,0,0,33,44,0,80,0,3,3,81,33,0,120
SSC40764,0,0,0,0,0,0,0,0,0,24,28,0,54,0,7,4,64,34,0,98
SSC40765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
SSC40767,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,3
SSC40768,0,0,0,0,0,0,0,0,0,59,43,8,105,4,3,10,118,64,0,183
SSC40769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40771,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,4,0,0,3
SSC40772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40773,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,6
SSC40774,0,0,0,0,0,0,0,0,0,12,0,0,11,0,0,0,11,3,0,21
SSC40775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40777,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
SSC40778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC40779,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,4,0,8
SSC40780,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,4,7,0,6
SSC40781,0,0,0,0,0,0,0,0,0,32,14,0,44,3,3,3,48,23,0,74
SSC40782,0,3,0,0,0,3,0,0,12,54,53,3,112,9,5,11,129,73,0,200
SSC40783,0,0,0,0,0,0,0,0,0,9,7,0,14,0,0,0,15,5,0,21
SSC40784,0,0,0,0,0,0,0,0,0,3,5,0,9,0,0,0,9,0,0,17
SSC40785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40787,0,0,0,0,0,0,0,0,0,16,15,3,32,3,3,8,43,20,0,61
SSC40788,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,6,0,0,6
SSC40789,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,9,0,0,9
SSC40790,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5,0,0,3
SSC40791,0,0,0,0,0,0,0,0,0,7,18,0,24,3,0,3,28,15,0,44
SSC40792,0,0,0,0,0,0,0,0,0,10,3,0,17,0,0,0,17,9,0,28
SSC40793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40797,0,0,0,0,0,0,3,0,3,126,94,4,224,12,12,20,243,147,4,394
SSC40798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40799,0,0,0,0,0,0,0,0,0,5,10,0,11,4,0,3,14,14,0,31
SSC40800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40802,0,0,0,0,0,0,0,0,0,9,8,0,21,0,0,0,20,8,0,26
SSC40803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40805,0,0,0,0,0,0,0,0,0,39,18,3,62,3,0,3,70,21,0,94
SSC40806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40810,0,0,0,0,0,0,0,0,0,23,15,0,35,0,0,0,38,11,0,52
SSC40811,0,0,0,0,0,0,0,3,3,21,34,3,53,4,6,11,64,65,4,128
SSC40812,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,3,0,7
SSC40813,0,0,0,0,0,0,3,3,4,26,37,0,69,8,9,16,89,141,0,231
SSC40814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40819,0,0,0,0,0,0,0,0,0,19,23,0,37,0,0,0,41,36,0,79
SSC40820,0,0,0,0,0,0,0,0,0,31,18,3,49,4,0,4,51,22,0,75
SSC40821,0,0,0,0,0,0,0,0,0,34,26,6,72,3,3,4,73,63,0,142
SSC40822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40826,0,0,0,0,0,0,0,0,0,13,10,0,27,0,0,0,31,24,0,48
SSC40827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40829,0,0,0,0,0,0,0,0,0,4,3,0,7,0,0,0,7,0,0,12
SSC40830,0,0,0,0,0,0,0,0,0,14,14,0,28,0,0,0,28,3,0,35
SSC40831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40832,0,0,0,0,0,0,0,0,0,14,14,3,31,3,0,3,31,20,0,50
SSC40833,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3
SSC40834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40835,0,0,0,0,0,0,0,0,4,178,94,13,281,19,13,28,308,115,4,425
SSC40836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40837,0,0,0,0,0,0,0,0,0,19,15,0,39,4,0,4,43,22,0,66
SSC40838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40840,0,0,0,0,0,0,0,0,3,13,20,3,35,3,4,4,40,33,0,78
SSC40841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40842,0,0,0,0,0,0,0,0,0,12,11,0,27,0,0,0,27,10,0,41
SSC40843,0,3,0,0,0,3,0,0,3,38,50,3,93,0,0,0,93,33,0,129
SSC40844,0,0,0,0,0,0,0,0,0,17,13,3,35,0,0,0,37,14,0,56
SSC40845,0,0,0,0,0,0,0,0,0,10,4,0,15,0,0,0,15,8,0,15
SSC40846,0,0,0,0,0,0,0,0,0,11,3,0,11,0,0,0,11,3,0,16
SSC40847,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,6,0,0,7
SSC40848,0,0,0,0,0,0,0,0,0,36,26,7,69,3,0,3,71,31,0,100
SSC40849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40851,0,0,0,0,0,0,0,0,0,13,11,0,27,0,0,0,29,15,0,42
SSC40852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40854,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3
SSC40855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40862,0,0,0,0,0,0,0,0,0,9,16,0,26,0,3,3,27,10,0,42
SSC40863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40864,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,0,9
SSC40865,0,0,0,0,0,0,0,0,0,7,13,0,22,0,0,0,22,12,0,33
SSC40866,0,0,0,0,0,0,0,0,0,54,39,3,101,3,0,5,99,89,0,193
SSC40867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
SSC40869,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC40870,0,3,0,0,0,3,6,0,6,54,57,4,116,3,8,8,131,87,3,217
SSC40871,0,0,0,0,0,0,0,0,0,21,15,0,33,0,0,0,36,13,0,53
SSC40872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40873,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,6,3,0,9
SSC40874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40879,0,0,0,0,0,0,0,0,0,13,15,0,23,0,0,0,23,7,0,37
SSC40880,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC40881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40884,0,0,0,0,0,0,0,0,0,30,19,0,46,0,0,0,46,17,0,57
SSC40885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40886,0,0,0,0,0,0,3,3,6,67,65,9,139,6,10,16,155,145,3,304
SSC40887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40888,0,0,0,0,0,0,0,0,0,39,35,3,78,3,3,4,79,39,3,124
SSC40889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40890,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3
SSC40891,0,0,0,0,0,0,0,0,0,72,65,6,138,8,15,22,166,94,0,261
SSC40892,0,0,0,0,0,0,0,0,3,117,77,4,197,0,6,8,209,101,0,303
SSC40893,0,4,0,0,0,4,3,0,13,75,66,8,147,5,8,13,160,95,0,254
SSC40894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40895,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,0,9
SSC40896,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,3,0,9
SSC40897,0,0,0,0,0,0,0,0,0,17,12,0,26,5,0,7,34,8,0,40
SSC40898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40900,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,9,0,0,5
SSC40901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40902,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,5
SSC40903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40906,0,0,0,0,0,0,0,0,0,3,12,3,21,0,0,0,21,18,0,32
SSC40907,0,0,0,0,0,0,0,0,0,17,15,0,28,3,4,4,35,34,0,73
SSC40908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11
SSC40909,0,0,0,0,0,0,0,0,0,11,7,0,18,0,0,0,18,8,0,25
SSC40910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40911,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,4,0,11
SSC40912,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,7,0,14
SSC40913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40915,0,0,0,0,0,0,0,0,0,7,3,0,10,3,0,3,9,12,0,27
SSC40916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40917,3,8,0,0,0,8,17,10,35,369,366,45,785,45,45,97,877,609,18,1503
SSC40918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40919,0,0,0,0,0,0,3,0,4,40,47,5,95,6,3,13,113,77,0,183
SSC40920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40923,0,3,0,0,0,3,0,3,9,175,218,12,410,12,16,21,433,200,7,648
SSC40924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40925,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,0,0,4
SSC40926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC40927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC40929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40930,0,0,0,0,0,0,0,0,0,9,0,0,8,0,0,0,10,14,0,20
SSC40931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40933,0,0,0,0,0,0,0,0,0,10,23,0,31,3,0,3,32,14,0,53
