SSC_CODE_2016,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
SSC41329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC41330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,9
SSC41331,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,57,42,91,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,51,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,7,11,15,0,0,0,77,67,137
SSC41332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,10,11,22
SSC41333,19,25,48,3,5,11,0,0,0,0,0,0,0,0,0,279,218,498,28,27,51,0,0,0,4,0,4,0,0,0,4,0,4,5,9,12,346,280,626,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,10,7,14,22,0,0,3,0,0,0,0,0,0,0,0,3,7,5,7,28,46,73,7,0,9,394,346,743
SSC41334,6,4,18,7,6,11,0,0,0,0,0,0,0,0,0,301,198,500,20,26,50,3,0,3,4,0,3,3,0,3,4,0,10,3,5,9,361,255,610,3,6,7,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,6,7,18,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,4,12,10,18,27,0,0,3,0,0,0,0,0,0,0,0,3,3,6,5,32,63,89,6,0,4,410,335,750
SSC41335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,29,78,5,3,13,3,0,3,0,0,0,0,0,0,0,0,0,5,4,9,58,44,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,13,7,10,22,0,4,6,77,57,134
SSC41336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,45,90,5,3,8,3,0,3,0,0,0,0,0,0,0,0,0,7,4,4,59,55,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,7,14,20,0,3,5,71,77,142
SSC41337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,14,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,3,6,13,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,19,0,0,0,0,0,0,24,13,40
SSC41338,0,0,0,24,0,21,0,0,0,0,0,0,0,0,3,129,110,234,12,10,23,0,0,0,5,0,5,0,0,0,0,0,7,13,13,26,186,136,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,16,22,33,0,0,0,203,157,362
SSC41339,7,13,23,39,44,79,0,0,0,19,36,61,4,4,8,885,802,1692,41,54,93,11,0,11,9,0,14,36,3,36,17,0,19,27,22,52,1095,993,2088,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,10,5,15,0,0,0,3,5,3,0,4,6,3,0,3,4,0,4,5,5,15,21,11,33,35,23,56,0,0,0,0,3,3,0,0,0,0,3,3,54,82,132,106,160,270,10,11,23,1306,1273,2580
SSC41340,49,49,100,9,7,16,0,0,0,0,3,3,0,0,0,397,352,747,19,20,39,9,0,9,3,0,7,12,0,13,5,0,6,3,10,16,495,448,950,0,4,6,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,4,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,10,9,10,19,26,0,0,0,0,0,0,3,0,3,4,0,4,20,24,42,31,81,115,3,4,6,560,575,1140
SSC41341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,11,10,19
SSC41342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,11,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,3,5,0,0,0,15,7,25
SSC41343,12,15,28,45,74,117,0,0,0,31,46,81,4,3,3,707,544,1247,33,71,104,7,0,7,16,0,16,28,4,36,13,3,14,12,13,24,910,776,1683,3,4,7,0,0,0,0,3,5,0,4,4,0,0,0,0,0,0,3,8,15,0,0,0,3,6,5,0,0,4,0,4,6,0,0,0,11,9,17,10,13,26,23,33,57,0,0,0,0,0,3,0,0,0,0,3,3,27,33,57,70,153,214,5,8,20,1040,996,2041
SSC41344,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,34,28,63,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,35,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,20,13,18,32,0,0,3,69,59,126
SSC41345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,25,61,3,3,5,0,0,0,0,0,0,0,0,0,0,0,3,5,4,11,42,34,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,17,3,7,8,0,0,4,60,50,109
SSC41346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC41347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,17,0,0,0,0,0,0,23,17,37
SSC41348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,41,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,5,0,0,0,33,25,52
SSC41349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,13,19,34
SSC41350,0,0,0,3,7,7,0,0,0,0,0,0,0,0,0,98,72,174,6,10,18,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,114,90,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,19,13,19,33,0,0,0,134,122,258
SSC41351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,88,205,6,3,5,0,0,0,0,0,0,0,0,0,0,0,3,9,5,12,133,96,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,12,24,15,15,34,0,0,4,168,135,297
SSC41352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,11,20
SSC41353,0,0,0,66,112,183,0,0,0,0,0,0,3,0,3,725,611,1334,37,45,81,8,0,12,12,0,12,11,0,15,12,3,13,11,24,34,887,800,1686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,14,3,0,3,4,0,4,5,11,21,3,3,4,9,16,27,0,0,0,0,0,0,0,0,0,0,0,0,24,44,71,74,128,206,4,4,4,1004,989,1994
SSC41354,49,54,105,8,9,15,0,0,0,0,8,8,0,0,0,364,288,644,15,38,45,0,0,0,7,0,7,8,0,7,0,0,4,8,12,19,456,404,855,4,7,11,0,0,0,3,3,6,0,0,0,0,3,3,0,4,4,5,17,20,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,6,3,8,15,23,35,0,0,5,0,0,0,0,0,0,3,0,3,7,4,12,42,54,99,3,3,3,518,490,1007
SSC41355,0,0,0,13,14,25,0,0,0,0,0,0,0,0,0,269,212,486,5,31,35,0,0,0,0,0,0,6,0,9,0,0,0,5,10,15,309,263,578,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,3,11,4,4,14,0,0,0,0,0,0,0,0,0,0,0,0,26,37,62,26,39,62,0,0,3,374,345,714
SSC41356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,3,12
SSC41357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC41358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,14,11,31
SSC41359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,0,3,0,0,0,11,7,24
SSC41360,5,3,8,51,53,105,0,0,0,0,7,10,3,0,3,457,324,781,22,52,78,0,0,0,3,0,3,16,3,16,3,0,4,10,4,15,572,450,1028,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,7,0,0,0,0,0,0,3,0,8,0,0,0,0,0,3,7,5,12,13,9,17,18,19,35,0,0,0,0,0,0,0,0,0,4,0,5,16,21,35,45,84,132,8,6,10,660,578,1239
SSC41361,0,0,0,26,32,62,0,0,0,0,0,0,0,0,0,236,202,436,13,28,34,3,0,5,3,0,3,19,4,20,3,3,4,6,13,18,307,278,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,5,3,3,3,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,13,14,33,30,49,85,3,0,3,365,351,708
SSC41362,3,0,3,65,61,123,0,0,0,0,0,0,0,0,4,516,446,965,21,52,73,4,0,4,10,0,11,54,23,75,9,5,13,35,42,81,719,635,1357,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,5,0,3,3,0,0,0,0,5,7,11,6,18,8,16,31,0,0,0,0,0,0,0,0,0,0,0,0,51,40,96,54,98,152,3,0,5,845,800,1646
SSC41363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,6,0,0,3,0,0,0,6,12,15
SSC41364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,53,134,0,3,4,3,0,3,0,0,0,0,0,0,0,0,4,0,0,6,91,61,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,20,14,17,32,0,0,3,110,91,206
SSC41365,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,66,51,114,4,3,3,3,0,3,0,0,0,0,0,0,3,0,3,11,8,19,82,62,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,18,18,22,40,0,3,3,114,97,204
SSC41366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,10,14
SSC41367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,3
SSC41368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41369,0,0,3,15,29,41,0,0,0,0,0,0,0,0,0,142,132,279,8,19,20,0,0,0,0,0,0,20,12,32,4,0,4,10,3,16,204,190,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,5,18,11,33,37,0,0,0,224,237,460
SSC41370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,0,3,3,0,0,0,17,17,31
SSC41371,0,0,0,38,43,80,0,0,0,0,0,0,3,0,7,468,415,882,14,25,43,3,0,3,0,0,0,7,4,17,3,0,3,9,12,21,550,505,1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,9,9,4,3,4,0,0,0,7,7,18,3,4,8,12,13,30,0,0,0,3,0,3,0,0,0,4,0,3,61,75,133,48,81,126,3,3,9,668,683,1349
SSC41372,0,0,0,10,4,16,0,0,0,0,0,0,0,0,0,354,387,748,28,36,60,13,0,13,5,0,5,3,0,3,7,0,6,8,7,17,428,441,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,17,20,79,77,158,3,3,6,515,533,1051
SSC41373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,34,70,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40,39,79,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,4,11,10,8,13,0,0,0,58,50,110
SSC41374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,67,174,3,3,7,0,0,0,0,0,0,0,0,0,3,0,3,3,5,8,111,74,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,13,26,42,0,0,0,131,107,237
SSC41375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8
SSC41376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6
SSC41377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,10,15,23
SSC41378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11
SSC41379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,21,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,19,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,4,7,0,0,0,37,29,64
SSC41380,0,0,0,12,27,42,0,0,0,0,0,0,0,0,0,206,169,374,5,21,32,0,0,0,5,0,3,18,0,18,0,0,0,5,7,11,256,225,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,3,4,0,6,8,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,21,24,44,15,33,47,3,0,3,294,293,587
SSC41381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SSC41382,0,0,0,10,11,20,0,0,0,0,0,0,0,0,0,1019,890,1909,41,60,104,31,0,31,5,0,5,9,0,9,13,13,25,38,50,93,1166,1027,2191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,14,20,0,0,0,0,0,3,8,15,26,9,0,8,18,21,37,0,0,0,0,0,0,0,0,0,0,0,0,64,83,145,109,194,306,12,10,21,1367,1330,2706
SSC41383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,168,374,18,17,35,11,0,11,0,0,0,9,0,11,0,0,0,23,21,40,264,211,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,19,24,39,44,31,75,8,7,12,343,270,610
