SSC_CODE_2016,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
SSC40468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40469,3,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,3,18,3,4,3,3,0,0,0,15,0,0,0,0,0,0,0,0,6,8,3,6,3,3,3,30
SSC40470,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,3,0,0,12,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,3,4,0,4,7,0,0,14,6,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,10,5,4,5,7,0,0,24
SSC40471,9,11,17,8,16,4,3,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,20,20,15,31,6,3,110,3,3,3,0,0,0,0,12,0,4,3,0,0,0,0,10,4,7,5,5,0,0,0,22,14,29,32,18,26,11,3,133,23,24,12,3,6,3,0,69,0,0,0,0,0,0,0,0,38,50,38,20,40,10,3,208
SSC40472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40473,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7
SSC40474,4,4,9,5,3,0,0,24,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,4,6,9,13,5,12,3,6,58,0,3,0,0,3,0,0,10,0,3,0,0,0,0,0,3,0,3,0,0,3,0,0,9,6,16,15,6,16,7,6,69,14,11,3,3,7,0,0,49,0,0,0,0,0,0,0,0,23,26,16,8,25,7,6,111
SSC40475,5,3,0,3,3,0,0,14,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,3,0,7,11,3,0,25,3,0,4,0,3,0,0,14,0,0,0,0,0,0,0,5,5,3,3,0,3,0,0,20,9,9,3,9,15,3,0,45,9,12,3,4,7,0,0,38,0,0,0,0,0,0,0,0,17,19,9,13,16,3,0,80
SSC40476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9
SSC40478,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,9,3,8,4,3,3,0,6,29,0,0,0,0,0,0,0,0,3,7,4,3,4,3,5,40
SSC40479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,3,3,3,4,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,3,17,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,4,5,5,3,0,3,27
SSC40488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40490,3,12,14,7,11,7,0,50,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,3,4,28,12,10,24,11,3,89,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,4,29,12,10,24,11,8,97,24,19,7,8,8,3,3,73,0,0,0,0,0,0,0,0,27,49,23,15,30,18,7,169
SSC40491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40492,0,3,6,0,0,0,0,12,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,8,5,0,3,0,20,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,8,10,4,4,3,0,26,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,8,10,6,4,3,0,38
SSC40493,3,3,3,0,3,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,7,4,20,10,3,52,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,7,10,7,4,20,10,3,57,6,11,3,5,5,5,6,41,0,0,0,0,0,0,0,0,13,20,12,5,23,14,6,98
SSC40494,3,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,9,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,3,0,3,4,0,0,25,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,12,4,3,4,0,0,27
SSC40495,3,0,0,0,5,3,0,10,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,9,4,10,7,4,38,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,9,4,12,7,4,47,4,9,0,0,4,0,0,18,0,0,0,0,0,0,0,0,6,15,14,6,10,5,4,66
SSC40496,7,10,3,7,11,0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,6,8,12,0,4,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,6,8,12,0,4,43,5,11,0,3,4,0,0,20,0,3,0,0,0,0,0,7,12,14,6,5,14,0,4,69
SSC40497,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,14
SSC40498,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,4,4,0,0,0,0,14,9,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,13,5,3,3,0,0,0,25
SSC40499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40500,4,10,3,3,3,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,6,5,12,9,3,49,0,0,3,0,0,0,0,9,0,4,0,0,0,0,0,4,0,3,3,0,0,0,0,9,4,17,13,10,12,9,3,62,7,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,11,21,9,10,16,9,3,72
SSC40501,4,7,10,7,3,4,5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,10,11,19,10,7,75,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,0,3,3,3,0,0,0,11,3,28,15,12,15,10,7,88,7,6,0,5,0,0,0,20,0,0,0,0,0,0,0,0,9,32,15,15,23,7,11,105
SSC40502,15,17,8,8,10,6,5,67,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,26,19,13,25,10,14,122,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,6,3,3,3,0,0,0,0,6,17,32,23,13,22,8,14,133,17,6,3,6,5,0,3,50,0,0,0,0,0,0,0,0,40,42,32,19,32,8,13,180
SSC40503,7,9,8,7,3,0,6,29,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,7,5,4,12,0,9,51,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,6,5,4,12,3,9,57,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,13,5,10,12,4,9,58
SSC40504,5,26,13,8,12,9,3,79,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,14,40,22,15,24,20,7,147,4,0,0,0,0,0,0,3,0,3,3,0,0,0,0,5,4,4,0,0,0,0,0,12,20,40,27,15,24,20,7,158,9,6,4,3,3,0,3,29,0,0,0,0,0,0,0,0,23,51,34,23,26,20,12,182
SSC40505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40506,4,8,0,3,10,5,0,30,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,6,5,6,21,8,3,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,10,11,8,7,9,18,8,3,66,4,3,6,6,11,0,0,30,0,0,0,0,0,0,0,0,10,14,15,18,31,9,3,101
SSC40507,0,0,3,3,8,0,0,14,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,3,7,10,8,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,10,9,0,0,34,0,0,4,0,5,0,0,8,0,0,0,0,0,0,0,0,3,3,8,7,14,0,0,45
SSC40508,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,3
SSC40509,4,3,7,0,8,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,5,5,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,5,0,0,21,0,9,3,3,0,0,0,11,0,0,0,0,0,0,0,0,6,11,11,4,5,0,0,34
SSC40510,0,4,3,0,4,3,0,18,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,11,4,3,13,4,4,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,11,3,3,13,4,4,40,8,3,0,0,0,0,3,16,0,0,0,0,0,0,0,0,5,14,7,3,13,4,3,55
SSC40511,20,51,25,22,25,10,3,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,75,51,35,59,33,15,296,0,3,3,3,0,3,0,12,0,8,0,0,0,0,0,12,0,10,3,4,0,3,0,22,29,80,51,42,58,30,15,315,21,23,16,17,10,3,0,89,0,3,0,0,0,0,0,6,50,108,68,54,70,35,18,410
SSC40512,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,3,4,0,0,12
SSC40513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40515,3,6,10,0,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,13,4,12,3,7,48,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,12,4,9,3,3,52,3,6,0,0,4,0,0,16,0,0,0,0,0,0,0,0,11,12,12,11,15,6,3,66
SSC40516,3,6,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,9,7,11,0,0,34,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,6,0,0,0,0,6,3,11,12,7,11,0,0,43,6,8,7,5,3,0,0,26,0,0,3,0,0,0,0,3,8,18,17,6,9,0,0,69
SSC40517,6,8,9,3,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,8,4,7,0,0,35,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,14,8,3,7,0,0,40,13,7,5,7,0,3,0,41,0,0,0,0,0,0,0,0,23,15,19,10,7,3,0,84
SSC40518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,16,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,6,3,0,0,19,0,7,3,0,0,0,0,11,0,0,0,0,0,0,0,3,10,6,3,6,4,0,0,30
SSC40519,0,3,3,0,0,3,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,3,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,3,3,3,22,0,11,4,3,3,0,0,20,0,0,0,0,0,0,0,0,0,12,8,8,8,4,3,40
SSC40520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40521,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6
SSC40522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40524,11,22,13,3,7,3,0,58,0,5,3,3,0,0,0,11,0,0,0,0,0,0,0,0,11,32,22,9,25,10,0,110,0,3,0,0,3,0,0,8,0,0,0,3,0,0,0,7,0,4,0,3,4,0,0,11,11,34,18,14,27,12,0,118,4,3,3,3,3,0,0,24,0,0,0,0,0,0,0,0,17,40,26,20,31,12,4,147
SSC40525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8
SSC40526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40528,4,8,5,0,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,14,4,11,3,4,61,4,3,4,0,5,0,0,11,0,0,0,0,0,0,0,4,3,3,7,0,5,3,0,15,12,21,14,4,10,3,4,81,12,20,10,4,7,5,0,58,0,0,0,0,0,0,0,0,27,43,26,10,20,12,4,135
SSC40529,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,4,0,0,5,0,0,0,4,7,3,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,7,0,0,19
SSC40530,0,0,9,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,17,3,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,3,3,13,3,4,0,0,24
SSC40531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40532,24,35,34,23,24,11,3,153,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,27,63,61,44,66,23,10,301,0,0,3,0,3,0,0,9,3,4,0,0,0,0,0,9,4,5,5,0,4,0,0,22,35,70,67,45,76,23,10,323,27,39,12,18,15,3,0,107,0,0,0,0,3,0,0,3,55,104,79,61,90,26,13,433
SSC40533,0,9,19,5,11,3,6,52,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,5,11,19,20,11,17,7,3,91,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,10,0,5,0,0,0,4,0,10,12,22,26,13,17,13,3,100,7,4,0,4,0,0,0,15,0,0,0,0,0,0,0,0,14,22,26,16,20,13,3,111
SSC40534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7
