SSC_CODE_2016,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
SSC41547,..,21,21,49,7,48,8,0,8,3,0,5,0,0,0,0,0,0,62,22,83
SSC41548,..,23,23,36,0,33,3,0,3,3,0,3,3,0,3,0,0,0,48,21,68
SSC41549,..,0,0,5,0,5,0,0,0,3,0,3,0,0,0,0,0,0,10,0,11
SSC41550,..,537,537,668,54,724,253,13,267,296,3,296,98,0,98,30,0,30,1337,611,1952
SSC41551,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41552,..,354,354,444,50,490,251,23,267,243,8,257,94,0,95,51,0,53,1081,434,1506
SSC41553,..,188,188,168,43,209,91,15,107,79,4,79,31,0,31,11,0,11,374,252,628
SSC41554,..,685,685,997,33,1034,306,3,311,273,3,275,98,0,98,33,0,33,1711,725,2433
SSC41555,..,289,289,445,16,458,177,3,175,191,0,191,62,0,62,19,0,19,896,309,1207
SSC41556,..,3,3,3,0,3,0,0,0,4,0,4,0,0,0,0,0,0,4,3,11
SSC41557,..,119,119,115,12,129,62,6,73,46,0,52,19,0,19,8,0,8,252,137,389
SSC41558,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SSC41559,..,203,203,252,21,277,139,9,143,177,0,183,60,0,64,9,0,14,641,230,874
SSC41560,..,5,5,14,3,17,8,0,8,6,0,6,4,0,4,0,0,0,31,7,40
SSC41561,..,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8
SSC41562,..,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,5,0,11
SSC41563,..,3,3,23,0,23,7,0,7,4,0,4,3,0,3,0,0,0,34,3,41
SSC41564,..,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9
SSC41565,..,21,21,30,0,30,7,0,7,5,0,5,0,0,0,0,0,0,43,21,60
SSC41566,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC41567,..,0,0,7,0,7,3,0,3,3,0,3,0,0,0,3,0,3,14,0,17
SSC41568,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9
SSC41569,..,21,21,40,0,42,25,0,27,16,0,16,4,0,4,0,0,0,87,24,116
SSC41570,..,3,3,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,9,3,14
SSC41571,..,479,479,452,23,476,194,4,194,194,0,194,67,0,69,18,0,18,920,503,1430
SSC41572,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41573,..,134,134,221,11,227,112,0,115,127,0,127,53,0,53,10,0,10,529,146,671
SSC41574,..,937,937,824,67,894,341,7,349,302,0,307,118,0,118,49,0,49,1645,1014,2650
SSC41575,..,324,324,379,26,399,156,5,163,105,0,105,48,0,48,18,0,18,704,351,1055
SSC41576,..,1095,1095,870,75,952,340,3,349,275,0,275,120,0,120,58,0,58,1665,1178,2844
SSC41577,..,3,3,9,0,9,3,0,3,3,0,3,0,0,0,0,0,0,14,3,20
SSC41578,..,3,3,4,0,4,0,0,0,0,0,3,0,0,0,0,0,0,5,6,14
SSC41579,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
SSC41580,..,7,7,27,0,27,3,0,3,7,0,7,5,0,5,3,0,3,48,7,57
SSC41581,..,7,7,14,0,14,9,0,9,6,0,6,0,0,0,0,0,0,30,7,37
SSC41582,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
SSC41583,..,0,0,7,0,7,5,0,5,3,0,3,0,0,0,0,0,0,16,0,16
SSC41584,..,7,7,20,0,20,11,0,11,6,0,6,7,0,7,0,0,0,41,11,49
SSC41585,..,3,3,3,0,3,3,0,3,4,0,4,0,0,0,0,0,0,17,3,20
SSC41586,..,439,439,482,35,511,204,0,204,179,0,179,51,0,51,26,0,26,931,477,1411
SSC41587,..,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
SSC41588,..,157,157,330,16,349,151,0,151,161,0,161,88,0,88,26,0,30,764,173,936
SSC41589,..,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC41590,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SSC41591,..,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC41592,..,6,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11
SSC41593,..,0,0,7,0,7,3,0,3,0,0,0,0,0,0,0,0,0,12,0,12
SSC41594,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41595,..,180,180,298,13,311,128,0,129,160,0,160,54,0,54,20,0,20,659,192,848
SSC41596,..,6,6,16,0,16,5,0,5,14,0,14,5,0,5,3,0,3,42,6,49
SSC41597,..,20,20,61,3,66,11,0,11,28,0,28,9,0,9,9,0,9,116,27,144
SSC41598,..,20,20,39,0,39,21,0,24,23,0,23,15,0,15,6,0,6,104,20,121
SSC41599,..,55,55,106,6,110,20,0,20,14,0,14,17,0,17,6,0,6,161,63,223
SSC41600,..,21,21,9,3,13,11,0,11,5,0,5,5,0,5,6,0,6,38,23,59
SSC41601,..,567,567,649,68,718,345,15,360,293,9,298,113,0,114,33,0,31,1430,666,2095
SSC41602,..,63,63,44,7,53,25,3,28,10,0,10,13,0,13,7,0,9,105,79,181
SSC41603,..,26,26,58,3,63,10,0,10,16,0,16,12,0,12,3,0,3,104,23,125
SSC41604,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41605,..,3,3,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,12,4,9
SSC41606,..,51,51,78,0,79,22,0,22,18,0,18,7,0,7,0,0,0,119,51,174
SSC41607,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41608,..,4,4,8,0,3,0,0,0,3,0,3,0,0,0,0,0,0,10,6,8
SSC41609,..,25,25,30,3,28,3,0,3,0,0,0,0,0,0,0,0,0,31,33,65
SSC41610,..,7,7,17,0,17,4,0,4,3,0,3,0,0,0,0,0,0,25,12,38
SSC41611,..,13,13,24,3,26,0,0,0,4,0,4,3,0,3,0,0,0,36,11,45
SSC41612,..,21,21,44,0,44,13,0,13,18,0,16,7,0,7,3,0,3,88,22,102
SSC41613,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC41614,..,3,3,10,0,10,0,0,0,3,0,3,5,0,5,0,0,0,20,3,24
SSC41615,..,21,21,23,0,24,4,0,4,9,0,9,3,0,3,3,0,3,40,21,64
SSC41616,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41617,..,10,10,18,3,18,0,0,0,0,0,0,0,0,0,0,0,0,20,12,33
SSC41618,..,4,4,8,0,8,3,0,3,3,0,3,0,0,0,0,0,0,19,4,19
SSC41619,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41620,..,4,4,4,0,4,5,0,5,3,0,3,0,0,0,0,0,0,15,4,18
SSC41621,..,25,25,29,0,29,11,0,11,21,0,21,0,0,0,0,0,0,65,25,88
SSC41622,..,875,875,1259,52,1314,685,6,691,800,7,804,269,0,269,98,0,98,3114,935,4049
SSC41623,..,40,40,53,3,54,30,0,30,40,0,37,14,0,14,10,0,10,148,44,195
SSC41624,..,4,4,15,0,15,4,0,4,4,0,4,3,0,3,0,0,0,24,4,31
SSC41625,..,3,3,8,0,8,5,0,5,3,0,3,0,0,0,0,0,0,17,3,25
SSC41626,..,18,18,30,3,27,5,0,11,6,0,6,3,0,3,0,0,0,47,22,70
SSC41627,..,227,227,330,17,343,127,0,130,139,0,139,53,0,53,24,0,25,664,245,908
SSC41628,..,274,274,225,18,250,110,4,112,99,3,101,47,3,51,16,0,16,497,306,798
SSC41629,..,279,279,191,30,215,134,6,138,122,3,128,52,3,53,46,3,54,552,321,868
SSC41630,..,291,291,238,33,267,132,3,135,138,3,144,54,3,54,35,0,35,598,334,934
SSC41631,..,154,154,171,18,189,104,3,104,101,6,111,48,0,48,24,0,24,455,177,632
SSC41632,..,341,341,370,40,403,177,6,181,204,0,205,62,0,59,16,0,16,822,384,1212
SSC41633,..,365,365,327,28,357,185,10,195,190,0,189,55,0,55,32,0,32,791,402,1195
SSC41634,..,32,32,33,0,33,6,0,6,0,0,0,4,0,4,0,0,0,37,32,71
SSC41635,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC41636,..,0,0,6,0,6,3,0,3,3,0,3,0,0,0,0,0,0,9,0,13
SSC41637,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10
SSC41638,..,3,3,5,0,5,4,0,4,4,0,4,3,0,3,0,0,0,13,3,22
SSC41639,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SSC41640,..,44,44,24,0,24,3,0,3,0,0,0,0,0,0,0,0,0,28,44,70
SSC41641,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC41642,..,43,43,89,3,94,48,0,47,65,0,63,26,0,26,11,0,11,243,49,293
SSC41643,..,0,0,11,0,6,0,0,0,5,0,5,0,0,0,0,0,0,11,0,13
SSC41644,..,72,72,90,0,92,29,0,29,26,0,26,21,0,21,3,0,3,172,73,246
SSC41645,..,3,3,14,0,14,7,0,7,0,0,0,0,0,0,0,0,0,21,3,21
SSC41646,..,6,6,17,0,13,5,0,5,5,0,5,5,0,5,0,0,0,30,5,36
SSC41647,..,14,14,9,0,13,5,0,5,3,0,3,3,0,3,0,0,0,19,9,35
SSC41648,..,621,621,1015,44,1057,522,3,524,532,0,532,147,0,147,59,0,61,2274,672,2949
SSC41649,..,19,19,18,0,18,3,0,3,3,0,3,3,0,3,0,0,0,32,19,50
SSC41650,..,19,19,21,0,19,4,0,4,8,0,8,0,0,0,0,0,0,38,15,54
SSC41651,..,34,34,86,3,90,41,0,39,67,0,67,27,0,27,8,0,8,227,39,265
SSC41652,..,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,9,0,4
SSC41653,..,13,13,13,0,14,10,0,10,3,0,3,4,0,4,11,0,11,48,10,59
SSC41654,..,5,5,12,0,12,3,0,3,7,0,7,3,0,3,0,0,0,23,5,29
SSC41655,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41656,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC41657,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41658,..,12,12,13,0,13,0,0,0,0,0,0,6,0,6,3,0,3,22,12,30
SSC41659,..,127,127,133,10,146,24,0,30,33,0,33,13,0,13,14,0,14,222,136,360
SSC41660,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SSC41661,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41662,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC41663,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41664,..,7,7,35,0,38,7,0,7,13,0,13,13,0,13,3,0,3,71,6,79
SSC41665,..,3,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,3,7
SSC41666,..,4,4,42,0,39,16,0,16,17,0,17,6,0,6,3,0,3,85,6,92
SSC41667,..,6,6,7,0,7,4,0,4,3,0,3,5,0,5,0,0,0,25,6,28
SSC41668,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41669,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10
SSC41670,..,0,0,3,0,3,0,0,0,4,0,4,0,0,0,0,0,0,7,0,6
SSC41671,..,15,15,10,0,14,7,0,7,0,0,0,3,0,3,0,0,0,18,14,37
SSC41672,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8
SSC41673,..,142,142,145,15,162,56,0,55,35,0,37,17,0,17,8,0,8,261,162,424
SSC41674,..,42,42,45,0,43,9,0,9,9,0,9,4,0,4,0,0,0,58,38,101
SSC41675,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41676,..,3,3,11,0,7,3,0,3,3,0,3,0,0,0,0,0,0,14,5,26
SSC41677,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41678,..,14,14,20,0,20,0,0,0,8,0,8,7,0,7,0,0,0,44,14,58
SSC41679,..,16,16,10,3,11,3,0,3,3,0,3,0,0,0,3,0,3,21,18,38
SSC41680,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4
SSC49494,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC49797,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
