SSC_CODE_2016,IA_DS_Separate_house,IA_DS_SemD_ro_tr_h_th,IA_DS_Flat_or_Apart,IA_DS_Other_dwelling,IA_DS_Not_stated,IA_Total,I_NA_DS_Separate_house,I_NA_DS_SemD_ro_tr_h_th,I_NA_DS_Flat_or_Apart,I_NA_DS_Other_dwelling,I_NA_DS_Not_stated,I_NA_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
SSC41233,121,0,0,0,0,121,13,0,0,0,0,13,4,0,0,0,0,4,138,0,0,0,0,138
SSC41234,60,0,0,0,0,59,22,0,0,0,0,22,0,0,0,0,0,0,80,0,0,0,0,79
SSC41235,1096,83,86,9,3,1277,394,59,70,3,0,526,49,7,13,0,4,68,1541,147,166,11,11,1879
SSC41236,170,0,0,0,0,177,51,0,0,0,0,50,6,0,0,0,0,6,232,0,0,0,0,233
SSC41237,101,0,0,0,0,100,17,0,0,0,0,17,3,0,0,0,0,6,129,0,0,0,0,132
SSC41238,364,0,0,7,0,363,68,0,0,0,0,71,17,0,0,0,0,17,442,0,0,4,0,453
SSC41239,233,231,26,0,0,492,67,108,7,0,0,182,10,14,0,0,0,21,312,348,34,0,0,699
SSC41240,1466,108,14,0,0,1593,251,29,3,0,0,287,30,3,0,0,0,31,1748,142,15,0,0,1911
SSC41241,626,48,3,0,0,674,72,50,13,0,0,133,10,0,4,0,0,16,710,94,20,0,0,827
SSC41242,46,0,0,0,0,46,13,0,0,0,0,13,0,0,0,0,0,0,61,0,0,0,0,61
SSC41243,640,265,159,6,3,1073,166,69,45,0,0,282,26,4,8,0,0,35,832,341,208,6,3,1390
SSC41244,1146,85,120,3,5,1362,207,20,40,0,0,266,20,0,5,0,0,26,1377,104,165,7,5,1654
SSC41245,122,242,3,4,0,375,14,75,3,0,0,97,3,13,0,0,0,16,142,333,8,4,0,483
SSC41246,880,143,32,0,5,1064,272,125,60,0,3,462,27,15,10,0,0,50,1181,287,101,0,5,1580
SSC41247,557,77,0,3,3,646,111,62,3,3,0,177,10,3,0,0,0,16,681,149,3,4,3,843
SSC41248,240,0,0,0,0,243,43,0,0,0,0,43,10,0,0,0,0,10,291,0,0,0,0,297
SSC41249,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC41250,293,5,3,17,0,318,87,8,0,0,0,101,15,0,0,0,0,13,394,16,3,14,0,430
SSC41251,322,8,8,4,3,338,82,5,0,0,0,92,11,0,0,0,0,10,406,18,6,6,3,436
SSC41252,78,0,0,0,0,78,35,0,0,0,0,35,3,0,0,0,0,3,111,0,0,0,0,111
SSC41253,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC41254,71,0,0,0,0,71,16,0,0,0,0,16,0,0,0,0,0,0,87,0,0,0,0,87
SSC41255,45,0,0,0,0,45,4,0,0,0,0,4,3,0,0,0,0,3,52,0,0,0,0,52
SSC41256,25,0,0,0,3,30,10,0,0,0,0,11,0,0,0,0,0,0,36,0,0,0,4,38
SSC41257,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6
SSC41258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41259,11,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,14,0,0,0,0,14
SSC41260,269,111,72,0,0,452,19,13,19,0,0,52,0,0,3,0,0,9,293,125,90,0,0,507
SSC41261,54,0,0,0,0,54,5,0,0,0,0,5,3,0,0,0,0,3,60,0,0,0,0,60
SSC41262,34,0,0,0,0,34,15,0,0,0,0,20,3,0,0,0,0,3,57,0,0,0,0,55
SSC41263,808,151,49,5,3,1016,208,86,26,0,3,323,26,12,0,0,0,40,1042,250,77,5,7,1373
SSC41264,266,0,0,3,0,268,29,0,0,0,0,32,9,0,0,0,0,9,306,0,0,3,0,314
SSC41265,411,52,27,0,0,487,39,10,6,0,0,52,7,0,0,0,0,12,458,58,34,0,0,554
SSC41266,1839,399,84,0,7,2332,351,87,30,0,0,471,45,20,4,0,0,59,2234,503,112,0,6,2861
SSC41267,48,0,0,0,0,48,3,0,0,0,0,3,4,0,0,0,0,4,51,0,0,0,0,51
SSC41268,923,113,35,0,6,1076,41,21,8,3,0,76,19,0,0,0,0,25,984,138,47,8,3,1177
SSC41269,672,198,13,5,0,895,229,69,7,0,0,310,25,8,3,0,0,35,929,268,27,9,0,1236
SSC41270,300,47,43,3,3,393,43,8,9,0,0,55,8,0,0,0,0,8,349,51,47,3,3,453
SSC41271,28,0,0,0,0,28,4,0,0,0,0,10,0,0,0,0,0,0,32,0,0,0,0,31
SSC41272,3,0,0,0,0,3,12,0,0,0,0,12,0,0,0,0,0,0,15,0,0,0,0,15
SSC41273,137,6,0,0,3,143,47,3,0,0,3,53,3,0,0,3,0,3,185,6,0,5,4,200
SSC41274,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3
SSC41275,1406,491,290,3,4,2190,441,233,192,0,0,865,68,27,18,0,4,114,1913,746,503,3,4,3171
SSC41276,1357,189,84,0,4,1630,307,131,39,0,0,481,51,10,8,0,0,72,1720,331,130,0,4,2179
SSC41277,2319,256,145,0,4,2733,471,123,94,0,0,687,45,14,10,0,4,74,2840,390,248,0,7,3489
SSC41278,1550,30,0,0,4,1588,149,4,0,0,0,156,20,3,0,0,0,27,1726,35,0,0,3,1766
SSC41279,2100,580,3,0,4,2687,485,345,0,0,3,832,81,30,0,0,3,112,2670,955,5,0,5,3636
SSC41280,620,34,0,32,0,687,124,23,0,5,0,157,12,4,0,3,0,20,760,60,0,38,0,858
SSC41281,305,38,0,0,0,343,83,21,0,0,0,109,15,3,0,0,0,17,397,59,3,0,0,466
SSC41282,3,0,0,0,0,3,12,0,0,0,0,12,0,0,0,0,0,0,15,0,0,0,0,15
SSC41283,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,11
SSC41284,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
SSC41285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC41286,33,0,0,0,0,33,4,0,0,0,0,4,0,0,0,0,0,0,41,0,0,0,0,41
SSC41287,14,0,0,0,0,14,7,0,0,0,0,7,0,0,0,0,0,0,20,0,0,0,0,21
SSC41288,23,0,0,0,0,23,4,0,0,0,0,4,0,0,0,0,0,0,31,0,0,0,0,31
SSC41289,21,0,0,0,0,21,10,0,0,0,0,10,0,0,0,0,0,0,31,0,0,0,0,31
SSC41290,28,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,34
SSC41291,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,14,0,0,0,0,14
SSC41292,77,0,0,0,0,85,7,0,0,0,0,7,0,0,0,0,0,0,89,0,0,0,0,94
SSC41293,23,0,0,0,0,23,3,0,0,0,0,3,0,0,0,0,0,0,34,0,0,0,0,34
SSC41294,10,0,0,0,0,10,6,0,0,0,0,6,0,0,0,0,0,0,13,0,0,0,0,13
SSC41295,15,0,0,0,0,15,0,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,17
SSC41296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41297,71,0,0,0,0,71,3,0,0,0,0,3,3,0,0,0,0,3,78,0,0,0,0,78
SSC41298,471,136,87,4,0,694,46,10,22,0,0,80,8,4,0,0,0,9,525,149,108,5,0,785
SSC41299,720,107,21,0,3,846,85,27,10,0,0,124,12,8,0,0,0,19,812,146,26,0,3,983
SSC41300,505,462,6,0,3,976,142,100,3,0,0,248,23,14,0,0,0,35,663,572,9,0,3,1254
SSC41301,461,6,0,0,0,467,64,0,0,0,0,65,14,0,0,0,0,14,540,7,0,0,0,546
SSC41302,1224,134,58,0,3,1419,170,46,16,0,0,235,38,9,0,0,0,47,1436,188,75,0,3,1699
SSC41303,19,0,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,21,0,0,0,0,21
SSC41304,1123,50,77,0,3,1252,60,10,13,0,0,81,14,0,3,0,0,16,1195,60,92,0,3,1355
SSC41305,1817,33,36,0,0,1888,195,34,15,0,0,247,58,5,3,0,0,64,2069,76,60,0,0,2204
SSC41306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41307,2016,786,258,9,17,3077,651,279,109,0,3,1047,57,30,13,0,0,105,2728,1099,377,6,19,4230
SSC41308,853,25,0,0,0,877,109,3,0,0,0,118,14,0,0,0,0,14,972,26,0,0,0,1000
SSC41309,15,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,19
SSC41310,57,0,0,0,0,63,16,0,0,0,0,18,0,0,0,0,0,0,69,3,0,0,0,76
SSC41311,58,0,0,0,0,61,20,0,0,0,0,20,4,0,0,0,0,4,79,0,0,0,0,80
SSC41312,26,0,0,0,0,28,4,0,0,0,0,4,0,0,0,0,0,0,35,0,0,0,0,34
SSC41313,296,49,34,0,0,386,65,17,7,0,0,86,6,0,0,0,0,10,369,68,48,0,0,481
SSC41314,800,24,0,0,0,820,118,6,0,0,0,126,21,0,0,0,0,21,936,33,0,0,5,968
SSC41315,92,0,0,3,0,97,12,0,0,0,0,16,3,0,0,0,0,3,113,0,0,3,0,117
SSC41316,602,188,89,3,7,890,82,40,44,0,0,164,11,0,3,0,0,22,691,233,137,3,11,1075
SSC41317,808,477,82,8,0,1374,134,234,33,3,0,408,19,36,5,0,0,60,964,744,123,15,3,1847
SSC41318,209,98,22,0,0,338,38,25,13,0,0,78,4,4,0,0,0,10,248,133,38,0,3,418
SSC41319,31,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,33
SSC41320,38,0,0,0,3,44,3,0,0,0,0,3,0,0,0,0,0,0,43,0,0,0,3,48
SSC41321,35,0,0,5,0,39,9,0,0,0,0,9,0,0,0,0,0,0,40,0,0,5,0,43
SSC41322,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,14
SSC41323,39,0,0,0,0,38,9,0,0,0,0,7,0,0,0,0,0,0,46,0,0,0,3,48
SSC41324,12,0,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,12
SSC41325,2086,17,0,0,0,2097,123,3,0,0,0,132,31,0,0,0,0,31,2241,14,0,0,0,2258
SSC41326,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,12
SSC41327,17,0,0,0,0,19,6,0,0,0,0,6,0,0,0,0,0,0,27,0,0,0,0,27
SSC41328,24,0,0,0,0,25,3,0,0,0,0,3,0,0,0,0,0,0,24,0,0,0,0,26
SSC41329,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3
SSC41330,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11
SSC41331,89,0,0,0,0,89,14,0,0,0,0,14,3,0,0,0,0,3,105,0,0,0,0,105
SSC41332,17,0,0,3,0,18,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,3,0,20
SSC41333,540,107,8,0,0,653,133,62,3,0,0,199,21,3,0,0,0,32,695,174,11,0,0,877
SSC41334,606,83,24,0,3,718,184,32,23,0,0,242,22,0,0,0,0,27,814,120,49,0,3,989
SSC41335,70,0,0,9,0,72,18,0,0,5,0,25,3,0,0,5,0,8,87,0,0,15,3,104
SSC41336,128,3,0,6,0,134,58,3,0,3,0,67,0,0,0,0,0,0,185,6,0,11,0,204
SSC41337,19,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,22
SSC41338,264,4,0,3,0,275,142,14,5,8,0,162,8,0,0,3,0,15,414,16,9,15,0,451
SSC41339,1211,438,144,0,10,1808,150,111,140,0,4,407,27,7,24,0,3,65,1392,560,310,0,14,2275
SSC41340,630,197,19,0,0,851,96,62,15,0,0,168,10,10,0,0,0,21,732,265,36,0,0,1039
SSC41341,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11
SSC41342,18,0,0,0,0,18,7,0,0,0,0,7,0,0,0,0,0,0,26,0,0,0,0,26
SSC41343,908,289,228,0,3,1431,142,100,79,0,0,316,24,16,6,0,0,46,1071,407,310,0,8,1789
SSC41344,80,0,0,0,0,83,22,0,0,0,0,27,3,0,0,0,0,3,107,0,0,0,0,109
SSC41345,86,0,0,0,0,92,23,0,3,0,0,25,0,0,0,0,0,0,111,0,3,0,0,119
SSC41346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41347,16,0,0,0,0,16,7,0,0,0,0,7,0,0,0,0,0,0,22,0,0,0,0,22
SSC41348,33,0,0,0,0,33,7,0,0,0,0,7,3,0,0,0,0,3,40,0,0,0,0,40
SSC41349,20,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,20
SSC41350,152,14,9,0,0,168,8,3,0,0,0,13,4,0,0,0,0,4,162,16,6,0,0,188
SSC41351,204,0,0,3,0,208,44,0,0,0,0,45,4,0,0,0,0,4,254,0,0,0,0,259
SSC41352,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC41353,1187,45,120,0,3,1353,131,19,47,0,0,192,14,3,3,0,0,22,1335,61,167,0,3,1572
SSC41354,126,410,87,0,9,629,4,25,13,0,0,45,3,3,3,0,0,14,128,441,107,0,12,692
SSC41355,398,124,0,0,0,517,26,22,0,0,0,48,4,0,0,0,0,6,427,147,3,0,0,577
SSC41356,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,13
SSC41357,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC41358,23,3,0,0,0,32,14,0,0,0,0,17,0,0,0,0,0,0,39,3,3,0,0,45
SSC41359,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
SSC41360,565,214,103,0,11,886,108,48,24,0,0,180,15,3,0,0,0,20,691,265,119,0,12,1080
SSC41361,311,154,25,5,0,491,57,37,5,0,0,104,4,6,3,0,0,16,380,189,33,4,0,606
SSC41362,781,117,159,0,3,1058,68,14,32,0,0,116,16,0,0,0,0,13,862,127,191,0,3,1187
SSC41363,8,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,13
SSC41364,121,0,0,0,0,122,16,0,0,0,0,16,4,0,0,0,0,4,139,0,0,0,0,139
SSC41365,182,3,0,3,0,191,51,4,3,3,0,62,4,0,0,0,0,9,247,10,3,13,0,261
SSC41366,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,15
SSC41367,4,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7
SSC41368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41369,196,86,50,0,0,329,25,8,11,0,0,41,0,7,0,0,0,11,223,102,61,4,0,385
SSC41370,17,0,0,0,0,17,6,0,0,0,0,6,0,0,0,0,0,0,25,0,0,0,0,25
SSC41371,941,39,0,0,4,989,74,21,4,0,0,100,18,3,0,0,0,24,1038,60,7,0,3,1106
SSC41372,611,0,0,4,0,620,115,3,0,6,3,127,16,0,0,0,0,19,748,3,0,18,4,766
SSC41373,69,0,0,5,0,78,22,0,0,0,0,23,0,0,0,0,0,0,86,0,0,11,0,104
SSC41374,138,0,0,0,0,141,11,0,0,0,0,11,0,0,0,0,0,0,151,0,0,0,0,153
SSC41375,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC41376,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC41377,13,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,17
SSC41378,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11
SSC41379,33,0,0,0,0,33,3,0,0,0,0,3,3,0,0,0,0,3,42,0,0,0,0,42
SSC41380,364,33,0,0,0,394,8,0,0,0,0,11,0,0,0,0,0,0,378,32,0,0,0,405
SSC41381,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC41382,1985,28,28,18,0,2054,361,12,24,5,0,397,36,3,0,0,0,37,2379,35,54,19,0,2489
SSC41383,388,10,0,7,0,398,89,13,0,0,0,97,13,0,0,0,0,22,490,20,0,5,0,521
SSC41384,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SSC41385,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC41386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41388,509,288,0,0,6,810,126,89,0,0,0,216,22,10,0,0,0,35,662,388,0,0,6,1057
SSC41389,9,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,15,0,0,0,0,15
SSC41390,203,0,0,0,0,205,20,0,0,0,0,20,6,0,0,0,0,6,221,0,0,0,0,228
SSC41391,110,0,0,3,0,109,28,0,0,0,0,28,7,0,0,0,0,7,142,0,0,3,0,150
SSC41392,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC41393,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,18
SSC41394,31,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,3,0,30
SSC41395,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SSC41396,1082,36,0,0,0,1119,106,17,0,0,0,124,19,3,0,0,0,18,1207,57,0,0,0,1259
SSC41397,14,0,0,0,0,14,8,0,0,0,0,8,0,0,0,0,0,0,17,0,0,0,0,17
SSC41398,159,0,0,3,0,163,20,0,0,0,0,20,0,0,0,0,0,0,181,0,0,3,3,188
SSC41399,73,0,0,0,0,77,32,0,0,0,0,33,9,0,0,0,0,10,117,0,0,0,0,115
SSC41400,42,0,0,0,0,42,5,0,0,0,0,5,0,0,0,0,0,0,47,0,0,0,0,50
SSC41401,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC41402,473,16,0,5,0,503,177,15,0,7,0,199,17,4,0,0,0,17,660,36,0,14,0,721
SSC41403,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,7
SSC41404,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC41405,135,0,0,0,0,137,38,0,0,0,0,38,0,0,0,0,0,0,177,0,0,0,0,178
SSC41406,1334,71,17,9,3,1439,267,35,38,4,0,345,30,0,5,0,3,40,1637,109,56,20,8,1826
SSC41407,551,283,78,0,0,913,134,139,50,0,0,319,7,7,3,0,3,22,695,432,127,0,3,1256
SSC41408,10,0,0,0,3,14,6,0,0,0,0,6,0,0,0,0,0,0,18,0,0,0,3,15
SSC41409,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,13
SSC41410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41411,17,0,0,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,20
SSC41412,77,0,0,0,0,75,23,0,0,0,0,25,3,0,0,0,0,3,98,0,0,0,3,98
SSC41413,6,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,11
SSC41414,124,0,0,0,0,123,56,3,0,0,0,57,0,0,0,0,0,0,176,3,0,3,0,183
SSC41415,73,0,0,0,0,73,3,0,0,0,0,3,3,0,0,0,0,3,79,0,0,0,0,79
SSC41416,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC41417,83,0,0,0,0,86,8,0,0,0,0,8,0,0,0,0,0,0,94,0,0,0,0,91
SSC41418,962,54,51,0,0,1070,141,4,22,0,0,170,19,0,3,0,0,19,1119,61,82,0,3,1255
SSC41419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41420,34,0,0,0,0,37,4,0,0,0,0,4,0,0,0,0,0,0,36,0,0,0,0,35
SSC41421,35,0,0,0,0,35,6,0,0,0,0,3,3,0,0,0,0,3,34,0,0,0,0,38
SSC41422,95,227,81,0,4,407,22,23,12,0,3,56,0,5,3,0,0,6,120,252,94,0,3,467
SSC41423,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10
SSC41424,208,50,0,0,0,251,27,9,0,0,0,36,7,0,0,0,0,8,237,61,0,0,0,293
SSC41425,31,0,0,0,0,34,15,0,0,0,0,15,3,0,0,0,0,3,48,0,0,3,0,56
SSC41426,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC41427,30,0,0,0,0,33,11,0,0,0,0,11,0,0,0,0,0,0,50,0,0,0,0,49
SSC41428,49,0,0,0,0,49,3,0,0,0,0,3,0,0,0,0,0,0,55,0,0,0,0,55
SSC41429,307,160,32,0,3,498,68,29,20,0,0,121,14,0,8,0,0,24,388,191,53,6,3,638
SSC41430,137,5,3,0,0,140,39,0,7,0,0,43,7,0,0,0,0,10,183,7,9,0,0,193
SSC41431,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9
SSC41432,64,0,0,0,0,69,23,0,0,0,0,23,5,0,0,0,0,5,93,0,0,0,0,95
SSC41433,51,4,0,0,0,52,11,0,0,0,0,11,0,0,0,0,0,0,61,3,0,0,0,61
SSC41434,14,0,0,0,0,14,4,0,0,0,0,4,0,0,0,0,0,0,19,0,0,0,0,19
SSC41435,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC41436,86,0,0,6,0,89,7,0,0,0,0,7,0,0,0,0,0,0,89,0,0,6,0,88
SSC41437,54,0,0,0,3,57,17,0,0,0,0,17,3,0,0,0,0,3,74,0,0,0,3,73
SSC41438,49,0,0,0,0,49,26,0,0,0,0,26,5,0,0,0,0,5,82,0,0,0,0,83
SSC41439,6,0,0,0,0,8,7,0,0,0,0,7,0,0,0,0,0,0,10,0,0,0,0,15
SSC41440,139,0,0,0,0,144,30,0,0,0,0,30,7,0,0,0,0,8,178,0,0,0,0,184
SSC41441,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,8
SSC41442,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8
SSC41443,70,0,0,0,0,70,10,0,0,0,0,11,0,0,0,0,0,0,82,0,0,3,0,86
SSC41444,10,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,13
SSC41445,609,220,66,0,0,892,31,29,14,0,0,75,8,6,0,0,0,14,652,251,80,0,0,986
SSC41446,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC41447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41448,599,117,138,0,4,857,45,17,29,0,0,88,14,4,5,0,0,21,656,140,167,0,4,962
SSC41449,22,0,0,0,0,22,4,0,0,0,0,4,0,0,0,0,0,0,25,0,0,0,0,25
SSC41450,874,258,83,0,6,1228,218,44,23,0,0,289,21,15,3,0,0,42,1118,318,109,0,9,1551
SSC41451,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC41452,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC41453,29,0,0,0,0,29,9,0,0,0,0,9,0,0,0,0,0,0,38,0,0,0,0,38
SSC41454,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,17
SSC41455,1014,128,75,0,3,1217,154,15,25,0,0,194,19,4,3,0,0,25,1191,145,96,0,3,1438
SSC41456,297,55,43,0,0,400,51,4,3,0,0,63,4,0,3,0,0,10,355,58,56,0,0,473
SSC41457,963,16,3,0,0,980,85,4,10,0,0,98,15,0,0,0,0,15,1059,17,15,0,0,1096
SSC41458,155,0,0,0,0,160,30,0,0,0,0,28,0,0,0,0,0,0,182,0,0,3,0,188
SSC41459,39,0,0,0,0,39,14,0,0,0,0,14,0,0,0,0,0,0,50,0,0,0,0,50
SSC41460,453,22,10,9,3,498,143,36,14,12,3,203,17,0,0,0,0,13,612,58,30,19,10,717
SSC41461,90,0,0,0,0,90,21,0,0,0,0,20,0,0,0,0,0,0,110,0,0,0,0,113
SSC41462,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,6
SSC41463,360,136,0,0,0,491,32,18,0,0,0,54,7,0,0,0,0,7,393,160,0,0,0,554
SSC41464,680,7,0,7,0,698,141,3,0,0,3,144,22,0,0,3,0,23,839,10,0,9,6,869
SSC41465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC41466,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC41467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41468,85,0,0,0,0,85,12,0,0,0,0,12,4,0,0,0,0,4,103,0,0,0,0,103
SSC41469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41470,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC41471,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC41472,474,129,119,0,4,729,109,23,48,0,0,173,16,4,4,0,0,19,598,158,166,3,3,928
SSC41473,43,0,0,0,0,43,6,0,0,0,0,6,0,0,0,0,0,0,50,0,0,0,0,50
SSC41474,749,332,368,0,0,1451,114,20,67,0,3,205,14,3,10,0,0,30,879,356,446,0,3,1683
SSC41475,362,22,91,0,0,484,22,0,7,0,0,33,7,0,0,0,0,9,396,24,103,0,0,523
SSC41476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41477,80,0,0,0,0,80,11,0,0,0,0,11,0,0,0,0,0,0,90,0,0,0,0,94
SSC41478,313,0,0,5,0,316,15,0,0,7,0,25,3,0,0,0,0,3,333,3,0,8,0,348
SSC41479,160,9,0,0,3,177,19,6,0,0,0,25,3,0,0,0,0,3,183,19,0,0,3,203
SSC41480,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20
SSC41481,308,29,6,0,0,341,21,0,3,0,0,24,7,0,0,0,0,7,334,25,9,0,0,369
SSC41482,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
