SSC_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
SSC40001,3789,10187,200,307,3,7,202,310,3,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,7,3,3,3999,10515,242,..,4245,10515
SSC40002,353,769,656,1189,1224,2599,1882,3792,329,548,654,1245,2675,4874,3,6,3663,6667,0,3,0,0,11,11,50,98,55,111,60,100,6014,11434,1076,..,7089,11434
SSC40003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC40004,31,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,93,3,..,33,93
SSC40005,22,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,34,0,..,20,34
SSC40006,577,1413,81,139,8,30,97,173,29,49,0,0,0,0,0,3,29,48,0,0,0,0,0,0,0,0,0,0,3,8,705,1651,68,..,771,1651
SSC40007,546,1343,144,230,17,29,165,258,94,134,0,0,0,0,0,0,97,135,0,0,0,0,0,0,0,10,0,10,5,5,812,1755,95,..,903,1755
SSC40008,1134,3133,0,4,0,0,0,3,3,7,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,7,10,1143,3158,97,..,1237,3158
SSC40009,161,422,31,50,12,12,38,58,0,0,0,0,0,0,0,0,0,0,11,19,0,0,0,3,0,0,15,30,21,31,240,540,50,..,295,540
SSC40010,3388,8947,157,307,31,66,192,372,131,203,0,0,0,0,0,0,131,203,17,32,0,0,0,4,0,0,18,33,14,24,3740,9585,784,..,4521,9585
SSC40011,57,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,139,5,..,67,139
SSC40012,525,1333,104,220,62,170,165,387,33,70,0,0,0,0,3,6,36,77,0,0,0,0,0,0,0,0,0,0,0,3,725,1800,65,..,795,1800
SSC40013,150,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,148,415,32,..,180,415
SSC40014,46,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,135,0,..,55,135
SSC40015,23,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,59,3,..,22,59
SSC40016,44,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,98,3,..,42,98
SSC40017,81,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,423,19,..,103,423
SSC40018,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,3,..,7,6
SSC40019,98,194,5,3,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,199,123,..,221,199
SSC40020,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,..,3,3
SSC40021,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,..,3,14
SSC40022,52,158,8,15,0,0,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,4,0,0,67,181,97,..,160,181
SSC40023,145,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,150,269,423,..,572,269
SSC40024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC40025,16,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,37,0,..,16,37
SSC40026,2422,7266,32,69,103,231,135,303,10,24,0,0,0,0,0,0,10,24,0,3,0,3,0,0,0,4,3,13,4,6,2576,7606,168,..,2744,7606
SSC40027,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,60,3,..,27,60
SSC40028,19,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,45,0,..,19,45
SSC40029,699,1749,91,167,0,0,91,167,33,39,0,0,0,0,0,0,33,39,0,0,0,0,0,0,0,0,0,0,7,12,828,1964,109,..,940,1964
SSC40030,310,917,156,344,12,20,167,369,41,89,0,0,0,0,0,0,41,89,6,16,0,0,0,0,0,10,4,22,0,0,518,1395,47,..,568,1395
SSC40031,818,2656,65,105,0,0,65,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,889,2775,60,..,948,2775
SSC40032,14,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,16,33,3,..,18,33
SSC40033,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,..,6,5
SSC40034,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,..,8,8
SSC40035,7,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,32,7,..,11,32
SSC40036,36,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,80,7,..,44,80
SSC40037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,3,0
SSC40038,496,985,0,4,0,0,0,4,0,3,0,0,0,0,0,0,0,3,23,30,23,37,0,0,0,0,42,67,6,11,555,1073,135,..,687,1073
SSC40039,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,7,..,11,6
SSC40040,127,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,3,127,350,12,..,144,350
SSC40041,120,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,4,10,0,0,119,291,85,..,204,291
SSC40042,62,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,133,14,..,70,133
SSC40043,598,1488,255,544,96,237,353,777,507,869,0,0,0,0,0,0,507,869,0,0,0,0,0,0,0,0,0,0,10,16,1470,3149,155,..,1619,3149
SSC40044,95,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,236,15,..,106,236
SSC40045,115,305,109,185,41,86,145,273,98,187,0,0,87,123,0,0,176,314,0,0,0,0,0,0,0,0,0,0,0,0,441,885,45,..,486,885
SSC40046,168,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,477,11,..,187,477
SSC40047,9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,26,4,..,12,26
SSC40048,2829,7784,403,900,44,135,450,1036,51,108,0,0,0,0,0,0,54,106,0,0,0,0,0,0,0,0,0,0,0,8,3338,8937,256,..,3595,8937
SSC40049,476,1473,100,246,106,316,206,557,11,20,0,0,0,0,0,0,11,20,0,0,0,0,0,0,0,0,0,0,3,6,698,2059,53,..,746,2059
SSC40050,265,567,3,4,0,0,3,4,4,5,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,4,275,583,62,..,333,583
SSC40051,208,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,597,23,..,236,597
SSC40052,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,27,8,..,16,27
SSC40053,41,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,96,21,..,62,96
SSC40054,34,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,4,0,0,0,0,8,10,0,0,35,103,4,..,44,103
SSC40055,22,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,63,8,..,24,63
SSC40056,59,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,141,22,..,77,141
SSC40057,37,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,83,3,..,33,83
SSC40058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,..,23,0
SSC40059,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,..,5,7
SSC40060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,..,4,0
SSC40061,763,1796,21,33,0,0,21,33,43,54,0,0,0,3,0,0,43,57,5,5,0,0,0,0,0,0,7,6,3,16,840,1902,90,..,929,1902
SSC40062,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,29,4,..,14,29
SSC40063,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,..,5,5
SSC40064,39,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,66,175,..,216,66
SSC40065,550,1451,3,3,0,0,3,3,24,30,0,0,0,0,0,0,24,30,0,0,0,0,0,0,0,0,0,0,4,0,580,1488,59,..,640,1488
SSC40066,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,3,..,11,12
SSC40067,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,60,12,..,31,60
SSC40068,15,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,37,0,..,22,37
SSC40069,1175,3059,4,16,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1181,3077,59,..,1241,3077
SSC40070,35,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,108,7,..,40,108
SSC40071,11,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,33,3,..,11,33
SSC40072,1004,2382,91,136,0,4,95,135,82,108,0,0,0,0,0,0,82,108,9,15,5,3,0,0,3,3,19,22,3,9,1199,2653,174,..,1374,2653
SSC40073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,..,4,0
SSC40074,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,..,0,10
SSC40075,21,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,49,11,..,37,49
SSC40076,20,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,53,0,..,26,53
SSC40077,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,0,..,15,24
SSC40078,106,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,281,26,..,132,281
SSC40079,24,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,25,53,33,..,57,53
SSC40080,17,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,35,3,..,18,35
SSC40081,221,521,0,0,0,0,0,0,5,10,0,0,0,0,0,0,5,10,0,6,3,3,0,0,0,0,3,5,0,3,232,544,275,..,508,544
SSC40082,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,..,5,8
SSC40083,27,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,66,8,..,39,66
SSC40084,797,2214,66,119,44,91,108,210,4,10,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,3,3,911,2438,73,..,987,2438
SSC40085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,..,15,0
SSC40086,337,994,54,136,79,219,139,360,69,201,0,0,0,0,0,0,69,201,0,0,0,3,0,0,0,3,3,8,3,4,547,1562,41,..,591,1562
SSC40087,29,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,63,11,..,36,63
SSC40088,1490,3957,59,93,18,22,78,115,5,6,0,0,0,0,0,0,5,6,6,4,0,0,0,0,0,0,6,4,4,7,1574,4089,140,..,1716,4089
SSC40089,17,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,46,4,..,23,46
SSC40090,29,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,72,4,..,32,72
SSC40091,911,2276,73,109,5,17,81,123,6,11,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,3,1002,2415,76,..,1073,2415
SSC40092,9,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,28,12,..,19,28
SSC40093,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,..,3,3
SSC40094,40,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,46,114,7,..,47,114
SSC40095,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,..,3,9
SSC40096,1330,3180,206,350,0,0,206,350,120,159,0,0,0,0,0,0,120,159,3,7,3,9,0,0,0,0,12,16,14,29,1679,3736,200,..,1880,3736
SSC40097,51,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,128,4,..,54,128
SSC40098,24,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,60,4,..,33,60
SSC40099,463,1187,88,161,17,49,106,211,51,65,0,0,0,0,0,0,51,65,0,0,0,0,0,0,0,0,0,0,0,3,625,1466,69,..,696,1466
SSC40100,472,1172,79,176,5,5,80,183,33,57,0,0,0,0,0,0,33,57,0,0,0,0,0,0,0,6,0,6,0,0,589,1414,68,..,656,1414
SSC40101,84,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,232,3,..,85,232
SSC40102,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,..,26,4
SSC40103,27,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,82,3,..,28,82
SSC40104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC40105,27,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,61,8,..,34,61
SSC40106,12,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,37,4,..,14,37
SSC40107,449,1209,7,3,0,0,7,3,8,8,0,0,0,0,0,0,8,8,0,0,0,0,0,0,5,4,5,4,3,12,471,1240,36,..,506,1240
SSC40108,640,1481,45,83,9,23,53,104,25,30,0,0,0,0,0,0,25,30,0,0,0,0,0,0,0,0,0,0,3,4,719,1620,65,..,788,1620
SSC40109,472,1266,46,87,35,55,81,146,231,389,11,11,0,4,0,0,245,411,0,0,0,0,0,0,0,0,0,0,4,7,797,1827,76,..,876,1827
SSC40110,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,33,11,..,27,33
SSC40111,16,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,43,187,..,203,43
SSC40112,15,24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,32,5,..,19,32
SSC40113,20,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,46,4,..,21,46
SSC40114,30,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,34,65,36,..,65,65
SSC40115,9,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,31,0,..,9,31
SSC40116,12,37,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,42,0,..,16,42
SSC40117,1341,3484,87,153,6,19,98,170,227,321,0,0,0,0,0,0,227,321,0,0,0,0,0,0,0,0,0,0,4,10,1671,3989,135,..,1805,3989
SSC40118,1262,3623,203,500,26,66,231,561,83,181,0,0,0,0,0,0,83,181,0,0,0,0,0,0,12,27,12,27,9,30,1590,4425,164,..,1758,4425
SSC40119,2340,6512,42,66,108,231,143,299,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2488,6819,190,..,2679,6819
SSC40120,116,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,360,13,..,127,360
SSC40121,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,39,..,48,20
SSC40122,130,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,139,271,222,..,362,271
SSC40123,27,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,73,3,..,26,73
SSC40124,111,287,3,6,0,0,3,6,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,115,293,23,..,137,293
SSC40125,5,11,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,9,12,24,14,..,27,24
SSC40126,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,26,..,39,25
SSC40127,181,471,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,7,4,0,0,184,479,28,..,213,479
SSC40128,20,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,48,51,..,76,48
SSC40129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC40130,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,0,..,9,21
SSC40131,21,51,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,78,115,37,56,0,0,0,0,115,171,0,3,135,226,0,..,138,226
SSC40132,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,..,4,3
SSC40133,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,32,..,37,15
SSC40134,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,10,0,..,3,10
SSC40135,79,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,85,207,12,..,103,207
SSC40136,44,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,45,114,7,..,59,114
SSC40137,13,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,37,5,..,19,37
SSC40138,174,413,10,15,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,191,433,57,..,254,433
SSC40139,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,8,22,0,..,6,22
SSC40140,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,7,..,5,14
SSC40141,24,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,24,63,0,..,24,63
SSC40142,1074,2532,10,25,0,0,10,25,10,19,0,0,0,0,0,0,10,19,9,6,3,3,3,6,0,3,10,18,5,13,1113,2610,147,..,1259,2610
SSC40143,17,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,43,3,..,16,43
SSC40144,18,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,32,9,..,26,32
SSC40145,307,913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,310,914,26,..,330,914
SSC40146,89,202,135,228,88,175,225,398,3,6,23,38,106,176,0,0,135,224,0,0,0,0,0,0,0,4,0,4,0,0,453,825,88,..,539,825
SSC40147,18,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,4,0,0,17,45,4,..,26,45
SSC40148,54,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,129,134,..,183,129
SSC40149,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24,6,..,12,24
SSC40150,20,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,51,11,..,32,51
SSC40151,67,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,164,0,..,68,164
SSC40152,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,8,..,14,17
SSC40153,1125,3040,69,112,0,0,69,112,19,34,0,0,0,0,0,0,19,34,0,0,0,0,0,0,0,0,0,0,0,3,1215,3178,78,..,1292,3178
SSC40154,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,11,..,27,20
SSC40155,21,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,50,16,..,33,50
SSC40156,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,103,..,105,4
SSC40157,26,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31,65,17,..,41,65
SSC40158,1317,3340,15,25,0,0,19,27,5,7,0,0,0,0,0,0,5,7,0,0,0,0,0,4,3,3,0,8,0,0,1339,3374,98,..,1442,3374
SSC40159,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,29,0,..,6,29
SSC40160,940,2334,378,604,105,211,486,815,84,136,0,4,0,0,0,0,86,145,0,0,0,0,0,0,3,13,3,13,10,14,1517,3318,200,..,1715,3318
SSC40161,19,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,70,4,..,27,70
SSC40162,30,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,79,0,..,38,79
SSC40163,113,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,0,0,109,261,27,..,139,261
SSC40164,1073,2769,401,744,30,52,429,801,212,350,0,0,0,0,0,0,212,350,0,0,0,0,0,0,0,4,0,4,14,22,1727,3948,198,..,1922,3948
SSC40165,407,900,406,756,587,1269,991,2022,32,44,31,50,0,0,0,0,63,97,0,0,0,0,0,0,3,5,3,5,0,12,1461,3038,195,..,1654,3038
SSC40166,24,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,26,65,0,..,25,65
