SSC_CODE_2016,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
SSC40971,3,10,7,9,13,4,0,0,0,49,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40972,59,185,576,254,174,104,12,0,0,1368,0,0,8,3,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,9,21,14,7,6,3,0,0,57,0,4,3,3,0,0,0,0,0,6,0,3,13,0,9,3,0,0,0,27,0,3,10,3,3,4,0,0,0,19,29,49,81,40,30,6,0,0,0,230,31,25,21,6,3,7,0,0,0,93,0,3,7,12,3,4,0,0,0,30,4,4,7,0,3,0,0,0,0,16,0,5,22,8,0,3,0,0,0,45,0,4,11,4,5,0,0,0,0,25,0,7,9,10,0,0,0,0,0,26,0,7,25,20,13,15,3,0,0,89,0,9,37,12,17,4,0,0,0,86,0,12,38,25,14,12,3,0,0,101,7,54,109,43,46,22,3,0,0,276,0,4,7,0,0,0,0,0,0,12,3,5,21,10,4,4,0,0,0,41
SSC40973,0,0,0,3,4,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40974,0,3,9,4,7,6,0,0,0,25,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40975,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40976,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40977,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
SSC40978,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40979,145,335,740,542,544,415,89,23,0,2835,4,15,36,24,12,10,3,0,0,104,0,0,0,0,0,0,0,0,0,3,16,25,67,49,59,26,4,0,0,242,0,0,3,0,0,0,0,0,0,3,3,3,8,6,9,4,0,0,0,37,5,21,58,35,25,14,3,0,0,159,51,72,93,67,79,53,6,0,0,420,74,45,37,18,30,13,3,0,0,214,0,3,9,12,11,11,3,0,0,43,0,6,3,4,9,3,0,0,0,23,0,3,16,4,5,4,0,0,0,34,0,4,4,4,3,3,0,0,0,28,3,10,19,8,12,5,4,0,0,62,0,9,21,25,32,25,4,4,0,108,0,5,33,39,47,17,7,0,0,152,0,17,44,43,59,50,14,3,0,221,11,51,89,111,147,110,20,0,0,538,0,7,3,0,9,7,0,0,0,29,4,8,20,7,14,11,3,0,0,67
SSC40980,21,23,40,40,81,61,15,0,0,288,0,0,0,0,3,4,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,0,0,0,0,12,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,12,6,13,5,6,8,3,0,0,56,5,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,0,0,0,12,0,0,3,0,3,0,0,0,0,10,0,0,3,0,0,0,0,0,0,7,0,0,0,3,3,3,0,0,0,15,0,3,3,4,6,0,0,0,0,19,0,3,3,4,11,9,0,0,0,28,0,3,4,11,21,13,0,0,0,56,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3
SSC40981,3,3,6,4,9,7,5,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
SSC40982,4,4,9,14,15,10,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,8,3,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40983,0,0,0,0,3,8,0,0,0,13,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40984,3,3,4,16,13,9,3,0,0,51,0,0,0,5,5,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40985,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40986,16,19,29,55,70,71,17,0,0,280,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,7,0,0,0,0,3,0,0,0,0,3,7,3,5,5,3,3,0,0,0,23,6,8,0,4,3,0,0,0,0,20,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,0,0,0,19,0,0,0,0,0,0,0,0,0,8,0,0,0,5,7,0,0,0,0,12,0,0,3,14,16,12,0,0,0,47,0,0,0,11,31,19,3,0,0,68,0,0,0,0,4,3,0,0,0,10,0,0,3,4,3,3,0,0,0,12
SSC40987,8,14,23,19,26,30,10,4,0,134,0,0,0,4,7,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,0,0,0,16,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,3,0,3,3,0,0,0,10,0,0,0,4,10,5,0,0,0,22,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC40988,7,14,37,39,55,34,9,0,0,193,0,0,3,0,10,6,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,7,0,0,10,3,0,4,0,0,0,17,3,0,4,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,0,0,0,6,6,6,0,0,0,18,3,0,8,3,6,14,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40989,0,0,0,0,0,12,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40990,25,52,83,116,134,107,31,8,0,556,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,6,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,0,0,10,0,0,0,4,3,0,0,0,0,10,10,17,9,4,5,6,3,0,0,54,17,3,5,3,0,3,0,0,0,37,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,5,11,10,5,0,0,0,26,0,0,0,0,3,3,3,0,0,9,0,0,13,5,10,9,0,0,0,40,0,0,3,3,4,3,0,0,0,11,0,3,15,12,11,11,0,0,0,44,0,4,7,21,31,31,14,0,0,105,4,7,28,27,40,33,12,0,0,154,0,0,3,0,0,3,0,0,0,6,0,4,8,3,4,0,4,0,0,20
SSC40991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40994,27,44,138,131,121,101,14,3,0,578,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,0,19,0,0,5,0,0,0,0,0,0,6,0,0,5,0,3,3,0,0,0,12,0,0,0,0,8,3,0,0,0,10,15,7,5,12,9,8,0,0,0,49,12,7,9,3,4,3,0,0,0,39,0,0,0,4,0,0,0,0,0,11,0,0,0,3,4,0,0,0,0,6,0,0,4,10,10,4,0,0,0,18,0,0,3,0,0,0,0,0,0,5,0,7,14,13,3,6,0,0,0,41,0,3,10,3,0,0,0,0,0,21,0,0,14,16,15,17,0,0,0,61,3,4,12,11,32,22,3,0,0,93,0,11,39,32,31,25,0,0,0,137,0,3,0,3,0,0,0,0,0,7,0,0,9,3,7,6,3,0,0,23
SSC40995,0,0,0,3,4,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40996,77,131,301,301,297,184,39,3,0,1338,0,3,0,5,5,3,0,0,0,18,0,0,0,0,0,0,0,0,0,3,3,5,12,14,14,5,0,0,0,58,0,0,3,5,3,0,0,0,0,7,0,0,0,4,10,3,0,0,0,23,0,0,3,7,8,3,4,0,0,17,30,25,27,30,24,16,3,0,0,163,30,19,15,18,8,0,0,0,0,101,0,0,5,7,4,0,0,0,0,19,0,0,3,6,6,3,0,0,0,13,0,3,14,16,5,5,0,0,0,45,0,3,6,3,6,3,0,0,0,27,0,3,7,19,24,4,3,0,0,61,0,3,8,7,17,10,3,0,0,56,0,3,21,28,25,10,3,0,0,85,0,7,38,60,48,22,0,0,0,175,7,22,66,71,82,55,10,0,0,307,0,3,5,0,3,0,0,0,0,21,4,8,17,9,7,9,0,0,0,53
SSC40997,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
