SSC_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
SSC41419,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41420,..,0,0,0,4,3,4,3,0,19,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10,3,6,0,13,12,3,3,0,47,..,0,0,0,8,3,0,3,0,22,..,0,0,0,5,0,0,0,0,3,..,0,3,0,0,0,0,0,0,3,12,..,..,..,..,..,..,..,..,12,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41421,..,0,0,8,5,5,0,0,0,20,..,0,0,3,3,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,17,..,..,..,..,..,..,..,..,17,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,5,4,10,13,6,5,0,0,61,..,0,3,9,7,0,0,0,0,20,..,0,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,7,..,..,..,..,..,..,..,7,..,3,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41422,..,0,9,26,49,57,67,26,7,247,..,3,6,7,8,5,7,0,0,41,..,0,0,0,0,0,0,0,0,5,53,..,..,..,..,..,..,..,..,53,..,32,..,..,..,..,..,..,..,32,..,21,19,3,0,0,0,0,0,49,..,0,0,3,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,3,8,4,0,3,0,0,0,18,..,0,7,3,16,14,13,8,0,58,0,0,0,0,3,0,0,0,0,8,51,61,53,51,79,79,92,32,15,511,..,0,11,31,58,63,57,18,5,249,..,0,8,7,16,7,0,0,0,46,..,0,4,0,7,0,3,0,0,21,58,..,..,..,..,..,..,..,..,58,..,30,..,..,..,..,..,..,..,30,..,18,10,0,5,0,0,0,0,31,..,0,0,0,0,3,0,3,3,9,..,0,0,0,0,0,0,0,0,3
SSC41423,..,0,0,0,3,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,15,..,0,0,0,0,0,0,4,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41424,..,0,11,33,35,43,34,14,3,176,..,0,3,11,3,3,3,0,0,24,..,0,0,0,0,0,0,0,0,3,75,..,..,..,..,..,..,..,..,75,..,42,..,..,..,..,..,..,..,42,..,14,9,0,3,0,0,0,0,22,..,0,0,0,0,0,0,3,0,7,..,0,3,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,4,..,0,0,3,0,6,8,3,0,29,0,0,0,0,0,0,0,0,0,11,74,55,24,42,53,59,50,18,3,385,..,0,10,38,44,48,30,13,0,184,..,0,7,6,8,5,0,0,0,21,..,0,0,5,13,3,3,0,0,23,63,..,..,..,..,..,..,..,..,63,..,22,..,..,..,..,..,..,..,22,..,13,3,0,0,0,0,0,0,20,..,0,0,0,0,0,3,3,3,8,..,0,0,0,0,0,0,0,0,0
SSC41425,..,0,0,3,4,3,3,0,0,14,..,0,0,0,5,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,3,..,..,..,..,..,..,..,..,3,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,0,0,0,3,..,0,0,4,3,3,4,3,0,15,0,0,0,0,0,0,0,0,0,0,3,4,4,11,13,9,7,3,0,61,..,0,0,0,6,4,6,0,0,14,..,0,0,0,0,4,0,0,0,4,..,3,0,0,0,0,0,0,0,3,5,..,..,..,..,..,..,..,..,5,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
SSC41426,..,0,0,0,3,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,3,0,0,0,0,9,..,0,0,0,3,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41427,..,0,0,0,4,6,7,4,0,24,..,0,0,0,0,3,0,0,0,9,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,6,0,3,0,0,16,0,0,0,0,0,0,0,0,0,3,3,4,3,9,8,12,8,7,0,55,..,0,3,0,3,6,7,4,0,21,..,0,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41428,..,0,0,3,9,13,9,3,0,36,..,0,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,9,..,..,..,..,..,..,..,9,..,5,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,11,10,4,4,12,14,13,4,0,73,..,0,0,5,12,9,6,3,0,36,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,10,..,..,..,..,..,..,..,..,10,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41429,..,0,20,48,34,17,20,20,4,165,..,4,20,21,11,3,0,0,0,61,..,0,0,3,0,5,0,0,0,16,85,..,..,..,..,..,..,..,..,85,..,25,..,..,..,..,..,..,..,25,..,16,5,8,8,0,0,0,0,29,..,6,9,0,4,3,0,0,0,25,..,7,3,0,0,0,0,0,0,13,..,38,34,7,7,3,0,0,0,97,..,3,22,8,26,29,24,19,4,133,0,0,7,3,5,0,0,0,0,22,84,103,120,105,97,65,59,38,9,674,..,0,37,44,28,29,11,17,3,162,..,3,29,20,10,8,0,0,0,71,..,0,4,19,12,9,3,3,0,48,75,..,..,..,..,..,..,..,..,75,..,20,..,..,..,..,..,..,..,20,..,10,5,3,6,0,0,0,0,23,..,9,3,0,0,3,6,0,0,18,..,5,6,0,0,0,0,0,0,9
SSC41430,..,0,5,13,16,24,13,4,3,74,..,5,7,8,12,11,8,0,0,42,..,0,0,0,0,0,0,0,0,0,45,..,..,..,..,..,..,..,..,45,..,14,..,..,..,..,..,..,..,14,..,15,6,0,0,0,0,0,0,17,..,8,0,0,0,0,0,0,0,6,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,3,4,9,7,0,0,25,4,3,0,3,0,0,0,0,0,12,49,41,24,26,30,41,27,6,0,243,..,0,10,14,13,20,13,3,3,76,..,5,9,9,13,10,7,0,0,44,..,0,6,3,3,3,0,0,0,15,36,..,..,..,..,..,..,..,..,36,..,14,..,..,..,..,..,..,..,14,..,5,3,0,0,0,0,0,0,10,..,3,0,0,0,4,0,0,0,7,..,3,0,0,0,0,0,0,0,4
SSC41431,..,0,0,3,3,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,3,3,3,0,0,19,..,0,0,3,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41432,..,0,0,3,5,10,7,3,0,29,..,0,4,3,0,3,0,0,0,10,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,3,3,0,0,0,7,..,0,0,5,9,15,3,0,0,33,0,0,0,3,0,0,0,0,0,7,9,4,9,18,23,22,9,6,0,98,..,0,3,0,7,8,5,0,0,30,..,0,3,8,0,4,0,0,0,15,..,0,3,3,3,3,0,0,0,7,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41433,..,0,0,10,12,15,11,0,0,39,..,0,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,20,..,..,..,..,..,..,..,..,20,..,4,..,..,..,..,..,..,..,4,..,4,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,4,4,0,0,0,0,0,0,9,..,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,3,0,3,20,10,9,13,13,15,9,6,0,96,..,0,0,8,13,9,7,0,0,42,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,15,..,..,..,..,..,..,..,..,15,..,7,..,..,..,..,..,..,..,7,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41434,..,0,0,5,0,3,3,0,0,12,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,5,4,6,3,0,0,17,..,0,0,0,0,0,3,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41435,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,..,0,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41436,..,0,7,11,21,16,4,3,0,58,..,0,3,0,0,0,4,0,0,13,..,0,0,0,0,0,0,0,0,0,29,..,..,..,..,..,..,..,..,29,..,5,..,..,..,..,..,..,..,5,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,31,11,9,21,23,16,4,3,0,120,..,0,6,18,17,15,3,0,0,61,..,3,0,4,3,0,0,0,0,14,..,0,0,3,0,0,0,0,0,3,21,..,..,..,..,..,..,..,..,21,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41437,..,0,4,0,10,16,15,4,0,47,..,0,0,0,0,5,4,0,0,7,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,3,0,12,0,0,3,0,0,0,0,0,0,3,8,5,5,3,8,19,25,8,3,91,..,3,3,3,10,20,10,7,0,53,..,0,0,0,3,3,0,0,0,6,..,0,0,0,0,0,0,0,0,3,6,..,..,..,..,..,..,..,..,6,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41438,..,0,0,0,4,8,19,5,3,41,..,3,0,3,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,5,4,4,0,15,0,0,0,0,0,0,3,0,0,3,3,5,0,3,8,15,27,9,7,81,..,0,3,3,4,8,19,3,3,41,..,0,3,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41439,..,0,0,0,0,0,0,0,0,0,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,3,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,5,0,3,0,3,0,0,0,11,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41440,..,0,11,27,21,19,18,10,4,104,..,3,3,3,3,0,0,0,0,20,..,0,0,0,0,0,0,0,0,0,59,..,..,..,..,..,..,..,..,59,..,4,..,..,..,..,..,..,..,4,..,3,3,0,0,0,0,0,0,9,..,0,5,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,9,4,0,6,5,6,3,0,31,3,3,0,7,0,0,0,0,0,18,59,26,27,36,31,29,19,12,3,257,..,4,16,23,23,14,18,8,0,102,..,3,3,3,6,0,0,0,0,15,..,0,0,0,0,0,0,0,0,3,47,..,..,..,..,..,..,..,..,47,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41441,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,11,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41442,..,0,0,0,3,3,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,16,..,0,0,0,0,3,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41443,..,0,0,10,9,11,7,4,0,48,..,3,0,4,5,0,0,0,0,9,..,0,0,0,0,0,0,0,0,6,26,..,..,..,..,..,..,..,..,26,..,3,..,..,..,..,..,..,..,3,..,5,3,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,26,11,4,15,22,15,15,3,0,107,..,0,0,12,13,15,7,0,0,49,..,0,3,3,0,4,0,0,0,8,..,0,0,0,3,0,0,0,0,4,20,..,..,..,..,..,..,..,..,20,..,7,..,..,..,..,..,..,..,7,..,7,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,3
SSC41444,..,0,0,0,4,3,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,3,4,0,0,17,..,0,0,3,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41445,..,0,28,84,131,123,122,52,9,555,..,0,21,4,15,8,8,3,0,62,..,0,0,0,3,0,0,0,0,11,219,..,..,..,..,..,..,..,..,219,..,94,..,..,..,..,..,..,..,94,..,27,24,3,0,3,0,0,0,60,..,9,3,0,0,3,0,0,0,17,..,0,0,3,0,0,0,0,0,3,..,5,15,0,0,3,0,0,0,28,..,9,11,14,17,17,15,11,7,94,0,3,4,0,0,0,3,0,0,14,219,149,107,118,163,155,148,69,17,1146,..,0,34,102,146,133,111,34,7,569,..,6,13,19,12,8,3,0,0,61,..,0,3,11,17,11,3,0,3,53,227,..,..,..,..,..,..,..,..,227,..,117,..,..,..,..,..,..,..,117,..,26,12,5,4,0,0,0,0,48,..,8,0,0,0,6,0,0,0,11,..,3,0,0,0,0,0,0,0,7
SSC41446,..,0,0,3,3,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,6,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
