SSC_CODE_2016,M_Neg_Nil_income_15_19_yrs,M_Neg_Nil_income_20_24_yrs,M_Neg_Nil_income_25_34_yrs,M_Neg_Nil_income_35_44_yrs,M_Neg_Nil_income_45_54_yrs,M_Neg_Nil_income_55_64_yrs,M_Neg_Nil_income_65_74_yrs,M_Neg_Nil_income_75_84_yrs,M_Negtve_Nil_incme_85_yrs_ovr,M_Neg_Nil_income_Tot,M_1_149_15_19_yrs,M_1_149_20_24_yrs,M_1_149_25_34_yrs,M_1_149_35_44_yrs,M_1_149_45_54_yrs,M_1_149_55_64_yrs,M_1_149_65_74_yrs,M_1_149_75_84_yrs,M_1_149_85ov,M_1_149_Tot,M_150_299_15_19_yrs,M_150_299_20_24_yrs,M_150_299_25_34_yrs,M_150_299_35_44_yrs,M_150_299_45_54_yrs,M_150_299_55_64_yrs,M_150_299_65_74_yrs,M_150_299_75_84_yrs,M_150_299_85ov,M_150_299_Tot,M_300_399_15_19_yrs,M_300_399_20_24_yrs,M_300_399_25_34_yrs,M_300_399_35_44_yrs,M_300_399_45_54_yrs,M_300_399_55_64_yrs,M_300_399_65_74_yrs,M_300_399_75_84_yrs,M_300_399_85ov,M_300_399_Tot,M_400_499_15_19_yrs,M_400_499_20_24_yrs,M_400_499_25_34_yrs,M_400_499_35_44_yrs,M_400_499_45_54_yrs,M_400_499_55_64_yrs,M_400_499_65_74_yrs,M_400_499_75_84_yrs,M_400_499_85ov,M_400_499_Tot,M_500_649_15_19_yrs,M_500_649_20_24_yrs,M_500_649_25_34_yrs,M_500_649_35_44_yrs,M_500_649_45_54_yrs,M_500_649_55_64_yrs,M_500_649_65_74_yrs,M_500_649_75_84_yrs,M_500_649_85ov,M_500_649_Tot,M_650_799_15_19_yrs,M_650_799_20_24_yrs,M_650_799_25_34_yrs,M_650_799_35_44_yrs,M_650_799_45_54_yrs,M_650_799_55_64_yrs,M_650_799_65_74_yrs,M_650_799_75_84_yrs,M_650_799_85ov,M_650_799_Tot,M_800_999_15_19_yrs,M_800_999_20_24_yrs,M_800_999_25_34_yrs,M_800_999_35_44_yrs,M_800_999_45_54_yrs,M_800_999_55_64_yrs,M_800_999_65_74_yrs,M_800_999_75_84_yrs,M_800_999_85ov,M_800_999_Tot,M_1000_1249_15_19_yrs,M_1000_1249_20_24_yrs,M_1000_1249_25_34_yrs,M_1000_1249_35_44_yrs,M_1000_1249_45_54_yrs,M_1000_1249_55_64_yrs,M_1000_1249_65_74_yrs,M_1000_1249_75_84_yrs,M_1000_1249_85ov,M_1000_1249_Tot,M_1250_1499_15_19_yrs,M_1250_1499_20_24_yrs,M_1250_1499_25_34_yrs,M_1250_1499_35_44_yrs,M_1250_1499_45_54_yrs,M_1250_1499_55_64_yrs,M_1250_1499_65_74_yrs,M_1250_1499_75_84_yrs,M_1250_1499_85ov,M_1250_1499_Tot,M_1500_1749_15_19_yrs,M_1500_1749_20_24_yrs,M_1500_1749_25_34_yrs,M_1500_1749_35_44_yrs,M_1500_1749_45_54_yrs,M_1500_1749_55_64_yrs,M_1500_1749_65_74_yrs,M_1500_1749_75_84_yrs,M_1500_1749_85ov,M_1500_1749_Tot,M_1750_1999_15_19_yrs,M_1750_1999_20_24_yrs,M_1750_1999_25_34_yrs,M_1750_1999_35_44_yrs,M_1750_1999_45_54_yrs,M_1750_1999_55_64_yrs,M_1750_1999_65_74_yrs,M_1750_1999_75_84_yrs,M_1750_1999_85ov,M_1750_1999_Tot,M_2000_2999_15_19_yrs,M_2000_2999_20_24_yrs,M_2000_2999_25_34_yrs,M_2000_2999_35_44_yrs,M_2000_2999_45_54_yrs,M_2000_2999_55_64_yrs,M_2000_2999_65_74_yrs,M_2000_2999_75_84_yrs,M_2000_2999_85ov,M_2000_2999_Tot,M_3000_more_15_19_yrs,M_3000_more_20_24_yrs,M_3000_more_25_34_yrs,M_3000_more_35_44_yrs,M_3000_more_45_54_yrs,M_3000_more_55_64_yrs,M_3000_more_65_74_yrs,M_3000_more_75_84_yrs,M_3000_more_85ov,M_3000_more_Tot,M_PI_NS_15_19_yrs,M_PI_NS_ns_20_24_yrs,M_PI_NS_ns_25_34_yrs,M_PI_NS_ns_35_44_yrs,M_PI_NS_ns_45_54_yrs,M_PI_NS_ns_55_64_yrs,M_PI_NS_ns_65_74_yrs,M_PI_NS_ns_75_84_yrs,M_PI_NS_ns_85_yrs_ovr,M_PI_NS_ns_Tot,M_Tot_15_19_yrs,M_Tot_20_24_yrs,M_Tot_25_34_yrs,M_Tot_35_44_yrs,M_Tot_45_54_yrs,M_Tot_55_64_yrs,M_Tot_65_74_yrs,M_Tot_75_84_yrs,M_Tot_85ov,M_Tot_Tot,F_Neg_Nil_income_15_19_yrs,F_Neg_Nil_income_20_24_yrs,F_Neg_Nil_income_25_34_yrs,F_Neg_Nil_income_35_44_yrs,F_Neg_Nil_income_45_54_yrs,F_Neg_Nil_income_55_64_yrs,F_Neg_Nil_income_65_74_yrs,F_Neg_Nil_income_75_84_yrs,F_Neg_Nil_incme_85_yrs_ovr,F_Neg_Nil_income_Tot,F_1_149_15_19_yrs,F_1_149_20_24_yrs,F_1_149_25_34_yrs,F_1_149_35_44_yrs,F_1_149_45_54_yrs,F_1_149_55_64_yrs,F_1_149_65_74_yrs,F_1_149_75_84_yrs,F_1_149_85ov,F_1_149_Tot,F_150_299_15_19_yrs,F_150_299_20_24_yrs,F_150_299_25_34_yrs,F_150_299_35_44_yrs,F_150_299_45_54_yrs,F_150_299_55_64_yrs,F_150_299_65_74_yrs,F_150_299_75_84_yrs,F_150_299_85ov,F_150_299_Tot,F_300_399_15_19_yrs,F_300_399_20_24_yrs,F_300_399_25_34_yrs,F_300_399_35_44_yrs,F_300_399_45_54_yrs,F_300_399_55_64_yrs,F_300_399_65_74_yrs,F_300_399_75_84_yrs,F_300_399_85ov,F_300_399_Tot
SSC40748,16,9,3,0,3,0,0,0,0,34,9,8,0,0,0,0,0,0,3,19,3,5,3,0,0,0,0,4,4,23,0,3,0,0,0,3,4,9,6,19,0,7,4,0,4,5,7,11,6,38,0,4,3,3,5,0,9,11,3,33,0,4,3,5,0,3,5,4,5,29,0,5,7,4,0,0,9,4,3,40,0,3,4,4,3,7,13,12,4,46,0,0,6,7,5,7,11,3,4,41,0,0,4,3,0,10,4,6,5,23,0,0,4,3,3,4,9,3,0,26,0,0,0,11,8,12,3,7,4,40,0,0,3,27,26,21,16,6,4,108,5,0,3,5,4,6,9,6,9,47,28,45,64,73,60,81,94,78,55,582,20,5,8,8,6,10,10,8,4,64,7,5,0,0,0,3,3,0,7,28,5,12,3,5,4,6,7,9,4,60,3,0,4,4,3,0,15,18,13,62
SSC40749,5,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,5,4,8,17,3,5,0,54,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7
SSC40750,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,3,0,3,3,5,6,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3
SSC40751,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,3,3,5,3,0,0,0,16,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,4,0,0,0,0,3,3,0,4,6,4,4,0,0,0,20,7,6,20,13,26,16,3,0,0,94,0,3,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
SSC40752,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40753,8,0,0,0,0,3,0,0,0,17,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,0,0,0,15,0,0,0,0,3,3,4,5,0,18,0,0,0,0,0,3,3,0,0,14,0,4,0,0,3,5,0,0,0,15,0,0,4,4,3,5,3,0,0,24,0,4,3,3,6,0,0,3,0,23,0,0,6,9,8,5,0,0,0,23,0,0,3,3,5,3,0,0,0,16,0,0,0,3,3,5,0,0,0,13,0,0,0,4,3,3,0,0,0,9,0,0,0,3,5,4,0,0,0,19,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,12,16,12,27,30,43,50,28,11,3,216,6,0,0,0,4,10,0,0,0,25,4,0,3,0,0,0,0,0,0,14,0,0,4,0,4,3,7,0,0,21,0,0,3,4,0,5,7,5,0,24
SSC40754,52,10,13,7,7,15,8,0,0,110,22,5,0,0,12,7,3,0,0,50,11,9,7,12,12,8,10,3,0,61,0,6,0,3,8,13,28,11,4,77,8,11,3,11,16,9,19,12,0,88,3,15,3,3,19,8,13,5,0,63,0,23,8,17,22,19,13,3,0,109,0,9,15,27,42,21,11,0,0,127,0,12,19,34,64,33,5,0,0,161,0,6,18,22,26,17,0,0,0,94,0,0,13,24,29,18,6,0,0,84,0,0,7,11,21,6,0,0,0,47,0,3,7,19,17,12,0,0,0,59,0,0,0,3,0,4,0,0,0,12,10,3,17,12,19,24,9,0,0,95,105,101,131,203,314,227,118,35,8,1241,54,11,3,21,21,23,9,0,0,151,29,3,3,7,14,15,3,0,0,67,19,11,9,11,21,11,10,9,0,101,12,8,13,18,16,16,31,10,5,124
SSC40755,3,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,0,7,0,0,0,3,0,4,0,0,0,11,0,0,0,0,3,3,4,0,0,11,0,0,0,5,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,3,11,19,25,21,3,4,101,4,0,0,3,0,0,3,0,0,13,3,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,8,0,0,0,0,0,9,3,0,0,12
SSC40756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40758,31,16,6,7,3,3,5,0,0,81,12,9,0,0,3,0,4,0,0,26,3,5,3,3,0,3,9,0,3,31,0,3,0,4,0,0,7,6,6,34,0,3,0,3,3,12,14,5,5,48,0,5,4,5,5,4,6,5,0,37,0,4,9,10,7,3,3,6,5,46,0,3,7,12,5,4,10,5,3,52,0,6,14,21,3,7,9,7,3,63,0,6,9,14,5,10,11,4,3,53,0,0,4,10,3,5,3,4,3,29,0,0,3,12,7,15,6,4,0,50,0,0,6,18,15,7,4,0,0,52,0,0,0,9,30,10,0,0,4,57,0,0,0,5,7,14,13,18,23,79,50,58,76,128,97,89,108,70,64,737,41,22,18,17,11,12,10,4,0,122,9,3,0,3,4,9,5,9,3,44,4,7,3,12,9,6,11,0,4,56,3,0,7,4,7,9,10,7,3,55
SSC40759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,6,0,3,0,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC40761,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,6,3,0,0,8,0,0,3,0,0,6,3,0,0,17,0,0,0,0,0,0,3,0,0,4,0,0,0,3,4,0,0,0,0,10,0,0,0,0,0,3,0,0,0,3,0,3,0,3,0,4,0,0,0,5,0,0,3,5,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,8,11,15,19,20,18,4,0,88,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,6,0,0,0,19,0,0,3,0,3,0,3,0,0,12
SSC40762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40763,49,5,0,3,7,10,5,0,4,82,25,4,0,0,0,3,7,0,0,39,16,9,8,0,4,0,10,3,0,46,5,11,0,0,3,12,16,11,4,54,4,10,3,4,5,8,19,9,6,68,12,12,8,6,10,11,11,3,0,82,0,9,12,10,4,15,6,3,0,62,0,13,12,22,18,14,14,3,0,101,0,11,26,39,29,24,20,8,0,149,0,0,9,11,18,12,8,0,0,64,0,0,18,29,24,16,4,0,0,92,0,0,10,13,22,9,5,0,0,63,0,0,7,40,31,25,3,0,0,108,0,0,6,15,18,5,3,0,0,41,4,6,3,5,9,10,5,0,3,48,115,82,130,210,215,178,134,42,18,1119,33,8,8,23,19,10,5,0,0,107,39,10,3,10,13,12,8,0,0,91,10,20,8,10,13,19,13,3,0,94,7,3,9,19,4,17,32,5,0,97
SSC40764,32,3,4,0,5,4,0,0,0,45,10,4,0,3,3,3,7,0,0,29,6,3,6,3,11,13,7,4,3,49,0,7,4,3,10,5,27,18,3,78,3,7,3,3,4,9,24,14,3,62,3,5,8,11,4,9,18,6,4,68,3,10,11,7,21,15,11,3,0,98,0,17,23,16,28,15,3,0,0,115,0,8,33,20,31,22,8,3,0,121,0,0,18,14,15,18,0,0,0,63,0,0,11,17,9,16,6,0,0,54,0,0,8,15,18,14,0,0,0,51,0,0,5,9,19,7,0,0,0,41,0,0,0,8,6,3,3,0,0,19,6,0,4,12,14,13,3,3,0,59,65,67,147,144,197,162,111,62,14,969,39,4,9,8,15,15,5,0,0,97,16,4,6,9,8,3,3,3,0,63,3,8,18,14,13,15,10,4,3,83,4,11,11,8,7,21,40,21,5,124
SSC40765,4,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,3,7,11,3,9,3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
SSC40766,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,8,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,7,0,0,3,3,0,0,0,0,0,6,0,0,7,0,3,0,0,0,0,8,0,0,0,0,3,5,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,6,10,11,15,0,0,53,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,9
SSC40767,0,0,0,0,0,3,0,0,0,7,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,4,3,0,9,0,0,0,0,3,0,4,0,0,10,0,0,0,0,0,5,3,0,0,8,0,0,3,0,0,3,0,0,0,10,0,0,3,0,3,0,0,0,0,9,0,0,0,6,0,6,0,0,0,16,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,5,0,0,0,3,0,0,8,4,7,17,13,23,34,7,9,0,107,10,0,6,3,3,3,0,0,0,21,3,0,0,0,0,0,0,0,0,10,0,0,3,3,0,3,0,0,0,11,0,0,0,0,0,0,3,0,0,7
SSC40768,54,27,10,7,16,7,6,7,0,143,42,28,5,0,6,8,3,3,0,93,14,13,14,10,13,14,11,12,4,106,8,7,8,5,6,23,34,41,25,159,3,13,6,15,16,12,41,29,20,158,3,14,9,6,18,19,39,19,17,150,0,9,28,20,19,25,19,20,12,146,0,15,46,22,32,42,22,13,9,202,0,8,38,39,41,37,19,9,8,201,0,0,37,41,38,20,8,7,0,157,0,5,33,38,43,38,14,5,3,174,0,0,14,24,45,33,0,3,0,122,0,3,29,52,65,32,11,7,0,192,0,0,12,34,28,22,9,3,0,113,8,3,19,11,14,14,14,13,8,101,138,165,319,313,391,338,249,185,109,2208,76,18,38,33,17,27,15,10,0,224,64,17,15,17,17,14,5,11,0,154,15,28,13,21,19,37,28,20,11,184,6,25,10,13,20,24,66,56,33,256
SSC40769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,8,5,10,11,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SSC40770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,5,4,0,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
SSC40771,4,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,4,0,0,4,0,3,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,4,3,0,0,7,0,3,0,3,0,0,0,0,0,12,0,0,0,0,0,4,0,0,0,12,0,0,0,0,3,3,0,0,0,11,0,0,0,0,3,4,0,0,0,3,0,0,0,0,0,3,0,0,0,9,0,0,0,3,6,0,0,0,0,14,0,0,0,6,3,3,0,0,0,8,0,0,0,0,0,4,4,0,0,6,4,11,8,19,24,26,14,7,4,113,3,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,10,3,3,0,0,3,3,0,0,0,10,0,0,0,3,3,0,0,0,0,8
SSC40772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,6,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
SSC40773,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,3,0,0,0,10,0,0,0,0,0,3,3,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,12,16,9,3,3,53,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,5,0,7,0,0,0,0,0,0,3,0,0,3
SSC40774,10,0,0,0,3,0,3,0,0,15,4,0,0,0,0,0,3,0,0,10,3,3,3,3,3,4,7,3,0,25,0,0,3,0,0,3,7,3,0,19,4,0,0,0,0,9,4,4,0,24,0,0,3,0,3,4,0,0,0,12,0,5,7,0,3,3,0,0,0,22,0,0,4,12,11,4,3,0,0,38,0,3,3,10,3,10,3,0,0,28,0,0,0,5,3,6,0,0,0,18,0,0,0,3,5,0,0,0,0,13,0,0,3,0,0,3,0,0,0,5,0,0,0,3,3,8,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,16,28,17,32,44,49,63,34,9,0,271,5,0,3,0,3,0,4,0,0,14,6,3,0,0,3,0,3,0,0,18,0,4,3,0,3,13,0,0,0,19,0,0,0,0,4,8,5,0,0,22
