SSC_CODE_2016,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_M,Non_sch_quls_Cert3a4_Level_F,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_M,Non_sch_quls_Cert1a2_Level_F,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_M,Non_sch_quls_Certnfd_Level_F,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_M,Non_sch_quls_CertTot_Level_F,Non_sch_quls_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
SSC40084,1017,1096,2114,436,266,706,153,317,474,23,22,47,31,17,51,647,622,1273,329,425,755,4.8,2.7,4,63.6,56.8,60.2,60.2,55.2,58,143,114,257,37,50,81,295,316,608,93,105,198,77,41,123,7,6,10,6,18,25,91,68,159,1000,1124,2125,128,122,253,737,793,1528,399,421,817
SSC40085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40086,713,925,1642,150,89,240,137,199,330,21,38,54,75,71,146,374,395,773,309,496,804,20.1,18,18.9,52.5,42.7,47.1,43.2,35.2,38,79,69,149,12,13,24,169,232,401,51,59,109,83,51,138,9,10,22,8,4,14,97,71,172,490,562,1052,262,388,647,262,258,522,464,679,1147
SSC40087,32,28,62,17,7,22,3,9,10,0,0,0,0,0,0,21,15,33,10,11,26,0,0,0,65.6,53.6,53.2,62.5,57.1,51.6,0,0,0,3,3,5,3,6,8,3,3,5,10,6,15,0,0,0,0,0,3,6,7,16,39,28,68,0,3,3,30,25,57,6,7,17
SSC40088,1823,1887,3714,793,441,1235,268,535,807,51,66,114,70,45,119,1180,1093,2271,563,716,1280,5.9,4.1,5.2,64.7,57.9,61.1,61,55.2,58.1,198,157,356,55,95,144,431,505,941,181,220,405,286,115,394,15,25,40,26,36,61,328,174,502,1751,1871,3625,227,219,444,1331,1377,2712,616,662,1281
SSC40089,22,19,42,17,5,23,0,8,8,0,0,3,0,0,0,16,15,35,3,0,3,0,0,0,72.7,78.9,83.3,77.3,68.4,81,0,0,0,0,0,3,0,3,3,0,0,0,4,3,8,0,0,0,4,0,5,11,7,12,26,22,54,0,0,0,16,21,38,4,3,6
SSC40090,32,29,58,16,7,20,7,7,17,0,0,0,0,0,0,17,15,36,4,6,14,0,0,0,53.1,51.7,62.1,71.9,48.3,63.8,0,0,0,0,0,0,0,3,3,0,4,8,3,0,6,0,0,0,0,0,0,8,0,11,37,29,61,3,3,3,30,26,57,5,4,10
SSC40091,1059,1191,2251,369,224,592,144,289,425,22,33,52,39,20,58,570,559,1135,441,594,1040,6.8,3.6,5.1,53.8,46.9,50.4,50.5,45.8,47.5,112,64,178,32,53,81,196,244,438,126,137,263,181,89,276,5,15,24,23,27,55,215,133,349,1025,1135,2155,119,147,265,762,843,1611,363,415,775
SSC40092,11,5,19,0,0,0,3,0,3,0,0,0,0,0,0,3,0,4,6,5,15,0,0,0,27.3,0,21.1,27.3,0,15.8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,13,6,19,0,3,8,12,4,18,7,3,12
SSC40093,4,7,5,3,0,4,0,0,3,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,100,57.1,80,75,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,4,0,3,0,0,0
SSC40094,52,38,96,33,12,44,3,19,22,0,0,3,3,0,3,39,33,69,13,7,21,7.7,0,4.3,75,86.8,71.9,69.2,81.6,71.9,0,0,0,3,0,4,0,4,4,3,9,11,20,9,28,0,0,0,0,0,0,18,13,28,49,45,98,12,4,16,35,39,73,23,12,37
SSC40095,3,6,6,3,0,5,0,0,0,0,0,0,0,0,0,3,0,5,0,5,4,0,0,0,100,0,83.3,100,0,83.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,0,0,3,6,6,0,0,0
SSC40096,1594,1734,3327,587,363,948,134,346,483,35,45,80,82,49,135,839,811,1644,630,803,1433,9.8,6,8.2,52.6,46.8,49.4,47.4,43.5,45.4,35,16,51,14,29,43,101,152,248,83,135,218,333,194,531,23,34,62,37,41,77,392,272,665,1485,1573,3058,314,311,624,1019,1093,2113,680,704,1385
SSC40097,61,64,119,27,21,47,8,22,28,3,5,6,0,0,3,45,42,85,12,14,28,0,0,3.5,73.8,65.6,71.4,62.3,75,68.1,3,3,7,3,3,5,5,9,17,4,4,12,12,4,14,0,0,0,0,4,4,13,9,18,66,65,132,3,3,6,51,58,113,8,9,18
SSC40098,27,17,52,17,6,22,0,9,10,0,0,0,3,0,3,22,16,36,11,4,11,13.6,0,8.3,81.5,94.1,69.2,63,88.2,61.5,0,0,0,0,0,0,0,0,0,0,0,0,8,7,18,0,0,0,3,0,3,11,10,21,33,21,53,3,0,5,33,17,53,4,0,6
SSC40099,622,708,1326,302,201,506,110,205,317,12,24,37,17,22,45,445,454,898,151,214,361,3.8,4.8,5,71.5,64.1,67.7,68.2,60.7,64.9,68,63,138,15,36,55,144,187,336,45,65,111,88,38,121,5,6,13,4,14,13,93,51,145,582,655,1241,94,119,215,403,461,862,272,292,567
SSC40100,647,565,1211,301,145,444,82,151,233,25,28,55,38,16,54,447,339,787,168,192,364,8.5,4.7,6.9,69.1,60,65,63.1,57.3,60.4,22,25,41,4,15,24,73,84,159,37,58,98,148,57,211,18,15,32,17,5,23,187,79,263,600,542,1141,126,102,221,404,377,786,282,229,514
SSC40101,111,108,219,49,20,70,16,34,55,3,7,9,3,0,4,74,63,137,33,29,65,4.1,0,2.9,66.7,58.3,62.6,61.3,56.5,61.2,7,3,6,3,4,6,10,12,25,5,15,16,33,11,40,0,0,0,0,0,0,34,17,49,107,104,215,9,10,19,92,78,170,19,27,44
SSC40102,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,60,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,5,0,4,0,0,0,3,0,4,0,0,0
SSC40103,31,41,69,19,12,31,8,12,18,0,0,0,0,0,0,28,22,53,7,16,19,0,0,0,90.3,53.7,76.8,87.1,58.5,71,0,0,7,0,0,0,0,4,9,6,10,15,4,3,8,0,3,3,0,0,0,4,5,12,33,40,75,3,3,4,19,27,41,15,18,33
SSC40104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40105,39,29,65,17,13,32,5,14,19,3,0,3,0,0,0,27,21,54,5,0,9,0,0,0,69.2,72.4,83.1,64.1,93.1,83.1,0,0,0,0,0,0,0,7,7,3,3,5,7,5,9,0,0,0,0,0,0,7,9,10,34,21,55,4,0,3,30,21,52,4,4,8
SSC40106,15,11,25,7,6,9,4,5,11,0,0,0,3,0,5,11,13,18,7,3,10,27.3,0,27.8,73.3,118.2,72,73.3,100,80,0,0,0,0,0,0,0,0,0,0,0,0,5,7,8,0,0,0,0,0,0,5,7,9,15,17,39,3,0,3,11,14,22,7,5,13
SSC40107,523,527,1046,238,136,373,66,163,230,22,21,39,18,12,29,340,333,677,149,163,306,5.3,3.6,4.3,65,63.2,64.7,62.3,60.7,61.4,5,11,14,6,14,23,47,62,117,45,84,127,156,75,232,7,11,15,11,19,30,170,106,279,573,546,1124,40,46,92,405,386,793,178,171,350
SSC40108,681,743,1428,332,240,572,91,193,280,22,36,60,43,34,76,488,500,982,184,225,407,8.8,6.8,7.7,71.7,67.3,68.8,65.3,63.1,63.9,11,34,50,15,19,33,51,78,133,42,89,131,188,106,295,10,11,21,15,19,29,214,131,345,662,682,1345,102,110,206,481,499,983,257,287,539
SSC40109,772,849,1619,359,213,571,117,256,375,21,29,50,40,36,74,535,536,1067,204,261,463,7.5,6.7,6.9,69.3,63.1,65.9,64.4,58.7,61.5,58,73,135,24,43,71,180,197,383,69,85,154,114,60,176,0,12,12,17,27,42,130,98,226,730,743,1474,146,153,298,534,537,1069,310,348,657
SSC40110,20,20,39,7,0,7,0,4,6,0,0,0,0,0,0,12,9,18,8,11,23,0,0,0,60,45,46.2,35,20,33.3,0,0,0,0,0,0,3,3,3,0,0,0,8,5,9,0,0,0,0,0,0,8,5,8,19,17,35,0,5,6,15,9,21,7,7,14
SSC40111,21,23,44,4,0,9,6,6,14,0,0,0,0,0,0,12,10,15,10,12,27,0,0,0,57.1,43.5,34.1,47.6,26.1,52.3,0,0,0,0,0,0,3,4,9,0,0,0,3,0,3,0,0,0,0,3,3,3,3,3,26,18,42,0,0,0,17,16,33,7,9,14
SSC40112,17,14,31,11,3,20,0,3,3,0,0,0,0,0,0,11,11,24,4,0,8,0,0,0,64.7,78.6,77.4,64.7,42.9,74.2,0,0,0,0,0,0,0,4,10,0,3,3,3,0,7,0,0,0,0,0,0,3,0,9,10,13,21,3,3,6,10,13,21,3,3,8
SSC40113,22,21,45,10,7,16,6,5,8,0,0,0,0,0,0,17,11,29,4,6,11,0,0,0,77.3,52.4,64.4,72.7,57.1,53.3,0,0,0,0,0,0,0,0,0,0,0,0,8,5,7,0,0,0,0,0,0,7,5,12,25,17,44,3,3,4,13,19,32,8,6,16
SSC40114,43,27,66,10,3,12,6,4,12,0,0,3,0,0,3,20,9,32,19,10,30,0,0,9.4,46.5,33.3,48.5,37.2,25.9,40.9,0,0,0,0,0,0,0,3,3,0,3,5,11,0,10,0,0,0,3,0,3,14,0,13,34,19,55,0,3,6,25,18,47,11,5,15
SSC40115,14,12,24,10,0,7,0,3,3,0,0,0,0,0,0,10,4,14,3,4,12,0,0,0,71.4,33.3,58.3,71.4,25,41.7,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,0,0,0,0,0,0,3,3,7,11,9,28,3,0,0,9,7,18,3,3,6
SSC40116,19,17,38,12,6,22,0,11,13,0,0,0,0,0,0,16,11,30,3,7,10,0,0,0,84.2,64.7,78.9,63.2,100,92.1,0,0,0,0,0,0,3,4,5,0,0,0,4,0,4,3,0,3,0,0,0,3,0,8,23,22,45,0,0,0,17,18,33,6,8,9
SSC40117,1679,1809,3488,736,426,1163,244,526,773,48,68,113,75,46,119,1105,1068,2167,508,672,1177,6.8,4.3,5.5,65.8,59,62.1,61.2,56.4,58.7,139,143,283,57,106,162,347,453,802,159,193,348,313,141,454,13,25,35,31,32,65,353,199,555,1681,1796,3477,200,216,420,1220,1294,2512,619,668,1286
SSC40118,2014,1761,3780,639,342,977,268,361,635,58,46,103,210,101,305,1176,843,2020,711,821,1533,17.9,12,15.1,58.4,47.9,53.4,47.9,42.5,45.4,75,72,144,17,28,41,217,287,507,124,128,250,313,158,476,28,33,58,29,24,53,375,217,588,1816,1652,3467,421,339,763,1049,1082,2133,1094,817,1909
SSC40119,2551,2875,5423,1388,757,2141,302,784,1087,79,94,176,169,176,349,1937,1817,3754,515,942,1455,8.7,9.7,9.3,75.9,63.2,69.2,69.3,56.9,62.8,20,35,58,10,32,37,133,278,410,184,274,456,806,507,1310,43,80,123,28,85,111,877,668,1546,2566,2732,5293,636,707,1338,1414,1443,2862,1569,1808,3380
SSC40120,152,155,306,72,36,109,21,56,75,5,8,14,3,0,7,101,102,200,46,46,94,3,0,3.5,66.4,65.8,65.4,64.5,64.5,64.7,9,9,19,4,8,10,13,26,37,18,16,30,38,18,54,0,0,3,5,6,12,46,30,71,169,158,326,18,16,38,122,115,240,52,57,112
SSC40121,12,9,21,0,0,3,3,0,7,0,0,0,0,0,0,6,3,9,0,3,3,0,0,0,50,33.3,42.9,25,0,47.6,0,0,0,0,0,0,0,0,0,0,3,3,3,0,4,0,0,0,0,0,0,3,3,9,11,6,15,0,0,0,5,6,14,0,0,0
SSC40122,151,116,266,50,10,61,11,19,32,5,0,5,3,6,7,63,38,106,67,60,128,4.8,15.8,6.6,41.7,32.8,39.8,43.7,25,36.8,0,0,0,0,0,0,3,9,11,3,8,12,40,19,56,3,3,3,3,0,3,39,19,62,115,97,216,31,20,48,85,69,151,48,45,96
SSC40123,32,29,59,15,11,25,3,6,13,0,0,4,0,0,0,20,19,38,9,8,15,0,0,0,62.5,65.5,64.4,56.3,58.6,71.2,0,0,0,0,0,0,0,0,3,6,5,11,4,11,12,0,0,0,0,0,0,4,9,13,38,28,66,3,4,9,27,30,57,7,6,13
SSC40124,145,133,275,63,26,89,21,44,70,0,4,3,8,5,12,99,72,171,41,46,84,8.1,6.9,7,68.3,54.1,62.2,57.9,55.6,58.9,3,3,10,0,5,10,19,16,36,3,13,18,59,15,70,0,3,3,4,3,5,58,22,78,144,127,266,17,22,44,107,92,205,49,43,90
SSC40125,15,15,32,10,9,20,0,3,3,0,0,0,0,0,0,9,8,23,3,3,7,0,0,0,60,53.3,71.9,66.7,80,71.9,0,0,0,0,0,0,0,3,8,0,0,0,8,3,9,0,0,0,0,3,3,8,6,11,12,14,26,0,0,4,15,10,27,0,6,6
SSC40126,14,21,31,6,3,4,3,7,4,0,0,0,0,0,0,7,9,15,5,11,14,0,0,0,50,42.9,48.4,64.3,47.6,25.8,0,0,0,0,0,0,0,6,6,0,0,5,0,0,3,0,0,0,0,0,0,3,0,3,15,10,28,0,3,3,8,12,21,3,4,4
SSC40127,200,186,393,102,40,139,20,69,90,13,5,14,6,7,13,146,116,258,50,67,118,4.1,6,5,73,62.4,65.6,67.5,61.3,61.8,0,0,0,0,0,3,3,24,23,12,28,32,55,33,85,0,6,3,9,3,10,58,41,101,225,216,441,30,31,61,139,138,274,104,96,192
SSC40128,24,22,41,6,3,6,3,8,10,0,0,0,0,0,0,11,9,24,11,5,14,0,0,0,45.8,40.9,58.5,37.5,50,39,0,0,0,0,0,0,0,0,0,0,3,3,10,3,8,0,0,0,0,3,3,8,5,12,24,21,44,3,3,3,19,11,27,7,9,17
SSC40129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40130,4,3,10,4,3,9,0,3,3,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,100,100,100,100,200,120,0,0,0,0,0,0,3,3,9,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,11,14,0,0,0,7,7,10,3,0,4
SSC40131,157,105,265,44,5,46,11,17,27,6,3,8,9,0,11,62,31,93,71,62,134,14.5,0,11.8,39.5,29.5,35.1,38.9,23.8,30.6,0,0,0,0,0,4,0,0,0,0,3,6,43,9,53,0,3,3,5,3,5,51,15,59,106,69,181,24,22,47,73,54,123,61,36,100
SSC40132,6,3,6,3,0,6,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,100,0,133.3,50,0,100,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,3,0,3,3,0,3
SSC40133,7,7,15,0,0,0,0,0,3,0,0,0,0,0,0,3,0,5,0,4,9,0,0,0,42.9,0,33.3,0,0,20,0,0,0,0,0,0,0,3,3,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,4,3,10,0,0,0,4,3,8,3,0,4
SSC40134,8,3,5,8,3,5,0,0,0,0,0,0,0,0,0,8,3,5,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,3,3,0,4,3,0,3
SSC40135,89,96,177,34,12,41,11,18,30,7,3,13,0,12,10,51,43,93,28,48,76,0,27.9,10.8,57.3,44.8,52.5,58.4,34.4,47.5,0,0,0,0,3,3,3,4,9,3,8,12,17,11,28,0,0,3,0,3,0,21,13,30,91,91,180,6,14,21,71,67,133,24,34,64
SSC40136,44,50,95,27,7,32,4,21,26,0,0,0,0,0,0,31,30,58,10,19,29,0,0,0,70.5,60,61.1,70.5,56,61.1,0,0,0,0,0,0,0,8,13,6,0,8,14,3,15,0,0,0,0,0,0,14,7,17,52,50,101,3,3,5,43,43,82,7,14,22
SSC40137,14,14,29,12,3,13,0,6,5,0,0,0,0,0,0,14,11,21,0,3,4,0,0,0,100,78.6,72.4,85.7,64.3,62.1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,3,3,21,14,35,0,0,0,15,13,21,3,3,10
SSC40138,216,227,440,103,47,142,28,54,84,7,11,15,0,0,3,136,110,246,71,98,168,0,0,1.2,63,48.5,55.9,63.9,49.3,54.8,0,5,7,4,0,4,5,33,42,10,19,31,54,22,79,5,3,5,0,6,3,62,33,93,224,226,449,11,19,38,171,169,338,53,64,122
SSC40139,9,5,10,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,3,3,10,0,0,0,0,60,40,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,12,6,19,0,0,0,6,3,3,4,5,5
SSC40140,6,3,10,4,0,9,0,3,0,0,0,0,0,0,0,6,0,14,0,0,0,0,0,0,100,0,140,66.7,100,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,8,3,11,7,0,4,8,3,8,3,0,7
SSC40141,30,23,49,14,5,19,5,8,14,0,0,0,0,0,0,21,11,34,4,10,12,0,0,0,70,47.8,69.4,63.3,56.5,67.3,0,0,0,0,0,0,0,3,3,0,3,3,9,0,9,0,0,0,0,0,0,9,0,9,30,24,56,4,7,6,27,23,50,6,9,11
SSC40142,1282,1159,2445,653,239,886,113,325,438,59,54,118,26,24,43,854,641,1492,298,406,699,3,3.7,2.9,66.6,55.3,61,64.4,53.3,59,8,6,9,6,12,15,57,98,152,49,112,154,309,121,435,5,22,32,26,30,51,343,172,519,1122,1064,2183,212,185,400,755,749,1498,516,416,933
SSC40143,17,16,32,11,5,19,0,8,9,0,0,0,0,0,0,14,13,26,0,3,3,0,0,0,82.4,81.3,81.3,64.7,81.3,87.5,0,0,0,0,0,0,0,0,3,0,3,4,5,0,4,0,0,0,0,0,0,5,3,3,15,21,39,0,0,0,15,21,37,0,0,0
SSC40144,17,14,34,8,3,12,0,4,6,0,0,3,0,0,0,14,9,17,9,3,9,0,0,0,82.4,64.3,50,47.1,50,61.8,0,0,0,0,0,0,0,3,3,3,0,4,3,3,10,0,0,0,0,0,0,3,3,10,19,17,32,3,4,3,12,11,29,5,3,10
SSC40145,362,355,715,193,84,276,44,145,194,16,19,33,6,12,22,267,257,525,82,86,174,2.2,4.7,4.2,73.8,72.4,73.4,69.9,69.9,70.3,3,6,11,0,6,10,22,60,82,25,54,74,109,59,169,5,4,10,14,6,27,131,68,197,405,390,792,59,50,112,217,217,438,214,203,416
SSC40146,435,400,835,177,132,315,61,83,150,13,18,33,21,14,29,278,246,521,118,124,236,7.6,5.7,5.6,63.9,61.5,62.4,57.7,58.3,59.6,38,41,80,6,17,22,90,108,196,29,27,53,78,37,113,0,10,12,4,5,12,85,47,136,288,260,551,126,132,259,157,135,289,256,247,498
SSC40147,17,18,39,3,3,3,4,0,7,0,0,0,0,0,0,9,4,16,7,10,19,0,0,0,52.9,22.2,41,41.2,16.7,25.6,0,0,0,0,0,0,0,3,3,0,0,0,10,0,10,0,0,0,0,0,0,10,0,7,18,22,40,0,0,0,13,16,30,3,5,13
SSC40148,69,50,112,23,5,28,10,17,30,0,0,3,3,0,3,35,26,63,27,18,46,8.6,0,4.8,50.7,52,56.3,47.8,44,54.5,0,0,0,0,0,0,0,8,8,0,3,3,16,3,21,0,3,3,0,0,0,22,6,25,70,56,123,3,3,10,53,44,98,18,15,34
SSC40149,16,11,28,6,5,12,0,3,3,0,0,0,0,0,0,7,5,19,7,3,11,0,0,0,43.8,45.5,67.9,37.5,72.7,53.6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,5,0,3,11,11,27,0,0,0,13,11,27,0,0,0
SSC40150,30,19,43,12,3,17,0,5,3,0,0,0,0,0,0,14,9,23,11,6,24,0,0,0,46.7,47.4,53.5,40,42.1,46.5,0,0,0,0,0,0,0,0,0,0,0,3,8,3,9,0,0,0,0,0,0,10,3,9,25,14,38,5,5,13,15,7,24,14,8,18
SSC40151,81,84,162,29,24,54,16,23,37,3,4,11,0,0,3,49,50,99,27,26,48,0,0,3,60.5,59.5,61.1,59.3,60.7,63,3,6,6,0,3,3,13,18,37,7,14,20,19,4,22,0,3,3,0,3,0,19,6,31,71,80,155,6,8,12,61,61,122,18,21,43
SSC40152,6,4,14,5,0,4,3,0,3,0,0,0,0,0,0,5,3,10,0,3,3,0,0,0,83.3,75,71.4,133.3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,3,3,11,10,20,0,0,0,6,7,16,0,0,3
SSC40153,1333,1325,2657,454,234,689,116,244,362,42,31,73,124,72,198,744,575,1320,511,677,1182,16.7,12.5,15,55.8,43.4,49.7,45.9,38.4,42.3,5,5,16,4,6,13,55,90,142,54,91,142,338,192,529,18,28,42,13,29,49,370,247,616,1338,1312,2645,178,206,381,936,883,1820,498,557,1056
SSC40154,13,14,23,5,3,9,0,4,7,0,0,0,3,0,4,8,7,17,3,3,3,37.5,0,23.5,61.5,50,73.9,38.5,50,69.6,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,0,0,0,0,0,0,4,3,3,9,12,21,0,0,0,4,4,16,3,5,12
SSC40155,20,20,37,20,5,23,0,4,9,0,0,0,0,0,0,21,14,30,0,3,4,0,0,0,105,70,81.1,100,45,86.5,0,0,0,0,6,5,0,0,0,0,0,3,4,0,8,0,0,0,0,0,0,4,3,6,26,21,44,4,3,6,21,18,30,11,8,17
SSC40156,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,3,4,3,0,3
SSC40157,35,28,65,18,5,22,3,13,9,0,0,0,0,0,0,22,16,36,13,13,23,0,0,0,62.9,57.1,55.4,60,64.3,47.7,0,0,0,0,0,0,0,3,4,3,3,7,12,4,16,0,0,0,0,0,0,14,4,18,40,29,72,0,0,3,33,22,57,11,7,14
SSC40158,1349,1440,2793,686,373,1057,223,497,722,48,64,113,50,45,94,1009,977,1982,288,422,709,5,4.6,4.7,74.8,67.8,71,70.9,64.9,67.7,73,111,181,51,74,122,276,386,665,126,200,327,307,129,433,9,13,25,30,28,60,350,169,524,1419,1520,2943,166,190,361,1053,1105,2161,481,524,1011
SSC40159,16,13,29,0,0,0,3,0,10,0,0,0,0,0,0,10,0,12,6,9,15,0,0,0,62.5,0,41.4,18.8,0,34.5,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,13,17,28,0,0,0,8,12,23,6,4,8
SSC40160,1419,1656,3072,569,386,961,221,399,620,39,45,84,43,41,83,870,870,1742,493,730,1227,4.9,4.7,4.8,61.3,52.5,56.7,58.4,50.1,54.2,95,99,192,36,67,102,243,347,582,147,186,339,287,126,414,11,19,31,30,39,66,335,179,512,1307,1499,2805,250,246,494,909,1062,1975,610,681,1287
SSC40161,26,19,42,17,4,22,4,7,12,0,0,0,0,0,0,20,17,38,0,3,4,0,0,0,76.9,89.5,90.5,80.8,57.9,81,0,0,0,0,0,0,3,3,5,3,3,8,3,0,3,0,0,0,0,0,3,7,4,6,40,33,69,0,0,0,27,24,49,7,7,15
SSC40162,44,31,69,29,5,35,3,7,10,0,0,0,0,0,0,32,14,51,7,10,20,0,0,0,72.7,45.2,73.9,72.7,38.7,65.2,0,0,0,0,0,0,3,4,6,3,0,3,12,3,11,0,0,0,0,0,0,12,6,11,40,37,79,3,0,3,33,19,51,14,13,29
SSC40163,124,108,232,61,20,81,6,23,34,3,4,4,7,7,16,79,54,131,39,53,93,8.9,13,12.2,63.7,50,56.5,56.5,43.5,51.3,0,3,3,0,3,3,6,15,18,7,11,14,35,14,52,0,3,3,0,0,3,41,18,60,128,103,235,12,15,25,114,86,204,24,22,45
SSC40164,1708,1765,3473,773,504,1276,265,474,744,38,58,96,91,57,148,1172,1093,2262,466,581,1045,7.8,5.2,6.5,68.6,61.9,65.1,63,58.7,60.9,107,108,211,29,52,77,323,366,688,140,175,307,345,161,501,15,22,43,18,39,61,380,226,602,1548,1571,3117,360,339,703,951,1004,1950,868,845,1719
SSC40165,1565,1664,3231,645,529,1174,202,322,522,41,47,89,98,70,169,993,969,1960,500,612,1116,9.9,7.2,8.6,63.5,58.2,60.7,56.7,54,55.2,104,101,208,32,67,92,342,384,725,96,122,224,236,137,365,13,14,31,27,23,47,275,166,440,1174,1237,2409,390,411,801,638,620,1255,867,951,1814
SSC40166,34,32,62,22,14,35,0,3,5,0,0,0,0,0,0,24,21,43,3,0,5,0,0,0,70.6,65.6,69.4,64.7,53.1,64.5,0,0,0,0,0,0,0,6,4,3,0,3,3,10,10,0,0,0,0,0,0,4,10,10,32,23,59,0,6,7,27,23,48,5,4,13
