SSC_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
SSC41396,14,8,3,7,0,0,44,3,5,6,4,7,4,3,0,36,29,102,71,34,23,7,3,0,269,20,62,54,52,53,32,7,0,277,66,156,139,112,90,64,29,8,659,11,4,6,10,7,0,0,0,37,3,7,14,12,9,10,0,0,61,79,170,157,132,110,69,31,6,756,0,0,4,6,6,0,3,0,22,12,18,28,20,28,24,20,6,149,137,369,340,250,229,145,64,18,1548
SSC41397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,3,7,4,0,0,13
SSC41398,0,0,0,0,0,0,3,0,0,3,0,7,0,0,0,9,3,8,10,11,7,6,0,0,46,0,0,3,13,12,5,0,0,38,7,21,24,33,18,9,3,0,114,0,0,0,0,0,0,0,0,9,0,3,4,0,5,0,0,0,11,11,22,30,32,25,14,3,0,130,0,0,0,0,0,0,0,0,0,7,4,3,3,3,3,0,3,29,20,33,54,61,54,19,4,3,252
SSC41399,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,5,3,0,3,0,0,17,3,0,3,3,3,0,0,0,12,0,6,3,8,9,10,3,0,47,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,4,0,6,3,12,12,10,6,0,51,0,0,0,0,0,0,0,0,0,4,0,3,3,5,5,3,0,28,9,23,15,22,22,17,12,0,111
SSC41400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,9,0,0,0,15,0,4,3,3,0,0,0,0,9,0,8,3,9,8,0,0,0,27,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,6,9,8,0,0,0,29,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,12,6,12,9,13,19,9,0,0,69
SSC41401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4
SSC41402,3,4,0,3,0,0,8,0,0,3,3,3,0,0,0,5,0,14,7,6,8,3,3,0,42,0,11,8,21,12,13,6,0,68,26,31,54,52,46,28,12,3,244,9,8,4,12,3,3,0,0,34,8,6,4,4,5,4,0,0,30,41,40,64,65,52,33,12,4,310,0,0,0,0,3,0,0,0,9,15,11,17,17,13,30,22,9,140,57,79,91,110,98,82,41,17,580
SSC41403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,3,4,0,3,0,0,0,0,15
SSC41404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC41405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,3,0,0,0,20,0,0,7,6,15,8,3,0,29,8,18,10,16,14,3,3,0,73,0,3,0,3,0,0,0,0,13,0,0,0,3,3,0,0,0,10,13,21,12,22,17,5,4,0,89,0,0,0,0,0,0,0,0,4,9,0,3,15,3,5,0,0,38,18,31,24,44,39,20,6,0,193
SSC41406,31,22,22,8,4,0,102,0,8,16,23,20,0,3,0,70,20,89,114,100,83,45,19,6,473,7,41,63,83,93,42,17,10,357,50,121,112,136,108,62,21,8,608,7,14,10,3,3,7,0,3,45,3,11,15,26,20,14,8,5,99,60,144,142,163,129,83,27,16,762,0,0,5,3,3,7,9,6,33,33,23,37,62,59,45,59,59,380,130,321,408,442,414,235,124,93,2169
SSC41407,8,10,4,0,0,0,37,0,0,8,5,6,0,0,0,19,15,42,41,39,24,6,0,0,165,4,26,41,35,30,20,3,0,152,42,98,87,92,75,39,19,0,454,14,20,3,6,5,0,0,0,56,3,4,5,11,14,7,0,0,50,57,124,97,113,96,48,22,0,558,0,5,0,5,3,4,3,0,24,35,36,31,34,44,45,28,0,253,110,245,229,240,201,127,54,5,1202
SSC41408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,15
SSC41409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,0,4,6,0,0,0,21
SSC41410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6,0,0,0,22
SSC41412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,15,0,4,3,8,4,4,0,0,21,3,11,9,11,11,11,3,0,61,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,4,11,17,15,11,11,3,0,71,0,0,0,0,0,0,0,0,0,7,5,0,0,3,3,3,0,23,6,20,21,21,21,20,8,0,124
SSC41413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,8,0,0,0,0,7
SSC41414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,11,0,0,0,4,9,0,0,0,14,9,3,11,19,10,7,0,0,58,0,0,0,3,0,0,0,0,9,3,0,0,0,0,0,0,0,3,11,7,19,21,8,7,0,0,69,0,0,0,0,0,0,0,0,3,4,0,4,6,4,11,0,0,31,20,5,23,32,24,17,3,0,133
SSC41415,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,3,7,4,4,0,0,0,17,0,0,5,0,6,3,0,0,16,6,0,8,13,11,8,0,0,48,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,0,8,11,9,4,0,0,55,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,8,7,3,24,27,34,12,3,3,111
SSC41416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC41417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,5,4,0,0,0,14,3,0,4,7,4,0,0,0,23,13,3,9,5,9,0,0,0,41,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,13,9,9,9,11,0,0,0,42,0,0,4,0,3,0,0,0,3,7,3,0,7,3,3,0,0,28,21,14,22,30,24,11,0,0,115
SSC41418,19,18,17,12,3,0,78,0,7,18,11,11,7,3,0,57,23,83,88,54,38,39,18,0,336,9,42,56,66,48,34,18,0,278,60,109,100,112,70,76,31,12,566,10,9,7,11,3,0,3,0,36,5,6,10,22,11,13,8,0,65,72,121,118,137,84,90,38,15,672,3,3,0,4,7,3,3,0,23,11,10,23,24,17,30,37,7,165,112,286,323,318,223,216,113,24,1613
SSC41419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC41420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,7,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,8,5,0,3,12,9,4,3,0,43
SSC41421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,0,0,0,16,7,0,11,4,3,3,0,0,26,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,5,5,0,12,5,3,5,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,19,19,5,9,0,0,59
SSC41422,16,9,7,8,0,0,51,0,6,0,7,3,0,0,0,23,6,29,17,44,29,36,12,4,179,3,8,21,31,28,24,11,3,128,10,19,12,35,27,24,10,3,150,3,3,0,0,5,0,0,0,7,0,0,8,3,6,5,0,0,23,14,22,19,38,38,30,10,3,183,0,6,0,0,3,11,0,0,16,11,13,16,15,27,18,9,0,106,40,97,85,146,136,124,43,13,685
SSC41423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,10
SSC41424,19,8,8,7,3,0,55,0,3,4,4,3,5,0,0,19,11,26,36,39,19,24,8,0,160,0,4,16,20,16,16,4,0,76,8,4,15,16,23,16,9,0,94,0,0,0,3,0,0,0,0,3,0,0,3,3,3,5,0,0,13,8,4,23,23,24,17,9,0,111,0,0,0,0,0,0,0,0,3,3,0,6,0,13,5,9,0,39,28,48,93,93,95,75,26,4,463
SSC41425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,4,5,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,5,0,0,0,17,0,0,0,0,0,0,0,0,0,3,4,3,0,5,0,0,0,22,4,4,12,9,8,7,4,0,51
SSC41426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,11
SSC41427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,8,0,0,0,6,4,8,0,0,25,0,0,0,0,4,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,4,6,8,8,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,12,0,4,6,10,13,15,0,0,51
SSC41428,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,3,3,0,4,4,5,4,0,0,19,0,0,3,4,3,4,0,0,13,4,3,0,10,4,0,0,0,23,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,4,6,3,3,13,4,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,6,11,3,13,18,16,18,6,0,84
SSC41429,15,15,4,4,0,0,56,3,9,12,12,7,4,0,0,45,37,89,72,39,23,9,3,0,269,3,28,26,21,15,7,0,0,105,17,38,20,28,13,13,8,3,149,3,0,3,0,0,0,0,0,15,0,0,5,4,4,0,0,0,13,20,45,29,30,19,16,8,3,178,0,3,0,0,0,0,0,0,10,12,16,11,17,15,10,13,7,101,80,208,175,135,95,54,19,17,767
SSC41430,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,3,10,10,5,0,4,0,0,39,0,3,12,7,3,6,0,0,32,10,11,12,17,15,4,3,0,74,0,3,0,0,3,0,0,0,8,7,3,0,0,4,0,0,0,13,19,17,16,19,25,4,3,0,96,0,0,0,0,0,0,0,0,3,22,3,10,11,6,7,0,10,81,41,37,52,46,40,29,4,12,255
SSC41431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,0,0,0,0,16
SSC41432,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,3,0,4,0,16,3,4,0,8,8,9,0,0,36,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,5,5,16,10,9,0,0,44,0,0,0,0,0,0,0,0,0,0,6,7,0,7,5,3,0,30,7,10,9,21,20,17,5,3,91
SSC41433,6,3,0,0,0,0,19,0,0,0,3,0,0,0,0,8,6,10,13,9,9,4,6,0,50,0,0,3,0,0,0,0,0,8,3,0,3,0,6,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,8,17,20,21,15,13,5,0,106
SSC41434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,4,3,3,10,0,0,0,18
SSC41435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,9
SSC41436,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,5,4,3,0,0,3,0,18,0,0,7,8,7,0,0,0,25,3,11,18,16,8,3,0,0,61,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,10,10,22,16,14,3,0,0,70,0,0,0,0,0,0,0,0,3,6,3,9,3,3,0,0,0,21,19,21,43,33,24,8,3,0,147
SSC41437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,12,0,0,0,3,5,4,0,0,11,3,3,0,3,10,9,4,0,31,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,3,8,9,4,0,38,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,3,0,23,3,8,3,17,30,19,4,0,81
SSC41438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,8,0,0,0,4,3,6,0,0,11,0,3,0,6,10,13,4,0,35,5,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,4,5,4,0,6,10,12,4,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,8,27,5,4,4,10,23,33,5,8,86
SSC41439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,7
SSC41440,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,3,12,9,3,3,0,3,0,26,0,5,5,3,4,5,4,0,23,10,14,16,8,8,6,3,0,77,3,3,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,7,18,22,17,14,9,5,3,0,87,0,0,0,0,0,0,0,0,0,6,6,4,0,6,4,7,0,31,25,45,35,20,21,15,16,0,183
SSC41441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8
SSC41442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC41443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,18,0,0,7,5,7,4,0,0,20,3,3,12,11,16,4,0,0,46,0,0,0,0,0,0,0,0,4,0,3,0,4,0,0,0,0,9,3,5,15,14,14,3,0,0,55,0,0,0,0,0,0,0,0,3,9,3,0,9,11,3,0,0,40,16,8,22,37,36,15,3,0,139
SSC41444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,4,3,4,0,0,16
SSC41445,52,58,56,36,14,3,271,0,8,10,27,26,8,3,3,83,46,87,138,138,133,90,26,11,671,6,9,23,44,46,39,17,9,190,10,16,17,27,19,26,16,3,134,3,3,0,4,0,0,0,0,12,0,3,3,9,10,17,4,0,44,16,19,19,33,36,43,14,7,193,0,0,3,4,6,5,0,0,21,8,9,10,7,23,22,9,15,112,79,181,260,322,314,259,93,40,1539
SSC41446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,11,3,0,0,0,0,14
SSC41447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41448,34,66,41,18,8,4,210,0,18,15,19,23,17,0,0,85,47,107,111,127,110,68,25,13,616,9,27,20,34,68,41,12,5,205,23,34,34,30,29,20,14,6,182,3,3,0,0,0,0,0,0,8,3,5,0,7,11,4,3,0,43,32,43,30,42,41,28,13,10,239,0,0,3,3,0,6,0,3,16,16,13,17,21,26,25,16,10,147,102,237,238,311,311,197,74,40,1519
SSC41449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,3,0,0,6,0,3,7,3,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,3,9,9,6,5,0,0,38
SSC41450,64,34,29,6,0,0,236,7,26,13,19,15,9,0,0,89,79,262,153,92,70,21,4,0,690,30,83,53,53,49,13,4,0,281,40,103,72,97,53,25,12,4,404,9,3,3,6,4,0,0,0,25,7,11,13,16,7,8,0,0,55,56,112,92,112,68,37,12,4,487,6,9,4,4,3,3,0,0,27,43,36,28,34,37,24,19,9,226,217,626,402,361,264,102,49,17,2036
SSC41451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,7
SSC41452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,5
SSC41453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,8,3,0,0,13,0,4,0,4,8,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,11,5,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,11,4,3,3,17,19,9,3,0,56
SSC41454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,4,3,9,0,0,0,13
SSC41455,64,56,30,15,0,0,243,0,16,24,25,24,7,0,0,95,57,194,157,128,95,62,22,9,725,10,37,57,71,57,29,10,6,297,27,53,53,82,69,27,12,7,327,3,4,3,6,0,3,3,0,30,3,5,17,10,12,11,3,3,63,35,63,70,103,82,46,13,12,425,7,0,5,8,6,0,3,3,37,21,28,22,22,19,25,28,16,177,139,411,407,418,318,183,84,43,1999
SSC41456,16,7,12,4,0,0,68,0,3,7,16,7,3,0,0,33,27,52,57,58,37,10,3,0,244,3,14,24,24,20,14,3,3,98,6,20,19,47,23,5,5,0,124,3,0,0,4,0,0,0,0,10,0,0,0,4,0,0,0,0,10,12,18,17,52,29,5,3,3,146,0,0,0,4,3,0,0,0,7,10,7,5,11,5,9,3,4,56,53,119,127,168,118,50,16,9,651
SSC41457,5,9,8,3,0,0,45,0,6,7,7,13,0,3,0,43,22,111,67,44,50,10,4,0,303,11,65,49,66,45,18,5,3,256,56,143,106,101,100,43,22,12,586,5,5,3,6,8,0,0,0,36,3,8,9,7,8,8,0,0,43,64,155,118,114,117,52,20,9,659,0,3,0,3,0,0,0,0,7,19,11,16,26,34,15,28,39,181,117,362,272,270,271,89,64,54,1494
