SSC_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
SSC40063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,8,3,3,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,3,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,8,7,3,4,36
SSC40065,12,24,17,5,0,0,59,0,5,7,6,13,0,0,0,37,10,43,36,40,44,33,7,3,219,3,14,34,33,31,27,7,3,141,22,36,45,56,33,35,13,4,241,3,5,0,5,0,0,0,0,16,3,3,3,6,7,8,4,0,37,29,48,47,62,43,35,14,7,288,0,0,0,0,0,3,0,0,7,13,4,11,14,18,18,13,0,92,52,116,149,177,163,124,46,14,846
SSC40066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,6
SSC40067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,3,4,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,5,3,0,0,21
SSC40068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,3,5,6,3,0,0,18
SSC40069,16,4,9,8,3,3,66,0,19,22,16,15,10,0,0,75,10,73,79,50,45,44,14,0,321,13,35,65,51,59,50,14,4,284,46,130,116,107,73,73,30,12,593,8,5,7,5,5,3,0,0,38,4,7,6,8,15,11,8,0,55,59,143,125,118,96,93,35,14,683,0,3,0,0,7,7,5,0,27,21,30,30,26,26,37,21,14,201,102,322,335,269,262,253,91,29,1654
SSC40070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,7,8,0,4,3,0,0,0,0,17,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,6,3,4,8,0,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,15,6,3,10,7,4,0,0,50
SSC40071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,0,0,8
SSC40072,0,3,3,0,0,0,9,0,0,3,4,4,0,0,0,16,5,31,33,29,20,21,4,0,150,8,11,28,36,25,20,6,3,142,45,75,54,72,79,57,29,10,419,6,10,7,8,6,0,0,0,42,4,5,16,11,10,9,0,0,58,59,86,74,87,98,65,28,16,516,0,0,3,3,4,4,0,0,15,24,22,20,43,52,58,46,17,282,105,154,164,210,203,170,94,41,1140
SSC40073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,4,3,0,0,15
SSC40076,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,3,0,0,0,6,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,4,7,8,5,0,0,3,38
SSC40077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,0,5,0,0,0,10
SSC40078,5,4,4,0,3,0,16,0,0,3,3,0,3,0,0,10,0,11,12,16,7,7,0,0,67,3,3,3,7,14,3,3,0,35,3,4,3,11,8,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,4,3,15,9,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,8,19,25,47,35,18,6,0,169
SSC40079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,3,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,13,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,7,0,0,0,14,5,10,0,0,28
SSC40080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,7,4,3,3,0,20
SSC40081,5,0,0,3,0,0,12,0,0,0,3,0,3,0,0,10,0,14,6,8,9,7,0,0,41,0,6,5,4,7,5,0,0,40,3,22,17,16,23,20,3,4,107,0,3,0,0,0,0,0,0,9,0,3,3,6,6,0,0,0,20,5,23,17,25,28,23,3,4,129,0,0,3,0,0,3,0,0,5,0,5,0,5,10,20,5,0,47,11,52,43,46,62,58,12,3,282
SSC40082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,5,6,7,0,0,0,29
SSC40084,46,71,64,42,11,4,257,0,8,7,18,19,24,3,0,81,34,69,143,113,132,68,34,11,608,9,14,24,50,48,28,14,7,198,8,12,13,25,29,14,5,4,123,3,0,0,0,5,0,0,0,10,4,0,0,3,6,3,0,0,25,14,18,19,32,42,20,11,10,159,3,0,3,0,9,3,4,3,26,21,14,24,13,17,15,20,16,135,79,134,263,299,340,209,98,47,1468
SSC40085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40086,46,10,6,6,6,0,149,3,7,7,5,0,0,0,0,24,59,208,78,26,18,13,3,0,401,28,19,25,11,11,15,8,0,109,37,23,18,16,18,12,11,0,138,14,3,0,3,3,0,0,0,22,0,5,0,6,0,3,0,0,14,50,28,22,23,21,19,12,0,172,0,3,4,0,0,0,3,0,14,14,14,10,6,17,11,12,8,91,156,353,191,77,73,57,41,10,961
SSC40087,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,5,0,0,0,8,0,0,0,4,0,0,0,0,5,4,0,3,3,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,3,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,4,11,19,3,0,0,43
SSC40088,68,87,80,56,28,0,356,0,11,40,39,27,18,9,0,144,38,127,189,216,162,138,49,21,941,8,27,60,79,92,87,27,19,405,41,48,53,87,69,50,40,8,394,7,7,7,9,5,7,5,0,40,3,0,6,13,12,13,10,5,61,52,51,65,108,89,65,53,12,502,0,3,3,4,7,6,4,5,34,25,10,19,38,23,33,34,48,234,127,253,446,575,482,402,211,108,2603
SSC40089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,4,0,3,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,6,3,3,6,0,0,0,26
SSC40090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,8,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,8,0,0,10,4,6,3,0,0,29
SSC40091,44,26,46,26,15,3,178,0,5,5,22,15,15,10,0,81,28,84,85,71,66,60,41,10,438,5,36,29,41,51,46,36,12,263,13,31,40,47,37,41,44,17,276,9,8,0,0,5,0,0,0,24,0,3,10,8,3,11,10,3,55,22,44,52,55,48,54,53,18,349,0,0,0,0,11,6,0,0,25,11,14,14,17,20,26,30,24,146,67,196,221,237,255,245,183,74,1479
SSC40092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,7
SSC40093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,6
SSC40094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,4,0,0,5,0,4,0,0,0,11,5,3,3,7,9,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,7,5,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,4,17,11,18,3,0,0,57
SSC40095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC40096,13,9,4,0,3,0,51,0,6,12,11,9,3,0,0,43,24,79,47,40,27,24,3,0,248,15,31,48,50,47,22,10,3,218,51,124,96,92,70,64,29,9,531,16,17,14,8,3,4,0,0,62,14,16,13,8,12,9,8,0,77,76,156,121,110,84,78,35,9,665,4,3,5,0,7,4,3,0,24,61,37,40,54,65,60,58,33,403,180,324,293,268,241,189,105,46,1656
SSC40097,3,0,0,3,0,0,7,0,0,4,3,3,0,0,0,5,0,0,5,0,3,0,0,0,17,0,0,0,0,0,0,0,0,12,3,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,3,0,0,0,0,18,0,0,3,0,0,3,0,0,7,3,0,0,0,4,3,0,0,13,5,3,19,8,17,12,0,0,72
SSC40098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,3,6,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,9,3,0,0,22
SSC40099,27,31,29,16,5,0,138,0,14,20,13,5,7,0,0,55,24,95,84,53,43,36,5,0,336,4,15,20,30,26,12,4,0,111,10,22,21,26,23,8,7,3,121,3,5,3,3,0,0,0,0,13,3,3,7,3,0,6,0,0,13,14,28,23,35,23,14,7,3,145,0,3,0,0,3,0,0,0,10,8,17,13,6,11,14,12,5,94,53,199,192,160,136,99,37,14,886
SSC40100,22,0,3,0,0,0,41,3,7,10,4,3,0,0,0,24,16,58,54,16,13,8,0,0,159,4,22,25,17,20,6,0,0,98,18,45,46,52,37,6,13,0,211,14,0,3,10,3,0,0,0,32,0,3,6,4,3,3,0,0,23,32,46,54,63,38,9,13,0,263,0,4,3,0,0,0,0,0,12,17,12,20,16,16,11,7,0,93,68,168,175,124,97,31,16,6,688
SSC40101,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,6,3,3,5,7,4,5,0,0,25,0,3,0,7,7,0,0,0,16,3,5,9,8,14,3,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,8,16,3,0,0,49,0,0,0,0,0,0,0,0,0,3,0,6,7,8,0,0,0,27,11,17,26,26,34,10,3,3,135
SSC40102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40103,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,7,3,3,0,0,15,0,4,0,0,4,3,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,3,10,15,7,0,0,38
SSC40104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,3,0,0,0,5,0,3,0,5,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,3,6,0,11,5,3,0,0,27
SSC40106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,15
SSC40107,5,3,5,0,0,0,14,0,4,3,3,5,0,0,0,23,3,15,28,23,18,22,3,0,117,8,18,25,38,27,20,0,0,127,22,28,39,69,43,23,10,3,232,10,0,0,0,3,0,0,0,15,0,4,6,6,0,5,3,0,30,34,31,48,74,53,28,8,3,279,0,0,3,3,0,0,0,0,7,23,12,15,20,22,7,8,0,105,66,77,127,158,127,82,23,4,667
SSC40108,7,17,11,4,3,0,50,0,9,16,5,0,3,0,0,33,9,37,23,25,19,9,3,0,133,0,29,23,42,24,7,3,0,131,25,72,62,63,40,20,3,3,295,9,7,4,0,0,0,0,0,21,3,4,5,9,11,0,0,0,29,37,80,69,74,55,23,3,3,345,0,0,0,7,3,0,0,0,13,8,15,6,11,13,8,7,6,72,60,179,147,185,121,47,19,8,770
SSC40109,34,30,18,11,0,0,135,0,12,14,14,24,4,3,0,71,32,122,83,54,45,32,8,0,383,6,20,28,30,40,17,7,0,154,20,47,20,40,27,12,3,3,176,4,4,0,0,0,3,0,0,12,3,3,5,6,7,3,3,0,42,21,56,32,53,38,22,10,4,226,0,0,0,0,0,0,0,0,14,6,24,16,12,16,21,13,4,118,78,271,213,187,175,110,41,17,1092
SSC40110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,8,0,0,19
SSC40111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,6,11,4,0,18
SSC40112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,8,4,4,0,23
SSC40113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,3,3,0,0,0,15
SSC40114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,5,0,0,0,3,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,5,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,11,0,3,0,5,8,4,6,0,29
SSC40115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,3,3,4,0,0,0,0,15
SSC40116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,7,0,8,4,0,0,17
SSC40117,63,77,48,41,14,4,283,0,20,42,37,33,19,8,0,162,38,154,175,144,120,103,44,16,802,4,33,55,72,75,72,26,9,348,44,69,84,89,81,44,31,10,454,3,11,5,7,3,3,0,0,35,3,3,5,11,20,8,0,3,65,52,83,94,102,104,62,42,9,555,4,0,4,5,3,10,3,5,30,21,18,19,30,28,38,29,25,202,119,349,451,467,410,339,163,72,2376
SSC40118,48,17,7,9,0,0,144,0,8,10,10,7,0,0,0,41,65,175,125,78,34,20,5,3,507,26,65,55,47,37,14,3,0,250,45,113,91,82,78,19,23,18,476,14,14,17,7,5,3,0,0,58,6,15,12,13,8,4,0,0,53,65,142,124,95,95,33,24,20,588,0,15,9,4,5,0,0,0,37,45,53,47,42,54,35,26,18,319,208,523,413,296,241,113,63,38,1890
SSC40119,20,12,8,0,0,0,58,0,13,10,5,9,0,0,0,37,46,171,103,50,29,15,0,0,410,23,126,119,102,62,18,4,0,456,183,417,267,218,143,62,22,4,1310,41,44,16,14,6,0,0,0,123,3,30,19,26,18,3,0,0,111,228,495,299,254,173,69,18,4,1546,4,6,3,11,4,5,0,0,32,57,84,51,35,47,24,12,7,318,364,923,603,465,318,133,41,16,2869
SSC40120,9,9,3,5,0,0,19,0,0,0,3,4,3,0,0,10,3,3,8,8,8,8,0,0,37,0,4,9,6,3,6,3,0,30,7,0,13,12,13,9,3,0,54,0,0,0,0,0,0,0,0,3,0,0,3,5,3,3,0,0,12,10,0,10,16,16,9,3,0,71,0,0,0,0,3,0,0,0,7,3,3,0,3,4,3,3,0,22,13,15,34,41,46,29,9,0,191
SSC40121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,5,9,3,0,0,13
SSC40122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,11,0,5,3,0,3,0,3,0,12,3,6,9,10,11,8,4,0,56,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,7,14,15,13,9,4,0,62,0,0,0,0,0,0,0,0,0,0,4,0,12,7,14,9,3,42,5,19,10,30,19,32,12,3,131
SSC40123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,11,4,0,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,8,3,10,11,6,7,0,0,37
SSC40124,0,0,3,0,0,0,10,0,0,0,3,3,0,0,0,10,3,3,10,6,5,3,0,0,36,0,3,3,0,15,0,0,0,18,3,3,15,21,11,16,4,0,70,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,5,9,7,12,20,11,26,4,0,78,0,0,0,0,0,0,0,0,3,4,0,0,0,9,5,0,0,25,13,16,34,38,41,38,4,0,176
