SSC_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
SSC40752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,6,7,0,0,16
SSC40753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,4,0,0,7,7,3,0,0,8,7,0,0,0,9,6,4,3,0,15,6,8,4,0,17,8,3,0,0,14,3,6,0,0,9,15,11,0,0,26,3,11,0,0,10,3,4,0,0,9,0,7,0,0,5,0,5,0,0,4,3,4,0,0,10,0,0,0,0,3,62,64,18,0,143
SSC40754,3,4,0,0,4,3,0,0,0,3,0,0,3,0,4,0,0,3,0,3,4,4,10,0,21,12,4,12,0,31,30,5,15,0,48,27,13,11,0,48,36,34,3,0,78,28,38,8,0,78,23,41,8,0,71,26,39,7,0,68,35,84,3,0,125,17,46,3,0,69,22,28,0,0,52,3,12,0,0,21,6,15,0,0,20,18,55,7,0,80,3,0,3,0,4,305,443,95,3,844
SSC40755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,8,3,0,0,0,3,4,7,0,0,8,4,0,0,0,4,0,0,0,0,3,4,4,0,0,9,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,3,0,0,3,0,0,0,0,0,34,25,7,0,70
SSC40756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC40757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40758,4,3,0,0,11,4,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,0,6,0,11,3,3,8,0,13,18,5,9,0,35,11,10,6,0,33,27,11,5,0,43,25,12,4,0,40,13,14,7,0,33,8,12,7,0,24,20,31,4,3,59,9,28,0,0,38,14,14,3,0,31,6,15,0,0,18,18,47,3,0,69,11,32,4,0,48,4,0,0,0,4,196,229,76,8,514
SSC40759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,12
SSC40761,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,3,0,12,3,0,0,0,5,3,0,0,0,3,0,5,0,0,10,0,3,0,0,3,0,0,0,0,0,3,3,0,0,3,0,4,0,0,3,0,0,0,0,3,0,0,0,0,3,0,3,0,0,3,5,9,0,0,11,0,0,0,0,0,27,30,3,0,61
SSC40762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40763,6,0,0,0,8,3,0,0,0,3,3,0,3,0,5,0,0,3,0,3,13,0,3,0,19,4,4,20,0,28,26,0,13,0,37,21,6,14,0,44,32,21,12,0,64,17,29,11,3,57,17,27,3,0,50,17,37,16,0,63,40,80,9,0,131,36,66,3,0,103,14,44,0,0,56,3,30,0,0,32,10,42,0,0,54,25,55,19,0,95,4,3,0,0,5,284,451,120,4,854
SSC40764,0,0,0,0,0,3,0,7,0,6,0,0,3,0,5,0,0,0,0,3,11,0,5,0,17,10,0,10,0,23,47,6,11,3,66,26,8,18,0,54,40,18,7,0,72,32,31,12,0,71,16,35,3,0,47,22,25,0,0,45,34,54,3,0,92,25,46,0,0,67,8,19,0,3,32,4,6,0,0,9,7,16,0,0,23,19,30,8,0,58,7,3,0,0,10,297,299,98,9,710
SSC40765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,0,0,0,0,14,8,0,0,30
SSC40766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,3,3,3,0,0,4,3,0,0,0,5,0,0,0,0,5,3,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20,8,0,0,34
SSC40767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,5,0,0,0,13,4,0,0,0,4,0,3,0,0,7,3,3,0,0,4,3,0,0,0,5,3,3,0,0,7,3,0,0,0,5,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,8,0,0,12,0,0,0,0,0,37,28,3,0,75
SSC40768,10,0,3,0,12,0,0,0,0,3,0,3,4,0,6,0,3,0,0,9,23,4,3,0,34,6,0,10,0,19,73,14,18,0,107,48,16,25,3,89,68,29,24,0,120,50,44,12,4,111,30,50,24,0,101,30,59,10,3,96,65,112,19,3,196,40,100,9,4,152,26,63,0,0,91,20,55,0,0,76,39,116,0,0,155,37,80,21,0,133,13,0,0,0,15,580,740,183,28,1528
SSC40769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,9,11,0,0,23
SSC40770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,12
SSC40771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,3,0,0,5,7,0,0,0,7,0,0,0,0,3,0,3,0,0,8,4,3,0,0,6,0,9,0,0,7,0,6,0,0,6,0,3,0,0,3,0,7,0,0,10,0,10,0,0,14,0,0,0,0,0,21,52,3,0,78
SSC40772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC40773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,6,0,35
SSC40774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,5,9,3,0,0,17,7,7,0,0,20,8,3,6,0,17,3,9,0,0,15,4,6,0,0,12,0,6,0,0,9,6,15,5,0,27,4,7,0,0,15,0,8,0,0,11,0,4,0,0,3,0,6,0,0,4,6,5,4,0,20,0,0,0,0,0,69,80,21,0,167
SSC40775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,6,8,0,0,13
SSC40776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,8
SSC40777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,7,3,0,10
SSC40778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,5,8,0,0,0,6,0,0,0,0,4,3,3,0,0,3,0,10,0,0,14,0,3,0,0,4,3,0,0,0,3,0,0,0,0,0,3,5,0,0,8,0,8,0,0,9,0,0,0,0,0,38,30,5,0,64
SSC40779,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3,0,3,7,0,0,0,3,4,3,0,0,13,6,5,0,0,13,8,6,0,0,20,0,4,0,0,7,3,7,0,0,12,6,7,0,0,15,0,4,0,0,3,0,3,0,0,8,0,3,0,0,3,3,0,0,0,4,9,7,0,0,16,3,0,0,0,3,58,62,8,0,133
SSC40780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,5,0,3,0,0,3,0,0,0,0,3,0,6,0,0,11,0,0,3,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,4,0,0,0,0,0,21,23,6,0,51
SSC40781,4,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,7,5,0,0,14,24,3,4,0,28,19,8,3,0,25,24,11,3,3,37,18,13,12,0,45,9,11,8,0,30,8,16,5,0,31,22,36,7,0,63,15,40,0,0,49,12,42,3,0,66,9,23,0,0,31,12,71,0,0,83,18,32,12,0,67,6,0,0,0,8,214,307,74,7,592
SSC40782,9,0,0,0,9,7,0,0,0,12,3,0,4,0,12,3,0,11,0,11,39,5,9,0,59,16,8,22,0,42,120,12,23,0,149,60,21,30,3,110,57,32,23,5,116,70,47,18,0,140,28,44,8,0,81,35,34,9,0,83,57,68,9,0,142,22,43,0,0,68,14,21,0,0,31,3,12,0,0,16,11,15,3,0,27,36,54,13,0,104,15,4,12,0,27,594,420,200,14,1232
SSC40783,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,3,0,11,17,5,0,0,18,10,0,4,0,13,13,9,3,0,30,11,11,0,0,29,3,12,0,0,16,0,10,0,0,8,12,22,3,0,34,3,16,0,0,18,0,3,0,0,5,4,0,0,0,3,0,0,0,0,3,8,18,3,0,27,0,0,0,0,0,84,108,21,0,218
SSC40784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,5,0,0,0,3,11,3,0,0,15,7,3,3,0,12,4,3,0,0,8,16,9,0,0,26,4,3,0,0,12,6,7,0,0,8,9,3,0,0,17,10,3,0,0,13,3,5,0,0,8,0,0,0,0,0,0,3,0,0,5,7,3,3,0,18,0,0,0,0,3,86,55,17,0,160
SSC40785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6
SSC40786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40787,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,7,0,14,5,3,11,0,19,31,0,8,3,42,25,5,6,0,36,18,20,7,0,44,33,17,9,0,56,22,24,4,0,59,16,21,7,0,39,30,38,3,0,67,11,35,3,0,46,3,13,0,0,16,4,8,0,0,14,5,17,0,0,26,16,30,4,0,54,3,0,0,0,3,248,241,61,3,550
SSC40788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,4,3,0,0,0,3,0,3,0,0,0,0,3,0,0,4,0,0,0,0,3,8,3,0,0,12,7,4,0,0,6,0,0,0,0,3,0,0,0,0,0,5,11,3,0,13,0,3,0,0,7,0,0,0,0,0,38,22,6,0,68
SSC40789,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,13,5,0,3,0,16,4,0,0,0,5,3,0,0,0,5,0,3,0,0,5,3,0,0,0,5,3,3,0,0,12,0,0,0,0,3,0,4,0,0,4,0,0,0,0,0,0,3,0,0,3,3,3,0,0,9,0,0,0,0,0,43,28,9,3,83
SSC40790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,6,0,0,0,0,0,0,3,0,0,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,9,14,3,0,25
SSC40791,3,0,3,0,5,0,4,0,0,3,0,0,3,0,3,0,0,0,0,3,0,0,4,0,8,9,3,4,0,14,15,0,5,0,26,10,11,6,3,25,22,12,0,0,30,14,18,6,0,39,17,17,3,0,37,17,15,0,0,27,25,35,3,0,60,14,15,0,0,28,6,6,0,0,16,3,6,0,0,6,12,10,0,0,20,11,19,5,0,43,3,0,0,0,3,180,172,44,0,403
SSC40792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,0,6,9,3,4,0,9,8,0,6,0,12,3,3,0,0,5,7,3,0,0,12,8,3,0,0,12,3,5,0,0,11,7,9,0,0,10,7,12,0,0,14,3,5,0,0,8,0,5,0,0,5,0,0,0,0,0,0,3,0,0,6,7,12,4,0,20,0,0,0,0,3,65,59,28,4,155
SSC40793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,3,3,0,0,3,3,0,0,0,3,0,3,0,0,6,3,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,12,13,0,0,29
SSC40794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC40795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,19
SSC40796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSC40797,11,12,7,3,29,3,3,4,0,8,5,7,11,3,21,3,0,12,0,21,35,9,18,3,67,15,16,29,3,63,111,27,51,0,185,58,50,42,4,153,104,49,56,7,219,66,54,31,0,148,45,68,24,6,140,46,73,22,0,142,82,136,22,4,245,79,119,16,3,214,41,105,4,3,150,20,62,5,0,88,42,109,0,0,154,48,136,43,0,233,13,0,3,0,26,838,1032,394,43,2306
SSC40798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,0,0,0,8,3,3,4,0,11,34,3,4,0,38,25,13,4,0,39,14,7,4,0,25,16,15,5,3,38,12,10,0,0,22,19,7,0,0,31,18,18,0,0,40,3,3,0,0,8,0,3,0,0,4,3,3,0,0,8,12,11,0,0,15,8,20,8,0,32,5,0,0,0,5,183,121,31,8,334
SSC40800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7
SSC40801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,11
SSC40802,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,8,3,6,5,0,12,15,0,3,0,20,6,3,3,0,10,10,10,3,0,25,16,22,3,0,33,8,13,3,0,25,3,0,0,0,9,13,12,0,0,33,9,6,4,0,21,6,3,0,0,5,0,0,0,0,3,0,8,0,0,3,7,15,0,0,26,3,0,0,0,3,108,107,26,3,246
SSC40803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,5
SSC40804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC40805,0,0,5,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,10,0,0,0,7,3,0,3,0,4,20,3,6,0,28,14,9,4,0,27,13,3,16,0,31,21,11,8,3,37,10,5,10,3,29,19,11,10,0,38,28,34,9,0,74,24,21,3,0,46,15,29,0,0,48,15,27,9,0,47,49,139,4,0,191,20,49,8,0,77,4,0,0,0,6,266,342,94,12,709
SSC40806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,5,0,0,3
SSC40807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,7,0,0,11
SSC40808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,18
SSC40810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,5,15,3,6,0,27,8,9,3,0,18,17,5,6,0,34,13,13,5,0,28,9,14,3,0,23,8,11,3,0,22,16,26,4,3,51,11,24,4,0,34,3,22,0,0,24,4,13,0,0,16,10,32,0,0,42,4,11,6,0,28,0,0,0,0,0,123,181,52,5,362
