SSC_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
SSC40436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,10,0,0,0,7,3,0,0,0,4,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,6,0,34
SSC40437,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,4,3,3,0,0,8,10,3,0,0,14,12,8,0,0,16,4,4,0,0,7,3,3,0,0,9,7,11,3,0,20,9,6,0,0,13,0,10,0,0,15,4,5,0,0,10,6,39,0,0,48,0,9,5,0,17,0,0,0,0,0,74,112,13,3,197
SSC40438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40439,13,4,3,3,23,8,4,0,0,8,8,0,9,0,10,4,0,7,0,12,34,3,6,0,43,26,10,21,3,55,117,12,31,0,162,86,28,32,4,152,121,41,37,3,208,113,76,35,5,231,75,115,21,3,217,74,93,14,0,187,149,238,36,0,424,100,213,9,0,319,68,150,3,3,228,30,102,0,0,135,50,156,3,0,214,63,187,33,0,287,7,7,0,0,18,1154,1448,301,33,2936
SSC40440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,7,0,0,0,0,4,3,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,3,0,7,0,0,5,0,0,0,0,0,0,3,0,0,3,3,4,0,0,10,0,0,0,0,0,13,27,4,0,50
SSC40441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,4,0,0,0,3,5,5,0,0,12,6,3,0,0,10,3,3,0,0,8,3,0,0,0,3,4,3,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,7,0,0,8,0,0,0,0,0,32,31,3,0,73
SSC40442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40443,3,0,3,0,9,3,3,0,0,10,3,3,6,0,13,3,0,3,0,3,24,6,8,0,35,15,9,16,5,48,90,10,16,0,117,38,29,25,4,98,52,51,23,6,126,33,46,19,3,102,21,48,14,0,87,29,43,13,0,87,46,106,12,3,172,40,94,8,0,145,21,49,7,0,78,17,32,0,0,47,16,42,0,0,60,38,64,22,0,123,7,3,0,0,10,510,636,203,23,1366
SSC40444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,11,4,0,0,19
SSC40445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,3
SSC40446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,8,11,0,0,15
SSC40447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,3,0,0,3,3,0,0,0,6,0,0,0,0,0,5,3,0,0,9,3,4,0,0,12,0,4,0,0,4,0,0,0,0,3,0,5,0,0,3,3,3,0,0,8,0,0,0,0,0,26,28,3,0,60
SSC40448,0,3,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,3,0,0,5,0,11,20,4,9,0,30,7,5,3,0,13,9,7,5,0,19,7,11,3,0,19,10,9,3,0,25,13,11,5,0,27,17,26,7,3,44,11,16,0,0,28,4,18,0,0,19,11,11,0,0,25,8,28,0,0,33,5,27,5,0,37,0,0,0,0,0,128,171,49,10,361
SSC40449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,11,0,0,0,8,6,0,0,0,4,7,0,0,0,7,0,3,0,0,5,0,5,3,0,6,4,5,0,0,9,6,7,0,0,12,4,7,0,0,13,0,9,0,0,8,0,4,0,0,4,4,0,0,0,4,3,8,0,0,9,0,0,0,0,0,49,51,8,0,108
SSC40450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC40451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,9
SSC40452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3
SSC40453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,5,0,0,13
SSC40454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,17
SSC40455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,11,0,0,22
SSC40457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC40458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC40459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40460,0,0,0,0,3,3,0,0,0,3,0,0,0,0,3,0,0,4,0,4,9,0,4,0,17,10,5,10,0,23,42,8,8,0,55,16,4,11,0,29,20,25,7,3,48,23,24,5,0,57,19,34,12,0,64,11,35,3,0,54,31,47,3,0,89,26,45,3,0,72,7,15,0,0,23,3,4,0,0,6,0,6,0,0,10,21,31,16,0,61,3,3,4,0,14,239,294,93,6,624
SSC40461,3,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,3,0,3,4,3,0,0,6,4,0,0,0,4,4,4,3,0,4,7,5,0,0,16,4,6,3,0,7,0,5,5,0,14,4,13,6,0,21,0,9,0,0,6,12,12,3,0,25,9,14,0,0,24,3,8,0,0,12,0,9,0,0,8,8,21,0,0,28,0,14,7,0,25,0,0,0,0,0,55,121,36,4,215
SSC40462,7,0,0,0,5,3,0,0,0,3,0,0,0,0,3,3,0,3,0,7,9,7,3,0,19,5,0,14,0,16,46,4,5,0,57,19,8,8,0,41,37,16,12,0,67,19,16,12,0,48,14,26,8,0,51,13,27,4,0,46,28,58,12,0,92,28,35,3,0,65,12,27,3,0,43,9,29,0,0,36,11,35,4,0,48,19,44,12,0,70,6,0,0,0,5,291,335,93,7,729
SSC40463,15,0,3,0,16,9,0,0,0,7,0,7,7,0,11,0,0,6,0,5,35,7,10,0,55,15,13,19,0,47,130,13,11,3,167,68,30,28,3,135,82,50,26,4,159,71,60,22,0,152,44,45,15,3,108,42,54,15,0,103,55,124,22,7,210,41,111,8,0,160,18,61,0,0,80,20,40,0,0,54,25,108,0,3,136,42,87,19,0,150,9,8,7,0,25,727,805,226,24,1784
SSC40464,0,3,3,0,8,7,0,0,0,7,0,0,3,0,3,3,0,3,0,3,7,3,3,0,13,3,3,11,0,25,31,7,6,0,49,32,6,16,4,63,40,14,16,3,72,39,9,11,0,67,19,16,13,3,53,27,21,10,0,57,52,58,14,0,122,24,48,6,0,74,17,34,0,3,56,12,37,4,0,48,42,118,3,0,160,35,53,14,0,99,4,3,0,0,8,408,429,133,10,991
SSC40465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,3,3,0,0,0,4,3,3,0,0,8,0,0,0,0,0,0,4,0,0,4,5,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,19,10,3,0,32
SSC40466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4
SSC40467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5
SSC40468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,9,6,0,3,0,5,18,0,4,0,23,7,0,3,0,13,7,5,0,0,16,5,3,0,0,14,3,4,0,0,11,0,3,0,0,5,7,4,0,0,10,0,3,0,0,3,0,3,0,0,4,0,0,0,0,0,4,4,0,0,5,5,12,0,0,13,0,0,0,0,5,70,44,22,3,145
SSC40470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,6,3,0,4,0,10,7,0,3,0,11,8,3,4,0,15,15,3,8,0,19,3,9,0,0,15,6,11,3,0,21,5,7,3,0,18,13,24,0,0,39,8,14,0,0,24,4,13,0,0,17,3,7,0,0,12,0,10,0,0,10,3,28,0,0,28,3,3,0,0,8,81,134,27,0,247
SSC40471,0,3,0,0,7,4,0,3,0,3,4,0,6,0,9,4,0,6,0,10,22,3,11,0,40,21,3,26,3,59,100,9,22,0,130,62,12,26,3,101,77,32,21,7,136,69,32,19,0,122,38,66,14,0,120,45,55,8,0,107,98,79,14,4,194,50,72,7,0,126,12,56,4,0,71,8,29,0,0,44,10,39,0,0,52,29,73,18,0,127,9,3,4,0,21,672,576,216,14,1478
SSC40472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40473,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,6,0,0,4,0,0,0,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,3,0,30
SSC40474,4,0,0,0,4,0,0,0,0,3,4,0,4,0,10,3,0,5,0,9,18,0,12,0,28,8,0,17,0,23,31,4,19,3,57,12,13,15,3,45,27,16,13,0,57,19,18,12,0,50,17,18,6,0,40,18,22,5,0,47,24,38,6,0,65,19,33,3,0,48,11,24,0,0,36,4,19,3,0,25,8,16,0,0,29,17,40,9,0,64,5,0,3,0,9,247,258,138,8,649
SSC40475,0,0,0,0,0,0,0,0,0,3,3,0,3,0,8,0,0,3,0,3,4,0,6,0,6,3,0,10,0,18,18,4,9,0,32,11,6,8,0,28,8,11,3,0,27,4,8,3,0,19,4,3,4,0,11,6,10,6,0,20,8,9,0,0,15,3,11,0,0,15,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,6,7,0,13,3,0,0,0,9,82,67,70,7,228
SSC40476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,14,12,3,0,27
SSC40477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,3,0,3,7,0,0,0,7,3,0,0,0,3,0,3,0,0,8,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,23,14,5,0,40
SSC40478,0,3,0,0,3,0,0,0,0,0,0,0,4,0,4,0,0,5,0,5,7,0,4,0,5,0,3,0,0,7,15,0,6,0,17,11,6,6,0,21,11,10,6,0,30,8,8,4,0,19,3,7,3,0,11,0,8,0,0,10,4,15,3,0,20,0,9,0,0,11,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,13,0,0,0,0,3,62,77,36,0,174
SSC40479,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,7,3,0,0,0,5,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,15,8,3,0,27
SSC40480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,8
SSC40482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,16
SSC40483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,11
SSC40487,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,0,5,3,3,7,6,0,0,0,11,9,0,0,0,8,5,3,4,0,14,21,5,0,0,30,12,3,4,3,24,12,0,0,0,10,23,5,4,3,39,23,11,5,0,31,8,9,0,0,15,12,17,0,0,21,30,36,0,0,64,14,19,3,0,34,3,3,0,0,5,178,120,31,12,338
SSC40488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,6
SSC40489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,16,11,5,0,27
SSC40490,9,0,3,0,11,5,0,3,0,8,5,0,8,0,12,0,3,12,0,12,18,3,14,0,31,3,7,21,0,40,49,24,16,0,88,29,15,19,0,66,39,40,38,3,117,30,43,18,0,84,16,41,12,0,68,15,30,4,0,54,39,56,16,4,107,14,34,0,0,55,14,20,0,0,36,14,13,3,0,28,5,6,0,0,8,15,38,13,0,69,3,3,5,0,10,321,376,197,15,905
SSC40491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,10,3,0,15
SSC40492,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,4,3,0,0,9,3,0,3,0,9,26,3,8,0,40,9,4,3,0,17,10,9,3,0,24,11,6,0,0,22,6,0,0,0,11,6,5,0,0,14,3,10,0,0,15,4,6,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,12,12,0,0,19,3,0,0,0,5,115,68,24,3,206
SSC40493,6,4,0,0,8,3,0,0,0,3,3,0,6,0,9,0,0,0,0,6,7,3,4,0,20,7,5,16,0,30,20,7,4,3,34,21,9,11,0,44,22,19,18,0,56,22,18,4,0,50,19,16,23,4,58,25,25,6,3,61,34,49,7,0,96,27,41,4,0,72,12,42,3,0,57,10,27,0,0,33,10,48,3,0,58,14,29,5,3,56,0,0,0,0,0,254,347,113,23,740
SSC40494,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,8,0,3,0,10,0,0,4,0,7,10,3,3,0,16,5,0,4,0,16,10,10,3,0,16,6,4,5,0,12,0,4,0,0,6,4,7,0,0,20,7,13,0,0,18,4,9,0,0,12,5,0,0,0,6,3,0,0,0,3,0,0,0,0,0,3,10,3,0,17,0,0,0,0,0,64,61,35,3,171
