SSC_CODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SSC41419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC41420,0,0,0,4,6,10,0,0,0,3,0,4,0,0,0,13,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,13,0,0,0,0,0,0,29,29,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,9,36,0,0,0,0,0,0,27,9,36,0,0,3,56,43,95
SSC41421,0,0,0,5,8,16,0,0,0,0,3,3,0,0,0,20,16,28,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,4,8,0,0,0,34,32,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,26,55,0,0,0,0,3,3,31,28,55,0,0,4,67,60,125
SSC41422,11,14,22,74,79,152,0,0,0,4,3,6,0,0,0,121,141,257,0,0,0,30,30,64,5,3,12,4,0,4,10,8,12,3,3,4,0,4,3,3,3,7,3,9,11,0,0,0,0,0,3,31,38,75,4,6,10,0,0,0,300,327,623,5,3,3,0,3,4,0,0,0,0,0,0,0,3,6,0,0,0,0,0,5,179,163,344,3,0,3,0,0,0,180,162,348,78,70,152,575,589,1166
SSC41423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,3,4,0,0,0,0,0,0,3,3,4,0,0,0,15,12,21
SSC41424,10,11,26,33,36,75,0,0,0,3,4,11,0,0,0,114,121,234,0,0,0,16,12,26,0,0,0,6,3,8,5,3,10,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,20,30,44,11,9,16,0,0,3,212,228,438,8,0,10,3,3,7,0,7,7,0,0,0,0,0,0,3,3,7,3,3,7,129,130,260,3,0,3,0,0,0,137,130,265,38,35,73,410,415,820
SSC41425,0,0,0,5,5,14,0,0,0,0,0,0,0,0,0,3,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,17,0,0,0,0,0,0,21,25,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,21,51,0,0,0,0,0,0,31,21,52,14,9,26,67,66,131
SSC41426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,11,0,0,0,0,0,0,10,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,21
SSC41427,0,0,0,7,3,9,0,0,0,0,0,3,0,0,0,9,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,15,0,0,0,0,0,0,28,20,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,13,41,0,0,0,0,0,0,28,13,41,14,14,23,63,44,111
SSC41428,0,0,0,13,12,28,0,0,0,0,0,0,0,0,0,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,8,0,0,4,0,0,0,24,27,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,31,80,0,0,0,0,0,0,43,31,80,6,8,14,83,68,149
SSC41429,18,7,27,29,28,55,0,0,0,5,3,9,0,0,0,87,98,185,0,0,3,114,103,215,0,0,0,0,0,0,11,18,22,0,0,3,4,0,3,0,3,3,3,0,4,0,0,0,0,0,0,17,15,28,9,15,23,0,0,0,279,286,572,0,0,3,10,24,29,3,0,3,0,0,0,4,0,3,5,6,5,3,6,10,342,299,641,3,4,5,0,3,3,345,308,654,67,71,134,724,700,1431
SSC41430,0,3,3,33,32,61,0,0,0,0,0,3,0,0,0,27,31,56,0,0,0,28,21,47,0,0,0,0,0,3,33,33,64,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,3,15,22,34,0,4,4,0,0,0,141,147,290,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,90,188,0,0,0,0,0,3,101,95,190,38,33,70,279,278,559
SSC41431,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,5,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,10,0,0,0,0,0,0,14,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,0,0,0,0,0,0,6,3,8,0,0,0,23,17,41
SSC41432,0,0,3,12,13,28,0,0,0,0,0,0,0,0,0,15,7,27,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,12,9,22,0,0,0,0,0,0,50,41,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,43,88,0,0,0,0,0,0,47,43,88,15,6,23,113,94,201
SSC41433,6,3,3,5,12,12,0,0,0,3,0,3,0,0,0,23,30,49,0,0,0,14,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,45,58,106,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,21,52,0,0,0,0,0,0,38,21,54,4,7,14,99,94,186
SSC41434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,7,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,18,0,0,0,0,0,0,11,7,18,0,0,3,18,23,40
SSC41435,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,0,0,0,0,0,0,10,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,23
SSC41436,0,0,0,20,10,31,0,0,0,0,0,0,0,0,0,19,28,46,0,0,0,0,0,0,0,0,0,0,0,0,7,6,12,0,0,0,0,0,0,0,0,4,0,0,0,3,0,4,0,0,0,12,13,21,6,3,13,0,0,0,66,71,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,94,0,0,0,0,0,0,46,44,94,22,14,41,141,134,270
SSC41437,0,0,0,7,10,23,0,0,0,0,0,0,0,0,0,6,14,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,8,8,22,23,18,40,5,10,15,0,0,0,61,59,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,14,49,0,0,0,0,0,0,26,14,49,11,13,19,103,94,195
SSC41438,0,3,6,15,14,30,0,0,0,0,0,0,0,0,0,11,12,28,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,13,22,35,0,3,3,0,0,0,52,56,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,19,45,0,0,0,0,0,0,32,19,50,10,10,18,94,87,179
SSC41439,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,17,0,0,0,0,0,0,11,5,17,0,0,0,12,13,27
SSC41440,0,3,0,36,34,73,0,0,0,3,8,17,0,0,0,36,43,80,0,0,0,0,0,0,0,0,0,0,0,0,22,15,36,0,0,0,0,0,0,0,3,7,0,0,0,0,3,5,0,0,0,56,48,98,5,4,9,0,0,0,166,153,315,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,4,92,60,154,0,0,0,0,0,0,92,60,156,28,25,49,286,245,527
SSC41441,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,13,0,0,0,0,0,0,8,9,13,0,0,0,11,10,23
SSC41442,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,0,0,0,0,0,0,7,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3,0,5,0,0,0,16,9,25
SSC41443,0,0,0,16,15,34,0,0,0,0,0,0,0,0,0,12,11,23,0,0,3,0,3,5,0,0,0,4,5,8,3,3,9,0,0,0,0,0,0,3,3,4,0,5,5,0,0,0,0,0,0,15,10,24,6,3,12,0,3,3,56,55,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,48,94,3,0,3,0,0,0,50,48,95,18,14,35,128,121,250
SSC41444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,11,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,11,0,0,0,0,0,0,9,4,11,0,0,3,21,10,35
SSC41445,21,30,47,162,209,373,0,0,0,12,15,22,0,0,0,263,314,578,0,3,4,52,50,103,0,0,0,0,0,0,8,19,28,0,0,0,0,0,0,3,4,8,9,9,20,0,0,0,0,0,0,71,110,182,9,16,31,0,5,7,589,758,1346,24,27,54,12,17,26,0,0,0,0,0,0,7,8,17,0,3,3,7,11,17,488,442,933,3,3,6,0,3,3,493,448,944,86,105,188,1226,1393,2623
SSC41446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,12,0,0,0,0,0,0,3,7,12,0,0,3,9,12,18
SSC41447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41448,9,16,31,166,217,384,0,0,0,35,36,68,8,7,10,181,203,382,0,0,0,48,43,94,0,0,0,0,3,3,20,25,48,0,0,0,4,0,7,5,12,16,14,12,23,0,0,0,0,0,0,86,104,194,23,33,55,6,10,14,590,717,1305,25,18,41,6,5,9,0,0,0,0,0,0,3,7,10,4,5,15,10,9,24,486,468,947,7,11,12,0,3,3,489,476,965,102,114,217,1242,1353,2596
SSC41449,0,0,0,5,0,6,0,0,0,0,0,3,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,19,18,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,32,0,0,0,0,0,0,19,10,32,5,0,6,36,32,66
SSC41450,37,42,77,62,66,129,0,0,0,15,6,21,0,0,0,339,430,769,3,4,8,302,354,652,3,3,9,0,0,3,21,18,40,17,10,28,3,8,15,0,12,13,4,12,20,0,0,0,0,0,0,48,60,108,32,42,70,0,0,3,851,1029,1877,53,46,99,55,55,114,0,0,3,0,0,0,38,35,75,6,15,17,48,49,93,754,686,1440,6,5,15,6,7,8,758,704,1467,159,162,319,1965,2082,4043
SSC41451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,4,7,0,0,0,12,10,21
SSC41452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,17
SSC41453,0,0,0,8,5,11,0,0,0,0,0,0,0,0,0,14,10,20,0,0,0,0,0,4,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,3,0,5,3,0,5,0,3,3,29,32,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,26,0,0,0,0,0,0,17,6,26,8,3,11,53,44,93
SSC41454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,12,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,5,0,6,0,3,4,16,12,28
SSC41455,45,58,97,130,163,299,0,0,0,18,17,37,0,0,0,592,610,1206,10,4,10,50,50,100,10,7,22,0,0,0,22,23,47,4,4,6,7,3,10,17,20,35,27,24,52,7,3,10,0,0,0,67,78,148,34,50,82,0,3,6,996,1073,2071,37,49,90,19,29,46,3,0,6,0,0,0,21,14,34,5,9,14,32,21,46,536,531,1070,6,14,20,0,3,3,545,551,1096,149,145,298,1826,1931,3751
SSC41456,3,3,12,34,49,76,0,0,0,5,4,8,0,0,0,177,212,394,0,0,3,39,45,81,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,10,10,14,9,5,11,0,0,0,0,0,0,15,21,43,10,19,31,0,0,0,300,373,676,6,3,6,14,7,19,0,0,0,0,0,0,3,3,3,4,3,4,3,8,11,199,216,411,4,0,3,3,0,3,203,219,420,56,41,96,582,647,1234
SSC41457,22,32,53,168,172,344,0,0,0,27,28,50,0,0,0,234,310,544,6,3,8,17,16,35,5,3,5,3,0,6,30,37,63,4,3,7,7,4,9,7,8,16,19,33,54,4,3,7,7,3,9,78,112,189,38,51,81,0,0,0,648,786,1427,19,19,34,3,5,9,0,0,0,0,0,0,3,3,11,6,9,15,12,12,22,696,619,1321,5,3,5,5,0,3,702,626,1330,96,132,227,1508,1599,3105
SSC41458,5,7,9,17,12,28,0,0,0,3,0,3,0,0,0,21,27,49,0,0,0,0,0,0,0,0,0,0,0,0,97,84,180,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,26,31,57,5,0,5,0,0,0,170,158,321,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,77,169,0,0,0,0,0,0,96,76,168,19,20,39,291,258,548
SSC41459,0,0,0,8,3,16,0,0,0,0,7,6,0,0,0,11,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,3,8,3,0,3,0,0,0,24,34,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,26,48,0,0,0,0,0,0,24,26,48,7,8,10,57,68,126
SSC41460,3,0,3,86,124,208,0,0,0,3,10,11,0,0,0,102,104,209,6,19,22,0,0,0,3,3,3,0,0,0,21,32,53,0,0,0,0,0,0,10,20,26,9,6,11,0,0,0,3,0,5,148,192,333,21,26,47,0,0,0,416,523,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,286,256,541,0,3,3,0,0,0,284,264,553,71,70,138,772,859,1631
SSC41461,0,0,3,19,21,32,0,0,0,6,0,8,0,0,0,9,15,33,0,0,0,0,0,0,0,0,0,0,0,0,14,11,26,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,15,19,28,0,0,3,0,0,0,61,72,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,48,107,0,0,0,0,0,0,61,48,114,25,22,53,156,150,302
SSC41462,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,4,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,0,0,0,0,0,3,3,11,0,0,5,11,9,20
SSC41463,11,9,25,55,86,144,0,0,0,12,19,33,0,0,0,151,177,328,0,3,3,20,27,43,0,3,5,0,0,0,14,17,32,0,0,0,4,4,10,13,10,23,4,5,5,0,0,0,0,0,0,46,59,103,14,18,38,5,3,3,332,436,766,15,11,23,8,7,10,7,3,11,0,0,0,0,0,0,0,7,3,0,7,6,261,243,508,5,4,8,0,3,3,268,250,518,42,50,94,676,775,1450
SSC41464,15,16,32,131,140,266,0,0,0,7,14,15,0,0,0,282,256,537,0,3,3,47,36,79,0,0,0,0,0,6,30,21,50,0,0,0,5,4,11,3,13,15,6,6,11,0,3,4,0,3,4,101,113,212,36,35,67,0,3,3,649,636,1286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,3,8,11,558,435,998,4,3,4,0,4,4,559,444,1000,118,108,225,1343,1209,2552
SSC41465,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,4,5,12
SSC41466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,3,3,10
SSC41467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41468,0,0,0,18,20,41,0,0,0,0,3,3,0,0,0,32,25,55,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,0,0,0,0,3,3,3,5,10,0,0,0,0,0,0,0,0,0,14,13,24,6,3,10,0,0,3,80,78,159,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,55,117,0,0,0,0,0,3,59,56,113,11,5,16,155,139,296
SSC41469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,12,0,0,0,0,0,0,12,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,24
SSC41471,0,0,0,6,3,7,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,0,0,0,0,0,0,3,5,10,0,0,3,20,13,29
SSC41472,20,32,56,53,57,107,0,0,0,7,17,29,0,0,0,264,270,536,5,6,11,122,123,248,3,0,3,3,0,3,15,20,36,4,4,8,0,4,3,4,6,7,0,6,7,0,0,0,0,0,0,45,60,110,21,21,46,4,4,6,549,605,1160,36,32,72,54,57,112,0,0,0,0,0,0,43,37,80,3,5,6,43,42,86,333,299,634,4,0,9,0,0,0,337,308,643,97,73,171,1150,1153,2299
SSC41473,0,0,0,10,3,12,0,0,0,0,0,3,0,0,0,3,10,12,9,9,13,0,0,0,0,0,0,0,0,0,10,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,17,9,15,20,0,0,0,53,57,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,22,43,0,0,0,0,0,0,24,22,43,13,4,14,86,82,163
SSC41474,22,40,64,170,181,346,0,0,0,21,17,39,0,0,0,339,384,725,3,5,8,137,164,298,0,0,3,0,0,0,34,28,60,0,0,0,4,8,10,11,19,23,14,16,27,3,9,7,0,0,0,81,113,192,30,36,66,0,0,0,839,989,1822,26,24,55,25,20,41,7,3,4,0,0,0,5,3,11,4,4,12,7,8,17,850,800,1651,16,22,34,0,3,3,871,822,1694,165,146,311,1965,2045,4006
SSC41475,3,8,10,109,139,252,0,0,0,10,14,20,0,0,0,129,147,277,0,0,0,57,52,109,0,0,0,3,0,3,14,25,36,0,3,3,0,0,0,3,0,4,5,10,12,0,0,0,0,0,0,41,52,85,7,9,21,0,0,3,381,442,827,8,5,12,3,3,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,222,230,453,0,3,9,0,0,0,226,230,462,65,59,125,691,758,1445
SSC41476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41477,0,0,0,15,19,29,0,0,0,0,0,0,0,0,0,27,28,54,0,0,0,0,0,0,0,0,0,0,0,0,6,4,12,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,3,3,8,8,14,23,14,14,23,0,0,0,73,82,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,43,96,0,0,0,0,0,0,51,43,96,11,8,24,142,138,285
