SSC_CODE_2016,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
SSC41233,0,0,4,0,0,0,3,0,3,0,0,0,0,3,6,0,0,0,3,0,3,8,3,12,10,4,14,4,3,10,6,0,7,17,0,17,27,0,27,10,0,12,3,0,3,5,0,5,3,0,3,10,0,10,0,0,3,113,21,138
SSC41234,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,0,0,0,0,0,3,0,0,3,5,7,11,4,0,4,3,0,3,5,0,5,4,0,10,4,0,5,3,0,3,0,0,0,7,0,7,8,0,8,0,0,0,56,28,79
SSC41235,9,20,25,9,4,7,11,60,69,15,88,100,62,142,198,49,82,130,163,63,226,122,59,179,140,48,180,127,31,157,65,22,92,67,9,81,94,21,116,39,0,40,19,0,19,13,9,25,33,0,29,108,7,114,33,48,81,1165,706,1879
SSC41236,0,0,3,3,0,3,0,0,0,3,4,9,5,7,15,0,6,9,27,3,27,12,7,15,17,3,16,21,0,23,18,5,16,13,0,13,18,3,17,16,0,16,6,0,6,6,3,6,11,0,11,19,3,19,0,0,0,187,45,233
SSC41237,0,0,0,0,0,0,0,3,3,0,0,0,4,3,9,5,3,7,11,0,11,7,4,9,8,0,11,11,3,13,5,5,7,3,0,3,15,5,19,5,0,5,0,0,0,3,0,3,4,0,4,10,0,10,3,0,3,103,25,132
SSC41238,3,3,7,3,0,3,0,3,5,0,10,7,4,24,35,19,6,22,22,13,34,19,8,29,34,13,48,31,8,39,26,4,28,27,4,30,38,0,45,29,3,34,14,0,14,6,0,3,16,0,16,45,3,46,7,3,14,346,107,453
SSC41239,0,5,9,0,3,4,3,25,31,11,57,70,12,58,69,28,21,48,47,25,66,31,16,47,40,23,67,27,13,36,24,9,38,18,9,26,41,16,51,34,3,31,15,0,14,3,4,10,13,0,12,39,13,51,10,11,23,383,312,699
SSC41240,7,8,20,3,11,10,7,36,46,4,35,37,46,102,151,71,65,131,153,39,191,135,62,194,139,75,216,124,47,174,133,20,154,108,16,123,163,14,176,89,6,98,43,0,38,10,6,14,14,0,14,92,5,102,8,13,18,1340,564,1911
SSC41241,5,0,3,0,0,0,0,17,21,3,25,26,15,70,84,17,36,55,49,25,72,53,21,71,67,23,84,57,19,73,48,8,54,50,3,54,81,4,86,39,0,39,15,0,15,14,4,14,9,0,9,46,3,45,3,13,18,564,262,827
SSC41242,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,3,3,3,0,5,4,3,3,10,0,6,5,0,5,3,3,6,0,0,3,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,41,16,61
SSC41243,4,22,25,3,10,16,0,13,21,6,47,54,26,91,116,21,50,75,76,76,154,49,59,113,56,67,117,91,48,136,65,26,91,63,21,81,107,18,122,61,3,65,45,3,48,16,8,20,23,4,28,60,16,83,6,24,28,781,611,1390
SSC41244,3,17,21,3,0,4,3,23,30,6,51,55,18,130,148,33,66,97,141,45,181,91,56,148,127,56,183,94,28,123,99,25,122,96,13,111,136,11,149,76,3,79,37,0,37,17,3,24,20,0,23,94,3,96,13,21,25,1114,542,1654
SSC41245,3,0,5,0,3,3,4,24,28,3,31,35,6,43,45,8,19,20,16,19,34,11,7,19,30,23,47,22,9,30,16,19,38,22,12,30,32,11,40,22,4,22,14,4,19,11,3,14,14,3,19,14,6,22,4,6,16,257,226,483
SSC41246,7,9,14,3,6,15,10,47,59,15,77,95,52,140,194,44,69,111,122,46,170,78,42,114,89,34,126,65,27,96,58,23,79,76,6,83,103,13,108,61,4,61,35,4,39,17,6,21,31,0,29,99,8,108,17,36,57,973,606,1580
SSC41247,3,4,4,3,4,5,6,21,27,8,25,33,15,64,79,19,12,31,60,25,85,54,18,70,42,16,60,45,10,54,43,6,51,26,5,33,76,8,86,47,0,47,26,0,26,17,3,18,26,0,26,75,3,77,9,7,21,606,236,843
SSC41248,0,4,6,0,0,0,0,0,0,0,4,3,13,8,19,3,9,10,27,4,33,13,15,31,22,9,35,10,3,11,24,3,28,18,0,18,40,0,35,15,0,15,9,0,9,4,0,3,9,0,9,23,0,19,0,4,5,235,66,297
SSC41249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10
SSC41250,0,3,4,3,3,5,0,4,4,5,16,25,8,44,56,16,15,28,43,15,58,19,9,34,35,10,44,18,11,26,16,4,21,16,0,20,27,3,24,18,3,19,8,0,10,0,0,4,6,0,6,24,3,23,3,9,14,266,160,430
SSC41251,4,6,15,0,3,3,0,13,13,0,17,17,10,33,40,4,21,23,27,13,38,20,16,39,25,18,47,31,6,37,22,0,22,14,0,18,34,6,39,22,0,21,13,0,13,3,0,8,4,0,4,29,3,34,3,3,9,273,165,436
SSC41252,0,0,0,0,0,3,0,5,3,0,7,5,6,13,23,3,3,3,13,6,16,3,5,10,6,5,8,7,0,7,4,0,4,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,3,3,65,49,111
SSC41253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
SSC41254,0,0,0,0,0,0,0,3,3,0,0,0,0,7,5,3,0,4,6,3,7,11,0,8,3,0,3,9,0,11,5,0,4,6,0,6,6,0,7,4,0,4,0,0,0,4,0,4,0,0,0,5,0,5,0,0,0,67,15,87
SSC41255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,3,3,8,0,0,5,3,0,3,8,0,8,3,0,4,3,0,3,4,0,4,4,0,4,0,0,0,0,0,0,5,0,5,0,3,4,44,9,52
SSC41256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,3,3,0,3,3,0,3,0,0,0,5,0,5,3,0,5,3,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,31,6,38
SSC41257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6
SSC41258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14
SSC41260,4,3,4,3,0,0,5,6,13,3,17,21,4,12,15,0,14,15,8,10,19,7,11,20,20,20,36,16,9,27,16,12,23,19,9,27,33,17,50,29,3,27,22,0,28,21,4,28,102,3,102,39,6,48,3,8,10,355,156,507
SSC41261,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,3,0,3,4,0,5,3,3,3,9,0,9,3,0,3,0,0,0,4,0,4,3,0,3,7,0,7,0,0,0,0,0,0,5,0,5,0,0,3,48,16,60
SSC41262,0,0,0,0,0,0,0,0,0,0,4,3,0,4,6,4,3,5,3,4,8,4,0,5,4,0,4,3,0,9,0,0,0,3,0,3,5,0,5,3,0,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,40,20,55
SSC41263,7,19,19,3,10,17,14,39,58,13,54,62,38,120,157,24,39,70,75,48,124,72,51,124,83,45,124,66,39,107,61,17,84,54,19,72,115,17,129,54,0,57,31,0,31,12,0,10,9,0,9,83,5,88,11,24,36,820,551,1373
SSC41264,3,0,6,0,0,0,0,4,3,0,6,6,3,10,13,0,5,5,12,7,16,17,8,25,14,10,18,19,9,21,20,0,20,11,8,19,46,0,45,35,0,35,16,0,16,9,0,13,15,0,18,31,3,29,0,0,4,251,58,314
SSC41265,5,6,12,5,0,5,3,4,5,0,12,18,8,20,27,3,17,18,15,15,29,22,5,28,21,19,36,23,8,32,21,5,28,13,10,26,52,9,59,38,0,38,31,0,31,18,6,23,86,0,86,58,0,60,5,3,9,425,128,554
SSC41266,21,23,44,8,14,22,10,41,49,13,57,70,46,167,219,57,63,123,182,59,236,138,66,205,193,48,240,154,38,191,128,29,159,144,26,175,268,31,305,188,5,190,135,0,135,89,4,94,135,3,137,200,12,210,28,35,59,2141,719,2861
SSC41267,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,3,3,0,4,4,3,0,4,7,0,4,0,0,0,3,0,3,5,0,3,4,0,4,5,0,5,0,0,0,0,3,0,0,0,0,6,0,6,4,0,4,38,12,51
SSC41268,0,3,3,4,0,3,3,3,4,5,3,9,0,6,4,11,6,17,3,6,11,13,11,24,9,21,30,28,25,51,30,25,52,52,33,85,159,84,238,148,3,156,93,4,94,79,28,109,165,4,170,89,13,98,7,4,14,886,288,1177
SSC41269,7,7,12,8,0,9,5,36,43,9,60,70,35,93,125,34,42,75,87,32,118,82,36,112,69,43,109,70,20,84,53,10,68,52,14,69,105,10,115,71,3,75,30,0,31,19,7,25,25,0,25,56,10,59,13,18,30,807,429,1236
SSC41270,3,5,8,0,0,0,3,10,10,4,9,9,8,17,29,4,14,18,9,15,23,13,18,24,16,10,30,19,9,26,11,4,19,13,4,26,45,4,50,31,0,31,17,0,17,23,3,27,65,0,65,39,3,43,3,0,3,331,125,453
SSC41271,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,3,3,4,3,0,3,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,23,11,31
SSC41272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,11,0,10,14,0,15
SSC41273,0,0,0,0,0,0,3,3,4,3,11,12,9,21,26,5,11,16,21,5,24,8,8,20,16,3,22,13,4,19,10,0,7,11,0,10,7,0,7,4,0,4,4,0,4,0,0,3,0,0,0,6,0,6,3,3,6,126,72,200
SSC41274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC41275,27,22,49,18,8,34,36,99,132,27,136,164,104,288,385,107,138,248,261,120,386,193,117,310,205,109,316,189,58,244,129,29,157,114,21,139,163,21,185,79,0,81,28,0,28,24,5,27,26,0,26,141,21,163,34,73,111,1908,1268,3171
SSC41276,16,18,29,10,11,21,26,53,80,16,73,86,71,148,221,100,50,154,173,45,222,132,60,186,161,64,220,157,29,189,106,27,128,93,14,108,162,5,174,80,0,80,32,0,35,13,3,16,18,3,19,129,9,135,28,49,79,1524,655,2179
SSC41277,15,20,39,13,8,18,21,65,89,18,113,129,91,229,325,100,118,221,293,108,403,226,141,374,242,112,355,243,63,302,182,38,220,158,30,183,266,21,287,140,6,145,58,0,61,26,3,30,36,0,35,185,16,200,24,49,78,2336,1147,3489
SSC41278,12,9,19,3,0,3,4,9,15,5,19,26,19,41,57,39,15,60,88,28,117,85,43,127,117,35,149,148,12,163,91,17,110,110,12,128,211,10,226,161,0,161,98,0,98,47,3,49,82,0,82,140,7,149,19,14,32,1488,276,1766
SSC41279,25,21,47,18,16,31,29,103,131,33,152,186,144,237,382,149,86,233,323,99,423,251,124,368,283,105,386,253,46,301,186,34,216,175,20,196,243,16,254,95,0,95,34,0,34,11,5,14,12,0,17,187,17,197,50,77,125,2473,1158,3636
SSC41280,3,5,8,5,3,6,0,17,23,9,28,36,24,46,68,22,27,45,81,24,105,46,30,78,70,30,100,55,12,70,54,12,57,36,4,43,61,7,66,29,0,29,12,0,12,7,0,13,4,0,4,57,6,63,12,14,28,597,262,858
SSC41281,0,0,0,3,0,8,3,11,9,3,23,21,16,33,46,11,17,28,32,12,49,22,10,33,34,24,58,36,9,44,29,7,36,21,8,26,42,4,43,17,0,19,6,0,6,4,0,4,3,0,3,29,0,28,3,5,11,316,147,466
SSC41282,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,11,15
SSC41283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,5,11
SSC41284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,4,0,4,0,0,0,0,0,0,3,0,3,0,0,0,16,3,19
SSC41285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SSC41286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,5,0,5,3,0,3,0,0,0,3,0,3,3,0,3,3,0,3,0,0,3,5,0,5,7,0,8,0,0,0,37,3,41
SSC41287,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,16,9,21
SSC41288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,6,0,6,4,0,3,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,25,7,31
SSC41289,0,0,0,0,0,0,0,3,3,0,0,3,4,6,10,0,0,0,3,0,3,0,0,3,3,0,3,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,21,10,31
SSC41290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,3,0,0,0,3,0,3,4,0,3,3,0,3,6,0,5,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,28,3,34
SSC41291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,14
SSC41292,0,0,3,0,0,0,3,0,0,0,0,0,0,3,3,0,3,3,3,0,4,5,0,5,5,0,5,8,0,9,3,0,6,9,0,9,10,0,10,12,0,12,7,0,7,5,0,5,8,0,8,11,0,11,0,0,0,81,8,94
SSC41293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,3,0,3,4,0,4,0,0,3,0,0,3,0,0,0,3,0,3,5,0,5,0,0,0,3,0,3,0,0,0,26,3,34
SSC41294,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,13
SSC41295,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,17
SSC41296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41297,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,3,7,4,4,4,4,5,4,0,4,0,0,3,5,0,6,8,0,11,3,0,3,4,0,3,10,0,10,6,0,6,9,0,9,0,0,0,60,11,78
SSC41298,0,5,5,0,0,4,0,9,9,3,11,14,15,32,48,8,28,37,30,23,51,28,21,51,49,26,74,39,15,51,28,16,45,35,6,38,70,16,85,57,3,64,36,0,39,41,6,47,61,0,64,56,3,55,4,5,7,551,238,785
SSC41299,8,5,12,0,7,6,0,11,10,8,17,20,23,46,67,10,32,45,40,18,60,47,33,73,64,29,96,69,21,88,47,18,62,50,13,57,93,11,104,69,3,74,45,0,49,20,5,21,45,0,47,56,14,73,9,12,14,694,290,983
SSC41300,19,19,39,5,11,21,8,38,41,7,50,61,27,74,103,29,51,80,76,40,114,61,33,90,78,37,116,81,26,105,44,11,58,47,23,71,103,24,121,56,4,62,35,0,35,15,5,18,21,0,24,57,13,71,11,25,32,782,476,1254
SSC41301,3,0,3,0,0,0,0,5,12,0,9,5,9,24,30,14,15,33,27,11,41,24,5,31,32,12,45,37,4,39,31,6,36,38,4,38,48,3,57,54,0,54,23,0,23,15,3,16,26,0,26,28,3,25,5,5,15,420,130,546
SSC41302,8,12,24,4,4,6,4,29,33,9,56,66,31,110,139,37,60,96,139,31,166,113,63,173,147,56,200,122,18,136,87,19,104,102,8,110,128,9,141,69,0,72,28,0,33,16,3,16,26,0,26,107,3,107,28,19,48,1204,500,1699
SSC41303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,8,0,8,0,0,0,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,21
SSC41304,7,3,12,5,4,9,12,9,20,13,23,39,37,21,62,35,30,64,78,23,102,71,45,114,104,38,147,111,27,139,90,20,107,81,9,90,171,13,181,85,3,85,42,0,42,16,0,16,19,0,19,77,12,87,12,3,20,1068,289,1355
SSC41305,7,9,17,4,6,16,4,39,49,20,53,73,51,125,177,36,56,97,179,40,216,125,38,164,130,52,176,154,27,177,148,14,156,125,10,135,219,17,233,155,0,153,76,0,76,34,8,45,38,0,40,143,5,143,26,35,58,1672,533,2204
SSC41306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41307,20,29,51,15,22,38,26,97,122,27,168,194,113,330,443,96,136,229,284,120,400,225,131,349,240,136,370,280,81,362,178,57,229,159,27,186,338,46,388,211,10,217,100,4,102,59,12,70,73,3,76,231,23,254,55,74,130,2728,1503,4230
SSC41308,0,0,4,4,4,6,5,12,15,0,18,25,22,25,47,24,27,46,63,21,84,43,25,66,66,25,90,73,12,86,56,5,58,56,7,61,111,14,125,81,3,80,51,3,56,14,3,14,40,0,40,77,7,80,5,7,11,782,222,1000
SSC41309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,3,19
SSC41310,0,0,0,0,0,0,0,3,3,0,0,3,7,3,11,5,7,8,6,0,7,8,0,10,10,0,7,11,0,11,4,0,6,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,3,0,3,3,0,4,57,26,76
SSC41311,0,0,0,0,0,0,0,4,5,0,4,4,3,8,10,0,3,5,6,3,12,9,0,7,3,3,8,9,0,9,3,4,8,3,0,3,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,50,31,80
SSC41312,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,4,3,0,4,3,6,5,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,22,16,34
SSC41313,0,6,4,0,0,0,3,14,11,0,9,8,5,27,36,9,17,31,22,17,38,15,11,25,29,19,48,34,6,40,23,5,28,24,8,33,34,5,42,38,0,40,22,3,22,20,0,16,18,0,18,28,4,29,0,8,6,323,159,481
SSC41314,0,3,4,3,3,3,3,21,29,11,21,29,21,61,77,37,26,62,73,21,93,59,30,96,71,32,95,67,19,86,44,11,59,50,3,55,78,7,79,28,0,28,28,0,26,11,0,11,21,0,16,78,3,81,9,9,22,687,277,968
SSC41315,0,0,0,0,3,0,0,0,0,3,3,3,3,0,6,0,0,3,7,0,6,7,0,8,9,3,11,8,3,10,5,0,8,6,3,12,7,0,11,6,0,6,12,0,12,0,0,3,0,0,0,7,0,11,0,0,0,92,24,117
SSC41316,3,10,12,3,3,9,4,11,14,3,37,42,18,57,74,16,48,59,32,27,61,43,28,73,39,40,76,56,23,76,31,29,65,34,18,56,85,23,107,76,0,78,54,3,60,45,5,48,64,3,63,70,9,76,5,19,23,680,396,1075
SSC41317,4,12,13,5,12,16,10,44,57,6,78,91,51,159,212,47,60,110,103,61,167,70,47,119,104,52,150,88,40,126,68,37,104,68,18,85,154,24,177,105,0,105,41,0,44,25,11,31,54,3,59,98,10,111,25,49,68,1119,726,1847
SSC41318,0,3,6,0,0,0,0,7,9,0,11,11,3,14,17,4,22,29,11,17,30,16,18,27,21,14,32,22,7,33,20,12,32,16,5,18,28,14,41,39,0,39,15,0,18,16,4,22,16,0,19,16,0,19,3,8,13,255,165,418
SSC41319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,5,9,0,9,3,0,3,6,0,6,5,0,6,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,33
SSC41320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,9,0,9,16,0,16,3,0,3,0,0,0,3,0,3,7,0,7,0,0,0,40,7,48
SSC41321,0,0,0,0,0,0,0,5,5,0,0,0,3,0,3,0,0,0,0,0,0,3,3,5,0,0,0,5,0,5,4,0,6,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,3,4,32,8,43
SSC41322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,14
SSC41323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,6,5,0,5,3,0,3,3,0,5,5,0,3,3,0,3,3,0,3,0,0,0,3,0,3,4,0,4,0,0,0,41,6,48
SSC41324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,12
SSC41325,11,9,19,13,3,16,5,16,26,7,13,23,12,46,54,33,32,69,69,25,103,110,48,160,158,42,205,164,40,200,144,37,181,131,14,148,345,17,366,222,0,225,136,0,136,60,0,65,78,3,77,188,8,189,7,12,15,1889,374,2258
SSC41326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12
SSC41327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,0,4,0,0,0,4,0,7,3,0,3,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,0,27
SSC41328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,6,3,0,3,3,0,3,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,28,4,26
SSC41329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
SSC41330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,11
SSC41331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,3,5,0,3,0,0,3,3,3,5,8,0,9,7,3,4,3,0,3,9,0,5,6,0,6,9,0,9,4,3,5,12,0,12,10,0,10,0,0,0,84,17,105
SSC41332,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,10,20
SSC41333,3,3,5,7,3,5,13,20,31,14,48,59,26,61,89,47,27,71,87,26,110,55,30,90,71,22,98,44,11,55,35,7,45,34,0,38,46,3,54,19,0,19,6,0,8,7,0,7,10,0,10,51,8,57,12,14,27,576,297,877
SSC41334,7,7,23,4,3,7,6,30,41,12,37,52,51,70,123,62,29,95,86,25,109,84,40,121,88,20,108,69,11,80,44,5,46,34,0,37,34,6,40,16,0,16,3,0,3,0,0,3,3,0,3,46,3,56,15,19,39,669,321,989
SSC41335,0,0,0,0,0,0,0,0,3,0,0,3,4,3,4,0,10,9,6,0,8,3,0,5,6,0,12,6,0,6,0,0,4,4,0,4,5,6,11,4,0,4,3,0,3,0,3,5,3,0,3,7,0,7,3,6,10,70,36,104
