SSC_CODE_2016,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
SSC40104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,3,3,0,3,0,0,0,0,0,0,3,0,3,5,0,5,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,18,8,27
SSC40106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12
SSC40107,4,6,10,0,5,3,0,0,7,0,15,15,6,18,24,3,10,15,24,14,41,21,16,32,41,13,50,31,6,32,19,7,26,28,0,30,48,3,49,30,0,31,16,0,16,17,0,17,23,0,23,40,0,43,4,3,6,361,108,471
SSC40108,3,6,8,0,6,6,4,24,31,5,26,28,10,34,49,17,15,32,40,14,55,31,16,50,44,32,79,34,17,55,29,15,40,22,14,35,53,14,70,69,0,69,22,3,22,13,3,20,6,0,11,59,8,64,4,9,8,466,249,719
SSC40109,11,8,21,0,9,4,3,16,20,0,15,13,8,38,47,15,22,39,29,37,68,27,29,58,38,33,76,39,35,72,32,12,47,32,14,46,47,11,60,41,4,45,46,6,48,23,6,31,45,0,45,40,3,43,3,12,18,488,312,797
SSC40110,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,18
SSC40111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,16
SSC40112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,13,5,15
SSC40113,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,16,3,20
SSC40114,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,3,5,10,0,4,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,17,18,34
SSC40115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,9
SSC40116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,17
SSC40117,3,3,11,3,6,11,10,19,32,4,38,49,18,81,102,34,64,101,66,51,120,62,42,108,83,38,126,96,30,127,59,35,99,79,22,97,144,26,162,110,0,117,91,0,91,70,9,79,108,0,112,117,9,123,12,18,24,1170,503,1671
SSC40118,5,23,27,3,16,14,19,30,51,17,58,74,32,120,148,67,46,116,94,43,138,96,49,143,98,44,142,86,32,118,65,22,84,64,17,82,95,18,111,70,13,82,32,3,40,19,8,29,18,3,19,99,24,125,12,18,33,1003,590,1590
SSC40119,7,9,14,4,0,4,10,24,34,16,34,43,33,77,113,56,41,103,148,51,200,119,74,193,174,74,249,202,42,238,184,34,220,162,26,187,319,22,344,146,5,150,75,0,78,43,3,42,33,3,36,198,11,208,20,12,24,1944,544,2488
SSC40120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,5,6,3,0,3,9,3,10,3,0,3,9,0,9,13,0,17,21,0,21,12,0,12,7,0,8,8,0,8,11,0,11,0,0,3,111,8,121
SSC40121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,12
SSC40122,0,3,4,0,0,0,0,7,7,0,8,8,5,18,26,3,8,9,16,3,17,6,7,14,3,3,7,13,0,13,7,0,7,3,0,3,5,0,5,3,0,3,0,0,0,0,0,0,0,0,0,5,0,12,3,7,14,76,55,139
SSC40123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,19,0,27
SSC40124,0,0,0,0,0,0,0,0,0,0,3,3,3,5,3,3,0,3,7,3,9,7,0,7,11,5,10,7,0,8,3,0,10,8,0,8,10,0,13,6,0,7,8,0,8,3,0,6,4,0,4,5,3,12,3,0,4,93,23,115
SSC40125,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,12
SSC40126,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,15
SSC40127,0,0,0,0,0,0,0,5,5,0,4,4,0,11,10,4,7,11,17,3,18,7,3,13,23,3,26,16,0,14,5,3,15,8,0,11,19,0,19,3,0,3,3,0,3,3,0,3,7,0,7,21,0,19,0,0,4,135,46,184
SSC40128,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,3,0,3,3,0,3,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,20
SSC40129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SSC40131,0,3,3,0,0,3,0,4,4,3,4,5,8,23,35,3,13,13,13,8,24,4,8,14,5,7,10,7,5,13,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,62,76,135
SSC40132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40133,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,10
SSC40134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC40135,5,0,3,0,0,0,0,0,0,0,4,4,3,5,6,3,0,3,4,0,8,9,0,14,10,0,11,0,0,4,4,0,10,3,0,3,6,0,6,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,5,3,5,61,24,85
SSC40136,0,0,0,0,0,0,0,0,0,0,0,3,0,5,7,0,4,4,3,3,8,3,0,3,4,0,3,4,0,3,0,0,0,4,0,8,3,0,4,0,0,0,3,0,3,3,0,3,0,0,0,4,0,4,0,3,3,31,12,45
SSC40137,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,13
SSC40138,0,3,3,0,4,3,0,3,3,0,10,10,0,20,19,5,11,12,10,10,13,7,3,17,12,3,19,10,3,15,5,0,5,13,0,13,18,0,19,11,0,11,7,0,7,4,0,4,3,0,3,9,0,9,3,0,4,122,72,191
SSC40139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8
SSC40140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3
SSC40141,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,4,0,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,21,0,24
SSC40142,3,5,8,3,0,9,3,18,21,4,30,36,27,72,97,22,37,56,87,58,148,42,47,89,70,27,94,86,22,107,58,11,70,48,10,58,94,17,104,39,9,46,23,6,29,15,14,22,16,6,23,53,6,62,17,19,33,701,408,1113
SSC40143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,17
SSC40144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,18
SSC40145,3,0,3,0,0,0,0,0,0,0,0,3,6,7,15,0,6,4,11,0,11,18,5,19,25,4,27,31,3,34,17,0,18,21,0,21,43,8,46,28,0,28,23,0,26,8,0,8,7,0,7,35,0,34,0,0,0,275,32,310
SSC40146,6,13,13,3,8,7,3,18,14,0,31,35,6,28,36,7,21,22,15,19,33,9,24,38,18,25,42,20,11,32,11,16,29,5,12,18,22,16,40,17,3,18,19,0,23,7,3,11,9,3,10,11,7,20,0,14,12,187,262,453
SSC40147,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,3,0,5,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,14,8,17
SSC40148,0,0,0,0,0,6,0,0,0,0,3,3,0,0,3,0,3,5,9,0,9,7,0,5,9,4,10,3,0,3,0,0,0,3,0,3,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,13,50
SSC40149,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,11
SSC40150,0,0,0,0,3,3,0,0,0,0,5,5,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,6,20
SSC40151,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,7,4,3,10,4,0,4,0,0,0,9,0,9,6,0,6,0,0,0,4,0,4,7,0,7,6,0,6,0,0,0,52,13,67
SSC40152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7
SSC40153,16,7,20,4,15,20,20,30,48,18,43,63,48,84,128,50,29,75,98,31,126,72,41,116,99,36,134,81,12,97,55,12,67,60,3,65,94,4,97,26,0,32,10,0,10,7,4,7,10,0,10,70,0,73,8,14,26,845,367,1215
SSC40154,0,0,0,0,0,0,0,0,3,0,0,0,3,3,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,15
SSC40155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,14,3,21
SSC40156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC40157,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,4,0,4,3,0,3,3,0,3,0,0,0,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,8,31
SSC40158,12,6,20,0,7,9,3,13,18,3,27,24,15,55,68,11,34,47,45,29,69,38,41,79,63,29,91,79,18,100,70,22,90,71,19,92,162,15,182,114,0,119,86,0,86,39,9,47,73,0,73,115,3,119,5,13,14,999,346,1339
SSC40159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11
SSC40160,3,8,13,4,6,10,3,22,25,3,34,40,20,84,104,19,74,93,82,49,132,60,60,122,93,47,140,60,30,95,66,24,95,68,12,79,93,27,122,84,3,88,65,3,72,37,10,51,109,0,113,93,6,104,11,21,32,985,533,1517
SSC40161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,18,5,19
SSC40162,0,0,0,0,0,0,3,0,4,0,0,0,0,4,4,0,0,0,3,0,3,0,0,3,4,3,8,7,0,7,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,3,3,25,13,32
SSC40163,3,0,3,0,0,0,0,0,0,0,5,11,4,9,14,6,3,4,12,0,13,6,0,11,10,0,10,6,0,6,4,0,3,3,0,3,14,0,13,3,0,3,0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,82,31,109
SSC40164,8,23,34,6,13,13,4,36,42,10,48,57,19,117,140,21,77,100,67,61,125,56,60,112,91,57,154,83,41,115,58,35,93,73,38,105,148,37,183,104,3,109,78,3,74,46,13,57,69,0,67,87,11,97,6,29,37,1023,700,1727
SSC40165,12,27,40,4,5,9,3,46,46,4,52,56,28,74,99,22,44,65,47,43,91,37,43,86,53,55,104,57,54,109,35,41,77,43,44,88,112,54,169,84,10,95,57,11,65,33,14,46,45,11,57,74,47,114,10,25,33,764,696,1461
SSC40166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,5,3,0,4,3,0,3,3,0,3,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,20,4,26
SSC40167,10,18,32,3,15,15,15,67,84,14,88,103,28,158,187,40,71,110,117,79,194,88,65,149,114,66,183,110,44,156,74,41,120,96,24,116,159,31,190,94,0,90,48,0,50,20,5,30,41,3,45,115,24,136,11,24,41,1196,836,2029
SSC40168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40170,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,3,16
SSC40171,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,14,8,16
SSC40172,0,0,0,0,0,3,0,0,0,3,3,10,3,3,4,0,3,3,7,4,7,3,0,3,5,3,13,6,0,3,9,0,8,7,0,7,11,3,14,0,0,0,3,0,3,0,0,0,0,0,0,7,0,7,0,3,3,63,29,88
SSC40173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC40174,0,0,0,0,0,0,0,6,6,0,10,10,3,7,7,0,3,4,9,5,10,3,6,10,12,3,14,10,0,13,12,0,15,7,0,13,9,0,12,13,0,13,3,0,3,4,0,5,6,0,6,11,0,11,0,4,4,109,40,148
SSC40175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,12
SSC40176,0,0,0,0,0,0,0,0,0,0,4,4,4,4,9,5,5,10,4,4,8,7,0,7,3,3,8,3,0,3,3,0,3,3,0,3,6,0,6,7,0,7,0,0,0,3,0,3,3,0,3,3,0,5,0,0,0,55,20,68
SSC40177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,15
SSC40178,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,6,4,0,4,0,0,4,6,0,7,8,0,8,3,0,3,0,0,0,0,0,4,3,0,3,3,0,3,3,0,3,46,8,53
SSC40179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,17,0,13
SSC40180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10
SSC40181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,9,0,8,4,0,8,6,3,3,5,0,5,4,0,7,5,0,10,3,0,3,4,0,4,3,3,7,13,0,13,11,0,11,0,0,0,71,11,85
SSC40182,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,4,0,3,0,3,0,0,0,3,3,0,6,0,0,0,5,0,5,8,0,8,5,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,36,13,48
SSC40183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10
SSC40184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC40185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6
SSC40186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,3,20
SSC40187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,6,3,0,3,3,0,3,0,0,0,4,0,4,6,0,6,3,0,3,4,0,4,0,0,0,0,0,0,11,0,11,0,0,0,33,3,40
SSC40189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SSC40190,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,3,3,0,3,7,0,10,4,0,4,6,0,4,3,0,3,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,6,0,6,12,0,12,0,5,4,40,14,57
SSC40191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40192,6,9,14,6,0,9,10,9,22,6,15,19,12,39,54,8,34,47,34,24,56,26,32,66,41,29,75,41,18,57,44,9,58,46,13,59,79,18,93,69,0,72,51,0,51,59,16,77,171,0,171,83,6,90,6,7,16,806,295,1098
SSC40193,4,4,8,4,3,3,0,15,13,3,24,25,8,43,55,19,16,34,30,10,45,28,18,44,28,13,45,30,6,39,26,3,30,15,5,20,20,0,26,11,0,11,3,0,3,0,0,0,8,0,8,37,0,37,3,6,13,282,174,455
SSC40194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC40195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,3,0,3,0,0,0,8,0,8,7,0,7,3,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,31,5,39
SSC40196,12,5,20,3,3,10,17,25,39,25,19,41,54,36,92,71,21,93,108,30,141,113,46,158,158,59,217,184,24,209,122,13,134,145,14,155,213,15,227,122,3,126,37,0,37,26,3,31,23,0,25,152,3,151,16,18,31,1606,340,1947
SSC40197,0,0,0,0,0,0,3,3,4,3,7,4,6,16,24,8,7,13,23,0,19,14,3,16,9,3,13,6,0,7,3,3,4,12,0,9,5,0,5,3,0,3,0,0,0,0,0,0,5,0,5,4,0,4,3,4,8,106,52,156
SSC40198,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,23
SSC40199,0,0,0,0,0,0,3,3,4,0,0,0,3,15,23,6,7,16,13,4,24,9,9,18,10,7,16,10,0,10,6,5,6,0,0,4,12,0,12,3,0,3,0,0,0,0,0,0,0,0,0,12,3,9,3,3,4,94,63,154
SSC40200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,16,0,15
SSC40201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7
SSC40202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SSC40203,0,0,0,0,0,3,0,5,5,0,4,4,3,11,12,6,8,15,9,4,15,6,9,17,13,7,24,26,5,35,17,0,23,10,0,13,17,0,21,8,0,10,3,0,3,0,0,0,3,0,3,13,0,16,7,3,8,158,62,219
SSC40204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,13,4,17
SSC40205,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,4,3,0,3,3,4,6,3,0,3,6,0,4,6,0,6,5,0,5,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,42,16,61
SSC40206,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,7,0,4,4,3,10,0,0,0,3,0,4,3,0,3,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,33,14,50
