SSC_CODE_2016,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
SSC40754,26,0,0,0,0,26,15,0,0,0,0,15,14,0,0,0,0,14,33,0,0,0,0,33,26,0,0,0,0,26,116,0,0,0,0,114,125,0,0,0,0,125,158,0,0,0,0,157,54,0,0,0,0,54,29,0,0,0,0,25,12,0,0,0,0,12,43,0,0,0,0,43,635,0,0,0,3,634
SSC40755,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20
SSC40756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40758,15,3,0,0,0,18,11,0,0,0,0,9,4,0,0,0,0,4,5,0,0,0,0,9,6,0,0,0,0,3,8,11,0,0,0,19,8,7,4,0,0,21,23,18,0,0,0,38,20,9,0,0,0,30,21,3,0,0,0,23,13,3,0,0,0,14,7,0,0,0,0,4,131,51,13,0,0,197
SSC40759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
SSC40762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40763,31,0,0,0,0,31,14,0,0,0,0,18,12,0,0,0,0,18,22,0,0,0,0,22,32,0,0,0,0,32,82,0,0,0,0,82,113,0,0,0,0,119,133,0,0,0,0,133,47,0,0,0,0,47,32,0,0,0,0,32,7,0,0,0,0,7,17,0,0,0,0,17,545,0,0,0,5,546
SSC40764,20,0,0,0,0,20,12,0,0,0,0,12,10,0,0,0,0,10,23,0,0,0,0,23,38,0,0,0,0,38,94,0,0,0,0,92,105,0,0,0,3,112,79,0,0,0,0,79,22,0,0,0,0,22,9,0,0,0,0,9,5,0,0,0,0,10,7,0,0,0,0,7,420,0,0,0,3,425
SSC40765,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC40766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7
SSC40767,11,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,4,29
SSC40768,40,6,0,0,0,41,6,3,0,0,0,10,15,3,0,0,0,24,17,4,0,0,0,28,25,4,4,0,0,29,86,16,4,0,0,110,78,6,3,0,0,99,123,12,3,0,0,133,80,10,0,0,0,88,60,4,0,0,0,62,38,4,0,0,0,44,26,3,0,0,0,24,594,75,22,0,3,696
SSC40769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,11
SSC40770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SSC40771,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,5,0,0,0,0,5,5,0,0,0,0,5,6,0,0,0,0,6,7,0,0,0,0,7,8,0,0,0,0,8,4,0,0,0,0,4,53,0,0,0,0,53
SSC40772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40773,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
SSC40774,0,0,0,0,0,3,7,0,0,0,0,9,7,0,0,0,0,7,4,0,0,0,0,6,10,0,0,0,0,10,26,0,0,0,0,26,22,0,0,0,0,22,11,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,97,0,0,0,3,95
SSC40775,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC40776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC40777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC40778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,7,5,0,0,0,0,5,5,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,30,0,0,0,0,30
SSC40779,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,12,0,0,0,0,12,7,0,0,0,0,7,5,0,0,0,0,5,13,0,0,0,0,13,5,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,65,0,0,0,0,65
SSC40780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,4,0,0,0,0,3,6,0,0,0,0,7,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,3,32
SSC40781,14,3,0,0,0,17,9,0,0,0,0,6,9,0,0,0,0,12,13,0,3,0,0,17,13,3,0,0,0,17,34,4,7,0,0,42,31,0,0,0,0,32,49,3,0,0,0,58,30,3,0,0,0,35,42,0,0,0,0,41,19,0,0,0,0,21,8,0,0,0,0,8,273,22,11,3,0,313
SSC40782,33,0,0,0,0,35,23,3,0,0,0,24,32,3,0,0,0,34,49,3,0,0,0,53,88,3,0,0,0,96,149,0,0,4,0,157,99,3,0,0,0,106,45,0,0,0,0,45,12,0,0,0,0,12,3,0,0,0,0,3,5,0,0,0,0,5,23,0,0,0,0,21,559,15,0,4,0,580
SSC40783,11,0,0,0,0,11,7,0,0,0,0,7,7,0,0,0,0,7,18,0,0,0,0,18,14,0,0,0,0,14,25,0,0,0,0,25,27,0,0,0,0,27,13,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,3,130,0,0,0,0,130
SSC40784,14,0,0,0,0,14,4,0,0,0,0,4,3,0,0,0,0,3,9,0,0,0,0,9,8,0,0,0,0,8,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,51,0,0,0,0,51
SSC40785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40787,17,0,0,0,0,14,17,0,0,0,0,17,7,0,0,0,0,7,16,0,0,0,0,20,15,0,0,0,0,15,65,0,0,0,0,65,64,0,0,0,0,64,64,0,0,0,0,64,19,0,0,0,0,19,10,0,0,0,0,10,4,0,0,0,0,4,12,0,0,0,0,12,315,3,0,0,0,319
SSC40788,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,7,0,0,0,0,7,4,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,34,0,0,0,0,34
SSC40789,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,9,3,0,0,0,0,3,11,0,0,0,0,11,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,44,0,0,0,0,41
SSC40790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC40791,10,0,0,0,0,10,8,0,0,0,0,8,3,0,0,0,0,3,11,0,0,0,0,11,24,0,0,0,0,24,53,0,0,0,0,54,67,0,0,0,0,67,46,0,0,0,0,46,13,0,0,0,0,15,13,0,0,0,0,13,6,0,0,0,0,6,9,0,0,0,0,9,264,0,0,0,0,266
SSC40792,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,25,0,0,0,0,22,7,0,0,0,0,7,12,0,0,0,0,12,13,0,0,0,0,13,5,0,0,0,0,5,3,0,0,0,0,3,6,0,0,0,0,6,78,0,0,0,0,82
SSC40793,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,22
SSC40794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40795,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC40796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40797,48,9,0,0,0,58,16,11,0,0,0,24,17,0,3,0,0,25,34,7,0,0,0,41,41,13,6,0,0,64,107,22,13,0,0,145,145,25,14,0,0,177,211,41,3,0,0,261,98,18,3,0,0,116,87,10,5,0,0,101,58,3,0,0,0,60,26,7,3,0,0,34,887,159,50,0,6,1103
SSC40798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40799,12,0,0,0,0,12,10,0,0,0,0,10,5,0,0,0,0,5,18,0,0,0,0,18,17,0,0,0,0,17,32,0,0,0,0,32,25,0,0,0,0,25,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,136,0,0,0,0,138
SSC40800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40801,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC40802,7,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,8,0,0,0,0,6,23,0,0,0,0,22,45,0,0,0,0,45,29,0,0,0,0,29,8,0,0,0,0,8,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,142,3,0,0,0,147
SSC40803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40805,17,5,0,0,0,21,11,3,0,0,0,12,5,0,0,0,0,10,15,3,0,0,0,13,14,0,0,0,0,14,21,3,4,0,0,32,18,3,0,0,0,22,45,6,0,0,0,49,22,0,0,0,0,22,43,3,0,0,0,49,65,0,0,0,0,65,11,0,0,0,0,11,292,19,5,0,0,325
SSC40806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40807,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC40808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40810,7,0,0,0,0,13,6,0,0,0,0,9,8,0,0,0,0,8,10,0,0,0,0,13,11,3,0,0,0,9,29,4,0,0,0,32,18,6,0,0,0,22,44,4,0,0,0,48,23,0,0,0,0,29,12,0,0,0,0,16,10,0,0,0,0,10,3,0,0,0,0,3,176,21,0,0,0,197
SSC40811,22,0,0,0,0,24,16,0,0,0,0,16,18,0,0,0,0,18,30,0,0,0,0,34,44,0,0,0,0,44,82,0,0,0,0,82,38,0,0,0,0,40,31,0,0,0,0,31,5,0,0,0,0,5,6,0,0,0,0,6,3,0,0,0,0,3,11,0,0,0,0,11,295,3,0,0,3,305
SSC40812,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
SSC40813,21,5,0,0,0,30,4,3,0,0,0,8,10,5,0,0,0,14,17,6,0,0,0,21,14,9,0,0,0,18,52,32,4,0,0,86,83,29,0,0,0,119,93,30,0,0,0,127,27,0,0,0,0,33,10,3,0,0,0,12,3,0,0,0,0,9,15,6,0,0,0,26,353,134,9,3,3,507
SSC40814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC40816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC40817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC40818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC40819,11,4,5,0,0,17,0,0,0,0,0,3,7,3,0,0,0,12,4,5,0,0,0,12,10,6,0,0,0,12,19,29,11,0,0,56,12,22,8,0,0,41,45,11,0,0,0,62,14,8,0,0,0,19,10,3,0,0,0,17,5,0,0,0,0,5,5,0,0,0,0,10,144,94,29,0,0,272
SSC40820,29,0,0,0,0,27,9,0,0,0,0,9,9,0,0,0,0,9,10,0,0,0,0,10,13,0,0,0,0,13,39,0,0,0,0,39,50,0,0,0,0,50,59,0,0,0,0,59,34,0,0,0,0,34,37,0,0,0,0,41,30,0,0,0,0,31,13,0,0,0,0,13,328,6,0,0,3,339
SSC40821,17,8,0,0,0,24,18,4,0,0,0,21,8,0,0,0,0,9,10,4,0,0,0,14,31,4,3,0,0,38,48,11,3,0,0,64,63,16,0,0,0,78,89,11,0,0,0,95,31,4,0,0,0,32,20,0,0,0,0,19,8,0,0,0,0,8,8,3,0,0,0,16,341,73,6,0,0,416
SSC40822,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
SSC40823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40826,5,3,3,0,0,8,0,6,0,0,0,8,7,0,3,0,0,10,3,4,6,0,0,15,4,5,3,0,0,11,12,9,8,0,0,27,15,13,0,0,0,28,42,14,0,0,0,53,17,0,0,0,0,17,11,0,0,0,0,12,7,0,0,0,0,7,5,0,0,0,0,7,123,54,20,0,0,199
SSC40827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC40829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40830,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,3,4,0,0,0,10,4,4,0,0,0,10,7,0,0,0,0,5,8,3,0,0,0,14,7,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,36,22,0,0,0,62
SSC40831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
