SSC_CODE_2016,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
SSC40496,29,0,0,0,0,29,3,0,0,0,0,6,6,0,0,0,0,6,15,0,0,0,0,17,21,0,0,0,0,21,44,3,0,0,0,50,70,0,0,0,0,67,89,0,0,0,0,91,33,0,0,0,0,33,27,0,0,0,0,27,13,0,0,0,0,13,12,0,0,0,0,12,346,4,3,0,0,349
SSC40497,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,12,0,0,0,0,15,8,0,0,0,0,8,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,60,0,0,0,0,62
SSC40498,7,0,0,0,0,7,8,0,0,0,0,8,5,0,0,0,0,5,10,0,0,0,0,10,25,0,0,0,0,25,31,0,0,0,0,31,17,0,0,0,0,17,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,115,0,0,0,0,115
SSC40499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40500,9,5,11,0,0,26,0,3,3,0,0,9,0,4,0,0,0,3,5,0,4,0,0,11,5,6,6,0,0,19,10,9,28,0,0,42,4,10,17,0,0,33,3,15,30,0,0,48,4,3,8,0,0,15,13,5,5,0,0,26,12,3,8,0,0,16,0,3,6,0,0,15,70,60,133,0,0,265
SSC40501,20,10,3,0,0,26,7,4,0,0,0,14,4,0,0,0,0,11,9,6,0,0,0,19,11,7,4,0,0,21,26,30,11,0,0,63,40,22,12,0,0,67,68,19,3,0,0,88,40,3,0,0,0,44,54,3,0,0,0,55,28,4,0,0,0,31,19,3,4,0,0,24,313,114,35,0,0,459
SSC40502,38,12,3,0,0,53,11,0,3,0,0,20,13,3,5,0,0,21,18,11,8,0,0,27,28,14,5,0,0,50,74,29,21,0,0,123,63,27,9,0,0,95,116,36,10,0,0,155,78,27,3,0,0,105,72,12,4,0,0,91,44,10,5,0,0,62,8,10,3,0,0,20,554,191,72,0,0,812
SSC40503,9,4,3,0,0,15,6,0,0,0,0,9,4,4,0,0,0,10,6,6,3,0,0,10,8,4,4,0,0,15,10,4,13,0,0,30,13,6,7,0,0,28,25,10,3,0,0,32,20,11,0,0,0,32,20,3,0,0,0,24,20,3,0,0,0,19,4,3,0,0,0,9,139,62,32,0,3,234
SSC40504,27,17,0,0,0,38,20,5,0,0,0,26,12,10,0,0,0,24,19,14,0,0,0,33,25,15,0,0,0,36,59,29,0,0,0,92,71,50,0,0,0,120,94,53,0,0,0,147,70,24,0,0,0,94,58,11,0,0,0,69,26,15,0,0,0,38,19,9,0,0,0,26,485,256,3,0,0,745
SSC40505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8
SSC40506,10,6,6,0,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,5,0,0,13,18,5,14,0,0,38,9,13,8,0,0,24,21,8,8,0,0,36,19,0,3,0,0,22,16,5,0,0,0,17,15,3,0,0,0,23,4,0,0,0,0,7,109,52,46,0,0,207
SSC40507,26,3,0,0,0,32,3,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,4,4,4,3,0,0,7,13,3,12,0,0,21,15,8,0,0,0,24,26,5,0,0,0,39,22,3,0,0,0,31,32,4,0,0,0,36,36,0,0,0,0,36,8,0,0,0,0,8,185,34,14,0,0,241
SSC40508,3,0,0,0,0,3,6,0,0,0,0,6,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,9,0,0,0,0,9,6,0,0,0,0,6,9,0,0,0,0,9,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,44
SSC40509,5,0,0,0,0,5,7,0,0,0,0,7,10,0,0,0,0,10,13,0,0,0,0,13,27,0,0,0,0,27,44,0,0,0,0,42,25,0,0,0,0,25,9,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,151,0,0,0,0,154
SSC40510,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,6,0,0,0,0,8,15,0,9,0,0,23,16,0,3,0,0,24,38,3,4,0,0,45,19,0,0,0,0,20,15,0,0,0,0,16,4,0,0,0,0,4,8,0,0,0,0,8,130,7,22,0,0,160
SSC40511,69,8,0,0,0,73,52,3,0,0,0,53,33,0,0,0,0,33,58,3,0,0,0,59,82,3,0,0,0,90,216,16,0,0,0,234,300,18,0,0,3,320,330,17,0,0,0,343,174,0,0,0,0,174,138,3,0,0,0,138,39,0,0,0,0,39,61,3,0,0,0,61,1548,61,0,0,3,1618
SSC40512,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,12,0,0,0,0,12,7,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,34
SSC40513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC40514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40515,11,4,0,0,0,16,8,0,0,0,0,8,5,0,0,0,0,3,3,0,3,0,0,7,14,3,4,0,0,20,29,10,18,0,0,52,29,10,3,3,0,48,38,16,3,0,0,61,36,0,4,0,0,38,37,3,5,0,0,48,26,0,0,0,0,29,17,0,0,0,0,18,244,56,41,3,0,342
SSC40516,15,3,0,0,0,12,12,0,0,0,0,12,9,0,0,0,0,11,9,3,0,0,0,11,26,0,0,0,0,25,48,0,3,0,0,50,29,0,0,0,0,28,14,0,0,0,0,15,5,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,9,0,0,0,0,9,179,8,8,0,0,191
SSC40517,9,0,0,0,0,9,18,0,0,0,0,18,12,0,0,0,0,12,31,0,0,0,0,31,33,0,0,0,0,32,60,0,0,0,0,60,46,0,0,0,0,46,21,0,0,0,0,21,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,11,0,0,0,0,11,258,0,0,0,0,257
SSC40518,5,0,0,0,0,5,11,0,0,0,0,11,0,0,0,0,0,0,8,0,0,0,0,8,9,0,0,0,0,11,22,0,0,0,0,23,21,0,0,0,0,21,20,0,0,0,0,20,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,104,3,0,0,0,104
SSC40519,9,0,0,0,0,9,9,0,0,0,0,9,3,0,0,0,0,3,8,0,0,0,0,8,13,0,0,0,0,13,27,3,0,0,0,24,26,0,0,0,0,26,9,0,0,0,0,8,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,4,115,5,0,0,0,122
SSC40520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40521,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,8,0,0,0,0,8,3,0,0,0,0,3,5,0,0,0,0,5,7,0,0,0,0,7,6,0,0,0,0,6,41,0,0,0,0,41
SSC40522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5
SSC40524,31,3,0,0,0,37,19,6,0,0,0,24,8,3,7,0,0,14,32,3,8,0,0,42,26,10,0,0,0,36,53,20,13,0,0,87,60,25,11,0,0,93,79,38,3,0,0,122,51,23,4,0,3,74,60,25,0,0,0,79,28,17,0,0,0,47,12,6,0,0,0,20,463,170,47,0,3,682
SSC40525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,6,0,0,0,0,6,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28
SSC40526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
SSC40527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC40528,12,5,0,0,0,20,9,4,0,0,0,9,3,4,0,0,0,10,13,3,0,0,0,17,12,3,0,0,0,12,53,21,0,0,0,72,63,23,0,0,0,80,66,25,3,0,3,94,17,4,0,0,0,21,13,3,0,0,0,15,6,6,0,0,0,11,14,0,0,0,0,14,270,87,3,0,3,367
SSC40529,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,10,0,0,0,0,10,13,0,0,0,0,13,22,0,0,0,0,22,15,0,0,0,0,15,9,0,0,0,0,9,4,0,0,0,0,4,4,0,0,0,0,4,95,0,0,0,0,95
SSC40530,15,0,0,0,0,15,11,0,0,0,0,11,10,0,0,0,0,10,15,0,0,0,0,15,17,0,0,0,0,17,36,0,0,0,0,40,36,0,0,0,0,37,37,0,0,0,0,41,14,0,0,0,0,14,9,0,0,0,0,9,0,0,0,0,0,0,12,0,0,0,0,12,199,0,0,0,0,206
SSC40531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40532,74,0,0,0,0,74,41,0,0,0,0,39,34,0,0,0,0,34,82,3,0,0,0,85,108,0,0,0,0,103,291,5,0,0,0,299,379,3,0,0,0,381,381,0,0,0,0,380,127,0,0,0,0,127,59,0,0,0,0,59,32,0,0,0,0,32,48,0,0,0,0,48,1650,18,0,0,0,1675
SSC40533,29,0,0,0,0,29,17,0,0,0,0,17,19,0,0,0,0,19,30,0,0,0,0,29,40,0,0,0,0,37,103,0,0,0,0,103,116,0,0,0,0,120,102,0,0,0,0,103,36,0,0,0,0,42,37,0,0,0,0,38,15,0,0,0,0,15,25,0,0,0,0,28,575,9,0,0,0,588
SSC40534,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8
SSC40535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40536,4,0,0,0,0,4,3,0,0,0,0,3,4,0,0,0,0,4,8,0,0,0,0,8,9,0,0,0,0,9,20,0,0,0,0,20,31,0,0,0,0,31,20,0,0,0,0,20,17,0,0,0,0,12,3,0,0,0,0,3,4,0,0,0,0,4,4,0,0,0,0,4,131,0,0,0,0,131
SSC40537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40538,35,0,0,0,0,35,35,0,0,0,0,34,26,4,0,0,0,26,44,0,0,0,0,51,60,3,0,0,0,65,185,15,0,0,0,204,150,4,0,0,0,156,53,0,0,0,0,52,11,0,0,0,0,11,8,0,0,0,0,8,5,0,0,0,0,5,17,0,0,0,0,19,627,24,0,0,0,660
SSC40539,24,0,0,0,0,24,19,0,0,0,0,19,24,3,0,0,0,22,34,4,0,0,0,39,57,4,0,0,0,60,139,9,0,0,0,149,83,0,0,0,0,83,29,0,0,0,0,29,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,13,0,0,0,0,13,435,21,0,0,0,455
SSC40540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,3,0,0,0,5,0,0,0,0,0,0,9,15,0,0,0,23
SSC40542,19,0,0,0,0,20,13,0,0,0,0,13,13,0,0,0,0,13,10,0,0,0,0,12,19,3,0,0,0,22,49,0,0,0,0,50,53,0,0,0,0,53,65,0,0,0,0,69,37,0,0,0,0,37,28,0,0,0,0,28,16,0,0,0,3,20,5,0,0,0,0,9,318,9,0,5,4,332
SSC40543,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,25
SSC40544,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,10,0,0,0,0,10,9,0,0,0,0,9,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,34
SSC40545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40547,8,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SSC40548,126,3,0,0,0,135,64,0,0,0,0,64,65,0,0,0,0,67,91,0,0,0,0,94,111,0,0,0,0,111,319,17,0,0,0,336,380,19,0,0,0,404,499,7,0,0,3,507,191,0,0,0,0,191,92,0,0,0,0,91,44,0,0,0,0,45,72,0,0,0,0,71,2056,50,0,0,3,2112
SSC40549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SSC40551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC40552,0,0,0,0,0,0,7,0,0,0,0,7,5,0,0,0,0,5,23,0,0,0,0,22,17,0,0,0,0,17,37,0,0,0,0,37,13,0,0,0,0,13,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,117,0,0,0,0,116
SSC40553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40554,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC40555,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,10,3,0,0,0,16,12,0,0,0,0,17,22,5,0,0,0,33,25,13,0,0,0,35,38,6,0,0,0,44,14,0,0,0,0,14,9,0,0,0,0,9,0,0,0,0,0,6,3,0,0,0,0,3,145,32,3,0,0,183
SSC40556,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC40557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40558,92,6,0,0,0,94,51,3,0,0,0,58,52,3,0,0,0,52,97,0,0,0,0,100,134,0,0,0,0,134,356,7,0,0,0,369,489,6,0,0,0,494,407,9,0,0,0,415,103,0,0,0,0,103,53,0,0,0,0,53,24,0,0,0,0,24,60,0,0,0,0,60,1928,33,0,0,0,1959
SSC40559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
SSC40560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40561,7,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,7,0,0,0,0,7,11,0,0,0,0,10,14,0,0,0,0,14,11,0,0,0,0,11,3,0,0,0,0,3,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,74,0,0,0,0,75
SSC40562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC40563,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,7,0,0,0,0,7,6,0,0,0,0,6,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,31,0,0,0,0,31
SSC40564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40565,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21
SSC40566,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,22
SSC40567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SSC40568,21,0,0,0,0,22,3,0,0,0,0,12,4,0,0,0,0,4,4,3,0,0,0,9,3,0,0,0,0,3,18,3,9,0,0,30,20,4,7,0,0,28,46,0,0,0,0,44,23,0,0,0,0,24,51,0,0,0,0,51,45,0,0,0,0,45,14,0,0,0,0,16,255,10,22,0,0,292
SSC40569,30,0,0,0,0,30,17,0,0,0,0,17,11,0,0,0,0,11,28,0,0,0,0,29,19,3,0,0,0,24,84,6,0,0,0,89,106,4,0,0,0,111,131,3,0,0,0,137,65,0,0,0,0,65,32,0,0,0,0,32,14,0,0,0,0,14,17,0,0,0,0,17,556,19,0,0,0,570
SSC40570,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SSC40571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC40572,17,0,0,0,0,17,11,0,0,0,0,11,14,0,0,0,0,14,23,0,0,0,0,24,28,0,0,0,0,28,89,0,0,0,0,87,66,0,0,0,0,66,24,0,0,0,0,22,16,0,0,0,0,16,8,0,0,0,0,8,3,0,0,0,0,3,8,0,0,0,0,8,292,4,0,0,0,295
SSC40573,20,0,0,0,0,22,3,0,0,0,0,5,6,0,0,0,0,6,9,5,0,0,0,12,10,0,0,0,0,11,24,0,3,0,0,28,37,11,0,0,0,48,40,3,0,0,0,44,26,0,0,0,0,26,25,4,0,0,0,27,39,0,0,0,0,39,3,3,0,0,0,6,231,32,4,0,0,268
