SSC_CODE_2016,M_Ag_For_Fshg_15_19,M_Ag_For_Fshg_20_24,M_Ag_For_Fshg_25_34,M_Ag_For_Fshg_35_44,M_Ag_For_Fshg_45_54,M_Ag_For_Fshg_55_64,M_Ag_For_Fshg_65_74,M_Ag_For_Fshg_75_84,M_Ag_For_Fshg_85ov,M_Ag_For_Fshg_Tot,M_Mining_15_19,M_Mining_20_24,M_Mining_25_34,M_Mining_35_44,M_Mining_45_54,M_Mining_55_64,M_Mining_65_74,M_Mining_75_84,M_Mining_85ov,M_Mining_Tot,M_Manufact_15_19,M_Manufact_20_24,M_Manufact_25_34,M_Manufact_35_44,M_Manufact_45_54,M_Manufact_55_64,M_Manufact_65_74,M_Manufact_75_84,M_Manufact_85ov,M_Manufact_Tot,M_El_Gas_Wt_Waste_15_19,M_El_Gas_Wt_Waste_20_24,M_El_Gas_Wt_Waste_25_34,M_El_Gas_Wt_Waste_35_44,M_El_Gas_Wt_Waste_45_54,M_El_Gas_Wt_Waste_55_64,M_El_Gas_Wt_Waste_65_74,M_El_Gas_Wt_Waste_75_84,M_El_Gas_Wt_Waste_85ov,M_El_Gas_Wt_Waste_Tot,M_Constru_15_19,M_Constru_20_24,M_Constru_25_34,M_Constru_35_44,M_Constru_45_54,M_Constru_55_64,M_Constru_65_74,M_Constru_75_84,M_Constru_85ov,M_Constru_Tot,M_WhlesaleTde_15_19,M_WhlesaleTde_20_24,M_WhlesaleTde_25_34,M_WhlesaleTde_35_44,M_WhlesaleTde_45_54,M_WhlesaleTde_55_64,M_WhlesaleTde_65_74,M_WhlesaleTde_75_84,M_WhlesaleTde_85ov,M_WhlesaleTde_Tot,M_RetTde_15_19,M_RetTde_20_24,M_RetTde_25_34,M_RetTde_35_44,M_RetTde_45_54,M_RetTde_55_64,M_RetTde_65_74,M_RetTde_75_84,M_RetTde_85ov,M_RetTde_Tot,M_Accom_food_15_19,M_Accom_food_20_24,M_Accom_food_25_34,M_Accom_food_35_44,M_Accom_food_45_54,M_Accom_food_55_64,M_Accom_food_65_74,M_Accom_food_75_84,M_Accom_food_85ov,M_Accom_food_Tot,M_Trans_post_wrehsg_15_19,M_Trans_post_wrehsg_20_24,M_Trans_post_wrehsg_25_34,M_Trans_post_wrehsg_35_44,M_Trans_post_wrehsg_45_54,M_Trans_post_wrehsg_55_64,M_Trans_post_wrehsg_65_74,M_Trans_post_wrehsg_75_84,M_Trans_post_wrehsg_85ov,M_Trans_post_wrehsg_Tot,M_Info_media_teleco_15_19,M_Info_media_teleco_20_24,M_Info_media_teleco_25_34,M_Info_media_teleco_35_44,M_Info_media_teleco_45_54,M_Info_media_teleco_55_64,M_Info_media_teleco_65_74,M_Info_media_teleco_75_84,M_Info_media_teleco_85ov,M_Info_media_teleco_Tot,M_Fin_Insur_15_19,M_Fin_Insur_20_24,M_Fin_Insur_25_34,M_Fin_Insur_35_44,M_Fin_Insur_45_54,M_Fin_Insur_55_64,M_Fin_Insur_65_74,M_Fin_Insur_75_84,M_Fin_Insur_85ov,M_Fin_Insur_Tot,M_RtnHir_REst_15_19,M_RtnHir_REst_20_24,M_RtnHir_REst_25_34,M_RtnHir_REst_35_44,M_RtnHir_REst_45_54,M_RtnHir_REst_55_64,M_RtnHir_REst_65_74,M_RtnHir_REst_75_84,M_RtnHir_REst_85ov,M_RtnHir_REst_Tot,M_Pro_scien_tec_15_19,M_Pro_scien_tec_20_24,M_Pro_scien_tec_25_34,M_Pro_scien_tec_35_44,M_Pro_scien_tec_45_54,M_Pro_scien_tec_55_64,M_Pro_scien_tec_65_74,M_Pro_scien_tec_75_84,M_Pro_scien_tec_85ov,M_Pro_scien_tec_Tot,M_Admin_supp_15_19,M_Admin_supp_20_24,M_Admin_supp_25_34,M_Admin_supp_35_44,M_Admin_supp_45_54,M_Admin_supp_55_64,M_Admin_supp_65_74,M_Admin_supp_75_84,M_Admin_supp_85ov,M_Admin_supp_Tot,M_Public_admin_sfty_15_19,M_Public_admin_sfty_20_24,M_Public_admin_sfty_25_34,M_Public_admin_sfty_35_44,M_Public_admin_sfty_45_54,M_Public_admin_sfty_55_64,M_Public_admin_sfty_65_74,M_Public_admin_sfty_75_84,M_Public_admin_sfty_85ov,M_Public_admin_sfty_Tot,M_Educ_trng_15_19,M_Educ_trng_20_24,M_Educ_trng_25_34,M_Educ_trng_35_44,M_Educ_trng_45_54,M_Educ_trng_55_64,M_Educ_trng_65_74,M_Educ_trng_75_84,M_Educ_trng_85ov,M_Educ_trng_Tot,M_HlthCare_SocAs_15_19,M_HlthCare_SocAs_20_24,M_HlthCare_SocAs_25_34,M_HlthCare_SocAs_35_44,M_HlthCare_SocAs_45_54,M_HlthCare_SocAs_55_64,M_HlthCare_SocAs_65_74,M_HlthCare_SocAs_75_84,M_HlthCare_SocAs_85ov,M_HlthCare_SocAs_Tot,M_Art_recn_15_19,M_Art_recn_20_24,M_Art_recn_25_34,M_Art_recn_35_44,M_Art_recn_45_54,M_Art_recn_55_64,M_Art_recn_65_74,M_Art_recn_75_84,M_Art_recn_85ov,M_Art_recn_Tot,M_Oth_scs_15_19,M_Oth_scs_20_24,M_Oth_scs_25_34,M_Oth_scs_35_44,M_Oth_scs_45_54,M_Oth_scs_55_64,M_Oth_scs_65_74,M_Oth_scs_75_84,M_Oth_scs_85ov,M_Oth_scs_Tot,M_ID_NS_15_19,M_ID_NS_20_24,M_ID_NS_25_34,M_ID_NS_35_44,M_ID_NS_45_54,M_ID_NS_55_64,M_ID_NS_65_74,M_ID_NS_75_84,M_ID_NS_85ov,M_ID_NS_Tot
SSC40376,0,0,8,3,3,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40377,0,0,3,0,5,4,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40379,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4
SSC40380,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,3,5,7,3,0,0,0,16,0,0,0,0,3,0,0,0,0,3,0,0,5,3,4,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,3,0,0,0,18,3,0,0,0,0,0,0,0,0,9,0,0,0,3,3,3,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,3,0,0,3,0,0,5,0,0,4,9,10,3,5,0,0,32,0,0,3,0,3,0,0,0,0,10,0,0,6,7,0,0,0,0,0,11,0,0,0,3,0,3,0,0,0,11,0,0,6,0,3,5,3,0,0,22,0,0,0,4,0,0,0,0,0,3,3,0,0,0,3,3,3,0,0,13,0,0,0,3,0,0,0,0,0,5
SSC40381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40383,0,3,3,9,7,3,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC40384,0,0,3,3,4,3,3,0,0,20,0,0,0,4,0,3,0,0,0,12,0,3,6,0,10,4,3,0,0,28,0,0,0,0,6,0,0,0,0,4,0,7,13,7,13,8,0,0,0,58,0,0,0,3,0,0,0,0,0,9,0,4,5,4,4,0,3,0,0,22,4,3,3,0,3,0,0,0,0,12,0,0,3,3,3,9,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,0,0,0,0,18,0,0,3,0,9,8,0,0,0,16,0,0,3,0,7,6,0,0,0,23,0,3,0,0,3,8,6,0,0,25,0,0,0,0,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,4,3,6,0,4,0,0,0,15,0,0,4,0,7,0,0,0,0,16
SSC40385,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,3,0,0,8,3,0,5,19,15,7,0,0,0,48,0,0,9,3,3,5,0,0,0,18,4,9,16,13,31,16,3,0,0,101,0,0,0,3,4,0,0,0,0,12,10,23,12,11,10,6,4,0,0,67,13,13,6,10,5,3,0,0,0,41,0,3,3,5,3,9,3,0,0,27,3,0,3,4,5,3,6,0,0,21,0,0,7,4,3,8,0,0,0,24,0,0,0,0,4,0,0,0,0,9,0,5,5,16,26,17,6,0,0,73,0,0,0,4,9,6,0,0,0,26,0,3,12,20,20,11,3,0,0,69,0,4,10,16,20,15,4,0,0,70,0,3,14,20,14,12,0,0,0,60,0,0,0,0,0,0,0,0,0,7,0,0,3,3,7,4,7,4,0,26,0,0,3,8,9,5,0,0,0,27
SSC40386,0,0,0,4,4,6,5,4,0,24,0,0,0,0,0,0,0,0,0,0,0,3,4,5,7,10,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC40387,0,0,6,3,9,4,5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,105,52,12,4,3,3,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
SSC40389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40390,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,4,0,3,0,0,0,0,0,0,0,5,0,0,0,0,4,3,0,0,0,10,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5
SSC40391,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,14,3,3,17,19,24,22,0,0,0,87,0,0,10,6,3,0,0,0,0,21,3,16,33,19,9,12,0,0,0,93,0,3,13,5,3,3,3,0,0,33,12,23,31,13,18,12,0,0,0,107,9,22,30,12,4,4,0,0,0,87,0,7,19,13,14,14,0,0,0,62,0,0,7,7,6,0,0,0,0,23,0,0,6,6,4,3,0,0,0,23,0,0,0,3,0,0,0,0,0,10,0,3,25,23,7,10,3,0,0,71,0,7,11,13,9,9,3,0,0,45,0,6,12,14,19,6,0,0,0,63,0,5,18,14,8,7,3,0,0,61,0,5,26,16,14,13,0,0,0,72,3,3,4,8,4,3,0,0,0,23,7,3,8,10,14,9,3,0,0,55,4,4,14,12,8,8,0,0,0,43
SSC40392,0,0,6,0,0,6,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40393,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,3,7,11,3,0,0,0,27,0,0,0,0,3,0,0,0,0,3,0,5,4,3,3,0,0,0,0,18,0,3,3,3,3,0,0,0,0,13,0,7,3,3,0,0,0,0,0,13,3,6,3,0,0,0,0,0,0,12,0,3,4,3,5,6,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,4,0,0,0,6,0,0,0,0,4,0,0,0,0,10,0,0,0,4,7,0,0,0,0,11,0,0,0,0,0,4,0,0,0,8,0,0,0,0,4,4,0,0,0,7,0,0,4,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,13,0,0,3,3,4,0,0,0,0,7
SSC40394,0,3,3,4,4,0,0,0,0,18,0,0,3,0,0,0,0,0,0,8,0,11,30,30,21,19,0,0,0,119,0,0,9,5,0,0,0,0,0,16,6,11,36,11,19,12,0,0,0,96,3,3,16,8,8,11,0,0,0,44,9,16,20,14,11,8,5,0,0,88,11,5,5,7,5,0,0,0,0,30,4,9,17,19,23,23,0,0,0,97,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,8,5,10,3,3,0,0,31,0,3,13,7,10,5,3,0,0,36,0,3,17,9,10,7,0,0,0,46,0,0,0,0,4,5,3,0,0,16,3,3,11,6,12,9,0,0,0,40,0,0,3,3,4,0,0,0,0,13,0,10,6,6,6,9,0,0,0,36,3,11,6,8,6,7,0,0,0,41
SSC40395,0,3,3,5,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,7,27,32,32,11,0,0,0,120,0,0,8,3,0,4,0,0,0,15,10,5,19,20,19,12,5,0,0,83,0,4,3,14,6,3,3,0,0,35,6,12,23,14,15,3,0,0,0,73,9,7,4,3,6,0,0,0,0,34,0,0,8,13,11,20,3,0,0,64,3,0,3,3,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,3,12,7,5,3,0,0,0,31,0,5,5,15,11,10,0,0,0,46,0,4,9,0,0,0,0,0,0,18,0,8,7,3,10,4,3,0,0,38,0,0,0,0,0,0,0,0,0,4,3,3,7,4,3,3,0,0,0,23,0,6,14,16,8,3,0,0,0,44
SSC40396,0,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,5,9,7,12,14,0,0,0,49,0,0,8,0,0,3,0,0,0,8,0,3,8,9,8,3,0,0,0,35,0,0,4,3,3,0,0,0,0,9,0,4,9,5,3,3,0,0,0,26,9,7,0,0,0,0,0,0,0,16,0,0,12,6,15,13,4,0,0,46,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,3,3,4,3,0,0,0,10,0,3,4,3,3,3,0,0,0,20,0,0,0,5,0,4,0,0,0,7,0,0,5,3,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,13,0,7,10,3,9,11,3,0,0,34
SSC40397,0,0,4,3,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,11,20,19,21,9,0,0,0,76,0,0,0,3,0,0,0,0,0,7,0,4,23,11,11,14,0,0,0,70,0,0,9,4,0,0,0,0,0,18,0,11,23,3,3,11,0,0,0,48,3,6,4,3,9,3,0,0,0,28,0,7,17,10,14,12,0,0,0,52,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,6,10,11,0,8,0,0,0,38,0,0,4,5,5,3,0,0,0,18,0,0,0,0,0,3,0,0,0,4,0,0,6,0,9,6,5,0,0,33,0,0,0,0,0,0,0,0,0,0,0,3,12,0,4,0,0,0,0,26,0,6,4,7,3,9,0,0,0,35
SSC40398,3,0,5,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,9,29,28,24,10,3,0,0,112,0,0,0,0,0,0,0,0,0,11,0,23,13,7,15,6,0,0,0,66,0,0,7,5,5,0,0,0,0,16,3,13,25,8,6,8,0,0,0,66,7,5,6,0,5,0,0,0,0,21,0,5,17,10,9,3,3,0,0,51,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,0,3,0,0,6,3,3,3,0,0,0,14,0,3,4,9,8,7,0,0,0,31,0,6,3,4,6,6,0,0,0,21,0,0,4,5,0,5,0,0,0,20,0,0,6,4,4,3,3,0,0,24,0,0,0,0,0,0,0,0,0,3,0,5,6,7,3,4,0,0,0,22,3,3,12,4,6,8,0,0,0,35
SSC40399,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,8,14,21,21,7,0,0,0,76,0,0,0,3,0,0,0,0,0,3,0,6,8,10,3,9,0,0,0,37,0,3,3,0,0,3,0,0,0,14,3,8,8,10,7,6,0,0,0,39,3,4,3,0,3,0,0,0,0,17,0,3,9,3,9,5,3,0,0,35,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,11,0,4,5,7,6,7,0,0,0,26,0,3,3,3,3,0,0,0,0,13,0,3,5,0,0,3,0,0,0,7,0,4,9,4,3,3,0,0,0,24,0,0,0,3,0,0,0,0,0,3,0,0,4,6,3,0,0,0,0,17,0,3,13,3,4,3,0,0,0,30
SSC40400,0,0,0,8,9,0,3,0,0,14,0,0,0,0,0,0,0,0,0,3,0,3,30,15,31,8,0,0,0,97,0,3,4,0,0,0,0,0,0,10,3,10,20,23,10,7,0,0,0,70,0,5,9,8,7,3,6,0,0,29,7,6,14,10,3,4,0,0,0,44,3,5,4,0,0,0,0,0,0,19,0,4,6,10,18,12,3,0,0,65,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,5,3,4,0,0,0,13,0,3,7,3,8,7,0,0,0,25,0,3,0,6,8,6,0,0,0,25,0,0,3,3,3,3,0,0,0,13,0,3,6,9,10,5,0,0,0,40,0,0,0,0,3,0,0,0,0,0,0,0,12,9,11,3,0,0,0,36,0,11,4,7,10,4,3,0,0,48
SSC40401,0,4,11,5,5,3,0,0,0,30,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40402,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
