SSC_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
SSC40062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,12
SSC40063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3
SSC40064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,0,11,7,0,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,3,3,4,3,0,28
SSC40065,0,0,5,10,0,13,3,5,0,49,3,7,20,10,5,14,0,15,0,64,10,34,24,14,11,10,11,3,0,127,25,52,22,15,12,3,7,9,0,157,49,46,24,17,35,19,7,8,0,203,31,52,12,17,27,9,8,14,0,160,15,13,7,0,8,5,4,7,0,62,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,136,202,112,94,99,74,49,55,0,819
SSC40066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6
SSC40067,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,0,0,0,0,0,8,11,0,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,3,3,0,0,3,8,0,43
SSC40068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,14,3,3,0,0,0,0,4,0,25
SSC40069,3,0,3,22,0,29,3,11,0,79,4,10,27,18,11,22,4,14,3,115,16,82,76,39,44,19,15,14,9,313,43,87,62,41,61,27,22,20,6,373,37,70,54,44,71,20,21,22,4,343,21,59,45,22,49,18,12,20,0,251,4,11,12,5,16,10,4,4,0,65,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,130,323,288,192,251,151,87,102,23,1541
SSC40070,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,10,3,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,7,8,4,3,0,3,0,4,4,0,22,3,0,3,0,0,0,3,0,0,8,4,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,14,3,4,5,6,10,3,69
SSC40071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,8,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,4,0,14
SSC40072,0,0,13,8,0,16,0,14,0,58,3,7,24,16,3,13,8,19,0,88,15,27,40,19,18,18,14,35,0,181,32,26,27,31,17,19,10,35,0,197,39,31,23,37,28,29,16,37,8,248,40,25,31,22,29,23,21,39,0,230,31,11,5,5,4,3,0,7,6,76,3,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,164,125,167,143,98,116,67,193,11,1081
SSC40073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40075,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,7,5,3,0,0,0,0,0,0,0,11,5,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,0,0,0,0,0,3,0,36
SSC40076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,7,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,0,9,0,0,3,0,33
SSC40077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,3,0,0,0,0,14
SSC40078,0,0,0,3,0,3,0,4,0,7,0,0,3,3,0,0,0,0,0,8,4,5,0,3,0,0,0,0,0,17,5,9,4,3,7,0,0,3,0,33,13,16,6,3,8,0,0,3,0,48,9,12,0,4,3,0,0,7,0,44,5,9,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,55,12,21,27,3,5,15,3,165
SSC40079,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,8,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,8,0,19
SSC40080,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,3,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,6,0,6,0,20
SSC40081,0,5,3,5,0,7,0,0,0,11,0,0,0,5,0,0,0,0,0,6,4,5,10,4,3,0,0,9,0,48,14,11,11,5,3,0,0,11,0,55,6,6,3,9,4,3,3,11,0,52,22,4,8,5,8,0,0,10,0,70,9,0,0,0,0,4,0,6,0,23,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,65,33,32,30,21,17,15,49,6,271
SSC40082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SSC40083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,3,0,0,8,0,25
SSC40084,0,3,3,16,6,33,0,15,0,68,4,22,4,37,12,17,0,4,0,98,15,59,11,13,15,4,0,3,3,129,45,101,10,15,23,15,8,7,5,225,76,129,17,18,51,13,4,3,3,304,54,133,18,18,36,20,3,4,8,286,23,46,0,0,10,7,0,4,3,94,3,4,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,3,3,222,497,67,113,149,103,12,46,25,1223
SSC40085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40086,0,3,0,10,3,24,0,4,0,56,3,18,7,22,9,31,0,15,3,112,9,57,16,29,10,15,5,26,4,167,11,43,7,22,8,4,8,28,3,135,6,21,16,11,12,4,3,10,0,80,3,19,5,12,10,5,3,0,0,61,3,3,0,3,3,0,3,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,35,168,50,112,67,83,23,77,6,622
SSC40087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,4,0,0,0,3,0,0,3,0,11,0,8,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,4,3,3,3,5,0,35
SSC40088,0,3,9,33,6,40,0,33,0,115,8,27,32,42,14,35,3,17,5,179,27,104,32,14,28,19,12,12,7,249,67,196,41,36,59,16,3,4,10,433,118,230,59,51,77,28,3,20,9,588,77,193,43,27,62,19,0,9,3,430,15,54,11,3,20,13,0,7,0,134,3,10,6,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,318,814,226,209,260,161,29,98,30,2154
SSC40089,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,3,0,6,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,3,0,3,6,3,6,0,35
SSC40090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,9,0,0,0,0,0,3,0,0,0,4,7,0,4,0,0,0,0,3,0,10,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,3,3,3,3,0,0,0,33
SSC40091,3,0,4,11,3,14,0,13,0,55,6,10,15,24,3,16,0,9,0,84,8,63,21,25,18,15,0,10,3,165,41,86,19,19,23,9,3,11,4,220,31,91,25,34,34,8,5,9,4,242,38,83,16,13,42,14,12,7,0,218,13,31,6,8,14,3,0,4,0,75,10,0,0,0,3,4,3,3,0,22,0,0,0,0,0,0,0,0,0,0,135,363,105,133,144,85,25,61,20,1075
SSC40092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC40093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
SSC40094,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,0,0,4,0,3,3,0,0,0,18,0,3,4,0,0,0,0,0,0,11,3,3,0,4,0,0,0,6,0,18,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,6,14,7,4,9,3,15,0,71
SSC40095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5
SSC40096,0,3,8,12,6,17,3,22,0,74,3,28,25,20,18,26,8,41,0,161,35,91,31,34,18,31,15,70,3,347,34,57,29,40,42,21,21,45,0,292,47,50,36,44,43,18,27,58,5,318,34,36,26,28,35,20,25,47,3,260,4,14,8,7,5,0,4,15,0,54,4,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,166,277,153,176,175,142,102,292,19,1507
SSC40097,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,7,6,3,0,0,0,0,3,0,21,6,4,3,0,0,0,0,0,0,11,3,5,3,0,4,0,0,3,0,20,8,6,0,0,0,0,0,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,7,4,9,8,0,19,0,85
SSC40098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,3,0,10,7,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,9,0,0,0,0,6,0,32
SSC40099,0,3,0,11,0,15,0,10,0,35,4,9,7,20,9,13,0,10,0,72,20,88,15,17,15,13,3,8,9,194,43,66,19,10,26,13,0,5,3,191,32,69,16,10,19,17,0,9,3,177,19,58,10,4,31,8,0,7,3,146,4,16,11,0,4,0,0,0,0,36,0,0,0,0,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,126,313,73,70,110,83,13,49,14,860
SSC40100,0,0,0,9,0,13,0,8,0,26,0,3,15,17,7,14,5,8,0,64,18,38,22,17,18,11,8,19,4,170,24,47,15,22,28,13,18,24,3,193,17,25,30,11,33,14,24,14,3,163,6,15,10,6,19,12,10,13,0,98,0,3,0,0,3,0,3,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,131,95,85,108,74,74,80,18,733
SSC40101,0,0,0,0,0,4,0,4,0,8,0,0,3,3,0,0,0,0,0,9,0,0,3,0,0,0,3,3,5,23,8,0,9,0,3,0,0,0,0,18,6,7,6,4,10,0,3,3,0,33,3,8,3,5,3,0,5,3,0,31,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,27,15,22,3,12,15,5,137
SSC40102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40103,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0,0,3,0,16,7,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,3,6,9,4,8,0,46
SSC40104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40105,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,3,0,0,3,0,0,3,0,15,12,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,4,0,3,9,0,5,0,50
SSC40106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,0,0,19
SSC40107,0,0,9,7,0,7,0,11,0,38,3,0,11,14,3,4,0,14,0,56,7,14,14,17,10,0,3,6,0,66,24,20,17,18,23,5,4,15,0,129,28,32,35,32,34,12,11,11,4,199,19,24,13,10,21,7,18,8,3,125,5,9,6,3,0,3,0,4,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,92,101,106,100,88,39,41,70,3,644
SSC40108,0,0,0,10,0,27,0,17,0,52,3,9,11,9,9,11,3,8,0,72,21,46,38,25,18,20,12,13,0,206,24,34,25,21,31,10,11,14,6,176,26,36,34,31,47,16,17,30,4,240,16,24,17,26,20,8,20,14,0,142,0,3,3,4,9,4,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,149,132,133,137,89,57,93,14,912
SSC40109,0,3,0,4,0,11,4,14,0,41,5,15,14,26,10,19,3,12,0,99,24,82,36,33,28,14,3,24,0,253,32,83,14,23,26,10,0,11,3,202,37,68,26,20,32,6,3,11,5,207,22,53,6,11,34,7,4,5,0,150,11,11,3,5,7,0,0,0,0,37,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,138,318,104,127,142,70,21,79,5,992
SSC40110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,3,0,17
SSC40111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,3,0,0,0,0,15
SSC40112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,0,3,3,3,3,0,0,0,24
SSC40113,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,3,3,3,0,3,4,4,0,29
SSC40114,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,14,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,0,6,0,27
SSC40115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,14
SSC40116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3,0,3,3,0,0,0,30
SSC40117,0,0,10,14,4,25,0,34,4,87,3,25,27,39,17,23,5,30,0,171,26,131,52,36,37,25,13,23,0,341,82,191,49,31,53,18,0,19,5,454,78,206,52,48,67,18,12,18,7,499,43,148,47,28,51,20,9,15,0,381,16,40,14,0,13,6,7,8,0,103,0,3,0,3,3,3,0,0,3,9,0,0,0,0,0,0,0,0,0,0,251,741,242,208,253,143,46,145,19,2048
SSC40118,3,3,4,4,0,24,0,18,0,55,3,26,27,27,15,36,8,33,3,185,34,112,83,56,44,35,40,94,18,511,39,89,66,46,42,19,30,60,11,394,31,59,48,41,38,25,20,56,4,331,16,27,33,12,23,15,20,34,0,192,5,3,3,0,9,0,4,6,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,129,317,272,189,168,162,130,305,35,1713
SSC40119,4,3,16,23,12,78,10,42,0,196,31,38,73,65,33,81,22,62,4,406,88,145,199,152,150,79,74,91,15,999,78,114,113,113,87,54,65,69,10,697,79,66,103,98,116,58,75,91,12,695,30,45,47,46,70,31,54,48,0,374,0,3,3,3,3,5,6,10,0,34,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,313,416,551,502,470,397,308,414,47,3407
SSC40120,0,0,0,0,0,9,0,3,4,14,0,0,3,5,4,3,0,0,0,19,3,4,3,3,0,0,0,0,0,18,4,11,7,3,8,0,0,3,0,37,13,12,10,8,9,0,3,0,0,51,7,13,3,0,4,3,0,6,0,43,0,3,0,0,6,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,46,24,19,27,20,5,16,3,193
SSC40121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12
SSC40122,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,10,7,0,0,0,0,0,0,3,0,14,0,0,3,0,0,0,3,3,0,10,10,0,10,3,3,3,3,8,0,30,7,0,8,0,0,0,0,3,3,21,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,19,3,5,4,11,19,3,98
