SSC_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
SSC41047,0,0,0,20,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,12,12,7,0,3,29,12,50
SSC41048,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24
SSC41049,12,183,150,2234,44,2632,0,0,0,3,0,3,8,0,3,4,0,18,6,0,0,3,0,5,37,14,23,37,7,103,343,192,152,1726,35,2453,16,0,3,0,0,23,7,0,0,10,0,19,94,51,42,1523,28,1742,3,3,0,9,0,18,0,0,0,3,0,5,3,0,0,0,0,3,48,26,26,336,3,443,30,9,16,66,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,11,6,3,3,3,0,12,9,4,4,3,0,19,17,3,0,24,0,36,0,0,0,3,0,3,51,38,31,322,5,444,5,0,0,0,0,3,6,0,0,0,0,10,5,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,8,14,3,0,15,0,30,94,22,11,42,3,175,4,9,0,34,210,258,685,337,263,4716,312,6314
SSC41050,0,0,0,12,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,28,0,31
SSC41051,0,0,0,13,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,3,0,27,4,34
SSC41052,24,114,73,772,11,990,0,0,0,0,0,0,29,0,0,6,0,38,8,0,0,6,0,13,33,14,3,6,3,55,280,103,87,682,9,1147,3,0,3,0,0,7,4,0,0,8,0,12,39,21,13,174,0,249,21,6,0,19,0,51,6,4,0,3,0,11,24,4,0,0,0,24,39,20,11,139,3,201,29,10,0,32,0,71,13,0,0,0,0,13,4,3,0,4,0,10,0,0,0,0,0,0,11,0,0,4,0,10,3,0,0,0,0,3,9,6,3,3,0,20,29,3,0,8,0,43,0,0,0,3,0,3,65,29,27,182,8,309,3,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,5,16,8,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,20,0,32,99,18,10,22,0,154,10,3,0,15,97,123,678,209,144,1511,124,2658
SSC41053,8,77,60,619,19,790,0,0,0,9,0,13,5,0,4,3,0,14,4,0,0,0,0,5,29,6,0,10,0,49,241,80,75,466,18,877,8,0,5,0,0,10,5,0,0,9,0,14,35,7,4,71,5,127,6,0,3,0,0,7,0,0,0,0,0,0,8,0,0,0,0,10,29,7,5,104,5,159,16,3,8,20,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,3,4,0,0,0,8,4,0,0,0,0,12,9,0,0,8,0,15,0,0,0,0,0,3,50,15,13,77,3,159,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,17,38,8,7,15,0,77,4,0,3,7,96,114,446,130,105,1053,138,1879
SSC41054,8,33,17,272,9,336,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,3,0,3,7,3,0,5,0,21,65,42,24,225,8,359,0,0,0,0,0,0,4,0,0,3,0,5,18,5,3,79,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,3,57,0,89,4,3,0,3,0,12,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,8,0,0,0,0,0,0,18,3,3,66,0,97,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,10,9,7,14,0,41,4,0,0,3,53,60,145,63,38,532,68,832
SSC41055,31,125,78,682,9,926,0,0,0,4,0,7,325,0,4,6,0,336,12,0,0,6,0,18,28,10,5,13,0,53,267,129,65,646,24,1130,25,0,3,0,0,29,3,0,0,0,0,6,46,10,9,153,3,221,55,15,4,21,0,98,16,3,9,4,0,22,173,0,0,0,0,174,45,21,13,185,3,264,114,40,13,91,3,264,37,3,0,0,0,43,0,0,0,0,0,3,3,0,0,0,0,6,7,0,4,12,0,25,4,5,0,0,0,3,12,3,0,0,0,14,68,3,6,12,0,95,23,3,0,0,0,30,61,25,14,138,3,240,11,0,0,0,0,10,5,0,0,0,0,5,12,0,3,0,0,19,22,0,0,0,0,22,5,0,0,0,0,7,53,0,3,0,0,55,18,0,0,5,0,23,291,22,22,52,0,398,4,0,0,14,225,245,1543,245,150,1459,268,3660
SSC41056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,3,7
SSC41057,22,124,80,830,18,1074,0,0,0,6,0,6,198,0,3,6,6,210,13,0,0,0,0,9,91,7,9,12,0,117,276,142,94,912,18,1446,38,0,3,0,0,41,12,0,3,8,0,26,39,22,3,217,0,280,23,4,4,10,0,48,8,4,0,7,0,17,105,0,0,0,0,107,59,21,14,306,0,395,28,9,4,44,0,91,12,0,0,0,0,12,3,0,0,3,0,8,3,0,3,0,0,7,7,3,0,4,0,9,0,0,0,0,0,0,5,0,0,0,0,6,22,3,3,5,0,38,9,3,0,0,0,12,73,32,25,207,4,342,6,0,3,0,0,9,8,0,0,0,0,8,15,0,0,3,0,19,23,0,0,0,0,20,3,0,0,0,0,4,5,0,5,0,0,14,7,3,0,11,0,23,410,30,17,39,8,492,21,0,0,13,185,218,1351,248,156,1866,230,3841
SSC41058,0,6,3,148,3,166,0,0,0,3,0,3,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,13,11,4,3,132,0,153,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,44,0,57,3,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,29,0,34,8,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,38,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,0,0,0,5,0,0,0,5,7,16,54,15,6,306,12,398
SSC41059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC41060,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11
SSC41061,9,57,44,415,3,532,0,0,0,4,0,3,4,0,0,3,0,8,0,0,0,0,0,3,18,14,0,11,0,35,213,62,62,360,13,717,6,0,0,0,0,5,3,0,0,3,0,7,23,13,3,72,0,111,0,0,0,5,0,6,0,0,0,0,0,0,10,0,0,0,0,10,37,17,8,90,3,150,7,8,0,13,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,4,0,0,0,0,3,11,0,0,3,0,11,0,0,0,3,0,6,0,0,3,0,0,3,40,8,14,75,0,133,0,0,0,0,0,0,7,0,0,0,0,6,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,35,13,3,13,3,64,3,0,0,12,66,81,352,125,91,792,91,1449
SSC41062,17,166,112,1006,14,1319,0,0,0,7,0,7,42,0,3,3,0,48,11,0,0,3,0,15,43,14,16,17,0,89,426,179,117,891,17,1628,52,3,6,0,0,63,10,0,0,16,0,21,46,20,16,193,0,273,9,0,0,5,0,14,18,0,3,4,0,22,44,5,0,5,0,53,67,20,14,208,3,313,25,14,4,34,0,80,0,0,0,0,0,3,0,3,0,5,0,10,0,0,0,0,0,0,9,0,0,3,0,13,10,0,0,0,0,10,3,0,0,0,0,10,34,4,0,3,0,43,3,3,0,0,0,6,98,32,15,182,7,330,0,0,0,0,0,0,15,3,0,0,0,20,4,0,0,0,0,8,7,0,0,0,0,3,0,0,0,0,0,0,5,0,3,0,0,10,19,4,3,3,0,28,88,22,23,43,0,173,7,3,0,13,116,140,897,287,194,1863,146,3383
SSC41063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC41064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,5
SSC41065,8,46,42,279,5,381,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,24,3,4,7,0,30,218,40,47,232,12,556,0,0,0,0,0,0,3,0,0,5,0,3,12,5,11,47,0,74,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,24,11,9,40,0,77,47,11,6,46,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,6,4,0,0,3,0,7,14,0,0,0,0,14,31,9,7,34,0,75,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,6,16,0,4,8,0,31,3,3,0,12,45,67,348,83,83,514,67,1095
SSC41066,16,139,95,700,9,961,0,0,0,4,0,4,8,0,0,0,0,8,7,0,0,0,0,11,35,14,13,15,0,79,404,139,93,634,12,1275,13,0,0,0,0,15,3,0,0,6,0,8,54,10,8,131,0,204,13,0,0,12,0,22,6,0,0,0,0,11,15,0,0,0,0,17,55,27,14,147,0,243,27,17,3,26,0,72,0,0,0,0,0,0,6,3,0,0,0,11,0,0,0,0,0,0,5,0,0,3,0,8,0,0,0,0,0,0,7,3,0,0,0,17,10,0,0,0,0,10,12,0,0,3,0,17,55,17,11,142,0,219,0,0,0,0,0,0,3,0,0,4,0,11,4,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,10,0,25,81,26,15,27,0,151,4,0,0,12,75,89,702,236,148,1346,98,2530
SSC41067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3
SSC41068,0,0,3,22,0,32,0,0,0,86,3,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,18,0,21,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,3,39,43,12,0,0,137,45,204
SSC41069,0,7,19,272,5,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,13,47,8,20,171,3,253,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,31,4,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,54,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,9,0,8,24,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,3,0,0,0,15,0,0,0,8,42,43,67,12,33,444,53,610
SSC41070,3,76,48,619,18,761,0,5,0,15,0,21,4,0,0,7,0,7,10,0,0,0,0,12,16,5,5,3,0,27,159,63,43,494,11,777,21,0,0,0,0,19,4,0,0,5,0,14,26,8,9,101,3,139,5,3,3,14,0,29,6,3,0,3,0,10,0,0,0,0,0,0,21,17,6,123,0,166,18,19,0,27,0,58,0,0,0,0,0,0,0,3,0,6,0,9,0,0,0,0,0,0,3,0,0,4,0,6,13,0,0,0,0,16,4,3,0,3,0,14,27,3,3,5,0,37,3,0,0,3,0,4,34,13,18,114,3,185,8,0,0,0,0,8,3,0,0,0,0,4,5,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,7,0,3,0,19,75,12,11,13,0,108,3,3,3,19,97,120,404,140,94,1168,124,1925
SSC41071,43,78,38,422,19,595,0,0,0,15,3,15,138,0,4,0,0,143,16,0,8,0,0,24,13,0,3,0,0,13,108,52,38,308,15,514,141,3,6,0,3,148,0,0,0,0,0,0,31,3,4,44,3,87,38,3,3,13,4,58,10,0,0,8,0,18,34,0,0,3,0,40,14,9,8,94,0,126,73,26,5,29,4,132,3,0,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,4,3,3,0,5,0,10,0,0,6,0,0,10,8,4,0,0,0,9,63,8,3,3,0,75,31,3,0,3,0,34,33,16,8,66,0,125,10,0,0,0,0,10,7,4,0,0,0,5,16,0,3,3,0,21,3,0,0,0,0,3,0,0,0,0,0,0,432,5,7,0,8,451,4,0,0,3,0,6,194,12,14,18,0,235,32,0,0,5,122,164,1317,141,94,771,175,2500
SSC41072,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,12
SSC41073,3,0,3,13,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,16,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,6,7,3,34,5,50
SSC41074,10,30,12,126,3,180,0,0,0,3,0,3,18,0,0,3,0,20,0,0,0,3,0,3,5,0,0,0,0,8,61,33,15,140,0,251,0,0,0,0,0,3,0,0,0,0,0,6,4,0,0,38,0,47,16,0,0,6,0,23,0,0,0,0,0,5,12,0,0,0,0,12,13,4,3,55,0,77,19,6,0,8,0,38,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,15,0,0,0,0,19,3,0,0,0,0,3,13,4,4,40,4,70,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,19,3,0,0,0,23,0,0,0,0,0,0,61,5,0,3,0,75,3,0,0,0,39,47,250,59,30,294,51,683
