SSC_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
SSC41334,106,8,0,0,0,114,286,19,0,0,3,313,218,55,20,0,0,288,103,17,16,0,0,135,73,6,0,0,0,84,4,6,5,0,0,17,10,3,0,0,0,14,3,4,0,0,0,6,402,87,49,0,0,538,0,0,0,0,0,0,23,3,0,0,0,24,814,120,49,0,3,989
SSC41335,43,0,0,0,0,44,30,0,0,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,13,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,4,18,0,0,7,3,22,0,0,0,3,0,3,3,0,0,7,0,5,87,0,0,15,3,104
SSC41336,86,0,0,5,0,93,56,0,0,0,0,55,9,6,0,0,0,11,0,0,0,0,0,0,24,0,0,0,0,28,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,38,6,0,5,0,50,0,0,0,0,0,0,3,0,0,0,0,3,185,6,0,11,0,204
SSC41337,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,22
SSC41338,145,0,0,3,0,145,125,0,0,0,0,130,65,3,0,0,0,70,31,10,5,0,0,45,28,0,0,0,0,28,0,0,0,0,0,0,4,0,0,4,0,10,5,0,0,0,0,5,125,14,5,6,0,154,5,0,0,0,0,3,13,0,0,4,0,14,414,16,9,15,0,451
SSC41339,663,189,58,0,4,908,493,116,23,0,7,645,98,125,39,0,0,260,5,28,16,0,0,47,77,61,30,0,0,170,5,5,37,0,0,50,3,4,5,0,0,11,3,4,4,0,0,13,192,229,133,0,3,557,18,9,73,0,3,107,21,11,26,0,3,63,1392,560,310,0,14,2275
SSC41340,306,73,0,0,0,379,295,71,3,0,0,365,56,65,22,0,0,137,21,10,3,0,0,29,44,38,7,0,0,86,5,3,8,0,0,18,0,0,0,0,0,0,3,0,0,0,0,7,121,117,33,0,0,271,0,0,0,0,0,3,12,3,0,0,0,20,732,265,36,0,0,1039
SSC41341,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SSC41342,14,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26
SSC41343,406,104,56,0,0,569,417,113,70,0,0,600,98,55,100,0,0,251,15,27,19,0,0,64,102,31,38,0,3,180,0,3,5,0,0,10,0,3,3,0,0,11,3,7,3,0,0,9,222,119,177,0,3,522,3,48,3,0,0,62,20,19,6,0,0,47,1071,407,310,0,8,1789
SSC41344,60,0,0,0,0,58,41,0,0,0,0,41,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,107,0,0,0,0,109
SSC41345,49,0,0,0,0,50,34,0,0,0,0,34,3,0,0,0,0,3,0,0,3,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,18,0,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,111,0,3,0,0,119
SSC41346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41347,10,0,0,0,0,10,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22
SSC41348,20,0,0,0,0,20,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,40,0,0,0,0,40
SSC41349,9,0,0,0,0,9,10,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,20
SSC41350,91,6,6,0,0,104,58,3,0,0,0,60,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,7,0,0,14,0,0,0,0,0,0,3,0,0,0,0,3,162,16,6,0,0,188
SSC41351,81,0,0,3,0,86,128,0,0,0,0,125,15,0,0,0,0,15,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,40,0,0,0,0,40,0,0,0,0,0,0,4,0,0,0,0,4,254,0,0,0,0,259
SSC41352,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC41353,555,26,25,0,0,602,593,11,47,0,3,656,75,11,43,0,0,129,0,0,21,0,0,23,74,5,15,0,0,99,0,0,5,0,0,3,3,3,0,0,0,8,3,0,0,0,0,7,161,19,88,0,0,269,10,0,3,0,0,13,21,3,5,0,0,28,1335,61,167,0,3,1572
SSC41354,23,33,3,0,0,56,81,201,16,0,10,304,16,145,64,0,3,221,0,11,8,0,0,17,4,21,10,0,0,36,4,25,4,0,0,29,0,4,3,0,0,10,0,3,0,0,0,3,27,208,85,0,4,314,0,0,0,0,0,0,3,6,3,0,0,13,128,441,107,0,12,692
SSC41355,206,73,0,0,0,282,157,37,0,0,0,198,34,19,0,0,0,52,0,0,0,0,0,0,15,11,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,51,23,3,0,0,81,4,7,0,0,0,4,7,4,0,0,0,6,427,147,3,0,0,577
SSC41356,3,0,0,0,0,3,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,13
SSC41357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC41358,16,0,0,0,0,13,4,0,0,0,0,6,5,0,0,0,0,7,0,0,0,0,0,0,9,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,39,3,3,0,0,45
SSC41359,5,0,0,0,0,5,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
SSC41360,229,39,8,0,0,269,269,84,8,0,4,362,78,71,62,0,0,209,12,23,3,0,0,36,60,29,31,0,0,126,8,12,0,0,0,22,7,3,6,0,0,16,4,0,3,0,0,10,177,140,100,0,3,421,3,3,0,0,0,8,12,3,0,0,0,21,691,265,119,0,12,1080
SSC41361,160,60,0,0,0,220,148,30,3,0,0,188,22,43,14,0,0,71,0,9,0,0,0,11,38,28,15,5,0,83,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,58,79,26,5,0,170,0,21,0,0,0,21,9,6,0,0,0,15,380,189,33,4,0,606
SSC41362,422,48,5,0,0,479,312,34,15,0,3,367,56,27,111,0,0,196,0,4,3,0,0,12,46,16,38,0,0,97,3,0,3,0,0,6,0,0,3,0,0,3,3,0,0,0,0,7,112,47,161,0,0,318,3,0,6,0,0,6,11,0,3,0,0,18,862,127,191,0,3,1187
SSC41363,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,13
SSC41364,60,0,0,0,0,65,59,0,0,0,0,59,8,0,0,0,0,10,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,14,0,0,0,0,0,0,6,0,0,0,0,6,139,0,0,0,0,139
SSC41365,147,4,0,3,0,154,67,0,0,0,0,64,16,0,0,0,0,19,0,0,0,0,0,0,11,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,27,0,3,3,0,36,3,0,0,0,0,3,0,0,0,0,0,5,247,10,3,13,0,261
SSC41366,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
SSC41367,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC41368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41369,84,18,5,0,0,109,85,19,5,0,0,120,20,17,26,0,0,67,0,17,11,0,0,29,24,14,5,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,54,45,0,0,141,3,3,0,0,0,9,0,6,0,0,0,13,223,102,61,4,0,385
SSC41370,10,0,0,0,0,10,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25
SSC41371,457,26,5,0,4,489,443,13,0,0,0,456,52,4,0,0,0,58,0,0,0,0,0,0,46,3,0,0,0,49,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,98,6,0,0,0,107,26,20,0,0,0,41,14,3,0,0,0,18,1038,60,7,0,3,1106
SSC41372,260,0,0,6,0,266,340,0,0,0,0,338,74,0,0,0,0,74,8,3,0,0,0,12,34,0,0,0,0,40,0,0,0,0,0,0,3,0,0,11,0,17,0,0,0,0,0,0,129,3,0,12,0,142,3,0,0,0,0,3,20,0,0,0,0,15,748,3,0,18,4,766
SSC41373,43,0,0,6,0,46,40,0,0,0,0,44,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,8,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,11,0,104
SSC41374,32,0,0,0,0,32,113,0,0,0,0,110,6,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,151,0,0,0,0,153
SSC41375,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC41376,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC41377,7,0,0,0,0,7,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,17
SSC41378,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,11
SSC41379,24,0,0,0,0,24,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,42,0,0,0,0,42
SSC41380,179,10,0,0,0,197,164,13,0,0,0,177,17,4,0,0,0,19,0,0,0,0,0,0,5,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,10,0,0,0,31,0,0,0,0,0,0,4,0,0,0,0,4,378,32,0,0,0,405
SSC41381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC41382,870,4,8,12,0,905,904,0,5,3,0,916,283,12,10,5,0,315,74,6,9,0,0,83,139,8,3,3,0,149,6,3,14,0,0,25,12,0,0,0,0,12,15,0,3,0,0,18,526,27,34,3,0,595,23,0,0,0,0,24,48,3,0,0,0,49,2379,35,54,19,0,2489
SSC41383,207,7,0,5,0,213,152,0,0,0,0,156,42,0,0,0,0,39,15,11,0,0,0,27,41,0,0,0,0,38,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,3,112,9,0,0,0,121,4,0,0,0,0,8,19,3,0,0,0,24,490,20,0,5,0,521
SSC41384,5,0,0,0,0,5,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SSC41385,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC41386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41388,234,66,0,0,0,306,189,89,0,0,5,281,78,64,0,0,0,141,55,89,0,0,0,142,64,33,0,0,0,97,3,31,0,0,0,35,6,0,0,0,0,6,0,5,0,0,0,5,209,219,0,0,0,430,3,3,0,0,0,9,25,13,0,0,0,34,662,388,0,0,6,1057
SSC41389,13,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
SSC41390,95,0,0,0,0,102,102,0,0,0,0,101,10,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,3,0,0,0,0,3,8,0,0,0,0,8,221,0,0,0,0,228
SSC41391,76,0,0,4,0,79,46,0,0,0,0,44,10,0,0,0,0,10,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,21,0,0,0,0,21,0,0,0,0,0,0,4,0,0,0,0,4,142,0,0,3,0,150
SSC41392,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC41393,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
SSC41394,8,0,0,0,0,11,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,0,0,3,0,30
SSC41395,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SSC41396,345,3,0,0,0,350,633,11,0,0,0,641,80,22,0,0,0,94,52,17,0,0,0,62,74,6,0,0,0,86,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,5,211,40,0,0,0,251,3,0,0,0,0,3,14,0,0,0,0,15,1207,57,0,0,0,1259
SSC41397,9,0,0,0,0,9,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
SSC41398,73,0,0,0,0,78,77,0,0,0,0,80,12,0,0,0,0,12,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,3,3,188
SSC41399,62,0,0,0,0,62,17,0,0,0,0,22,3,0,0,0,0,3,3,0,0,0,0,3,10,0,0,0,0,10,0,0,0,0,0,0,6,0,0,0,0,6,5,0,0,0,0,3,21,0,0,0,0,22,0,0,0,0,0,0,11,0,0,0,0,14,117,0,0,0,0,115
SSC41400,20,0,0,0,0,26,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,50
SSC41401,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC41402,276,3,0,0,0,285,233,4,0,3,0,243,46,3,0,0,0,55,7,0,0,0,0,7,68,0,0,0,0,65,0,0,0,0,0,0,7,0,0,10,0,11,8,0,0,0,0,8,133,7,0,10,0,151,0,18,0,0,0,16,15,0,0,0,0,17,660,36,0,14,0,721
SSC41403,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC41404,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC41405,85,0,0,0,0,85,71,0,0,0,0,71,6,0,0,0,0,6,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,3,19,0,0,0,0,26,0,0,0,0,0,0,3,0,0,0,0,3,177,0,0,0,0,178
SSC41406,657,26,8,13,3,705,590,15,3,3,0,606,207,39,12,0,0,257,5,0,0,0,0,9,101,10,0,0,0,108,6,0,18,0,0,25,17,6,0,0,0,29,9,0,0,0,0,9,341,60,30,0,0,433,20,11,17,0,0,47,25,0,3,0,3,36,1637,109,56,20,8,1826
SSC41407,240,51,7,0,0,290,263,90,13,0,0,374,66,39,16,0,0,126,50,202,69,0,0,323,39,24,14,0,0,69,14,10,4,0,0,24,9,3,0,0,0,6,5,0,0,0,0,7,176,276,104,0,0,560,7,3,0,0,0,9,14,12,4,0,3,23,695,432,127,0,3,1256
SSC41408,8,0,0,0,0,6,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,3,15
SSC41409,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SSC41410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41411,18,0,0,0,0,18,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20
SSC41412,41,0,0,0,0,42,43,0,0,0,0,44,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,3,98,0,0,0,3,98
SSC41413,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SSC41414,72,0,0,0,0,77,69,0,0,0,0,71,7,3,0,0,0,17,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,176,3,0,3,0,183
SSC41415,29,0,0,0,0,29,40,0,0,0,0,40,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,79,0,0,0,0,79
SSC41416,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
