SSC_CODE_2016,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,M_GradDip_and_GradCert_75_84,M_GradDip_and_GradCert_85ov,M_GradDip_and_GradCert_Total,M_BachDeg_15_24,M_BachDeg_25_34,M_BachDeg_35_44,M_BachDeg_45_54,M_BachDeg_55_64,M_BachDeg_65_74,M_BachDeg_75_84,M_BachDeg_85ov,M_BachDeg_Total,M_AdvDip_and_Dip_15_24,M_AdvDip_and_Dip_25_34,M_AdvDip_and_Dip_35_44,M_AdvDip_and_Dip_45_54,M_AdvDip_and_Dip_55_64,M_AdvDip_and_Dip_65_74,M_AdvDip_and_Dip_75_84,M_AdvDip_and_Dip_85ov,M_AdvDip_and_Dip_Total,M_Cert_III_IV_15_24,M_Cert_III_IV_25_34,M_Cert_III_IV_35_44,M_Cert_III_IV_45_54,M_Cert_III_IV_55_64,M_Cert_III_IV_65_74,M_Cert_III_IV_75_84,M_Cert_III_IV_85ov,M_Cert_III_IV_Total,M_Cert_I_II_15_24,M_Cert_I_II_25_34,M_Cert_I_II_35_44,M_Cert_I_II_45_54,M_Cert_I_II_55_64,M_Cert_I_II_65_74,M_Cert_I_II_75_84,M_Cert_I_II_85ov,M_Cert_I_II_Total,M_Cert_Levl_nfd_15_24,M_Cert_Levl_nfd_25_34,M_Cert_Levl_nfd_35_44,M_Cert_Levl_nfd_45_54,M_Cert_Levl_nfd_55_64,M_Cert_Levl_nfd_65_74,M_Cert_Levl_nfd_75_84,M_Cert_Levl_nfd_85ov,M_Cert_Levl_nfd_Total,M_Cert_Lev_Tot_15_24,M_Cert_Lev_Tot_25_34,M_Cert_Lev_Tot_35_44,M_Cert_Lev_Tot_45_54,M_Cert_Lev_Tot_55_64,M_Cert_Lev_Tot_65_74,M_Cert_Lev_Tot_75_84,M_Cert_Lev_Tot_85ov,M_Cert_Lev_Tot_Total,M_Lev_Edu_IDes_15_24,M_Lev_Edu_IDes_25_34,M_Lev_Edu_IDes_35_44,M_Lev_Edu_IDes_45_54,M_Lev_Edu_IDes_55_64,M_Lev_Edu_IDes_65_74,M_Lev_Edu_IDes_75_84,M_Lev_Edu_IDes_85ov,M_Lev_Edu_IDes_Total,M_Lev_Edu_NS_15_24,M_Lev_Edu_NS_25_34,M_Lev_Edu_NS_35_44,M_Lev_Edu_NS_45_54,M_Lev_Edu_NS_55_64,M_Lev_Edu_NS_65_74,M_Lev_Edu_NS_75_84,M_Lev_Edu_NS_85ov,M_Lev_Edu_NS_Total,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Total,F_PGrad_Deg_15_24,F_PGrad_Deg_25_34,F_PGrad_Deg_35_44,F_PGrad_Deg_45_54,F_PGrad_Deg_55_64,F_PGrad_Deg_65_74,F_PGrad_Deg_75_84,F_PGrad_Deg_85ov,F_PGrad_Deg_Total,F_GradDip_and_GradCert_15_24,F_GradDip_and_GradCert_25_34,F_GradDip_and_GradCert_35_44,F_GradDip_and_GradCert_45_54,F_GradDip_and_GradCert_55_64,F_GradDip_and_GradCert_65_74,F_GradDip_and_GradCert_75_84,F_GradDip_and_GradCert_85ov,F_GradDip_and_GradCert_Total,F_BachDeg_15_24,F_BachDeg_25_34,F_BachDeg_35_44,F_BachDeg_45_54,F_BachDeg_55_64,F_BachDeg_65_74,F_BachDeg_75_84,F_BachDeg_85ov,F_BachDeg_Total,F_AdvDip_and_Dip_15_24,F_AdvDip_and_Dip_25_34,F_AdvDip_and_Dip_35_44,F_AdvDip_and_Dip_45_54,F_AdvDip_and_Dip_55_64,F_AdvDip_and_Dip_65_74,F_AdvDip_and_Dip_75_84,F_AdvDip_and_Dip_85ov,F_AdvDip_and_Dip_Total,F_Cert_III_IV_15_24,F_Cert_III_IV_25_34,F_Cert_III_IV_35_44,F_Cert_III_IV_45_54,F_Cert_III_IV_55_64,F_Cert_III_IV_65_74,F_Cert_III_IV_75_84,F_Cert_III_IV_85ov,F_Cert_III_IV_Total,F_Cert_I_II_15_24,F_Cert_I_II_25_34,F_Cert_I_II_35_44,F_Cert_I_II_45_54,F_Cert_I_II_55_64,F_Cert_I_II_65_74,F_Cert_I_II_75_84,F_Cert_I_II_85ov,F_Cert_I_II_Total,F_Cert_Levl_nfd_15_24,F_Cert_Levl_nfd_25_34,F_Cert_Levl_nfd_35_44,F_Cert_Levl_nfd_45_54,F_Cert_Levl_nfd_55_64,F_Cert_Levl_nfd_65_74,F_Cert_Levl_nfd_75_84,F_Cert_Levl_nfd_85ov,F_Cert_Levl_nfd_Total,F_Cert_Lev_Tot_15_24,F_Cert_Lev_Tot_25_34,F_Cert_Lev_Tot_35_44,F_Cert_Lev_Tot_45_54,F_Cert_Lev_Tot_55_64,F_Cert_Lev_Tot_65_74,F_Cert_Lev_Tot_75_84,F_Cert_Lev_Tot_85ov,F_Cert_Lev_Tot_Total,F_Lev_Edu_IDes_15_24,F_Lev_Edu_IDes_25_34,F_Lev_Edu_IDes_35_44,F_Lev_Edu_IDes_45_54,F_Lev_Edu_IDes_55_64,F_Lev_Edu_IDes_65_74,F_Lev_Edu_IDes_75_84,F_Lev_Edu_IDes_85ov,F_Lev_Edu_IDes_Total,F_Lev_Edu_NS_15_24,F_Lev_Edu_NS_25_34,F_Lev_Edu_NS_35_44,F_Lev_Edu_NS_45_54,F_Lev_Edu_NS_55_64,F_Lev_Edu_NS_65_74,F_Lev_Edu_NS_75_84,F_Lev_Edu_NS_85ov,F_Lev_Edu_NS_Total,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Total,P_PGrad_Deg_15_24,P_PGrad_Deg_25_34
SSC40482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,8,0,0
SSC40483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0
SSC40485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,12,0,0,5,0,0,0,0,0,4,5,20,23,16,10,3,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,23,13,10,3,0,0,78,0,0,0,0,0,0,0,0,0,7,3,19,3,3,0,0,0,31,7,31,52,22,16,3,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,9,0,3,0,0,0,16,0,0
SSC40486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,0,0,0,10,0,0
SSC40487,0,14,14,11,7,14,12,0,76,0,0,6,5,7,5,0,0,26,22,42,20,23,39,12,12,0,176,3,3,7,6,6,14,3,0,48,5,18,8,14,17,9,3,4,72,0,0,0,3,0,0,0,0,4,0,3,0,4,0,0,0,0,10,5,18,12,21,17,9,6,4,89,0,0,0,0,4,0,0,0,8,9,5,9,15,12,4,5,4,64,41,84,67,90,84,62,43,7,483,3,9,8,6,11,9,4,0,65,0,3,9,9,5,3,0,0,28,17,42,39,24,25,27,4,3,182,3,8,8,12,19,8,6,3,70,4,9,3,8,5,3,0,0,32,3,0,0,0,0,0,0,0,3,0,0,3,3,0,3,3,0,18,10,9,5,8,10,5,3,0,50,0,0,0,0,0,3,0,0,6,4,7,6,5,7,6,5,3,47,39,74,78,68,83,64,27,6,440,3,26
SSC40488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,4,0,0,0,3,0,0
SSC40489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,3,4,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,6,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,5,0,0,22,0,0
SSC40490,0,23,25,7,5,3,0,0,64,0,3,12,4,0,3,0,0,19,17,60,57,18,7,3,3,0,175,4,23,23,14,16,15,5,0,103,22,50,41,44,49,33,17,3,265,8,7,4,3,3,0,0,0,24,3,3,3,7,3,3,0,0,26,35,63,51,56,53,35,17,3,309,3,8,8,3,0,3,0,0,26,20,13,18,12,14,13,8,10,102,82,196,191,122,100,82,31,11,804,0,38,21,3,3,0,0,0,67,0,9,4,8,0,0,0,0,18,10,87,66,27,22,10,0,0,230,9,21,28,18,31,9,4,0,120,17,34,33,39,18,4,4,0,155,3,3,5,3,3,0,0,0,21,4,6,8,12,3,3,0,0,39,24,46,46,47,29,15,8,0,210,0,3,0,3,3,3,0,0,17,14,16,23,13,16,18,10,12,122,65,217,190,120,100,49,18,18,779,3,62
SSC40491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,3,0,0,17,0,0
SSC40492,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,8,0,3,3,0,0,16,0,0,0,3,0,0,0,0,12,10,17,3,16,18,12,4,0,77,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,13,19,3,21,15,12,4,0,90,0,0,0,0,0,0,0,0,0,3,6,0,0,10,9,0,0,30,10,26,13,25,29,32,12,3,149,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,3,3,6,4,9,4,3,0,0,34,0,0,7,3,8,8,0,0,22,3,3,11,6,4,3,0,0,35,3,3,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,4,6,9,14,6,9,6,0,0,44,0,0,0,3,0,0,0,0,3,7,0,0,3,3,6,4,0,30,11,12,28,26,32,21,4,5,139,0,0
SSC40493,0,39,32,16,13,5,0,0,99,0,3,6,10,10,3,0,0,27,7,56,54,32,26,17,0,0,194,8,21,18,33,23,12,0,0,107,26,34,34,49,38,16,3,3,199,9,0,3,3,0,0,0,0,16,0,4,0,5,0,4,0,0,16,31,38,38,56,45,17,3,3,237,0,0,5,0,0,0,0,0,5,12,21,19,16,9,7,3,3,90,64,168,170,162,127,60,10,5,760,0,26,15,8,6,3,0,0,60,3,4,3,15,10,0,0,0,34,26,86,80,59,34,13,5,0,305,3,16,32,20,26,12,0,0,114,20,16,20,16,18,14,0,0,103,3,3,0,0,4,0,0,0,11,3,4,3,11,4,0,3,0,32,26,21,19,28,25,16,5,0,147,0,0,3,0,3,0,0,0,3,15,20,11,17,19,10,12,3,96,72,167,165,139,125,63,20,3,763,0,59
SSC40494,0,0,0,3,3,0,0,0,7,0,4,0,0,0,0,0,0,4,0,4,7,0,3,0,0,0,25,0,3,9,3,3,0,0,0,18,6,10,23,13,11,9,0,0,77,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,10,8,21,18,11,9,0,0,80,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,14,14,25,43,31,23,8,3,0,147,0,0,3,0,0,0,0,0,5,0,3,4,0,0,4,0,0,15,0,15,9,4,0,3,0,0,31,0,3,8,10,3,0,0,0,22,6,3,6,7,7,3,0,0,27,6,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,7,5,3,6,5,7,3,0,0,36,0,0,0,0,0,0,0,0,0,3,0,7,0,0,3,3,0,21,11,23,36,29,14,20,6,0,137,0,3
SSC40495,0,8,21,21,20,18,3,0,95,0,0,3,0,12,3,4,0,17,8,20,35,39,40,28,4,5,179,0,4,10,10,12,12,3,3,57,3,10,12,8,6,14,4,4,62,0,0,0,0,0,0,0,0,9,0,0,0,3,6,0,0,0,9,3,9,14,15,16,16,3,4,75,0,0,0,0,0,3,0,0,4,9,3,10,4,10,4,8,17,66,25,53,82,92,107,83,32,32,497,0,13,27,21,13,11,5,0,93,0,0,7,10,9,4,0,0,33,13,39,50,44,21,16,7,8,199,0,5,10,18,25,13,9,3,85,3,6,7,3,12,4,0,0,39,3,0,0,3,3,0,0,0,5,0,0,0,0,3,6,0,0,15,7,7,5,7,21,6,3,0,54,0,0,0,0,3,3,0,0,6,9,0,4,7,3,10,18,44,104,29,65,105,113,91,74,40,54,576,0,24
SSC40496,0,5,13,8,15,13,7,0,60,0,3,3,6,6,0,0,0,34,4,29,41,30,28,17,17,4,167,0,10,14,7,17,14,4,0,72,3,16,35,29,16,19,23,0,150,0,3,0,0,5,0,0,0,10,0,3,0,0,3,3,12,0,17,7,24,35,29,22,26,33,0,176,0,0,3,0,0,3,0,0,4,4,6,6,5,7,5,10,0,46,16,72,120,92,101,82,69,10,559,0,4,20,15,14,3,0,0,51,0,5,12,11,14,6,0,0,48,8,41,56,50,22,23,8,0,213,4,6,23,20,21,28,8,3,111,5,9,15,15,10,8,0,0,67,0,0,0,4,3,0,0,0,9,5,0,3,4,0,3,3,0,24,9,10,17,23,16,10,0,0,90,0,0,0,0,0,3,0,0,6,4,0,3,3,4,4,5,0,32,27,70,129,118,87,81,32,7,555,0,7
SSC40497,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0,0,0,5,0,0,0,0,8,0,9,14,11,4,4,3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,14,18,4,6,3,0,48,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,3,0,18,7,9,15,27,8,10,3,0,90,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,7,3,0,0,0,16,0,4,0,3,3,3,0,0,13,3,0,4,8,3,0,0,0,22,0,3,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,4,3,3,7,9,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,12,6,10,14,17,16,6,0,0,75,0,0
SSC40498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,8,0,0,4,0,4,0,0,0,10,6,9,18,17,18,10,0,3,86,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,10,11,18,17,23,10,0,3,95,0,0,0,0,0,0,0,0,0,5,0,7,10,6,0,0,0,24,14,12,32,29,31,15,0,3,146,0,0,3,0,0,0,0,0,3,0,0,3,3,0,0,0,0,8,0,4,8,5,3,0,0,0,26,0,3,5,10,5,0,3,0,28,8,9,0,12,8,3,0,0,41,0,0,3,0,0,0,0,0,8,3,0,0,0,3,0,0,0,9,9,12,5,12,6,5,0,0,58,0,0,0,0,3,0,0,0,3,3,3,3,3,4,3,3,0,23,17,19,26,35,18,5,3,0,134,0,0
SSC40499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40500,0,23,26,13,30,9,8,0,108,0,3,5,3,6,0,5,0,29,8,56,54,34,49,33,15,3,244,0,16,19,21,32,30,13,6,134,19,47,31,32,45,36,24,15,242,0,3,0,0,3,0,0,0,11,0,3,0,5,8,13,0,0,33,22,49,31,39,57,45,24,11,278,0,0,0,3,4,0,3,0,13,8,23,23,33,33,24,17,9,163,33,164,158,149,200,156,83,33,972,0,24,31,8,23,19,6,3,117,3,8,3,5,17,12,0,0,50,19,93,72,29,28,34,12,6,293,5,20,24,18,34,34,14,9,151,18,28,13,14,21,9,4,5,114,6,9,4,4,4,3,0,0,23,4,0,6,5,4,9,6,4,33,26,32,24,19,33,23,10,7,170,0,0,7,0,4,8,0,0,14,23,27,21,17,43,36,26,19,211,76,211,179,101,172,157,71,45,1008,0,49
SSC40501,0,22,18,12,13,7,0,0,74,0,4,3,11,9,6,4,0,35,20,60,56,59,57,28,3,0,283,4,21,36,31,33,30,11,0,167,26,54,52,58,49,33,21,6,297,3,3,3,3,0,0,3,0,16,0,0,4,3,14,3,0,0,36,27,60,64,66,64,37,28,4,343,0,0,0,0,0,3,0,0,9,5,27,24,12,12,10,8,3,100,62,190,204,182,194,110,57,9,1014,0,18,20,11,11,4,0,0,73,3,11,14,10,17,6,0,0,53,31,116,94,65,65,20,9,0,397,9,18,36,37,39,27,12,0,170,28,32,29,25,26,8,3,0,154,0,4,3,0,0,3,0,0,12,3,0,9,11,14,0,3,0,43,25,31,40,41,44,13,4,0,206,0,0,3,0,0,0,0,0,6,5,20,13,10,15,16,21,13,116,69,212,216,171,198,94,45,14,1026,0,38
SSC40502,0,35,32,25,23,11,3,0,120,0,8,11,12,6,6,3,0,47,15,122,90,60,57,47,16,8,413,13,37,65,57,61,40,9,0,279,54,127,84,102,87,74,29,10,562,5,8,3,0,0,0,0,0,21,0,5,6,3,10,6,7,0,45,64,138,100,107,98,76,34,10,628,0,0,5,5,4,0,3,0,24,27,45,30,26,43,30,24,9,231,115,377,325,292,297,213,89,31,1745,0,34,43,30,15,9,0,0,128,0,11,27,16,25,9,0,0,88,40,186,125,74,76,27,13,7,546,21,52,54,74,64,33,10,3,310,38,69,34,46,39,19,8,3,261,8,6,6,5,3,7,0,0,33,10,3,12,13,15,9,4,3,66,54,81,57,64,54,38,10,4,362,3,3,3,6,3,8,0,0,19,36,36,25,33,40,41,31,15,261,147,407,333,297,266,167,75,31,1721,0,69
SSC40503,0,9,13,10,21,8,4,3,67,0,3,4,4,4,7,0,0,22,7,27,36,37,38,18,5,3,175,3,18,6,24,25,18,10,3,104,12,20,14,28,31,16,6,4,131,0,3,3,0,0,0,0,0,13,0,3,3,6,7,7,0,0,23,12,27,24,35,38,26,6,4,165,0,3,0,0,0,0,0,0,10,7,10,5,3,7,24,12,24,85,34,87,95,120,127,95,34,36,629,0,13,22,10,18,6,4,0,75,0,0,5,11,9,4,0,0,36,16,47,41,36,47,27,10,3,224,9,17,16,29,15,19,10,0,110,11,17,10,19,17,6,3,0,86,3,0,0,5,0,0,0,0,5,0,0,5,4,7,3,0,3,20,12,22,15,24,20,9,3,4,113,0,0,3,3,0,0,0,0,13,10,4,14,4,8,17,27,73,159,44,108,107,122,122,92,53,86,723,0,17
SSC40504,0,15,14,20,12,8,5,0,72,0,7,8,15,8,6,0,3,50,23,71,81,55,44,27,15,4,322,5,19,46,42,37,35,14,3,194,49,77,90,83,69,68,41,18,484,0,6,8,0,0,4,0,0,21,0,5,4,3,10,5,0,0,33,47,86,101,85,85,76,44,16,533,0,3,0,3,5,0,0,0,13,12,10,14,16,18,12,27,35,142,89,208,263,230,217,158,99,64,1326,0,25,23,32,5,3,3,0,93,0,12,23,17,25,9,0,0,82,33,123,103,53,57,31,9,3,415,10,35,61,55,54,21,14,7,257,23,57,42,41,35,19,3,7,232,3,5,5,3,0,0,0,0,24,0,5,5,10,10,12,4,3,48,31,69,54,57,45,29,9,7,301,0,0,0,3,3,7,6,3,24,13,18,25,20,18,23,33,71,210,91,287,287,232,210,121,76,96,1395,0,46
SSC40505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,3,3,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,13,0,0
SSC40506,0,20,28,24,3,12,3,4,103,0,7,3,4,4,5,0,0,20,14,43,48,50,20,18,8,8,210,6,5,11,11,12,14,11,10,80,3,8,12,15,15,4,13,12,98,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,3,0,18,3,10,18,19,16,10,21,13,119,0,0,0,0,0,0,3,3,7,10,7,10,11,6,14,3,5,68,36,89,118,121,65,70,49,49,600,0,18,35,16,13,14,3,0,96,0,8,4,3,4,8,0,3,33,3,55,73,47,23,29,18,14,271,0,12,18,18,23,19,20,11,126,5,10,9,8,4,4,7,6,53,0,0,4,0,4,3,0,0,9,4,4,3,4,3,8,12,4,33,10,19,19,17,12,9,17,6,97,0,0,0,0,3,0,3,3,15,4,11,10,6,14,6,22,20,98,24,123,152,111,86,93,88,65,735,0,40
SSC40507,0,16,27,21,20,9,3,4,98,0,4,6,8,5,3,0,0,28,6,36,41,46,46,40,17,0,230,0,3,8,16,16,17,13,0,72,8,13,6,10,9,5,9,0,61,0,0,0,0,0,0,0,0,5,0,0,3,0,3,4,4,0,18,6,9,5,13,17,10,15,0,78,0,0,0,3,0,0,0,0,8,3,7,3,4,0,4,3,0,33,26,75,94,108,103,86,53,9,543,0,19,20,10,18,4,0,0,75,0,0,3,8,18,5,3,0,39,9,33,59,42,39,27,12,0,223,0,8,10,13,22,26,14,0,98,3,7,5,11,3,12,0,0,39,0,0,0,0,0,0,0,0,3,0,0,0,4,10,5,3,3,25,6,9,11,13,9,17,3,5,72,0,3,0,3,0,3,0,0,10,8,3,3,6,8,3,6,11,47,23,75,114,102,102,86,39,15,563,3,32
