SSC_CODE_2016,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,M_GradDip_and_GradCert_75_84,M_GradDip_and_GradCert_85ov,M_GradDip_and_GradCert_Total,M_BachDeg_15_24,M_BachDeg_25_34,M_BachDeg_35_44,M_BachDeg_45_54,M_BachDeg_55_64,M_BachDeg_65_74,M_BachDeg_75_84,M_BachDeg_85ov,M_BachDeg_Total,M_AdvDip_and_Dip_15_24,M_AdvDip_and_Dip_25_34,M_AdvDip_and_Dip_35_44,M_AdvDip_and_Dip_45_54,M_AdvDip_and_Dip_55_64,M_AdvDip_and_Dip_65_74,M_AdvDip_and_Dip_75_84,M_AdvDip_and_Dip_85ov,M_AdvDip_and_Dip_Total,M_Cert_III_IV_15_24,M_Cert_III_IV_25_34,M_Cert_III_IV_35_44,M_Cert_III_IV_45_54,M_Cert_III_IV_55_64,M_Cert_III_IV_65_74,M_Cert_III_IV_75_84,M_Cert_III_IV_85ov,M_Cert_III_IV_Total,M_Cert_I_II_15_24,M_Cert_I_II_25_34,M_Cert_I_II_35_44,M_Cert_I_II_45_54,M_Cert_I_II_55_64,M_Cert_I_II_65_74,M_Cert_I_II_75_84,M_Cert_I_II_85ov,M_Cert_I_II_Total,M_Cert_Levl_nfd_15_24,M_Cert_Levl_nfd_25_34,M_Cert_Levl_nfd_35_44,M_Cert_Levl_nfd_45_54,M_Cert_Levl_nfd_55_64,M_Cert_Levl_nfd_65_74,M_Cert_Levl_nfd_75_84,M_Cert_Levl_nfd_85ov,M_Cert_Levl_nfd_Total,M_Cert_Lev_Tot_15_24,M_Cert_Lev_Tot_25_34,M_Cert_Lev_Tot_35_44,M_Cert_Lev_Tot_45_54,M_Cert_Lev_Tot_55_64,M_Cert_Lev_Tot_65_74,M_Cert_Lev_Tot_75_84,M_Cert_Lev_Tot_85ov,M_Cert_Lev_Tot_Total,M_Lev_Edu_IDes_15_24,M_Lev_Edu_IDes_25_34,M_Lev_Edu_IDes_35_44,M_Lev_Edu_IDes_45_54,M_Lev_Edu_IDes_55_64,M_Lev_Edu_IDes_65_74,M_Lev_Edu_IDes_75_84,M_Lev_Edu_IDes_85ov,M_Lev_Edu_IDes_Total,M_Lev_Edu_NS_15_24,M_Lev_Edu_NS_25_34,M_Lev_Edu_NS_35_44,M_Lev_Edu_NS_45_54,M_Lev_Edu_NS_55_64,M_Lev_Edu_NS_65_74,M_Lev_Edu_NS_75_84,M_Lev_Edu_NS_85ov,M_Lev_Edu_NS_Total,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Total,F_PGrad_Deg_15_24,F_PGrad_Deg_25_34,F_PGrad_Deg_35_44,F_PGrad_Deg_45_54,F_PGrad_Deg_55_64,F_PGrad_Deg_65_74,F_PGrad_Deg_75_84,F_PGrad_Deg_85ov,F_PGrad_Deg_Total,F_GradDip_and_GradCert_15_24,F_GradDip_and_GradCert_25_34,F_GradDip_and_GradCert_35_44,F_GradDip_and_GradCert_45_54,F_GradDip_and_GradCert_55_64,F_GradDip_and_GradCert_65_74,F_GradDip_and_GradCert_75_84,F_GradDip_and_GradCert_85ov,F_GradDip_and_GradCert_Total,F_BachDeg_15_24,F_BachDeg_25_34,F_BachDeg_35_44,F_BachDeg_45_54,F_BachDeg_55_64,F_BachDeg_65_74,F_BachDeg_75_84,F_BachDeg_85ov,F_BachDeg_Total,F_AdvDip_and_Dip_15_24,F_AdvDip_and_Dip_25_34,F_AdvDip_and_Dip_35_44,F_AdvDip_and_Dip_45_54,F_AdvDip_and_Dip_55_64,F_AdvDip_and_Dip_65_74,F_AdvDip_and_Dip_75_84,F_AdvDip_and_Dip_85ov,F_AdvDip_and_Dip_Total,F_Cert_III_IV_15_24,F_Cert_III_IV_25_34,F_Cert_III_IV_35_44,F_Cert_III_IV_45_54,F_Cert_III_IV_55_64,F_Cert_III_IV_65_74,F_Cert_III_IV_75_84,F_Cert_III_IV_85ov,F_Cert_III_IV_Total,F_Cert_I_II_15_24,F_Cert_I_II_25_34,F_Cert_I_II_35_44,F_Cert_I_II_45_54,F_Cert_I_II_55_64,F_Cert_I_II_65_74,F_Cert_I_II_75_84,F_Cert_I_II_85ov,F_Cert_I_II_Total,F_Cert_Levl_nfd_15_24,F_Cert_Levl_nfd_25_34,F_Cert_Levl_nfd_35_44,F_Cert_Levl_nfd_45_54,F_Cert_Levl_nfd_55_64,F_Cert_Levl_nfd_65_74,F_Cert_Levl_nfd_75_84,F_Cert_Levl_nfd_85ov,F_Cert_Levl_nfd_Total,F_Cert_Lev_Tot_15_24,F_Cert_Lev_Tot_25_34,F_Cert_Lev_Tot_35_44,F_Cert_Lev_Tot_45_54,F_Cert_Lev_Tot_55_64,F_Cert_Lev_Tot_65_74,F_Cert_Lev_Tot_75_84,F_Cert_Lev_Tot_85ov,F_Cert_Lev_Tot_Total,F_Lev_Edu_IDes_15_24,F_Lev_Edu_IDes_25_34,F_Lev_Edu_IDes_35_44,F_Lev_Edu_IDes_45_54,F_Lev_Edu_IDes_55_64,F_Lev_Edu_IDes_65_74,F_Lev_Edu_IDes_75_84,F_Lev_Edu_IDes_85ov,F_Lev_Edu_IDes_Total,F_Lev_Edu_NS_15_24,F_Lev_Edu_NS_25_34,F_Lev_Edu_NS_35_44,F_Lev_Edu_NS_45_54,F_Lev_Edu_NS_55_64,F_Lev_Edu_NS_65_74,F_Lev_Edu_NS_75_84,F_Lev_Edu_NS_85ov,F_Lev_Edu_NS_Total,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Total,P_PGrad_Deg_15_24,P_PGrad_Deg_25_34
SSC41180,0,0,3,0,3,5,3,0,20,0,0,0,0,6,9,0,0,17,0,0,14,10,14,31,7,3,72,0,3,3,8,16,21,18,3,78,13,19,23,35,40,36,31,5,199,0,3,3,3,0,3,0,0,12,0,0,0,3,0,3,12,0,26,13,25,25,39,43,40,41,8,235,0,0,0,0,0,0,0,0,3,5,9,9,5,18,24,26,19,116,16,35,59,67,107,136,102,37,542,0,3,5,3,7,3,4,0,23,0,0,4,3,12,9,0,0,26,3,10,19,13,24,31,9,0,106,0,5,13,7,28,16,11,0,88,6,10,18,17,25,9,8,0,92,9,7,0,0,3,0,0,0,18,0,5,3,4,9,10,4,0,39,10,19,20,29,28,24,9,4,144,0,0,0,0,4,5,0,0,11,8,8,9,3,20,27,40,42,151,25,39,68,60,116,113,79,47,548,0,3
SSC41181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,11,0,0
SSC41182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,7,5,3,8,15,14,3,0,54,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,5,5,3,5,14,11,3,0,59,0,0,0,0,0,0,0,0,3,0,0,3,3,3,7,7,0,23,8,7,3,16,23,25,8,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,15,0,0,0,5,7,3,0,0,18,0,3,3,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,8,0,3,5,6,3,0,0,0,25,0,0,0,0,0,0,0,0,3,3,0,0,0,3,11,4,0,21,7,3,14,17,22,16,3,0,82,0,0
SSC41183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
SSC41184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,10,0,0,0,4,0,3,0,0,11,7,3,11,12,13,15,4,0,68,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,14,7,5,11,19,22,22,4,0,79,0,0,0,0,0,0,0,0,0,0,0,0,8,4,9,0,0,20,7,12,16,26,26,38,7,3,130,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,5,6,3,6,0,0,0,22,0,3,0,5,7,6,0,0,22,0,0,4,10,9,5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,14,5,8,0,0,37,0,0,0,0,0,0,0,0,0,0,5,4,0,8,9,0,0,26,4,17,13,18,28,22,4,0,112,0,0
SSC41185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,5,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,9,0,0
SSC41186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,0
SSC41187,0,15,14,9,6,4,0,0,51,0,6,6,9,10,4,0,0,45,10,64,71,63,50,24,8,4,294,3,37,46,59,68,46,15,3,289,125,340,272,274,237,166,78,22,1515,20,21,27,10,14,6,3,0,99,6,19,22,24,22,13,5,3,111,152,379,323,305,266,185,86,27,1727,3,17,9,4,7,5,0,0,48,91,77,74,101,103,99,73,20,630,260,601,537,557,515,372,186,57,3078,0,14,15,10,9,11,0,0,62,3,18,18,25,20,23,0,0,106,41,170,123,101,83,50,15,3,595,20,62,81,97,99,44,16,4,435,97,205,187,138,122,35,12,3,802,24,38,28,15,14,5,0,0,130,6,20,22,29,22,15,8,0,122,131,266,232,179,159,58,15,3,1052,3,6,7,7,8,5,5,4,43,83,73,77,91,106,86,98,50,659,283,609,563,507,486,275,152,72,2947,0,25
SSC41188,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,0,8,0,0,0,0,4,3,0,0,13,5,20,21,20,18,8,3,0,106,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,8,9,19,25,22,20,11,9,0,117,0,0,0,0,0,0,0,0,0,4,8,8,14,8,12,4,3,58,13,23,36,40,37,26,11,3,197,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,6,0,0,11,3,3,3,3,0,18,3,0,6,3,4,3,0,0,21,3,8,7,8,6,3,0,0,40,3,0,0,0,3,0,0,0,11,0,3,7,0,4,3,0,0,14,3,11,14,6,15,8,0,0,62,0,0,0,0,0,0,0,0,0,6,3,3,10,6,10,3,8,55,13,19,33,24,33,28,6,4,161,0,0
SSC41189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,0,7,5,0,0,6,4,9,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,4,13,0,0,27,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,11,5,3,3,8,6,18,4,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,9,0,0,0,0,3,0,0,0,5,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,8,4,4,5,0,7,7,3,3,35,0,0
SSC41190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,10,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,3,0,0,9,0,0
SSC41191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,5,6,3,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5,3,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,3,8,13,6,8,0,40,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,7,0,0,0,0,6,0,5,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,12,0,8,0,12,7,11,3,0,44,0,0
SSC41192,0,3,0,0,3,0,0,0,11,0,0,4,9,5,4,0,0,20,3,15,29,17,15,7,0,0,84,0,7,10,24,21,15,3,0,83,24,40,63,65,60,33,30,10,336,4,3,0,0,0,0,0,0,13,0,0,3,9,3,3,4,0,20,27,41,69,74,69,42,32,10,371,0,0,0,0,0,0,0,0,3,8,11,16,17,11,19,28,34,142,40,76,127,138,134,81,76,44,712,0,5,6,9,8,0,0,0,30,0,7,6,9,9,0,0,0,40,3,24,46,24,31,17,4,0,142,3,11,22,34,33,15,4,0,124,23,27,33,39,32,18,7,0,178,3,3,3,0,4,5,0,0,22,0,0,4,10,6,8,4,0,29,29,39,36,45,48,27,9,0,225,0,0,0,3,5,0,3,0,9,7,7,20,15,14,22,35,46,169,37,97,141,137,148,82,53,50,742,0,12
SSC41193,0,0,3,3,0,0,0,0,13,0,3,0,0,5,3,0,0,10,6,17,26,7,13,10,0,0,81,0,14,22,22,18,11,7,0,93,24,62,84,72,54,63,28,3,389,4,0,0,3,4,0,0,0,9,3,0,0,5,3,5,0,0,23,28,68,90,77,62,64,28,4,420,0,0,3,3,0,3,0,0,12,15,13,22,12,7,15,6,0,89,50,115,162,128,108,105,39,8,717,0,8,11,8,9,0,0,0,29,0,4,3,3,10,0,0,0,19,12,40,30,17,24,5,3,3,132,8,22,37,23,21,11,3,0,135,28,34,35,38,12,10,4,0,160,4,5,0,3,4,0,3,0,21,3,0,7,6,8,3,3,0,29,35,41,46,47,22,13,8,0,214,0,0,0,3,0,3,0,0,9,15,16,17,11,19,15,4,0,105,71,129,134,117,101,60,21,3,633,0,8
SSC41194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,15,0,0
SSC41195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,0,0,0,0,0,3,0,0,3,0,0,0,4,0,3,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,0,9,8,4,8,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,11,3,4,4,3,3,0,4,6,27,0,0
SSC41196,0,3,0,4,4,3,0,0,19,0,0,3,3,0,0,0,0,7,11,14,15,9,8,3,0,0,66,0,10,6,19,20,6,0,3,69,34,63,71,84,81,53,33,8,419,3,4,6,0,0,0,0,0,15,3,0,3,6,3,4,4,0,14,41,69,75,94,87,53,37,8,456,0,0,0,0,0,7,0,0,8,19,15,20,18,20,16,9,8,142,69,114,124,155,140,94,44,20,762,0,3,3,5,0,0,0,0,11,0,3,6,6,8,0,0,0,21,21,43,20,26,23,3,5,0,138,3,21,20,31,25,7,3,0,109,34,45,47,35,30,13,4,0,209,7,9,12,7,7,0,0,0,38,4,0,3,10,3,8,0,0,31,48,60,60,51,39,17,6,0,278,0,0,0,3,5,0,0,0,16,21,16,20,26,17,28,22,11,144,94,138,129,138,123,51,30,11,718,0,8
SSC41197,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,3,3,4,5,4,0,0,21,0,3,4,3,5,0,3,0,21,17,31,34,45,46,28,15,3,221,8,9,3,5,0,0,0,0,23,0,3,4,4,0,3,0,0,11,23,37,43,52,47,29,11,3,257,0,0,0,0,0,3,0,3,7,17,14,11,21,23,15,13,3,112,42,65,60,81,78,53,30,11,421,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,5,13,4,8,6,8,0,0,45,3,5,7,7,13,13,3,0,50,20,30,34,32,21,8,0,0,142,5,6,4,3,0,0,0,0,21,0,3,6,3,7,3,0,0,18,31,42,46,37,19,8,0,0,186,0,0,3,0,0,0,0,0,8,20,12,15,16,18,29,29,7,141,51,76,76,68,66,55,38,11,435,0,3
SSC41198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,8,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0
SSC41199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,10,0,3,4,10,11,9,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,10,13,14,3,0,44,0,0,0,0,0,0,0,0,3,0,0,0,7,0,7,6,0,24,0,4,6,11,15,21,11,3,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,0,12,0,0,4,4,3,3,3,0,16,0,3,0,3,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,4,0,0,5,12,0,0,17,0,9,8,10,14,16,10,0,61,0,0
SSC41200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,5,0,0,0,3,3,3,0,0,18,0,6,3,7,14,33,10,0,81,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,5,0,6,7,7,20,34,15,0,89,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,8,0,23,0,10,5,14,25,50,29,4,136,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,5,6,3,0,22,0,0,0,3,8,4,0,0,18,0,7,0,3,9,3,0,0,21,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,0,5,4,3,6,6,0,0,32,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,9,0,15,5,9,7,12,26,23,13,4,93,0,0
SSC41201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,8,0,5,4,0,0,3,0,0,10,5,11,13,10,10,13,0,0,63,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,3,5,11,13,13,10,17,0,0,75,0,0,0,0,0,0,0,0,3,4,3,7,3,3,6,3,0,26,11,21,27,19,13,18,4,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,13,0,0,0,0,3,3,0,0,7,4,5,10,6,3,0,0,0,21,0,0,0,3,0,0,0,0,6,0,3,0,3,0,0,0,0,8,4,5,7,13,3,0,0,0,35,0,0,0,0,0,0,0,0,3,0,3,0,8,5,4,3,4,26,6,13,17,17,8,11,3,4,81,0,0
SSC41202,0,0,3,4,3,3,7,0,18,0,0,7,3,0,0,0,0,5,0,14,10,11,9,7,3,0,58,0,3,0,8,12,0,9,0,32,19,21,23,46,36,15,21,4,191,6,0,0,3,3,0,0,0,10,0,3,4,0,5,4,0,0,18,22,28,27,48,40,19,21,4,217,0,0,0,0,0,3,0,0,7,18,10,3,11,5,10,11,0,63,42,48,59,89,70,54,40,3,395,0,3,5,3,10,3,0,0,16,0,4,3,4,4,3,0,0,18,9,19,25,20,20,19,0,0,106,3,4,14,22,10,14,4,0,79,19,14,31,23,17,3,3,0,108,0,3,4,3,0,0,0,0,10,0,8,3,4,3,5,0,0,21,23,24,42,30,21,10,5,0,141,0,0,0,0,0,0,0,0,3,10,7,11,14,6,18,8,3,81,45,63,97,87,67,65,23,8,459,0,3
SSC41203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,6,11,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,11,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,13,3,0,5,0,14,8,5,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,11,0,4,0,0,8,11,3,0,24,0,0
SSC41205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
