SSC_CODE_2016,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
SSC41100,52,1733,725,300,1666,0.7,1312,2.3
SSC41101,38,1700,503,245,1376,0.8,1013,2.2
SSC41102,38,2000,861,350,2288,0.9,1665,2.3
SSC41103,0,0,0,0,0,0,0,0
SSC41104,36,972,677,180,1406,0.7,1093,2.1
SSC41105,49,542,550,0,1208,0.6,1031,2.7
SSC41106,32,455,487,0,1125,1,1042,2.9
SSC41107,48,1517,569,290,1413,0.8,1153,2.3
SSC41108,45,563,440,138,1125,0.7,928,2.4
SSC41109,46,867,575,0,1875,0.7,1375,2.2
SSC41110,37,1603,671,275,1590,0.8,1142,2
SSC41111,38,1561,563,300,1578,0.8,1208,2.3
SSC41112,46,600,396,63,1017,0.7,725,2.3
SSC41113,42,1200,537,0,1166,1,1625,2.9
SSC41114,48,0,442,0,949,0.7,1375,2.3
SSC41115,41,1400,575,0,1749,0.7,1375,3
SSC41116,54,1200,587,25,1666,0.7,1542,2.2
SSC41117,64,650,374,0,850,0.6,668,1.7
SSC41118,58,1517,575,170,1687,0.6,762,2
SSC41119,0,0,0,0,0,0,0,1
SSC41120,40,1400,517,288,1190,0.8,896,2.2
SSC41121,44,1861,469,253,1266,0.9,1395,3.1
SSC41122,50,1250,585,200,1197,0.7,1007,2.2
SSC41123,40,1473,463,200,1357,0.9,1024,2.5
SSC41124,43,1000,673,175,1429,0.8,1170,2.3
SSC41125,46,776,687,50,1771,0.9,1228,2.3
SSC41126,43,1560,729,270,1890,0.8,1680,2.7
SSC41127,47,1560,793,220,1708,0.8,1468,2.4
SSC41128,57,1400,659,0,1350,1.2,1274,2
SSC41129,41,433,691,0,1392,0.6,1339,2.5
SSC41130,54,563,429,140,869,0.7,686,1.9
SSC41131,39,1500,690,280,1388,0.8,1026,2.1
SSC41132,45,0,624,48,1208,0.7,1093,2.2
SSC41133,38,0,762,0,1562,0.7,1375,2.4
SSC41134,34,0,820,80,1625,0.9,1542,2.4
SSC41135,44,1896,687,0,1874,0.8,1374,2.6
SSC41136,51,2739,840,0,2050,0.6,1749,2.3
SSC41137,44,2167,881,305,2403,0.8,2109,2.8
SSC41138,33,0,762,0,1937,0.2,1562,1
SSC41139,43,2000,784,0,1625,0.9,1374,2
SSC41140,53,0,769,0,0,0.5,899,2
SSC41141,58,0,1375,0,0,0,2374,2
SSC41142,0,0,0,0,0,0,0,0
SSC41143,53,924,550,115,1458,0.5,1292,2
SSC41144,52,1000,391,220,899,0.8,725,1.8
SSC41145,48,1300,556,0,1312,0.7,1275,2.7
SSC41146,30,0,1083,0,1875,0.6,1749,2.2
SSC41147,44,2000,850,233,1937,0.9,1812,3
SSC41148,64,1268,412,150,885,0.7,814,1.9
SSC41149,45,650,618,150,1520,0.8,1108,2.2
SSC41150,26,0,328,60,725,1.3,1699,4.6
SSC41151,45,260,833,0,2250,0.8,1875,2.5
SSC41152,38,941,769,0,2042,0.9,1875,2.4
SSC41153,34,1600,629,270,1503,0.9,1175,2.3
SSC41154,36,1706,624,288,1681,0.8,1194,2.3
SSC41155,35,0,1125,340,2250,0.6,1875,1.7
SSC41156,54,0,524,0,1125,0.8,1062,1.6
SSC41157,49,934,463,170,1042,0.7,850,2.1
SSC41158,37,0,319,90,574,0.7,374,2.1
SSC41159,56,0,575,0,1375,0.8,1375,2.5
SSC41160,46,1083,575,165,1312,0.7,1093,2.5
SSC41161,60,1408,472,231,1083,0.7,954,2.1
SSC41162,25,0,0,0,0,0,0,0
SSC41163,48,4409,743,75,1916,0.7,1958,2.3
SSC41164,26,0,524,80,1375,1,1374,2.3
SSC41165,45,390,509,60,1281,1.1,774,2.7
SSC41166,49,819,407,175,900,0.6,833,2.2
SSC41167,34,0,599,0,1687,0.6,1062,1.9
SSC41168,45,217,624,0,1333,0.8,1291,2.7
SSC41169,53,0,700,0,1624,0.6,1625,2
SSC41170,34,1515,643,150,1474,0.7,1312,2.7
SSC41171,38,1300,494,275,1259,0.8,1026,2.5
SSC41172,60,0,537,0,0,0,0,0
SSC41173,44,1526,525,215,1343,0.8,861,1.9
SSC41174,0,0,0,0,0,0,0,0
SSC41175,41,1083,546,175,1203,0.7,941,2.2
SSC41176,40,1300,651,185,1460,0.7,1233,2.4
SSC41177,54,0,274,0,1062,0,1062,2
SSC41178,60,1185,496,200,1215,0.7,850,2
SSC41179,19,0,575,0,0,0,0,0
SSC41180,60,1200,495,250,1036,0.7,869,2.1
SSC41181,44,1867,545,230,1562,0.8,1583,2.9
SSC41182,57,990,420,150,1007,0.7,765,2
SSC41183,54,0,543,0,0,0.7,725,1
SSC41184,55,1343,531,280,1270,0.7,1092,2.2
SSC41185,64,0,437,0,749,0.5,714,1.5
SSC41186,51,705,450,0,875,0.6,784,1.8
SSC41187,40,1300,603,220,1399,0.8,1082,2.3
SSC41188,50,1200,531,150,1414,0.8,1057,2.2
SSC41189,52,997,462,225,919,0.8,764,2.2
SSC41190,63,1306,394,0,900,0.6,706,1.6
SSC41191,58,1239,497,150,1231,0.7,900,1.9
SSC41192,45,1517,570,280,1437,0.8,1044,2.3
SSC41193,40,1517,609,320,1465,0.8,1298,2.5
SSC41194,42,1500,550,0,1687,0.8,1674,2.5
SSC41195,77,0,441,148,933,0.7,687,1.4
SSC41196,42,1083,497,192,1286,0.7,965,2.3
SSC41197,44,758,424,165,905,0.7,712,2.1
SSC41198,64,0,369,0,900,0.6,840,1.6
SSC41199,61,1300,490,170,1057,0.6,878,1.9
SSC41200,65,1083,478,200,959,0.6,790,1.8
SSC41201,40,867,591,200,1174,0.8,939,2.4
SSC41202,43,1300,596,280,1343,0.7,1009,2.3
SSC41203,24,0,866,0,0,0,0,0
SSC41204,57,960,422,160,974,0.7,747,1.8
SSC41205,5,0,0,0,0,0,0,0
SSC41206,37,1900,727,300,2054,0.9,1567,2.5
SSC41207,43,2000,669,230,1437,0.7,1300,2.7
SSC41208,26,0,298,75,725,1.4,1093,4.2
SSC41209,59,0,1125,0,0,0.5,1125,1.5
SSC41210,46,1000,575,0,1499,0.8,1062,2.5
SSC41211,61,0,442,0,774,0.7,725,1.7
SSC41212,0,0,0,0,0,0,0,0
SSC41213,55,0,458,0,1375,0.6,725,1.8
SSC41214,41,1149,618,240,1474,0.7,1354,2.5
SSC41215,35,723,575,0,1749,0.6,1624,2
SSC41216,33,705,956,110,2250,0.7,1812,2.5
SSC41217,40,0,680,100,2249,0.8,1583,2.2
SSC41218,44,1467,519,245,1289,0.8,891,2.1
SSC41219,34,0,1031,0,0,0,0,0
SSC41220,50,1000,522,172,1236,0.7,911,2.1
SSC41221,52,1300,619,0,1374,0.5,1125,2.1
SSC41222,52,1170,635,120,1388,0.8,1318,2.5
SSC41223,46,834,543,190,1187,0.8,1089,2.8
SSC41224,49,255,575,0,1174,0.9,1312,3
SSC41225,54,0,575,0,0,0.8,725,1.6
SSC41226,43,1615,687,0,1718,0.9,1625,3
SSC41227,43,1300,619,250,1625,0.9,1406,2.4
SSC41228,50,597,417,150,850,0.7,725,2.3
SSC41229,39,1517,712,310,1758,0.8,1537,2.7
SSC41230,37,600,711,0,1468,0.7,1312,2.5
SSC41231,46,1346,601,100,1375,1,1339,2.5
SSC41232,65,0,344,0,0,0,0,0
SSC41233,30,1733,811,300,1933,0.8,1838,2.9
SSC41234,42,1083,659,123,1674,0.7,1238,2.5
SSC41235,43,991,494,178,1109,0.8,883,2.2
SSC41236,41,991,562,180,1360,0.8,1255,2.7
SSC41237,45,1300,604,190,1403,0.7,1343,2.6
SSC41238,44,1083,601,164,1534,0.8,1298,2.6
SSC41239,35,1600,461,220,1113,0.8,854,2.2
SSC41240,37,1300,586,300,1342,0.7,1131,2.4
SSC41241,43,1408,583,300,1417,0.8,1146,2.3
SSC41242,56,1289,527,0,1231,0.7,1180,2.2
SSC41243,36,1684,633,281,1492,0.8,1156,2.2
SSC41244,42,1471,579,295,1408,0.7,1112,2.3
SSC41245,34,1625,624,270,1679,0.8,1176,2.2
SSC41246,44,1083,486,170,1268,0.7,892,2.2
SSC41247,42,1300,558,165,1527,0.7,1149,2.5
SSC41248,45,1300,661,243,1630,0.7,1286,2.6
SSC41249,54,0,700,0,1374,0,1312,2.4
SSC41250,54,1081,504,200,1135,0.7,893,2.1
SSC41251,52,1300,636,220,1416,0.6,1038,2.1
SSC41252,56,433,440,122,974,0.6,746,2
SSC41253,30,0,350,0,0,0,0,1
SSC41254,46,1610,418,100,1305,0.9,1224,2.7
SSC41255,45,1083,569,100,1458,0.8,1292,2.6
SSC41256,42,906,626,0,1375,0.9,1281,2.5
SSC41257,58,0,312,0,725,0.5,549,2
SSC41258,0,0,0,0,0,0,0,0
SSC41259,62,0,433,0,1124,0.9,900,2.4
SSC41260,43,2253,941,350,2777,0.8,2060,2.5
SSC41261,46,1400,687,130,1708,0.8,1388,2.7
SSC41262,36,1244,601,215,1424,0.8,900,2.3
SSC41263,40,1389,536,240,1328,0.8,1002,2.2
SSC41264,36,1582,730,280,2005,0.8,1770,3
SSC41265,48,1950,897,350,2387,0.8,1907,2.5
SSC41266,43,1733,597,325,1712,0.8,1364,2.6
SSC41267,43,2221,758,150,1850,0.8,1625,2.7
SSC41268,30,2000,1547,198,2760,0.8,2477,2.7
SSC41269,39,1603,574,270,1382,0.8,1037,2.2
SSC41270,43,2000,837,305,2357,0.8,1815,2.6
SSC41271,42,650,743,0,1781,0.6,1125,2
SSC41272,35,0,1375,0,3374,1.5,3374,3.7
SSC41273,52,843,496,183,1098,0.7,842,2.1
SSC41274,37,0,762,0,0,0.5,1125,2
SSC41275,38,1213,450,230,1042,0.9,837,2.3
SSC41276,36,1300,463,250,1156,0.9,980,2.6
SSC41277,40,1300,510,265,1238,0.8,1010,2.4
SSC41278,38,1582,720,300,1828,0.8,1633,2.8
SSC41279,34,1200,462,240,1065,0.8,920,2.5
SSC41280,42,1300,516,250,1217,0.8,1044,2.5
SSC41281,39,1387,501,251,1293,0.7,1079,2.5
SSC41282,84,0,434,0,0,0.9,471,1.2
SSC41283,50,0,487,0,1312,0.6,1125,2.3
SSC41284,37,1517,706,70,2100,1.1,2050,2.8
SSC41285,61,0,425,0,0,0.5,0,2
SSC41286,47,1701,659,200,1718,0.8,1687,2.6
SSC41287,40,0,385,0,1375,0.5,900,2
SSC41288,47,1473,575,200,1531,0.8,1375,2.6
