SSC_CODE_2016,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
SSC40234,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40235,0,0,0,3,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,5,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,3,0,0,0,19,3,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,3,8,5,5,3,3,0,31,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40236,12,26,75,67,58,59,9,0,0,307,10,10,10,3,13,7,16,3,0,75,0,4,3,7,0,5,3,0,0,15,3,0,0,0,0,3,0,0,0,8,24,40,86,73,74,73,30,8,0,409,0,3,3,7,5,0,0,0,0,15,0,3,0,0,0,0,0,0,0,5,0,4,3,8,5,3,0,0,0,20,25,45,93,78,82,74,30,8,0,426,35,13,10,8,16,15,55,38,13,195,5,8,18,16,7,15,16,7,3,90,65,57,123,99,95,105,97,48,13,713,3,29,36,33,41,35,9,0,0,188,17,4,40,39,28,23,15,0,0,172,0,0,6,4,0,8,0,0,0,23,0,0,3,3,0,0,0,0,0,11,20,38,91,83,82,63,22,0,0,396,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,10
SSC40237,0,4,10,5,3,5,0,0,0,31,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,12,8,6,8,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,12,8,8,10,0,0,0,43,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,10,8,8,6,3,0,0,47,0,0,6,0,9,3,0,0,0,21,3,0,0,6,0,7,0,0,0,13,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,8,14,10,10,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40238,0,9,9,7,12,12,3,0,0,48,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,8,9,6,16,14,3,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,8,9,6,20,14,3,0,0,62,3,0,0,0,0,3,10,0,4,17,0,0,0,0,0,0,3,0,0,8,8,12,7,6,17,15,16,0,4,88,0,5,4,7,3,3,0,0,0,17,0,0,3,9,3,7,3,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,9,3,10,13,11,3,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40239,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40240,0,0,3,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,14,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40241,3,3,13,27,60,33,4,0,0,152,6,9,0,7,7,6,4,0,0,39,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,18,16,37,65,46,8,0,0,193,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,8,9,18,16,37,65,47,11,0,0,205,15,6,3,0,6,12,25,12,3,79,0,0,0,3,3,0,3,0,0,9,25,25,18,39,70,63,38,12,3,292,0,3,12,16,38,3,0,0,0,72,17,10,7,23,33,20,5,0,0,116,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,17,12,15,41,76,21,8,0,0,193,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,7,4,0,0,0,5,3,0,0,0,9
SSC40242,0,0,8,4,9,5,0,0,0,22,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,7,9,4,4,0,0,35,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,8,7,8,4,4,0,0,38,5,0,0,0,3,0,3,0,0,19,0,0,0,0,0,0,0,0,0,3,12,0,8,4,9,6,12,0,0,56,0,0,0,0,4,0,0,0,0,4,4,0,0,3,4,11,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,3,3,8,11,4,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40243,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40244,3,12,11,34,40,23,3,0,0,117,4,8,4,3,4,8,3,0,0,30,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,6,10,18,14,40,45,31,7,0,0,163,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,10,8,18,19,40,46,32,7,0,0,164,9,3,5,3,3,10,6,3,0,45,0,0,0,0,0,0,0,0,0,13,19,21,17,40,47,44,22,3,0,222,0,3,11,11,22,11,0,0,0,57,15,6,3,15,16,14,8,0,0,75,0,0,3,0,4,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,15,12,21,28,36,25,6,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40245,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40246,0,0,0,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40247,3,27,73,74,120,74,7,0,0,384,19,23,19,11,24,20,8,0,0,126,0,0,4,0,3,3,3,0,0,14,0,0,0,3,0,0,0,0,0,4,23,52,101,88,149,92,19,0,0,533,3,10,7,5,7,4,0,0,0,35,7,3,3,3,0,0,0,0,0,16,12,13,8,4,13,5,0,0,0,58,35,63,109,96,159,102,19,0,0,588,26,13,17,15,25,49,64,47,21,278,4,0,5,12,10,9,3,3,0,46,63,83,133,122,197,163,82,54,21,913,0,21,53,55,62,35,3,0,0,235,33,29,36,45,55,52,8,0,0,257,0,4,5,5,7,8,0,0,0,33,0,0,3,0,5,0,0,0,0,8,36,59,91,104,128,90,13,0,0,533,0,7,0,0,3,0,0,0,0,11,6,3,4,0,3,3,0,0,0,19,6,10,4,0,6,3,0,0,0,35
SSC40248,3,3,10,41,31,25,13,0,0,123,5,3,7,0,5,7,3,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,17,40,38,35,15,4,0,158,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,3,5,17,39,38,37,18,4,0,167,3,0,4,3,0,7,31,11,0,60,0,0,3,0,0,3,0,0,0,6,13,5,20,45,44,48,46,10,3,230,0,0,5,11,10,14,0,0,0,48,16,7,8,19,24,17,12,0,0,98,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,9,13,35,40,36,12,0,0,154,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4
SSC40249,0,0,0,3,7,8,3,0,0,18,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,10,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,3,3,9,12,3,0,0,37,3,0,0,0,0,0,3,4,3,16,0,0,0,0,5,0,0,0,0,3,4,0,4,9,17,15,3,4,4,58,0,0,0,6,3,0,4,0,0,9,0,0,0,4,4,3,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,10,4,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40250,0,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40252,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40254,7,49,150,149,113,58,14,0,0,550,22,41,39,47,29,29,19,0,0,220,0,3,8,4,9,5,4,0,0,38,4,4,11,4,3,4,0,0,0,31,33,95,203,201,156,98,42,0,0,836,5,22,39,30,21,19,0,0,0,134,13,8,3,3,4,3,0,0,0,33,20,27,41,34,24,18,0,0,0,165,54,122,242,235,182,122,42,0,0,1001,90,30,57,76,110,114,230,139,39,879,17,16,19,33,25,27,32,21,3,189,159,168,317,346,318,264,303,158,41,2072,3,28,68,57,68,37,10,0,0,264,27,57,89,85,65,68,21,0,0,405,0,3,19,0,8,5,0,0,0,38,3,3,8,3,3,3,0,0,0,22,30,86,177,145,140,115,24,0,0,724,8,11,10,10,15,3,0,0,0,57,19,7,11,0,10,0,0,0,0,46,28,14,21,11,27,3,0,0,0,108
SSC40255,16,73,197,155,183,106,19,0,0,744,26,57,44,44,43,38,12,0,3,269,0,3,12,9,4,9,3,0,0,40,5,3,6,4,11,3,3,0,0,29,45,138,251,214,242,151,38,3,3,1085,10,22,18,23,18,16,3,0,0,111,10,8,5,3,4,4,0,0,0,40,23,28,28,25,19,22,5,0,0,151,63,167,276,236,262,176,40,3,3,1235,78,20,41,53,82,103,188,140,61,763,14,24,25,27,32,32,27,34,21,234,154,212,339,320,373,314,262,172,85,2228,6,58,111,79,101,56,12,0,0,423,40,60,95,85,100,85,21,3,0,486,3,0,11,9,3,13,3,0,0,44,3,3,4,5,7,7,0,0,0,29,48,124,224,172,211,160,38,3,0,976,0,5,12,8,16,5,0,0,0,55,11,7,7,9,0,11,0,0,0,46,17,14,26,18,17,18,0,0,0,102
SSC40256,4,8,50,96,83,51,10,0,0,297,7,21,14,23,12,19,3,0,0,100,0,0,3,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,5,10,24,68,121,98,77,16,0,0,419,0,0,6,0,0,0,0,0,0,9,9,3,0,0,0,0,0,0,0,10,9,0,7,0,0,3,0,0,0,22,22,30,78,117,98,75,16,0,0,438,24,6,9,3,10,18,47,27,21,173,0,0,0,3,10,0,0,0,3,23,43,32,86,134,116,101,63,27,24,637,0,5,24,50,55,25,0,0,0,160,28,24,33,63,44,30,6,0,0,229,0,0,8,3,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,26,33,67,114,101,56,10,0,0,414,0,0,3,3,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,10,7,0,3,3,0,0,0,0,0,15
SSC40257,11,50,159,97,121,105,23,4,0,559,26,13,16,19,15,31,28,3,0,144,3,0,4,6,8,9,4,0,0,28,3,7,5,0,0,5,3,0,0,19,39,60,179,118,140,146,55,8,0,747,3,6,5,3,5,6,0,0,0,22,3,0,0,0,0,0,0,0,0,6,8,6,6,3,5,7,0,0,0,29,46,67,183,119,149,146,54,8,0,777,31,10,11,15,12,40,120,93,44,379,3,3,11,8,10,11,13,10,3,70,82,75,216,142,169,203,189,106,50,1231,10,19,71,54,63,44,3,0,0,261,29,32,57,73,88,78,24,0,0,391,0,0,17,7,5,12,4,0,0,39,3,0,3,0,3,0,3,0,0,12,43,60,146,134,158,131,40,0,3,711,0,3,0,0,0,4,0,0,0,14,3,0,3,0,4,3,3,0,0,8,0,3,3,0,5,3,3,0,0,23
SSC40258,9,23,90,148,99,72,4,0,0,446,19,31,25,18,15,18,9,3,0,133,0,0,4,6,0,3,0,0,0,15,0,0,5,0,3,0,3,0,0,12,31,52,124,172,126,95,13,3,0,612,3,4,4,10,7,0,0,0,0,27,4,7,7,0,0,0,0,0,0,17,10,11,9,12,7,0,0,0,0,49,35,63,139,178,127,99,12,3,0,662,26,27,7,4,8,32,40,42,17,202,0,0,0,0,3,3,4,4,0,19,64,92,149,185,139,135,53,42,17,881,3,14,71,48,62,24,4,0,0,231,31,45,54,91,61,39,7,0,0,327,0,0,18,6,3,0,0,0,0,29,0,0,0,0,0,3,0,0,0,6,39,63,136,144,128,67,14,0,0,598,0,0,3,3,5,0,0,0,0,11,7,0,3,6,0,0,0,0,0,18,7,3,5,7,7,0,0,0,0,29
SSC40259,5,25,97,129,111,81,12,0,0,465,19,36,37,19,26,20,8,0,0,172,3,0,0,3,3,3,0,0,0,14,0,0,0,3,0,0,0,0,0,8,27,68,138,161,143,109,19,0,0,665,3,3,8,7,4,8,0,0,0,29,4,3,5,0,0,0,0,0,0,20,4,7,17,7,9,6,0,0,0,50,34,68,153,168,151,114,25,0,0,715,32,16,26,6,23,28,68,32,17,249,0,4,6,11,5,3,6,0,0,38,69,91,186,184,177,143,100,32,15,999,0,20,89,61,83,61,4,0,0,313,33,44,50,69,63,47,14,0,0,320,0,3,7,9,3,0,0,0,0,27,0,0,0,0,0,0,0,0,0,6,34,70,145,142,146,111,18,0,0,669,3,0,5,3,7,0,0,0,0,20,8,7,4,3,0,0,0,0,0,22,11,3,10,9,3,3,0,0,0,37
SSC40260,8,7,10,29,48,21,12,0,0,128,3,0,0,0,3,16,3,4,0,36,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,6,12,18,27,51,41,14,0,0,171,0,0,3,3,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,7,3,3,3,3,0,3,0,0,0,12,8,13,16,30,54,46,14,0,0,184,9,0,0,5,3,11,26,16,0,72,3,0,0,0,0,0,0,0,0,9,23,10,20,32,52,55,44,24,0,261,0,4,10,13,20,15,3,0,0,65,10,9,6,16,25,26,10,0,0,92,0,3,0,0,0,4,0,0,0,11,3,0,0,0,0,0,0,0,0,3,15,12,16,21,49,42,10,0,0,166,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,5,4,3,0,0,3,0,0,0,0,10
