SSC_CODE_2016,Ag_For_Fish_OcMngr,Ag_For_Fish_OcProf,Ag_For_Fish_OcTechTrdW,Ag_For_Fish_OcComPerS,Ag_For_Fish_OcClericAdm,Ag_For_Fish_OcSalesWk,Ag_For_Fish_OcMacOp_Driv,Ag_For_Fish_OcLab,Ag_For_Fish_OcID_NS,Agri_for_fish_Tot,Mining_OcMngr,Mining_OcProf,Mining_OcTechTrdW,Mining_OcComPerS,Mining_OcClericAdm,Mining_OcSalesWk,Mining_OcMacOp_Driv,Mining_OcLab,Mining_OcID_NS,Mining_Tot,Manufact_OcMngr,Manufact_OcProf,Manufact_OcTechTrdW,Manufact_OcComPerS,Manufact_OcClericAdm,Manufact_OcSalesWk,Manufact_OcMacOp_Driv,Manufact_OcLab,Manufact_OcID_NS,Manufacturing_Tot,El_Gas_W_W_OcMngr,El_Gas_W_W_OcProf,El_Gas_W_W_OcTechTrdW,El_Gas_W_W_OcComPerS,El_Gas_W_W_OcClericAdm,El_Gas_W_W_OcSalesWk,El_Gas_W_W_OcMacOp_Driv,El_Gas_W_W_OcLab,El_Gas_W_W_OcID_NS,El_Gas_W_W_Tot,Construc_OcMngr,Construc_OcProf,Construc_OcTechTrdW,Construc_OcComPerS,Construc_OcClericAdm,Construc_OcSalesWk,Construc_OcMacOp_Driv,Construc_OcLab,Construc_OcID_NS,Construction_Tot,WhlesaleTde_OcMngr,WhlesaleTde_OcProf,WhlesaleTde_OcTechTrdW,WhlesaleTde_OcComPerS,WhlesaleTde_OcClericAdm,WhlesaleTde_OcSalesWk,WhlesaleTde_OcMacOp_Driv,WhlesaleTde_OcLab,WhlesaleTde_OcID_NS,WhlesaleTde_Tot,RetTde_OcMngr,RetTde_OcProf,RetTde_OcTechTrdW,RetTde_OcComPerS,RetTde_OcClericAdm,RetTde_OcSalesWk,RetTde_OcMacOp_Driv,RetTde_OcLab,RetTde_OcID_NS,RetTde_Tot,Acom_food_OcMngr,Acom_food_OcProf,Acom_food_OcTechTrdW,Acom_food_OcComPerS,Acom_food_OcClericAdm,Acom_food_OcSalesWk,Acom_food_OcMacOp_Driv,Acom_food_OcLab,Acom_food_OcID_NS,Acom_food_scs_Tot,Trans_po_wh_OcMngr,Trans_po_wh_OcProf,Trans_po_wh_OcTechTrdW,Trans_po_wh_OcComPerS,Trans_po_wh_OcClericAdm,Trans_po_wh_OcSalesWk,Trans_po_wh_OcMacOp_Driv,Trans_po_wh_OcLab,Trans_po_wh_OcID_NS,Trans_po_wh_Tot,Infon_med_tel_OcMngr,Infon_med_tel_OcProf,Infon_med_tel_OcTechTrdW,Infon_med_tel_OcComPerS,Infon_med_tel_OcClericAdm,Infon_med_tel_OcSalesWk,Infon_med_tel_OcMacOp_Driv,Infon_med_tel_OcLab,Infon_med_tel_OcID_NS,Infon_med_tel_Tot,Fin_and_ins_s_OcMngr,Fin_and_ins_s_OcProf,Fin_and_ins_s_OcTechTrdW,Fin_and_ins_s_OcComPerS,Fin_and_ins_s_OcClericAdm,Fin_and_ins_s_OcSalesWk,Fin_and_ins_s_OcMacOp_Driv,Fin_and_ins_s_OcLab,Fin_and_ins_s_OcID_NS,Fin_and_ins_s_Tot,Rent_hi_re_es_OcMngr,Rent_hi_re_es_OcProf,Rent_hi_re_es_OcTechTrdW,Rent_hi_re_es_OcComPerS,Rent_hi_re_es_OcClericAdm,Rent_hi_re_es_OcSalesWk,Rent_hi_re_es_OcMacOp_Driv,Rent_hi_re_es_OcLab,Rent_hi_re_es_OcID_NS,Rent_hi_re_es_Tot,Prof_sci_tec_OcMngr,Prof_sci_tec_OcProf,Prof_sci_tec_OcTechTrdW,Prof_sci_tec_OcComPerS,Prof_sci_tec_OcClericAdm,Prof_sci_tec_OcSalesWk,Prof_sci_tec_OcMacOp_Driv,Prof_sci_tec_OcLab,Prof_sci_tec_OcID_NS,Prof_sci_tec_Tot,Admin_sup_s_OcMngr,Admin_sup_s_OcProf,Admin_sup_s_OcTechTrdW,Admin_sup_s_OcComPerS,Admin_sup_s_OcClericAdm,Admin_sup_s_OcSalesWk,Admin_sup_s_OcMacOp_Driv,Admin_sup_s_OcLab,Admin_sup_s_OcID_NS,Admin_sup_s_Tot,Pub_adm_sfty_OcMngr,Pub_adm_sfty_OcProf,Pub_adm_sfty_OcTechTrdW,Pub_adm_sfty_OcComPerS,Pub_adm_sfty_OcClericAdm,Pub_adm_sfty_OcSalesWk,Pub_adm_sfty_OcMacOp_Driv,Pub_adm_sfty_OcLab,Pub_adm_sfty_OcID_NS,Pub_adm_sfty_Tot,Educ_training_OcMngr,Educ_training_OcProf,Educ_training_OcTechTrdW,Educ_training_OcComPerS,Educ_training_OcClericAdm,Educ_training_OcSalesWk,Educ_training_OcMacOp_Driv,Educ_training_OcLab,Educ_training_OcID_NS,Educ_training_Tot,Hlth_care_soc_OcMngr,Hlth_care_soc_OcProf,Hlth_care_soc_OcTechTrdW,Hlth_care_soc_OcComPerS,Hlth_care_soc_OcClericAdm,Hlth_care_soc_OcSalesWk,Hlth_care_soc_OcMacOp_Driv,Hlth_care_soc_OcLab,Hlth_care_soc_OcID_NS,Hlth_care_soc_Tot,ArtRecreatOcMngr,ArtRecreatOcProf,ArtRecreatOcTechTrdW,ArtRecreatOcComPerS,ArtRecreatOcClericAdm,ArtRecreatOcSalesWk,ArtRecreatOcMacOp_Driv,ArtRecreatOcLab,ArtRecreatOcID_NS,ArtRecreatTot,Other_scs_OcMngr,Other_scs_OcProf,Other_scs_OcTechTrdW,Other_scs_OcCom_PS_W,Other_scs_OcClericAdmin,Other_scs_OcSalesWk,Other_scs_OcMacOp_Driv,Other_scs_OcLab,Other_scs_OcID_NS,Other_scs_Tot,ID_NS_OcMngr,ID_NS_OcProf,ID_NS_OcTechTrdW,ID_NS_OcComPerS,ID_NS_OcClericAdm,ID_NS_OcSalesWk,ID_NS_OcMacOp_Driv,ID_NS_OcLab,ID_NS_OcID_NS,ID_NS_Tot
SSC41022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41023,17,0,3,0,7,0,0,16,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC41024,20,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,8,3,0,0,0,0,6,0,3,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,6,0,0,0,0,3,0,0,0,0,5,0,6,0,0,0,0,0,0,0,7,0,7,0,6,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,6
SSC41026,0,0,3,0,0,0,3,7,0,20,3,0,3,0,3,0,6,3,0,16,11,4,37,3,10,10,24,26,3,132,4,3,3,0,4,0,5,0,0,22,10,3,88,0,11,0,12,38,3,170,8,3,3,0,6,12,7,0,0,38,32,4,7,4,10,129,3,26,0,212,11,0,14,21,3,14,0,17,0,88,6,3,5,3,24,4,27,3,0,77,5,3,13,0,7,0,0,0,0,31,3,5,0,0,18,0,0,0,0,34,0,0,0,0,3,5,0,0,0,14,8,24,14,0,9,0,0,0,0,58,4,7,7,3,4,0,3,39,0,72,10,13,12,27,42,0,0,6,0,112,3,56,8,17,6,0,0,0,0,85,11,74,10,127,32,0,4,16,3,272,3,0,0,4,0,0,0,3,0,15,3,4,31,8,5,3,0,8,0,68,0,3,4,0,7,10,3,15,7,52
SSC41027,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41028,4,0,0,0,0,0,0,5,3,16,0,0,4,0,0,0,0,0,0,7,12,4,12,0,4,0,0,3,0,33,0,0,0,0,0,0,0,0,0,6,6,3,21,0,4,0,6,11,0,49,5,0,0,0,0,4,0,3,0,13,6,0,4,0,5,42,0,8,0,60,13,0,8,14,3,3,0,17,0,54,0,0,0,0,0,0,9,3,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,10,3,0,0,0,0,3,0,0,0,10,3,0,0,0,13,0,0,0,0,20,4,0,8,3,0,0,0,5,0,18,0,8,4,6,11,0,0,3,0,33,3,25,3,8,0,0,0,0,0,41,3,16,0,37,19,0,0,4,3,79,0,7,8,0,0,0,0,0,0,16,0,0,11,5,0,0,0,0,0,15,0,0,3,0,3,0,0,0,6,12
SSC41029,14,4,3,0,4,0,3,17,0,49,5,19,4,0,0,0,0,0,0,31,59,29,12,5,11,15,9,8,0,156,8,8,0,0,5,0,0,0,0,21,34,13,30,15,17,4,3,13,3,131,21,14,3,0,6,14,8,0,0,70,61,17,4,3,11,135,5,14,0,252,44,11,46,150,11,10,3,37,3,314,7,11,0,6,13,0,23,0,0,67,6,23,3,0,7,9,0,0,0,51,22,55,4,0,31,4,0,0,6,124,13,17,0,4,7,44,0,0,0,86,37,263,15,0,53,5,0,3,5,375,17,19,3,6,10,3,3,17,0,75,57,79,11,19,65,0,0,0,9,240,41,271,11,41,28,0,0,4,3,401,30,392,14,70,76,4,4,4,3,597,16,25,0,35,6,4,0,3,0,99,9,15,18,32,9,7,0,5,0,91,16,10,6,5,14,6,4,7,10,74
SSC41030,12,0,0,0,3,0,0,0,0,19,0,0,3,0,0,0,7,0,0,13,3,0,0,0,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,4,0,0,20,0,0,0,0,0,0,0,0,0,4,9,0,3,0,0,14,0,3,0,29,3,0,0,0,0,3,0,5,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,0,0,0,4,0,0,0,0,12,0,18,0,3,3,0,0,0,0,26,0,9,0,10,8,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
SSC41031,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41032,0,0,0,0,0,0,0,3,0,7,0,0,3,0,0,0,0,0,0,3,8,4,10,0,0,3,3,9,0,33,4,0,3,0,3,0,3,0,0,16,20,3,40,0,7,4,0,13,0,87,13,3,3,0,4,3,0,0,0,29,16,3,3,0,5,57,3,10,0,103,4,3,3,24,0,10,0,11,0,54,4,4,3,3,7,3,8,0,0,35,3,3,0,0,0,0,0,0,0,11,4,14,0,0,18,0,0,0,0,34,0,0,0,0,3,8,0,0,0,15,11,36,3,0,13,0,0,0,3,69,4,4,0,3,6,0,4,15,0,36,4,22,3,18,30,0,0,0,0,88,10,78,4,28,17,0,0,0,0,136,7,79,5,38,21,0,0,12,0,162,3,0,0,12,0,0,0,0,0,20,10,3,11,4,4,0,0,0,0,30,5,3,3,0,3,5,0,3,0,24
SSC41033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41034,4,0,0,0,3,3,3,3,0,12,3,6,5,0,5,0,10,3,0,27,48,30,96,3,50,16,45,29,7,318,3,6,16,0,9,3,9,0,0,48,22,8,96,5,18,3,9,22,3,191,17,18,11,0,26,22,28,7,0,114,35,15,24,4,20,167,18,30,0,313,20,3,14,61,6,18,0,28,0,153,39,8,14,3,41,6,69,30,5,213,3,12,6,0,9,0,0,0,0,29,16,12,0,0,39,0,0,0,3,76,5,6,0,5,14,10,0,0,0,43,21,47,19,0,26,6,4,10,0,129,9,9,9,12,21,3,0,37,0,107,17,50,21,73,77,0,4,4,3,250,15,101,8,50,23,0,0,0,0,207,28,81,19,129,74,4,0,19,0,364,11,3,7,14,0,3,0,0,3,38,14,9,64,9,16,3,4,4,0,121,10,8,6,0,16,4,10,0,18,78
SSC41035,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,16,0,0,0,3,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,3,0,10,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,11,3,0,0,0,0,0,0,0,0,6
SSC41036,3,0,0,0,0,0,0,4,0,13,0,3,0,0,3,0,0,0,0,7,18,5,25,0,7,7,4,15,0,80,0,4,8,0,11,0,3,0,0,27,10,3,41,0,11,0,10,6,0,89,13,6,5,0,10,10,3,5,0,52,34,5,12,3,8,65,4,7,0,142,15,3,13,41,8,13,0,25,0,116,10,0,4,3,15,3,32,3,0,69,3,9,3,0,7,0,0,0,0,22,4,20,0,0,18,0,0,0,0,52,3,0,0,0,3,8,0,3,0,18,6,63,5,0,22,5,0,0,0,103,7,7,4,7,8,3,0,24,0,57,7,25,0,27,33,0,0,0,0,97,5,66,4,12,24,0,0,3,0,113,4,91,10,63,25,0,0,10,0,208,3,4,0,10,0,0,0,3,0,21,5,3,20,8,11,0,0,6,0,50,5,4,15,6,8,0,0,7,14,61
SSC41037,4,0,3,0,3,0,0,6,0,19,0,0,0,3,0,0,3,0,0,4,0,0,0,0,3,0,3,5,0,11,0,0,0,0,0,0,0,0,0,3,0,0,18,0,0,0,0,0,0,22,0,0,0,0,0,3,0,0,0,3,8,0,0,0,0,11,0,3,0,25,3,0,0,3,0,0,0,3,0,15,0,0,0,0,3,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,8,0,4,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,0,11,0,4,0,0,0,0,0,0,0,12,0,4,0,9,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3
SSC41038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41040,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,20,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,8,0,0,5,0,3,9,3,3,0,18,3,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,3,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,9,0,0,0,3,4,0,0,0,0,5,0,3,0,3,0,0,0,0,0,3,0,0,0,7,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
SSC41041,0,0,0,0,4,0,0,7,0,16,5,0,0,0,0,0,0,0,0,4,8,13,29,3,12,8,11,55,0,136,0,3,3,0,3,0,3,0,0,10,6,4,35,0,5,0,12,15,0,76,4,9,12,0,3,8,13,10,0,52,17,18,11,0,5,66,4,22,0,143,21,0,24,12,4,12,3,37,3,117,6,3,0,0,24,0,40,3,3,78,0,4,8,0,7,4,0,0,0,22,5,14,0,0,23,0,0,0,0,42,0,0,0,0,3,6,0,3,0,13,5,36,15,0,18,0,3,0,0,83,0,8,6,4,9,0,0,45,0,72,3,30,9,29,36,0,0,3,3,129,6,46,6,17,10,0,0,4,0,83,3,96,12,116,28,0,3,12,0,262,0,4,0,3,4,0,0,0,0,14,5,6,22,12,4,3,0,9,0,66,3,4,4,3,7,0,0,15,15,53
SSC41042,7,0,0,0,0,0,3,10,0,15,9,12,6,0,3,0,3,0,0,26,35,40,33,0,17,21,15,38,3,201,7,9,4,0,7,0,3,0,0,39,24,21,76,0,19,12,14,14,5,177,18,18,9,0,22,17,4,11,0,101,54,42,15,3,27,141,10,19,0,306,65,0,38,46,4,20,0,52,0,232,5,4,5,4,24,6,41,4,0,89,3,14,6,3,16,3,0,0,0,59,15,63,0,0,71,4,0,0,3,159,6,11,0,0,10,15,0,4,0,43,39,147,17,0,55,3,0,3,0,271,9,9,5,16,11,3,3,41,0,98,32,108,23,70,87,3,0,0,7,329,17,202,5,38,33,0,0,0,0,296,27,323,14,111,54,4,3,8,4,546,10,6,0,23,4,3,0,0,0,42,6,20,49,15,16,3,0,6,0,119,10,10,11,5,11,7,3,6,17,89
SSC41043,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,9,3,3,0,5,4,0,25,5,0,0,0,0,3,3,0,0,9,6,3,0,0,3,4,0,0,0,20,3,0,4,5,0,0,0,6,0,18,0,4,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,12,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,6,3,3,4,0,0,0,0,19,3,16,0,4,5,0,0,0,0,31,0,19,0,13,5,0,0,0,0,41,0,4,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,4,5,4,0,0,3,0,0,0,4,13
SSC41044,6,3,3,0,3,0,0,4,0,24,13,22,7,0,3,0,0,0,0,46,33,26,13,3,6,11,7,10,0,114,7,11,3,0,0,0,0,0,0,20,43,18,51,0,15,3,0,15,0,146,24,15,3,0,8,16,3,3,0,78,48,20,5,7,8,131,7,14,4,241,48,3,36,104,14,10,0,26,0,239,14,12,0,0,8,3,13,5,0,57,5,33,7,0,16,11,0,4,0,72,15,42,0,0,44,5,0,0,0,109,14,5,0,0,7,34,0,0,0,60,45,261,15,0,52,8,0,0,6,384,13,9,5,16,11,3,0,29,0,85,31,121,3,27,53,3,0,0,4,246,44,250,3,21,27,0,0,3,0,354,23,351,13,88,52,0,3,8,9,545,12,25,3,15,3,4,0,3,0,66,8,17,23,26,8,3,0,3,0,94,13,21,4,9,17,5,0,4,18,94
SSC41045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41046,7,0,0,0,3,0,0,0,0,11,3,4,0,0,3,0,5,0,0,12,15,5,9,3,8,16,0,5,0,56,5,3,3,0,4,0,0,0,0,15,10,3,29,0,11,3,3,11,0,73,13,4,3,0,11,3,0,3,0,31,26,10,0,3,8,44,4,7,0,104,12,0,3,25,3,6,0,12,0,75,9,6,3,3,14,0,13,0,0,52,4,3,3,0,0,3,0,0,0,19,3,12,3,0,27,5,0,0,0,46,0,0,0,0,9,8,0,0,0,19,9,32,6,0,26,0,0,0,0,72,5,3,0,3,7,0,0,10,0,33,8,9,3,17,27,0,0,0,3,71,10,65,8,15,10,0,0,3,0,104,8,66,3,30,29,0,4,6,0,155,13,0,6,6,3,0,0,0,0,30,3,4,10,13,9,0,0,3,0,40,4,3,3,0,5,3,0,3,4,22
SSC41047,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,0,4,3,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41048,14,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
