SSC_CODE_2016,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
SSC40133,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11
SSC40134,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC40135,34,58,0,4,0,3,0,0,11,66,13,76,0,0,3,4,4,10,4,18,24,93,0,0,0,0,0,0,0,4,0,4,3,9,0,3,3,3,4,12,9,16,0,0,60,174
SSC40136,11,23,0,3,5,15,0,0,10,35,10,51,0,5,3,3,0,3,3,13,15,64,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,3,0,6,3,12,0,0,37,100
SSC40137,9,10,0,0,0,0,0,0,3,12,3,12,0,0,0,0,0,3,0,3,5,16,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,10,29
SSC40138,61,122,0,0,9,34,0,0,32,122,39,153,5,15,3,13,8,18,16,56,54,208,0,0,0,0,0,0,0,3,0,3,0,0,0,3,5,7,5,8,6,15,0,0,125,348
SSC40139,0,0,0,0,0,0,0,3,4,7,0,12,0,0,0,0,0,3,0,3,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16
SSC40140,0,3,0,0,0,0,0,8,0,5,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
SSC40141,8,13,0,0,0,0,0,0,7,28,7,28,0,0,0,0,5,12,5,12,14,48,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,5,3,5,0,0,17,60
SSC40142,342,671,7,51,29,147,12,40,164,639,215,878,12,48,20,65,37,110,65,215,279,1094,0,3,4,20,3,13,30,87,45,125,5,15,10,11,23,52,38,76,80,199,10,22,706,1985
SSC40143,3,7,0,0,0,3,0,0,7,21,3,27,0,4,0,0,0,0,0,4,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,11,40
SSC40144,7,11,0,0,0,0,0,0,3,15,3,15,0,0,0,0,0,0,0,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,14,32
SSC40145,113,219,0,8,18,74,0,6,84,361,109,454,3,13,13,48,22,55,36,116,147,570,0,8,0,3,0,0,9,25,14,29,0,12,4,10,3,8,10,24,19,54,0,0,275,843
SSC40146,96,193,0,0,3,6,0,0,33,133,37,136,0,4,3,14,7,17,9,32,48,173,0,0,3,9,0,10,11,22,16,39,0,0,12,22,15,24,22,48,40,87,3,10,184,455
SSC40147,8,16,0,9,0,0,0,3,3,11,7,18,0,0,0,0,0,0,0,0,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,39
SSC40148,16,37,0,0,0,9,0,8,10,28,11,39,3,12,0,4,0,12,4,25,15,66,0,0,0,3,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,9,0,0,40,109
SSC40149,6,6,0,0,0,3,0,0,0,0,0,3,0,6,0,0,0,3,0,9,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20
SSC40150,6,12,0,0,0,0,0,6,0,15,3,18,0,0,0,0,0,3,0,3,6,21,0,0,0,0,0,0,0,7,0,7,0,0,0,3,0,0,0,3,4,5,0,3,14,43
SSC40151,29,54,0,0,7,18,0,0,5,17,6,34,0,5,8,18,7,20,14,48,26,82,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,6,0,0,53,144
SSC40152,6,8,0,0,0,6,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,5,19
SSC40153,281,567,7,51,39,187,10,52,162,636,215,927,19,97,22,72,68,217,112,391,325,1315,7,27,16,77,13,44,96,277,134,426,11,29,15,39,82,181,108,248,242,674,26,51,874,2603
SSC40154,8,14,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17
SSC40155,6,12,0,0,0,5,0,0,6,23,4,27,0,0,0,0,0,0,0,0,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,42
SSC40156,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40157,9,22,0,0,3,14,0,0,4,13,3,26,0,0,0,0,4,11,4,12,8,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,59
SSC40158,343,669,3,18,48,218,4,15,295,1136,352,1392,32,121,47,166,59,168,142,458,491,1844,0,4,8,17,3,6,64,158,80,185,13,27,16,43,55,119,86,189,166,380,4,14,1004,2909
SSC40159,0,3,0,6,0,3,0,0,0,11,4,18,0,0,0,3,0,0,0,3,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24
SSC40160,459,892,3,16,36,160,10,37,188,699,238,912,21,79,54,178,71,205,141,465,374,1383,0,3,15,35,3,8,50,112,62,162,4,9,19,35,63,126,79,174,148,336,10,21,988,2636
SSC40161,5,9,0,0,0,0,0,0,6,44,6,44,0,3,0,0,0,0,4,8,10,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,65
SSC40162,14,20,0,0,0,7,3,16,3,13,4,29,0,0,0,0,0,3,0,3,9,31,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,0,3,4,8,3,3,27,68
SSC40163,48,88,0,9,3,14,0,7,14,48,16,73,4,14,0,5,5,12,6,30,24,105,0,0,0,3,0,0,3,12,4,17,0,3,0,0,0,4,3,8,6,24,0,0,78,219
SSC40164,402,792,4,18,34,145,6,26,295,1067,335,1248,24,92,38,116,81,261,141,469,476,1723,0,0,8,28,7,16,58,139,70,189,3,15,8,21,51,112,65,143,138,334,36,72,1044,2919
SSC40165,391,763,0,0,15,56,0,3,138,472,145,531,5,29,19,60,36,118,59,206,208,739,0,0,3,19,4,12,46,95,49,124,3,22,22,46,53,107,82,174,135,296,41,89,773,1886
SSC40166,10,22,0,0,3,10,0,5,3,13,5,26,0,4,0,0,0,0,0,4,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,17,58
SSC40167,473,930,6,24,37,149,8,23,333,1207,375,1409,31,147,37,119,83,266,153,525,529,1937,3,13,6,21,9,21,54,130,71,181,10,37,23,54,83,179,122,265,186,450,36,67,1228,3383
SSC40168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40169,4,3,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SSC40170,3,10,0,0,3,9,0,0,0,3,0,11,0,0,0,8,0,0,0,8,3,18,0,0,0,4,0,0,0,0,3,5,0,0,0,0,0,7,4,9,4,13,0,0,12,44
SSC40171,3,3,0,0,0,13,0,0,0,11,3,21,0,0,0,0,6,10,5,8,7,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,39
SSC40172,38,72,0,4,3,6,0,0,14,49,14,67,0,0,0,11,0,4,5,15,20,73,0,3,0,0,0,0,0,0,3,4,0,3,3,3,0,0,3,9,3,12,0,0,60,166
SSC40173,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,7,0,0,3,9
SSC40174,40,85,0,5,4,21,0,6,23,100,31,129,3,11,3,18,15,51,18,71,55,203,0,0,0,0,0,0,3,7,3,7,3,3,0,0,3,17,12,21,10,34,0,0,112,319
SSC40175,3,10,0,0,0,14,0,0,3,16,8,36,0,0,0,0,0,0,0,0,8,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,41
SSC40176,31,60,0,0,3,13,0,0,10,39,14,51,3,10,3,3,7,25,10,40,20,88,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,3,4,8,4,8,0,0,57,156
SSC40177,0,8,0,0,0,6,0,0,3,20,3,19,0,0,0,5,0,0,0,5,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,29
SSC40178,14,26,0,0,0,0,0,7,11,46,9,50,3,10,3,10,9,26,15,48,25,95,0,0,0,0,0,0,4,11,4,11,0,0,0,0,7,7,7,7,4,15,0,0,47,138
SSC40179,10,16,0,0,0,0,0,0,7,26,7,26,0,0,0,0,0,0,0,0,7,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,44
SSC40180,5,14,0,0,0,3,0,0,0,7,3,8,0,0,0,0,0,6,0,6,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,31
SSC40181,32,65,0,0,5,19,0,7,14,47,21,69,3,9,0,3,4,13,8,30,27,97,0,0,0,4,0,0,3,9,3,12,0,3,0,4,8,11,11,17,15,32,0,0,74,193
SSC40182,13,31,0,0,0,11,0,3,8,24,13,32,0,3,3,7,5,8,5,23,15,56,0,0,0,4,0,0,0,3,3,9,0,0,0,0,0,0,0,0,3,9,0,0,30,95
SSC40183,3,7,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,3,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,6,0,0,12,25
SSC40184,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,3,7
SSC40185,4,6,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
SSC40186,8,17,0,0,0,0,0,0,7,20,7,20,0,3,0,5,0,3,3,10,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,46
SSC40187,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40188,18,29,0,0,3,12,0,0,5,20,8,33,0,0,4,10,0,10,4,23,15,50,0,0,0,0,0,3,0,0,3,11,0,0,0,0,3,9,3,9,9,13,0,0,36,98
SSC40189,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
SSC40190,15,32,0,0,0,13,4,11,14,46,18,65,0,3,0,8,4,15,4,25,20,86,0,0,0,0,0,8,3,4,3,8,0,0,0,3,0,8,3,14,6,20,0,0,49,143
SSC40191,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC40192,315,629,3,23,55,251,3,6,213,841,274,1121,24,77,48,173,49,147,124,397,400,1519,0,0,8,27,3,6,36,99,48,137,3,12,15,32,25,50,49,95,91,233,10,18,820,2401
SSC40193,154,304,0,3,11,57,0,3,60,229,68,293,4,17,4,11,11,29,21,53,91,347,0,3,0,7,0,3,16,33,16,49,0,0,3,13,10,23,16,36,34,83,4,15,286,746
SSC40194,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,4,12
SSC40195,19,36,0,0,0,3,0,0,8,35,12,39,0,0,0,0,3,13,3,13,18,58,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,3,3,0,0,36,94
SSC40196,445,893,15,78,72,372,41,200,494,1924,624,2573,32,122,46,154,129,411,202,685,827,3264,10,34,26,115,16,75,179,504,232,730,18,78,39,83,95,233,155,397,389,1126,16,33,1673,5315
SSC40197,47,92,0,0,3,16,0,3,25,97,31,112,4,12,0,0,5,25,11,33,35,147,0,0,0,3,0,7,7,21,11,32,0,0,3,3,12,25,8,29,25,53,0,3,106,296
SSC40198,12,23,0,0,0,5,0,0,3,21,4,27,0,0,0,0,0,3,0,3,8,30,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,16,54
SSC40199,58,117,3,13,3,16,0,3,3,23,9,50,0,0,0,0,9,22,9,22,20,73,0,0,4,14,0,0,0,5,3,17,0,0,3,10,3,9,10,12,15,35,5,3,93,227
SSC40200,4,13,0,0,0,0,0,0,3,19,7,23,0,0,0,0,0,4,0,4,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,36
SSC40201,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
SSC40202,4,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15
SSC40203,69,139,0,4,9,31,3,6,36,137,43,181,4,26,6,13,10,37,19,73,66,257,0,3,0,7,0,0,7,19,10,31,0,5,3,8,11,23,12,34,21,66,7,8,163,470
SSC40204,8,14,0,0,0,0,0,3,3,16,3,22,0,0,0,0,0,5,0,5,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,36
SSC40205,29,50,0,0,4,11,0,0,4,21,11,32,0,0,3,8,4,8,6,15,12,39,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,7,3,7,6,7,0,0,43,103
SSC40206,21,40,0,0,3,11,0,0,5,18,6,32,0,0,0,3,3,8,3,8,8,46,0,0,0,3,0,0,0,3,3,6,0,0,0,0,0,9,0,9,6,13,0,0,39,94
SSC40207,3,4,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
SSC40208,0,3,0,0,0,0,0,3,0,7,3,13,0,6,0,4,0,0,0,10,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24
SSC40209,50,94,0,11,0,3,0,3,10,42,12,66,0,0,3,11,3,8,5,16,18,82,0,0,0,0,0,0,4,11,4,11,0,0,4,7,5,16,10,22,15,34,0,0,82,207
SSC40210,373,743,4,21,17,63,6,18,190,680,214,787,15,61,26,81,50,158,83,293,301,1085,0,3,6,20,4,13,29,71,41,104,7,18,22,54,49,108,84,179,118,288,30,62,831,2173
SSC40211,797,1576,10,37,74,335,14,45,539,2058,633,2475,50,216,80,266,151,463,278,945,914,3423,3,18,14,56,8,38,110,290,141,407,10,36,39,94,131,266,180,394,322,804,47,98,2079,5901
SSC40212,0,7,0,5,4,19,0,0,5,12,10,38,0,3,0,4,0,3,4,8,7,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,50
SSC40213,17,32,0,0,0,7,0,0,8,37,11,37,3,8,4,11,3,10,11,28,19,71,0,0,0,0,0,0,3,11,3,11,0,0,0,0,0,0,0,0,5,11,0,0,37,108
SSC40214,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
SSC40215,8,13,0,0,0,7,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24
SSC40216,0,3,0,0,0,0,0,0,0,8,0,8,0,3,0,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10
SSC40217,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40218,10,20,0,0,0,7,0,0,0,5,0,14,0,0,0,0,0,6,0,6,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,38
SSC40219,8,10,0,0,0,0,0,0,7,16,7,16,0,0,0,0,0,7,0,7,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,31
SSC40220,49,92,0,0,0,3,0,3,8,34,7,39,0,3,3,4,6,15,5,27,17,68,0,0,0,5,0,0,0,7,3,9,0,0,0,3,7,4,4,12,12,21,0,0,72,179
SSC40221,7,15,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23
SSC40222,0,0,0,0,0,0,0,0,3,11,3,11,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11
SSC40223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,3
SSC40224,6,10,0,0,0,0,0,0,3,14,3,14,0,0,0,0,0,4,0,4,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,26
SSC40225,51,112,0,4,5,28,0,3,20,83,31,120,3,14,7,23,17,57,27,96,61,209,0,0,0,3,0,0,0,0,4,3,0,0,0,0,5,7,5,7,3,13,3,3,122,336
SSC40226,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,3,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9
SSC40227,17,25,0,0,0,0,0,0,4,12,4,12,0,0,0,0,3,11,3,11,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,5,0,0,23,51
SSC40228,70,140,0,0,0,7,0,4,11,39,10,47,0,0,0,0,3,16,3,16,17,64,0,0,0,3,0,7,7,15,6,21,0,0,0,0,6,8,6,8,10,26,0,0,101,235
SSC40229,17,36,0,0,0,0,0,0,3,7,3,7,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,40
SSC40230,14,23,0,0,0,0,0,0,4,21,4,21,0,0,0,3,0,7,0,8,9,32,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,21,63
SSC40231,5,9,0,0,0,6,0,0,0,0,0,6,0,0,0,3,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20
SSC40232,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,15,30
SSC40233,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,3,8
SSC40234,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SSC40235,7,14,0,0,0,4,0,0,7,10,3,17,0,3,0,0,0,7,3,7,10,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,43
SSC40236,202,393,5,24,20,85,9,45,97,378,134,538,3,16,12,26,25,62,35,105,170,641,3,7,13,40,4,26,44,121,63,188,0,0,10,25,25,46,35,66,95,259,8,11,469,1302
SSC40237,14,29,0,0,3,16,0,0,11,51,18,65,0,5,0,0,3,8,0,12,20,75,0,0,0,0,0,0,4,11,4,11,0,0,0,0,0,0,0,0,4,11,0,3,40,116
SSC40238,26,49,0,0,6,17,0,0,5,22,6,41,0,17,3,9,4,17,11,41,20,80,0,0,0,0,0,0,4,14,4,14,0,0,0,0,3,4,3,4,5,20,0,0,50,142
SSC40239,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,0,3,3,7,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,5,8,0,0,3,14
SSC40240,5,3,0,0,0,4,0,0,0,8,3,14,0,0,0,3,0,4,3,4,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,27
SSC40241,84,169,0,3,15,63,3,15,44,170,64,258,6,22,28,86,21,77,55,185,123,440,0,0,3,4,0,0,3,15,5,21,0,0,0,0,7,15,7,15,11,37,0,3,220,650
SSC40242,12,32,0,14,0,3,0,0,8,15,6,32,0,4,3,10,4,11,8,27,16,56,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,3,5,6,3,5,0,0,37,97
SSC40243,0,4,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15
SSC40244,42,89,0,0,4,33,0,0,46,167,52,200,4,27,16,48,24,75,45,147,92,350,0,0,0,0,3,7,3,11,7,16,0,0,0,0,0,3,3,8,9,20,0,3,151,464
SSC40245,3,11,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,6,16
SSC40246,0,0,0,0,0,0,3,8,6,14,5,22,0,0,0,0,0,0,0,0,9,24,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,9,25
SSC40247,200,402,3,17,24,123,3,24,107,420,145,585,26,91,20,83,76,245,120,418,263,1006,3,6,8,20,3,9,35,75,40,110,5,19,11,19,47,93,61,135,102,244,6,16,579,1667
SSC40248,63,119,0,10,13,58,0,0,45,188,62,251,3,12,9,28,24,72,37,119,94,371,0,0,4,7,0,0,3,9,3,13,0,0,0,0,7,20,7,20,12,31,0,3,174,519
SSC40249,20,43,0,0,0,3,0,0,6,36,8,38,0,0,0,6,0,5,3,10,10,51,0,0,0,0,0,0,0,4,0,4,0,0,3,4,0,0,3,9,5,14,0,0,39,105
SSC40250,4,8,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,3,0,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19
SSC40251,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40252,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SSC40253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40254,436,864,7,31,39,174,6,45,228,892,280,1146,18,86,27,98,96,294,145,471,421,1618,9,28,24,85,7,40,190,509,229,665,13,38,34,73,111,228,161,339,386,1001,30,61,1272,3542
SSC40255,563,1109,8,47,30,142,16,75,236,894,296,1160,25,113,27,78,95,299,150,486,446,1652,7,24,22,78,12,32,176,452,217,582,15,36,30,62,126,264,170,357,378,941,24,50,1412,3751
SSC40256,152,291,5,28,23,92,0,0,144,554,169,679,8,42,18,71,32,89,62,213,226,886,0,0,0,7,4,8,5,16,15,32,3,11,9,23,13,31,30,63,40,94,6,15,429,1293
SSC40257,442,869,0,12,19,90,5,33,173,700,206,833,11,28,20,53,37,99,60,190,261,1023,5,19,13,46,6,33,57,146,82,244,7,19,6,18,29,65,41,101,126,347,11,13,839,2252
SSC40258,184,368,4,18,17,77,7,32,211,819,242,946,24,100,24,79,53,169,97,351,336,1298,0,8,6,16,0,4,21,62,30,94,3,11,8,24,26,64,40,97,75,192,14,29,608,1880
SSC40259,250,488,5,13,28,138,4,23,172,644,207,813,18,70,35,108,38,122,90,295,297,1110,0,0,8,24,0,0,26,65,33,88,3,12,9,24,48,100,63,129,101,223,18,31,660,1853
SSC40260,85,175,0,9,6,48,3,10,28,123,44,183,8,37,10,35,17,53,40,123,81,307,0,0,0,3,0,0,5,12,3,9,0,0,3,10,7,17,16,26,20,36,3,3,185,527
SSC40261,3,3,0,3,0,0,0,0,0,11,3,17,0,3,0,0,0,0,0,3,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24
SSC40262,0,0,0,0,3,8,0,0,0,6,3,14,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14
SSC40263,59,119,0,0,0,0,0,0,6,33,6,33,0,0,0,3,11,28,14,28,20,65,0,0,0,0,0,0,8,14,8,14,0,0,0,0,9,21,10,28,15,37,0,3,94,222
SSC40264,333,653,7,46,29,139,3,18,289,1094,325,1295,16,63,34,111,50,154,93,324,422,1622,4,17,12,66,4,19,58,150,83,250,9,27,16,44,61,116,88,190,163,438,27,70,942,2780
