SSC_CODE_2016,F_Mgnt_Com_35_44,F_Mgnt_Com_45_54,F_Mgnt_Com_55_64,F_Mgnt_Com_65_74,F_Mgnt_Com_75_84,F_Mgnt_Com_85ov,F_Mgnt_Com_Tot,F_Society_Cult_15_24,F_Society_Cult_25_34,F_Society_Cult_35_44,F_Society_Cult_45_54,F_Society_Cult_55_64,F_Society_Cult_65_74,F_Society_Cult_75_84,F_Society_Cult_85ov,F_Society_Cult_Tot,F_Creative_Arts_15_24,F_Creative_Arts_25_34,F_Creative_Arts_35_44,F_Creative_Arts_45_54,F_Creative_Arts_55_64,F_Creative_Arts_65_74,F_Creative_Arts_75_84,F_Creative_Arts_85ov,F_Creative_Arts_Tot,F_Fd_Hosp_Psnl_Svcs_15_24,F_Fd_Hosp_Psnl_Svcs_25_34,F_Fd_Hosp_Psnl_Svcs_35_44,F_Fd_Hosp_Psnl_Svcs_45_54,F_Fd_Hosp_Psnl_Svcs_55_64,F_Fd_Hosp_Psnl_Svcs_65_74,F_Fd_Hosp_Psnl_Svcs_75_84,F_Fd_Hosp_Psnl_Svcs_85ov,F_Fd_Hosp_Psnl_Svcs_Tot,F_MixFld_Prgm_15_24,F_MixFld_Prgm_25_34,F_MixFld_Prgm_35_44,F_MixFld_Prgm_45_54,F_MixFld_Prgm_55_64,F_MixFld_Prgm_65_74,F_MixFld_Prgm_75_84,F_MixFld_Prgm_85ov,F_MixFld_Prgm_Tot,F_FldStd_InadDes_15_24,F_FldStd_InadDes_25_34,F_FldStd_InadDes_35_44,F_FldStd_InadDes_45_54,F_FldStd_InadDes_55_64,F_FldStd_InadDes_65_74,F_FldStd_InadDes_75_84,F_FldStd_InadDes_85ov,F_FldStd_InadDes_Tot,F_FldStd_NS_15_24,F_FldStd_NS_25_34,F_FldStd_NS_35_44,F_FldStd_NS_45_54,F_FldStd_NS_55_64,F_FldStd_NS_65_74,F_FldStd_NS_75_84,F_FldStd_NS_85ov,F_FldStd_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_NatPhyl_Scn_15_24,P_NatPhyl_Scn_25_34,P_NatPhyl_Scn_35_44,P_NatPhyl_Scn_45_54,P_NatPhyl_Scn_55_64,P_NatPhyl_Scn_65_74,P_NatPhyl_Scn_75_84,P_NatPhyl_Scn_85ov,P_NatPhyl_Scn_Tot,P_InfoTech_15_24,P_InfoTech_25_34,P_InfoTech_35_44,P_InfoTech_45_54,P_InfoTech_55_64,P_InfoTech_65_74,P_InfoTech_75_84,P_InfoTech_85ov,P_InfoTech_Tot,P_Eng_RelTec_15_24,P_Eng_RelTec_25_34,P_Eng_RelTec_35_44,P_Eng_RelTec_45_54,P_Eng_RelTec_55_64,P_Eng_RelTec_65_74,P_Eng_RelTec_75_84,P_Eng_RelTec_85ov,P_Eng_RelTec_Tot,P_ArchtBldng_15_24,P_ArchtBldng_25_34,P_ArchtBldng_35_44,P_ArchtBldng_45_54,P_ArchtBldng_55_64,P_ArchtBldng_65_74,P_ArchtBldng_75_84,P_ArchtBldng_85ov,P_ArchtBldng_Tot,P_Ag_Envir_Rltd_Sts_15_24,P_Ag_Envir_Rltd_Sts_25_34,P_Ag_Envir_Rltd_Sts_35_44,P_Ag_Envir_Rltd_Sts_45_54,P_Ag_Envir_Rltd_Sts_55_64,P_Ag_Envir_Rltd_Sts_65_74,P_Ag_Envir_Rltd_Sts_75_84,P_Ag_Envir_Rltd_Sts_85ov,P_Ag_Envir_Rltd_Sts_Tot,P_Health_15_24,P_Health_25_34,P_Health_35_44,P_Health_45_54,P_Health_55_64,P_Health_65_74,P_Health_75_84,P_Health_85ov,P_Health_Tot,P_Educ_15_24,P_Educ_25_34,P_Educ_35_44,P_Educ_45_54,P_Educ_55_64,P_Educ_65_74,P_Educ_75_84,P_Educ_85ov,P_Educ_Tot,P_Mgnt_Com_15_24,P_Mgnt_Com_25_34,P_Mgnt_Com_35_44,P_Mgnt_Com_45_54,P_Mgnt_Com_55_64,P_Mgnt_Com_65_74,P_Mgnt_Com_75_84,P_Mgnt_Com_85ov,P_Mgnt_Com_Tot,P_Society_Cult_15_24,P_Society_Cult_25_34,P_Society_Cult_35_44,P_Society_Cult_45_54,P_Society_Cult_55_64,P_Society_Cult_65_74,P_Society_Cult_75_84,P_Society_Cult_85ov,P_Society_Cult_Tot,P_Creative_Arts_15_24,P_Creative_Arts_25_34,P_Creative_Arts_35_44,P_Creative_Arts_45_54,P_Creative_Arts_55_64,P_Creative_Arts_65_74,P_Creative_Arts_75_84,P_Creative_Arts_85ov,P_Creative_Arts_Tot,P_Fd_Hosp_Psnl_Svcs_15_24,P_Fd_Hosp_Psnl_Svcs_25_34,P_Fd_Hosp_Psnl_Svcs_35_44,P_Fd_Hosp_Psnl_Svcs_45_54,P_Fd_Hosp_Psnl_Svcs_55_64,P_Fd_Hosp_Psnl_Svcs_65_74,P_Fd_Hosp_Psnl_Svcs_75_84,P_Fd_Hosp_Psnl_Svcs_85ov,P_Fd_Hosp_Psnl_Svcs_Tot,P_MixFld_Prgm_15_24,P_MixFld_Prgm_25_34,P_MixFld_Prgm_35_44,P_MixFld_Prgm_45_54,P_MixFld_Prgm_55_64,P_MixFld_Prgm_65_74,P_MixFld_Prgm_75_84,P_MixFld_Prgm_85ov,P_MixFld_Prgm_Tot,P_FldStd_InadDes_15_24,P_FldStd_InadDes_25_34,P_FldStd_InadDes_35_44,P_FldStd_InadDes_45_54,P_FldStd_InadDes_55_64,P_FldStd_InadDes_65_74,P_FldStd_InadDes_75_84,P_FldStd_InadDes_85ov,P_FldStd_InadDes_Tot,P_FldStd_NS_15_24,P_FldStd_NS_25_34,P_FldStd_NS_35_44,P_FldStd_NS_45_54,P_FldStd_NS_55_64,P_FldStd_NS_65_74,P_FldStd_NS_75_84,P_FldStd_NS_85ov,P_FldStd_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54
SSC41307,115,85,47,20,11,0,428,24,103,72,64,39,15,3,0,323,3,22,13,7,3,3,0,0,58,24,67,43,34,27,14,6,3,221,0,0,3,3,0,3,3,3,20,3,6,3,3,3,0,0,0,23,47,48,51,45,50,50,54,74,423,183,593,435,349,271,157,100,96,2187,0,37,28,10,14,8,3,0,97,4,38,29,16,11,4,0,0,102,38,135,122,134,113,104,65,28,730,31,83,23,34,32,18,18,8,238,5,16,13,8,5,0,0,0,51,34,117,77,64,56,34,7,4,392,13,76,51,43,49,40,11,7,291,45,204,180,142,78,43,24,3,714,47,154,97,92,66,25,9,5,500,13,45,19,10,14,9,3,0,102,38,94,55,60,34,25,13,3,325,0,0,7,4,3,10,5,3,35,4,16,13,4,9,3,0,0,59,89,94,92,99,99,96,108,118,793,361,1107,810,719
SSC41308,47,33,22,15,3,0,140,11,18,25,23,12,4,3,0,89,0,5,9,4,0,0,0,0,20,8,17,10,8,8,10,3,0,53,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,9,9,5,6,8,13,7,5,3,61,43,117,145,134,97,79,30,6,643,0,7,11,10,6,5,0,0,37,3,3,12,8,0,0,0,0,28,6,32,29,36,40,33,29,5,210,5,16,24,15,16,8,10,4,100,0,3,5,6,4,3,0,0,27,13,29,36,45,23,21,6,0,165,3,27,20,16,21,29,7,4,117,9,40,68,51,38,28,10,5,245,10,16,32,34,20,10,8,0,132,3,5,17,8,0,3,0,0,35,11,15,14,14,13,12,3,0,75,0,0,0,0,0,0,0,0,4,0,6,3,5,0,0,0,0,11,15,14,14,17,27,12,17,4,106,78,209,274,265
SSC41309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,3,4
SSC41310,3,3,4,0,0,0,6,0,0,0,3,7,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,3,8,5,15,4,0,0,42,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,12,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,10,0,0,0,0,3,0,0,0,4,0,0,3,3,3,0,0,0,14,0,3,0,3,10,4,0,0,18,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,12,0,6,9,15
SSC41311,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,13,3,6,6,10,14,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,4,0,3,0,0,3,0,0,0,10,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,9,11,0,0,0,26,13,13,8,19
SSC41312,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,3,0,0,20,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,3,7,14,5
SSC41313,17,13,7,6,0,0,66,6,9,18,5,3,3,0,0,41,0,3,5,3,0,0,0,0,16,0,4,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,7,0,0,0,4,20,15,63,79,51,39,20,4,12,279,0,7,7,7,0,0,0,0,22,0,3,6,4,3,0,0,0,19,3,13,24,12,13,6,4,4,76,3,4,6,7,8,3,3,0,33,0,3,0,0,0,0,0,0,6,3,15,22,14,15,7,3,0,69,0,10,9,17,17,8,0,0,63,4,29,32,19,17,5,6,0,115,5,12,24,10,9,3,0,0,73,0,8,8,3,0,0,0,0,25,0,6,6,6,7,3,0,0,26,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,6,3,3,0,4,10,3,0,6,32,32,124,152,94
SSC41314,26,21,10,8,3,0,110,7,18,19,38,21,13,3,0,122,0,8,3,4,3,0,0,0,19,5,19,10,8,5,0,0,0,45,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,18,16,22,20,12,18,5,0,99,44,134,111,131,94,58,17,0,597,0,6,3,7,3,3,0,0,21,0,3,3,7,3,0,0,0,20,6,40,37,44,44,26,15,0,206,7,23,27,20,20,14,6,0,108,3,11,12,10,0,4,0,0,45,3,25,21,36,28,13,7,0,127,0,7,10,6,18,14,3,0,64,11,41,35,36,21,19,3,0,160,9,25,27,51,23,18,3,0,152,3,17,6,3,3,0,0,0,32,7,23,15,10,7,3,0,0,72,0,0,0,0,0,0,0,0,3,0,4,0,3,3,0,0,0,11,34,30,36,37,36,22,12,0,204,94,253,232,271
SSC41315,4,5,9,0,0,0,16,0,0,0,3,3,3,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,9,9,18,14,11,0,0,66,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,4,4,9,0,0,24,0,0,3,3,4,0,0,0,10,0,0,0,4,5,0,0,0,7,0,0,0,3,6,0,0,0,13,0,0,4,0,3,3,0,0,9,0,3,3,8,7,0,0,0,23,0,0,0,4,6,3,0,0,15,0,0,0,3,0,0,0,0,8,0,0,0,5,3,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,4,0,0,17,7,13,24,35
SSC41316,29,35,23,8,4,0,126,4,25,34,45,40,13,3,0,162,0,6,10,8,4,6,0,0,34,13,8,6,6,8,0,0,3,41,0,0,0,0,0,0,0,0,3,0,0,3,6,3,0,0,0,9,13,4,10,26,8,18,15,16,108,49,96,149,206,158,64,19,23,763,0,4,15,16,8,0,0,0,49,0,7,9,5,9,0,0,0,26,13,32,36,43,49,34,8,3,213,3,10,8,11,13,3,5,3,63,0,0,5,3,4,4,0,0,21,4,24,32,53,42,15,3,0,173,3,18,24,24,35,23,0,0,126,9,30,50,63,42,18,6,0,216,12,30,50,65,48,17,3,0,226,4,11,19,19,10,6,0,0,69,13,12,13,21,8,7,0,3,65,0,0,0,0,0,0,0,0,7,0,0,5,5,8,3,0,0,26,20,18,22,46,28,33,26,21,225,92,209,284,377
SSC41317,45,30,31,26,10,0,204,4,33,29,30,33,5,3,0,149,3,3,6,3,0,4,0,0,22,4,13,17,12,8,9,0,0,72,0,0,0,3,0,6,0,0,5,0,3,0,0,3,0,0,0,5,15,25,21,37,27,22,20,10,180,66,203,196,166,170,115,52,22,990,3,7,10,10,5,6,0,0,45,6,8,11,10,0,0,0,0,36,17,44,55,37,70,51,26,12,320,3,32,22,27,18,13,9,4,127,3,3,9,7,3,0,0,0,29,19,45,35,29,39,27,11,0,202,8,23,29,16,36,27,7,4,156,20,75,72,56,49,41,17,0,328,9,51,43,37,53,17,4,0,223,7,11,15,9,12,6,0,0,56,10,20,28,22,11,10,7,3,112,0,0,0,3,0,6,3,0,12,0,5,3,0,7,0,0,0,22,34,47,41,60,41,35,40,25,318,134,374,371,318
SSC41318,15,15,9,3,0,0,43,0,12,8,15,9,4,0,0,42,3,4,0,5,0,0,0,0,16,0,4,3,5,5,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,6,3,6,5,3,0,29,5,36,55,61,45,24,18,0,249,3,3,9,3,0,0,0,0,22,0,3,4,0,0,0,0,0,11,6,18,25,23,19,14,8,3,96,5,3,6,10,4,0,0,3,34,0,0,0,0,0,0,0,0,3,3,9,15,18,16,3,3,0,65,0,6,12,4,9,19,6,0,44,3,9,27,20,14,8,5,0,83,3,16,11,18,10,4,3,0,64,3,5,3,7,4,0,0,0,24,0,3,3,7,6,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,4,12,8,10,8,9,0,50,24,79,127,114
SSC41319,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,6,6,7,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,6,0,0,0,3,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,4,7,16,14
SSC41320,0,0,0,0,0,0,6,0,0,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,10,6,4,3,3,0,39,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,3,0,0,3,0,3,3,0,0,11,0,0,4,0,3,0,0,0,4,0,0,3,0,5,0,0,0,17,0,0,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,11,0,6,24,15
SSC41321,3,0,0,0,0,0,5,0,0,3,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,9,4,4,0,0,33,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,5,0,0,0,4,0,0,0,0,8,0,0,0,3,0,0,0,0,4,0,0,4,3,0,0,0,0,10,0,0,3,3,3,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,4,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,21,23
SSC41322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0
SSC41323,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,9,9,4,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,7,3,0,0,21,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,9,4,3,12,15
SSC41324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC41325,135,92,50,16,0,0,410,24,60,79,73,38,7,7,0,280,4,16,15,5,0,0,0,0,38,19,54,27,18,13,3,0,0,144,0,0,0,0,0,0,0,0,3,4,4,3,4,0,0,0,0,13,14,15,19,12,19,7,9,5,99,125,402,427,311,218,67,22,8,1579,9,21,21,13,11,3,0,0,81,0,30,35,14,9,3,0,0,89,20,94,105,109,106,53,9,0,506,14,69,39,38,23,7,0,0,193,0,10,21,9,4,0,0,0,39,21,89,98,81,72,20,7,0,383,11,62,66,38,36,18,3,3,229,36,143,212,150,90,26,3,3,662,35,87,104,98,56,8,5,0,392,5,27,21,16,7,0,0,0,78,19,74,46,31,15,3,0,0,198,0,0,0,0,0,3,0,0,4,3,5,11,7,0,4,0,0,35,30,39,41,30,47,16,14,8,210,219,747,815,634
SSC41326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,3,0
SSC41327,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0
SSC41328,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,4,3,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,8,0,12,10,5
SSC41329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0
SSC41331,4,5,3,0,0,0,11,0,0,3,6,0,5,0,0,12,0,0,7,0,0,0,0,0,8,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,6,4,13,17,17,14,0,3,76,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,0,24,0,3,4,0,0,4,0,0,8,0,0,0,0,0,0,0,0,4,0,0,3,5,4,8,0,0,26,0,0,3,0,9,3,0,0,18,0,3,5,9,3,0,3,0,26,3,3,3,5,0,3,3,0,20,0,0,7,0,0,0,0,0,11,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,18,15,14,32,45
SSC41332,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,0,8
