SSC_CODE_2016,F_Mgnt_Com_35_44,F_Mgnt_Com_45_54,F_Mgnt_Com_55_64,F_Mgnt_Com_65_74,F_Mgnt_Com_75_84,F_Mgnt_Com_85ov,F_Mgnt_Com_Tot,F_Society_Cult_15_24,F_Society_Cult_25_34,F_Society_Cult_35_44,F_Society_Cult_45_54,F_Society_Cult_55_64,F_Society_Cult_65_74,F_Society_Cult_75_84,F_Society_Cult_85ov,F_Society_Cult_Tot,F_Creative_Arts_15_24,F_Creative_Arts_25_34,F_Creative_Arts_35_44,F_Creative_Arts_45_54,F_Creative_Arts_55_64,F_Creative_Arts_65_74,F_Creative_Arts_75_84,F_Creative_Arts_85ov,F_Creative_Arts_Tot,F_Fd_Hosp_Psnl_Svcs_15_24,F_Fd_Hosp_Psnl_Svcs_25_34,F_Fd_Hosp_Psnl_Svcs_35_44,F_Fd_Hosp_Psnl_Svcs_45_54,F_Fd_Hosp_Psnl_Svcs_55_64,F_Fd_Hosp_Psnl_Svcs_65_74,F_Fd_Hosp_Psnl_Svcs_75_84,F_Fd_Hosp_Psnl_Svcs_85ov,F_Fd_Hosp_Psnl_Svcs_Tot,F_MixFld_Prgm_15_24,F_MixFld_Prgm_25_34,F_MixFld_Prgm_35_44,F_MixFld_Prgm_45_54,F_MixFld_Prgm_55_64,F_MixFld_Prgm_65_74,F_MixFld_Prgm_75_84,F_MixFld_Prgm_85ov,F_MixFld_Prgm_Tot,F_FldStd_InadDes_15_24,F_FldStd_InadDes_25_34,F_FldStd_InadDes_35_44,F_FldStd_InadDes_45_54,F_FldStd_InadDes_55_64,F_FldStd_InadDes_65_74,F_FldStd_InadDes_75_84,F_FldStd_InadDes_85ov,F_FldStd_InadDes_Tot,F_FldStd_NS_15_24,F_FldStd_NS_25_34,F_FldStd_NS_35_44,F_FldStd_NS_45_54,F_FldStd_NS_55_64,F_FldStd_NS_65_74,F_FldStd_NS_75_84,F_FldStd_NS_85ov,F_FldStd_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_NatPhyl_Scn_15_24,P_NatPhyl_Scn_25_34,P_NatPhyl_Scn_35_44,P_NatPhyl_Scn_45_54,P_NatPhyl_Scn_55_64,P_NatPhyl_Scn_65_74,P_NatPhyl_Scn_75_84,P_NatPhyl_Scn_85ov,P_NatPhyl_Scn_Tot,P_InfoTech_15_24,P_InfoTech_25_34,P_InfoTech_35_44,P_InfoTech_45_54,P_InfoTech_55_64,P_InfoTech_65_74,P_InfoTech_75_84,P_InfoTech_85ov,P_InfoTech_Tot,P_Eng_RelTec_15_24,P_Eng_RelTec_25_34,P_Eng_RelTec_35_44,P_Eng_RelTec_45_54,P_Eng_RelTec_55_64,P_Eng_RelTec_65_74,P_Eng_RelTec_75_84,P_Eng_RelTec_85ov,P_Eng_RelTec_Tot,P_ArchtBldng_15_24,P_ArchtBldng_25_34,P_ArchtBldng_35_44,P_ArchtBldng_45_54,P_ArchtBldng_55_64,P_ArchtBldng_65_74,P_ArchtBldng_75_84,P_ArchtBldng_85ov,P_ArchtBldng_Tot,P_Ag_Envir_Rltd_Sts_15_24,P_Ag_Envir_Rltd_Sts_25_34,P_Ag_Envir_Rltd_Sts_35_44,P_Ag_Envir_Rltd_Sts_45_54,P_Ag_Envir_Rltd_Sts_55_64,P_Ag_Envir_Rltd_Sts_65_74,P_Ag_Envir_Rltd_Sts_75_84,P_Ag_Envir_Rltd_Sts_85ov,P_Ag_Envir_Rltd_Sts_Tot,P_Health_15_24,P_Health_25_34,P_Health_35_44,P_Health_45_54,P_Health_55_64,P_Health_65_74,P_Health_75_84,P_Health_85ov,P_Health_Tot,P_Educ_15_24,P_Educ_25_34,P_Educ_35_44,P_Educ_45_54,P_Educ_55_64,P_Educ_65_74,P_Educ_75_84,P_Educ_85ov,P_Educ_Tot,P_Mgnt_Com_15_24,P_Mgnt_Com_25_34,P_Mgnt_Com_35_44,P_Mgnt_Com_45_54,P_Mgnt_Com_55_64,P_Mgnt_Com_65_74,P_Mgnt_Com_75_84,P_Mgnt_Com_85ov,P_Mgnt_Com_Tot,P_Society_Cult_15_24,P_Society_Cult_25_34,P_Society_Cult_35_44,P_Society_Cult_45_54,P_Society_Cult_55_64,P_Society_Cult_65_74,P_Society_Cult_75_84,P_Society_Cult_85ov,P_Society_Cult_Tot,P_Creative_Arts_15_24,P_Creative_Arts_25_34,P_Creative_Arts_35_44,P_Creative_Arts_45_54,P_Creative_Arts_55_64,P_Creative_Arts_65_74,P_Creative_Arts_75_84,P_Creative_Arts_85ov,P_Creative_Arts_Tot,P_Fd_Hosp_Psnl_Svcs_15_24,P_Fd_Hosp_Psnl_Svcs_25_34,P_Fd_Hosp_Psnl_Svcs_35_44,P_Fd_Hosp_Psnl_Svcs_45_54,P_Fd_Hosp_Psnl_Svcs_55_64,P_Fd_Hosp_Psnl_Svcs_65_74,P_Fd_Hosp_Psnl_Svcs_75_84,P_Fd_Hosp_Psnl_Svcs_85ov,P_Fd_Hosp_Psnl_Svcs_Tot,P_MixFld_Prgm_15_24,P_MixFld_Prgm_25_34,P_MixFld_Prgm_35_44,P_MixFld_Prgm_45_54,P_MixFld_Prgm_55_64,P_MixFld_Prgm_65_74,P_MixFld_Prgm_75_84,P_MixFld_Prgm_85ov,P_MixFld_Prgm_Tot,P_FldStd_InadDes_15_24,P_FldStd_InadDes_25_34,P_FldStd_InadDes_35_44,P_FldStd_InadDes_45_54,P_FldStd_InadDes_55_64,P_FldStd_InadDes_65_74,P_FldStd_InadDes_75_84,P_FldStd_InadDes_85ov,P_FldStd_InadDes_Tot,P_FldStd_NS_15_24,P_FldStd_NS_25_34,P_FldStd_NS_35_44,P_FldStd_NS_45_54,P_FldStd_NS_55_64,P_FldStd_NS_65_74,P_FldStd_NS_75_84,P_FldStd_NS_85ov,P_FldStd_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54
SSC40027,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,4,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,5,3,6
SSC40028,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,8
SSC40029,22,25,6,9,0,0,87,10,11,27,21,12,7,0,0,88,0,0,3,0,5,0,0,0,10,5,11,9,5,3,4,0,0,39,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,14,6,3,11,11,3,8,3,59,37,80,107,95,80,50,21,10,474,0,9,17,19,8,0,0,0,56,0,6,0,0,0,0,0,0,8,7,25,31,31,28,16,8,3,149,0,13,4,5,11,3,6,0,36,0,12,10,16,9,7,0,0,54,3,17,14,28,30,13,7,3,102,0,12,13,10,14,18,3,0,71,3,24,40,39,13,14,3,0,137,8,18,31,20,20,20,3,0,115,0,0,3,0,4,0,0,0,18,6,17,12,12,3,7,0,0,56,0,0,0,3,0,0,0,0,7,0,0,0,0,3,0,0,0,13,21,17,18,16,24,10,12,6,125,62,146,199,201
SSC40030,13,3,8,3,0,0,52,3,16,9,18,6,7,0,0,60,0,0,0,0,0,0,0,0,0,10,8,6,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,7,3,7,4,5,7,25,67,23,88,72,39,28,16,10,25,313,0,5,3,3,3,0,0,0,12,0,13,6,3,0,0,3,0,26,8,19,26,19,13,10,6,0,89,0,7,3,3,3,0,0,0,20,0,3,0,0,3,0,0,0,9,6,23,22,4,3,7,3,0,62,0,12,11,3,5,3,0,0,27,3,31,26,11,12,0,0,0,85,8,18,17,19,3,7,0,0,78,0,4,0,0,0,0,0,0,3,8,15,11,0,3,0,0,0,39,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,13,13,16,12,10,12,11,31,114,45,152,148,80
SSC40031,45,33,12,5,0,0,145,14,8,32,31,9,3,0,0,99,4,0,3,0,0,0,0,0,6,8,10,16,18,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,8,14,10,6,11,3,0,73,60,102,163,134,52,39,7,4,561,0,4,7,4,3,0,0,0,20,7,7,9,3,0,4,0,0,26,26,45,72,82,35,36,12,3,310,10,11,19,16,13,9,3,0,75,0,4,3,4,3,0,0,0,17,10,19,27,25,17,12,0,0,102,0,18,19,18,15,3,0,0,76,17,43,66,51,27,8,3,0,214,18,17,36,38,9,3,0,0,119,4,6,3,3,5,0,0,0,12,8,15,17,20,3,4,3,0,67,0,0,0,0,0,0,4,0,4,0,3,3,8,0,0,0,0,20,22,19,27,16,12,19,16,4,131,120,195,306,275
SSC40032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,8
SSC40033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,7,0
SSC40036,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,3,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,7,0,0,0,0,3,0,0,0,4,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,6,4
SSC40037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3
SSC40038,3,4,5,3,3,0,28,0,0,6,6,7,3,0,0,23,0,0,0,0,0,0,0,0,3,0,3,3,0,4,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,12,8,4,7,47,9,26,24,27,51,35,23,14,200,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,11,5,13,26,18,9,0,95,0,7,3,3,5,5,3,0,33,0,3,5,3,0,0,0,0,15,0,5,3,6,15,12,7,4,55,4,5,9,3,11,10,7,0,49,3,10,3,8,10,6,3,0,44,0,0,9,7,10,3,0,0,28,0,3,0,0,0,0,0,0,8,0,6,3,0,3,3,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,8,3,17,21,15,18,92,21,58,47,47
SSC40039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,7,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,15,8,7
SSC40040,7,3,0,0,0,0,10,0,3,3,0,3,0,0,0,8,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,16,20,10,21,18,0,0,86,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,7,9,7,5,6,0,31,0,0,6,0,0,3,0,0,12,0,0,4,3,3,0,0,0,12,0,5,3,3,13,5,0,0,25,0,0,7,7,5,10,0,0,28,0,3,7,3,4,0,0,0,15,0,3,3,0,3,3,0,0,8,0,0,3,0,0,0,0,0,0,3,4,3,3,3,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,7,3,0,20,11,25,41,32
SSC40041,0,3,0,0,0,0,8,0,3,4,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,11,0,17,11,8,15,9,0,0,59,4,3,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,6,3,14,5,0,0,26,0,0,0,3,0,0,0,0,10,3,3,3,0,3,3,0,0,13,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,10,0,3,4,0,3,3,0,0,15,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,9,14,0,0,34,11,29,21,22
SSC40042,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,11,8,7,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,13,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,3,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,16,0,6,18,15
SSC40043,45,19,17,11,5,0,183,19,54,27,24,25,8,3,0,155,6,10,6,0,0,3,0,0,24,11,10,5,8,6,3,0,0,57,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,7,12,21,10,11,7,15,8,4,87,101,294,179,105,83,51,32,12,853,15,18,14,8,3,3,0,0,56,4,36,21,12,3,3,0,0,79,16,52,49,36,27,19,11,5,227,12,19,14,10,11,3,6,0,64,0,10,8,4,0,0,0,0,22,16,98,60,30,19,15,6,3,249,12,24,26,13,9,13,9,0,97,32,129,80,21,32,16,4,0,321,28,77,46,35,38,13,3,0,229,9,23,14,3,3,3,0,0,56,20,28,11,17,9,7,0,0,99,0,0,0,3,0,0,3,0,3,0,3,3,3,3,0,0,0,16,28,43,25,19,14,26,13,10,178,186,561,373,212
SSC40044,0,3,3,0,0,0,11,0,0,0,0,9,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,3,0,0,16,12,8,10,19,18,8,0,0,69,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,4,3,3,10,9,7,0,0,31,0,0,0,0,3,0,0,0,6,0,0,0,3,3,3,0,0,14,0,0,0,7,3,0,0,0,13,3,0,4,0,0,0,0,0,9,3,0,3,9,7,0,0,0,21,0,0,0,0,10,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,9,3,7,0,0,30,17,11,26,36
SSC40045,14,13,7,3,6,0,67,3,12,3,6,0,8,0,0,34,0,0,5,0,0,0,0,0,6,0,0,3,0,3,3,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,3,5,3,6,3,9,41,20,79,44,40,24,27,20,13,266,3,7,4,3,0,0,3,0,21,0,11,11,3,0,0,0,0,32,3,18,5,5,7,7,13,8,61,3,5,0,3,4,0,0,0,19,0,3,3,0,0,0,0,0,7,6,23,16,10,7,3,7,0,67,0,3,6,3,9,6,3,0,31,7,36,31,19,10,6,3,3,113,3,20,5,7,9,10,3,0,59,0,12,4,0,0,0,0,0,16,0,5,4,0,3,3,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,8,10,5,6,5,12,5,17,70,43,159,95,72
SSC40046,6,7,10,3,0,0,26,0,5,0,5,7,5,0,0,29,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,3,0,0,0,9,6,15,21,32,37,16,3,0,134,0,0,3,3,7,3,0,0,15,0,0,0,0,0,0,0,0,3,0,4,7,7,12,9,3,0,49,3,4,0,0,3,3,3,0,13,7,0,0,7,3,4,0,0,18,3,5,12,4,12,7,3,0,46,0,0,3,3,3,3,0,0,16,0,6,6,16,13,3,0,0,35,0,4,0,12,11,10,0,0,34,0,0,3,3,0,0,0,0,14,0,0,4,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,3,8,8,0,0,0,27,23,29,40,62
SSC40047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
SSC40048,134,124,52,30,12,3,479,31,54,83,68,47,32,7,0,323,12,25,24,12,8,4,0,0,86,27,29,24,37,25,13,0,3,151,0,0,0,0,0,3,4,0,4,3,6,6,10,4,0,0,0,28,9,4,20,25,15,23,13,4,114,164,374,470,454,341,227,74,14,2113,9,24,34,25,30,21,6,3,154,7,32,37,37,16,4,0,0,137,42,91,111,168,126,111,64,4,714,32,52,48,59,32,33,12,0,273,4,4,23,12,4,8,6,0,69,27,89,81,108,117,55,15,7,491,6,65,84,85,116,81,25,3,457,49,177,225,216,130,89,25,5,917,44,90,123,87,85,50,14,0,493,26,30,30,21,16,11,0,0,142,27,43,41,58,37,24,0,3,234,0,0,0,0,0,3,4,0,4,9,10,20,19,8,6,5,0,66,36,19,39,47,27,44,38,12,261,323,723,893,941
SSC40049,14,6,11,3,0,0,83,9,21,15,18,3,4,0,0,71,0,4,0,0,0,0,0,0,10,5,13,10,0,0,0,0,0,25,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,9,11,7,8,11,11,12,3,3,64,51,127,84,45,31,18,3,3,368,0,5,9,3,0,0,0,0,21,3,22,4,6,3,0,0,0,35,9,33,29,27,19,8,0,3,126,7,9,3,5,3,0,3,0,32,0,5,0,0,0,0,0,0,4,6,30,23,6,3,0,0,0,82,0,8,3,3,3,3,0,0,27,17,62,29,11,11,6,0,0,131,12,38,37,19,3,3,0,0,114,3,3,3,0,0,0,0,0,16,11,14,10,9,0,0,0,0,49,0,4,0,0,0,0,0,0,3,0,4,4,4,3,0,0,0,18,30,31,16,16,8,18,7,4,127,101,269,178,116
SSC40050,4,10,4,0,0,0,19,0,6,3,7,3,3,0,0,22,0,3,3,0,0,0,0,0,3,3,0,3,3,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,14,5,3,0,44,7,31,19,42,48,26,4,8,180,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,9,10,9,15,5,3,0,49,0,0,0,0,0,4,3,0,11,0,10,3,4,4,0,0,0,18,0,12,7,10,13,6,0,0,41,0,3,0,7,11,10,0,3,40,4,6,4,13,4,4,0,0,38,0,7,3,4,5,10,0,0,33,0,3,3,0,0,0,0,0,5,3,0,3,8,4,6,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,15,24,14,7,4,76,18,59,37,71
SSC40051,8,4,12,3,0,0,41,0,5,5,4,13,3,0,0,31,0,0,0,3,3,0,0,0,6,6,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,8,21,25,20,50,20,3,6,157,0,0,0,0,6,0,0,0,11,0,0,4,3,0,0,0,0,9,3,9,7,7,17,3,0,7,51,0,3,3,0,6,4,0,0,18,0,0,0,0,0,0,0,0,0,0,7,7,9,7,12,3,0,47,0,3,3,3,10,5,3,0,29,6,19,15,5,28,10,3,3,88,0,10,5,5,17,7,3,0,44,0,0,3,3,3,6,0,0,16,6,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,8,3,3,0,18,19,51,43,45
SSC40052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0
