SSC_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SSC41203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7
SSC41204,0,0,0,3,3,3,3,0,0,14,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,4,0,16,6,4,11,15,16,59,46,9,0,170
SSC41205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5
SSC41206,3,61,273,215,192,164,69,14,8,994,0,26,179,137,157,125,36,3,3,669,0,17,162,156,177,131,33,4,0,680,0,4,101,129,123,113,22,6,0,486,0,0,105,234,209,120,22,0,0,695,0,0,36,102,118,75,11,7,0,349,45,64,141,90,122,101,71,46,40,722,705,1110,2115,1813,1860,1633,930,551,310,11023
SSC41207,0,0,3,0,4,3,0,0,0,4,0,0,3,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,3,0,3,0,9,5,3,0,3,10,3,0,0,0,21,25,5,9,19,39,22,11,0,3,135
SSC41208,0,0,3,0,0,0,0,0,0,7,0,0,5,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,4,0,0,0,9,0,0,0,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,15,5,15,3,0,4,0,0,3,49,49,46,88,59,47,45,17,12,4,365
SSC41209,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7
SSC41210,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,4,9,4,4,0,39
SSC41211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,3,0,4,10,6,0,0,28
SSC41212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,0,4,3,3,13,5,3,0,35
SSC41214,0,3,3,9,3,0,0,0,0,17,0,0,3,5,0,0,0,0,0,7,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,4,0,0,0,9,5,9,20,9,18,24,22,3,7,120
SSC41215,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,7,3,3,3,12,0,4,0,0,26
SSC41216,0,0,3,3,3,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,3,0,0,0,0,0,6,0,5,10,11,3,10,7,0,3,54
SSC41217,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,9,0,9,14,4,6,10,7,7,0,55
SSC41218,0,0,40,40,25,24,8,3,0,137,0,4,19,23,15,14,0,0,0,84,0,3,20,18,16,14,3,0,0,69,0,0,4,11,10,3,0,0,0,35,0,0,6,4,13,7,0,0,0,30,0,0,0,4,0,0,4,0,0,13,13,7,19,16,19,10,20,24,9,144,90,97,282,232,255,265,195,153,63,1623
SSC41219,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,3,3,0,0,0,15
SSC41220,0,6,11,9,16,16,13,0,0,65,0,4,8,4,15,11,0,0,0,45,0,0,13,10,22,12,0,0,0,50,0,0,4,9,6,7,0,0,0,30,0,0,3,11,13,5,0,0,0,32,0,0,3,5,4,7,0,0,0,23,7,6,3,9,12,23,14,17,12,111,69,44,108,116,198,201,189,97,34,1051
SSC41221,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,5,0,0,31
SSC41222,0,0,0,3,0,3,0,0,0,5,0,0,3,0,0,7,0,0,0,6,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,16,16,7,13,15,24,37,29,7,0,145
SSC41223,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,7,13,11,29,19,10,3,0,108
SSC41224,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,10,8,5,4,4,19,22,0,6,0,64
SSC41225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,10,3,0,0,0,18
SSC41226,0,0,0,0,7,3,0,0,0,11,0,0,0,0,3,0,0,0,0,3,0,0,0,3,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,7,0,0,0,5,0,0,0,0,18,16,4,10,9,29,21,8,0,0,105
SSC41227,0,0,0,4,9,0,0,0,0,14,0,0,3,0,3,0,0,0,0,10,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,3,0,3,5,0,0,3,0,0,9,15,8,10,32,35,19,26,6,0,156
SSC41228,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,12,0,5,17,24,20,23,12,3,120
SSC41229,0,28,101,89,107,86,39,3,0,455,0,8,89,73,85,60,15,4,0,340,0,8,63,61,73,48,7,0,0,250,0,0,25,47,47,37,5,0,0,150,0,5,22,51,48,41,3,0,0,160,0,0,0,8,16,11,3,4,3,43,18,18,29,30,36,56,24,20,7,237,355,341,683,731,784,795,491,180,48,4416
SSC41230,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,14,8,18,13,0,0,72
SSC41231,0,0,0,3,8,0,6,0,0,13,0,0,0,0,5,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,12,7,5,18,31,11,23,6,3,116
SSC41232,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,12,23,32,3,4,3,7,20,26,24,134
SSC41233,0,0,18,11,3,0,0,0,0,39,0,0,15,9,6,5,0,0,0,35,0,0,4,3,4,0,0,0,0,14,0,0,0,3,0,5,0,0,0,7,0,0,3,0,9,3,0,0,0,18,0,0,3,0,0,0,0,0,0,3,0,0,4,0,4,0,0,0,0,14,31,30,88,49,57,34,15,7,0,310
SSC41234,0,0,0,0,3,3,0,0,0,15,0,0,0,0,0,3,0,0,0,10,0,0,0,0,4,0,0,0,0,10,0,0,3,3,0,0,0,0,0,9,0,0,3,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,9,3,20,19,33,32,20,5,3,154
SSC41235,0,12,59,32,37,50,25,8,4,233,0,10,36,22,24,29,13,0,0,136,0,0,16,19,21,28,3,3,0,84,0,0,8,13,9,14,0,0,0,41,0,0,16,20,13,15,4,0,0,55,0,3,9,11,11,14,8,7,6,60,40,24,51,47,37,56,72,77,63,467,271,283,589,482,488,606,548,399,213,3870
SSC41236,0,5,3,4,10,4,0,0,0,37,0,0,3,4,12,3,0,0,0,22,0,0,4,4,3,9,0,0,0,27,0,0,0,9,3,0,0,0,0,16,0,0,3,0,3,0,0,0,0,5,0,0,0,3,3,4,0,0,0,13,8,0,0,3,6,3,0,0,0,23,41,36,64,86,103,93,56,24,9,516
SSC41237,0,0,3,10,6,4,3,0,0,26,0,0,3,3,4,0,0,3,0,13,0,0,0,3,3,0,0,0,0,9,0,0,0,0,3,8,0,0,0,13,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,3,0,3,5,5,6,3,0,0,23,29,15,29,41,61,60,44,17,3,295
SSC41238,0,4,14,25,26,20,11,0,0,101,0,3,8,12,8,10,0,0,0,45,0,0,4,10,10,7,4,0,0,33,0,0,4,5,13,7,3,0,0,28,0,0,3,5,5,8,0,0,0,22,0,0,0,0,3,4,3,0,0,18,14,7,8,22,17,25,15,5,0,122,81,64,118,161,235,197,138,49,10,1068
SSC41239,0,4,48,11,20,18,3,0,0,100,0,3,28,13,3,6,3,0,0,59,0,0,22,10,8,13,0,0,0,52,0,0,11,4,9,5,0,0,0,25,0,0,4,12,5,5,0,0,0,29,0,0,4,4,0,0,0,0,0,9,8,24,31,19,17,16,8,14,3,140,89,179,344,192,196,209,128,101,34,1459
SSC41240,0,21,118,86,75,51,23,0,0,378,0,6,81,59,47,38,5,0,0,241,0,0,52,35,31,24,6,0,0,155,0,0,13,14,16,12,0,0,0,59,0,3,15,19,14,14,0,0,0,69,0,0,6,3,3,0,0,0,0,12,10,5,37,38,21,20,26,18,6,176,252,280,823,633,553,543,516,224,74,3902
SSC41241,0,9,44,39,36,36,16,0,0,171,0,0,36,23,29,24,4,0,0,112,0,0,10,18,14,17,3,0,0,65,0,0,6,5,8,10,0,0,0,39,0,0,5,8,3,8,0,0,0,26,0,0,0,0,3,0,3,0,0,6,8,0,10,4,12,10,7,11,12,70,107,116,250,238,227,277,272,114,64,1674
SSC41242,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,6,0,7,16,11,34,32,4,3,118
SSC41243,0,16,79,48,46,46,12,3,0,253,0,4,54,48,38,20,0,0,0,172,0,0,49,27,26,8,7,0,0,122,0,0,21,20,16,3,0,0,0,64,0,0,15,30,15,9,0,0,0,71,0,3,5,0,10,3,0,0,0,30,11,13,48,14,24,29,19,24,12,199,169,282,648,465,399,351,242,169,92,2811
SSC41244,0,20,96,72,61,44,19,11,4,320,0,16,64,36,55,31,8,0,0,210,0,4,37,37,22,25,8,0,0,132,0,0,20,14,28,8,0,0,0,73,0,3,9,23,9,11,5,0,3,69,0,0,5,4,4,0,3,0,0,19,12,4,21,33,18,20,32,22,40,199,195,220,584,477,449,399,477,377,186,3361
SSC41245,0,5,39,19,12,16,3,0,0,100,0,3,25,9,7,5,0,0,0,49,0,0,24,10,6,9,3,0,0,55,0,0,12,11,5,3,0,0,0,32,0,0,8,12,6,3,0,0,0,40,0,0,9,10,0,0,0,0,0,16,4,11,9,9,5,13,7,3,7,69,49,117,257,162,117,129,78,53,14,970
SSC41246,0,16,36,43,40,28,16,7,3,195,0,10,38,25,30,23,6,0,0,130,0,8,25,24,47,30,10,0,0,146,0,0,21,15,17,14,0,0,0,69,0,0,19,11,32,29,3,0,0,88,0,0,9,8,9,5,4,0,0,41,26,6,29,22,38,32,43,33,13,237,252,212,418,416,512,471,442,301,154,3181
SSC41247,0,13,22,25,25,30,17,0,0,130,0,6,24,30,21,16,0,0,0,92,0,3,16,14,31,13,3,0,0,84,0,0,11,14,14,13,4,0,0,57,0,0,6,19,28,5,0,0,0,67,0,0,9,10,11,5,0,0,0,37,11,8,9,8,14,23,21,12,14,125,153,135,230,254,308,283,270,105,39,1776
SSC41248,0,6,6,12,25,12,4,0,0,61,0,0,11,12,14,7,6,0,0,50,0,3,0,5,13,8,5,0,0,26,0,0,0,0,6,5,0,0,0,12,0,0,0,3,3,3,3,0,0,18,0,0,0,4,4,0,0,0,0,11,0,4,3,8,3,11,14,3,0,52,45,54,66,87,127,126,108,46,16,670
SSC41249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,0,19
SSC41250,0,3,6,10,17,8,8,8,0,65,0,0,3,6,10,18,5,4,0,48,0,0,4,3,8,0,3,0,0,20,0,0,3,3,3,3,0,0,0,14,0,0,3,0,12,5,0,0,0,25,0,0,0,0,0,3,5,0,0,12,9,0,3,5,8,13,17,12,11,79,61,27,76,73,153,177,177,81,59,885
SSC41251,0,4,11,13,22,26,8,4,0,103,0,0,9,10,9,7,6,3,0,41,0,0,6,7,7,3,4,0,0,31,0,0,5,8,7,7,3,0,0,24,0,0,7,9,5,10,3,3,0,36,0,0,0,0,0,6,4,0,0,15,3,5,3,5,23,21,21,13,3,99,37,52,102,110,146,199,173,97,40,949
SSC41252,0,0,0,7,7,3,3,0,0,14,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,8,8,0,0,19,10,14,12,24,24,49,49,27,3,216
SSC41253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8
SSC41254,0,0,0,4,3,3,0,0,0,10,0,0,0,3,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,3,0,0,3,7,5,0,0,0,18,24,12,14,33,52,37,32,7,6,217
SSC41255,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,18,0,9,19,28,24,16,4,0,117
SSC41256,0,0,5,0,3,3,0,0,0,8,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,14,9,10,24,6,24,18,7,0,0,105
SSC41257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,12
SSC41258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,8,4,4,6,30
SSC41260,0,0,17,13,12,23,16,4,0,84,0,0,11,15,8,17,15,0,0,72,0,4,8,12,18,12,8,3,0,71,0,0,7,7,11,14,14,0,0,61,0,0,11,28,17,25,15,3,0,95,0,0,3,33,46,41,15,4,0,145,9,3,7,3,14,14,13,10,0,58,117,64,125,167,191,214,158,77,19,1145
SSC41261,0,0,0,5,7,6,0,0,0,18,0,0,0,3,3,5,0,0,0,9,0,0,7,0,0,0,0,0,0,7,0,0,0,0,3,3,3,0,0,10,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,0,0,13,12,8,16,14,32,40,18,5,3,147
SSC41262,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,10,7,19,21,15,19,19,12,7,0,124
SSC41263,0,8,59,72,53,47,5,3,0,251,0,3,38,40,31,14,4,0,0,134,0,0,34,28,23,20,0,0,4,104,0,0,16,11,19,5,0,0,0,56,0,0,3,17,19,8,0,0,0,50,0,0,0,3,3,0,0,0,0,5,30,12,30,20,28,35,31,14,6,212,197,199,486,458,496,456,268,135,66,2758
SSC41264,0,8,5,22,30,19,3,0,0,90,0,0,13,19,10,12,0,0,0,54,0,0,9,14,18,9,0,0,0,47,0,0,3,5,9,4,0,0,0,23,0,0,7,13,15,0,0,0,0,30,0,0,0,0,5,0,0,0,0,8,9,3,4,4,5,9,3,0,0,40,91,65,111,150,160,113,57,19,8,770
SSC41265,0,10,25,13,18,23,22,6,5,130,0,3,12,10,9,17,12,3,0,65,0,0,11,15,21,22,5,3,0,84,0,0,9,21,17,12,11,6,0,68,0,0,3,11,19,22,10,4,3,79,0,0,0,19,44,24,22,8,3,115,0,7,3,9,21,9,16,12,8,78,102,86,124,160,200,212,214,109,57,1255
SSC41266,0,23,120,112,127,102,52,23,5,554,0,16,81,97,97,55,26,10,3,373,0,7,64,78,94,53,25,10,3,327,0,4,45,60,62,39,13,9,0,227,0,3,34,95,102,46,14,0,3,300,0,0,8,34,42,27,10,3,0,120,26,23,28,32,43,30,54,77,74,377,525,457,819,957,1069,763,794,745,286,6418
SSC41267,0,0,0,0,4,0,0,0,0,9,0,0,0,3,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,5,0,3,7,5,3,7,3,4,0,36,10,11,15,21,21,25,18,13,0,138
SSC41268,3,19,52,26,38,20,0,0,0,158,3,24,60,32,36,17,4,0,0,183,3,17,79,50,45,23,3,0,0,211,3,25,85,69,49,40,0,0,0,273,0,29,211,165,126,72,3,0,0,613,0,0,47,73,71,22,0,0,0,215,26,33,96,63,55,31,4,0,0,306,154,264,876,659,530,325,38,5,3,2864
SSC41269,0,5,65,41,43,29,12,4,0,198,0,3,51,35,27,12,3,0,0,128,0,0,38,36,22,17,4,0,0,111,0,0,27,15,14,11,0,0,0,69,0,0,13,13,12,3,0,0,0,41,0,0,4,7,7,6,0,0,0,25,15,7,26,25,33,23,34,12,3,199,154,180,481,390,407,363,279,158,83,2501
SSC41270,0,5,14,14,18,14,8,0,0,82,0,3,4,13,9,14,8,0,0,51,0,0,11,17,15,11,7,0,0,57,0,0,6,17,21,20,4,0,0,69,0,0,6,12,23,22,4,0,0,69,0,0,6,21,23,23,4,0,0,67,3,0,6,7,5,5,4,3,0,48,62,88,119,149,170,197,138,46,17,984
SSC41271,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,3,3,0,0,0,0,16,12,4,6,7,14,15,10,0,0,77
SSC41272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,11,3,7,5,3,0,0,0,31,7,6,4,9,10,12,0,0,0,50
SSC41273,0,3,0,0,6,11,0,0,0,20,0,0,9,0,7,4,0,0,0,21,0,0,0,3,3,3,0,0,0,10,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,3,6,3,7,12,4,5,0,40,22,24,35,35,71,95,63,44,12,397
SSC41274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,4
SSC41275,0,32,102,91,102,77,13,3,3,424,0,4,59,52,35,36,18,0,4,203,0,3,21,27,35,21,4,0,0,113,0,0,11,19,28,16,8,0,0,84,0,0,3,13,20,12,6,0,0,58,0,3,0,10,5,0,3,3,0,24,52,38,94,82,76,55,79,75,51,608,458,589,1276,958,1024,869,742,587,257,6758
SSC41276,0,25,109,68,72,69,17,5,0,359,0,8,45,47,29,35,0,0,0,172,0,3,33,23,34,26,9,0,0,127,0,0,13,13,13,16,6,0,0,56,0,0,11,11,10,3,0,0,0,33,0,0,4,3,3,6,3,0,0,21,27,29,73,44,52,44,38,32,14,346,359,444,889,710,765,755,516,284,83,4796
SSC41277,0,41,170,153,141,100,36,14,3,648,0,11,73,103,76,50,3,0,3,320,0,0,40,64,54,56,8,0,0,222,0,0,21,36,45,23,4,0,0,124,0,0,16,25,32,23,3,0,0,96,0,0,0,3,0,3,3,0,0,12,31,19,80,64,50,62,65,56,36,460,518,529,1186,1146,1090,1039,946,667,261,7379
SSC41278,3,30,94,69,131,89,25,9,0,444,0,10,52,64,80,66,10,0,0,282,0,8,52,66,70,56,7,0,0,260,0,3,15,36,48,29,6,0,0,142,0,0,18,49,50,35,4,0,0,155,0,0,3,10,25,11,6,0,0,58,26,17,37,24,36,19,18,17,5,203,374,378,616,627,818,731,428,144,50,4157
