SSC_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
SSC41203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
SSC41204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,5,3,0,0,0,17
SSC41205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4
SSC41206,198,140,88,34,53,27,15,562,80,59,27,14,28,31,13,248,58,54,19,10,20,9,10,177,390,403,226,123,188,109,63,1512,0,3,0,0,0,0,0,6,734,661,366,181,293,173,98,2497,10,15,8,4,12,14,8,66,8,9,3,6,5,3,4,31,5,6,3,4,3,3,5,27,22,57,29,23,33,26,13,206,3,0,0,0,0,0,0,4,45,87,41,34,49,47,23,335,774,744,407,216,343,222,124,2834
SSC41207,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,3,8,0,3,4,3,0,22,0,0,0,0,0,0,0,0,3,8,0,4,5,3,0,29,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,16,4,11,4,10,15,4,0,44
SSC41208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,33,10,13,0,0,0,79,0,0,0,0,0,0,0,0,31,33,10,13,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,9,6,3,0,0,49,0,0,0,0,0,0,0,0,11,19,9,6,3,0,0,49,45,50,25,18,3,0,0,132
SSC41209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7
SSC41211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4
SSC41212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,4
SSC41214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,7,3,3,0,0,30,0,0,0,0,0,0,0,0,15,4,4,3,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,10,4,3,3,0,0,39
SSC41215,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7
SSC41216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,16,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,16
SSC41217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9
SSC41218,14,11,10,5,10,5,0,56,9,0,6,0,0,0,0,18,3,16,0,3,3,3,0,27,48,15,15,16,10,7,0,112,0,0,0,0,0,0,0,0,76,47,31,18,21,8,4,205,4,5,0,0,3,0,0,15,3,4,3,0,3,0,3,15,0,0,0,0,4,0,0,7,20,16,13,3,7,3,3,60,0,0,0,0,3,0,0,4,23,25,14,6,20,3,3,99,97,70,51,24,36,14,5,303
SSC41219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41220,0,4,0,0,0,0,0,10,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,3,40,34,18,14,28,0,0,136,0,0,0,0,0,0,0,4,43,45,19,18,32,3,0,156,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,7,14,13,5,7,0,0,45,0,0,0,0,0,0,0,0,9,14,13,5,7,0,0,49,49,54,35,27,37,3,0,209
SSC41221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SSC41222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,3,0,0,20,0,0,0,0,0,0,0,0,4,5,3,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,3,0,5,3,0,26
SSC41223,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,4,0,0,18,0,0,0,0,0,0,0,0,3,6,3,4,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,7,3,10,6,4,5,0,0,31
SSC41224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,3,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,3,0,0,8
SSC41225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41226,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,3,3,8,3,0,21,0,0,0,0,0,0,0,0,5,4,3,3,5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,3,5,0,0,29
SSC41227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,7,5,3,9,0,0,34,0,0,0,0,0,0,0,0,4,8,11,3,9,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,11,3,7,3,3,37
SSC41228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,4,0,3,0,0,22,0,0,0,0,0,0,0,0,7,9,4,3,9,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,5,12,4,5,10,0,0,35
SSC41229,20,26,11,9,19,16,6,112,24,21,21,20,14,11,3,114,26,11,11,3,12,4,0,72,214,198,117,76,84,42,18,748,0,0,0,3,0,0,0,4,279,258,160,115,136,69,30,1050,0,7,8,3,0,4,0,23,3,8,6,0,3,0,0,20,0,0,0,3,6,3,3,13,31,34,24,16,32,13,10,164,0,0,0,0,0,0,0,3,34,49,37,25,47,25,14,232,312,313,204,140,176,90,40,1279
SSC41230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,0,0,0,0,21,0,0,0,0,0,0,0,0,8,5,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,0,0,0,0,21
SSC41231,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,0,8,0,0,20,0,0,0,0,0,0,0,0,4,7,5,0,6,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,5,0,9,0,0,25
SSC41232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41233,0,0,0,4,4,0,0,13,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,5,34,19,8,4,8,0,0,73,0,0,0,0,0,0,0,4,32,26,16,5,9,4,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,5,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,5,3,0,4,0,0,17,40,27,19,8,16,3,0,115
SSC41234,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,16,6,6,3,4,0,0,35,0,0,0,0,0,0,0,0,16,13,8,3,4,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,0,15,0,0,0,0,0,0,0,0,5,3,4,0,3,0,0,14,22,19,11,4,6,0,0,54
SSC41235,32,17,6,13,14,5,3,92,9,0,3,7,4,0,0,24,3,4,0,0,0,0,0,13,136,123,71,54,66,4,0,452,0,0,0,0,0,0,0,0,188,145,83,65,85,15,3,586,3,0,7,0,0,0,3,18,3,0,5,3,0,0,0,9,0,3,0,0,0,0,0,11,44,59,51,34,36,5,0,237,3,8,3,3,3,0,0,20,54,76,65,42,44,5,7,294,239,224,149,111,132,14,9,884
SSC41236,0,0,3,3,0,0,0,7,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,4,32,23,18,16,18,4,0,108,0,0,0,0,0,0,0,0,32,25,21,15,18,4,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,3,5,4,3,0,0,17,0,0,0,0,0,0,0,0,3,4,5,3,4,6,0,25,33,31,30,21,21,8,0,148
SSC41237,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,15,4,7,11,3,0,46,0,0,0,0,0,0,0,0,9,17,4,7,13,3,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,11,15,20,9,8,13,3,0,62
SSC41238,0,0,3,3,3,0,3,13,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,8,51,57,39,25,34,3,0,204,0,0,0,0,0,0,0,0,60,55,45,28,35,8,3,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,3,8,0,0,25,0,0,0,0,0,0,0,0,0,10,11,4,8,0,0,29,63,67,50,28,48,8,3,260
SSC41239,43,29,9,4,3,10,5,108,8,3,0,0,0,0,3,19,9,8,0,0,0,0,0,15,32,11,3,0,3,5,6,56,0,0,0,0,0,0,0,0,93,47,14,7,8,12,12,196,0,5,3,0,4,4,0,15,0,0,0,3,0,3,0,7,3,4,0,0,0,0,0,10,13,10,3,3,8,3,3,43,0,0,0,0,0,0,0,0,12,18,10,12,9,12,0,80,108,70,27,15,21,24,18,277
SSC41240,26,14,9,7,25,6,0,82,25,9,7,5,13,3,0,60,23,13,8,5,6,5,4,58,205,161,83,47,61,4,9,565,0,0,0,4,0,0,0,4,275,192,107,63,102,19,12,772,0,9,0,6,0,4,0,23,3,12,8,0,4,0,0,26,0,0,0,3,0,0,0,10,38,47,21,23,23,3,0,155,0,3,0,0,0,3,0,10,41,73,29,35,28,14,5,224,317,268,138,91,133,34,16,995
SSC41241,6,6,13,10,15,9,3,60,3,12,7,0,0,0,0,25,7,8,0,4,6,0,0,26,76,65,30,20,26,8,5,220,0,0,0,0,0,0,0,0,93,90,48,33,39,15,6,327,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,4,3,0,3,0,0,16,13,15,13,16,11,5,0,73,0,0,0,0,0,0,0,3,14,24,16,14,18,9,0,93,107,115,63,55,52,24,8,425
SSC41242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,0,0,0,0,14,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,9,5,3,3,0,0,0,24
SSC41243,56,51,30,11,26,15,6,190,6,9,0,0,4,5,3,30,16,16,8,0,3,0,3,38,73,46,31,16,28,14,5,203,0,0,0,0,0,0,0,3,147,119,64,30,56,30,17,470,3,8,3,3,3,4,0,25,0,4,0,3,3,0,0,16,4,7,3,0,0,0,0,19,11,24,10,4,9,3,6,75,0,0,0,0,0,0,0,0,16,45,14,12,16,6,6,129,170,161,83,42,78,36,24,600
SSC41244,29,23,8,5,9,9,7,90,11,16,15,0,8,3,3,47,16,11,8,6,6,0,3,42,113,108,50,40,54,13,4,377,0,0,0,0,0,0,0,4,170,159,74,51,74,23,12,564,3,4,0,0,6,3,4,31,8,0,3,4,3,0,0,20,0,3,4,5,3,3,0,15,14,46,36,24,20,0,0,150,0,0,0,0,0,0,0,0,29,62,44,34,39,4,5,212,196,218,118,85,116,31,16,778
SSC41245,10,13,3,4,6,7,0,45,4,3,3,3,0,0,0,17,3,7,0,0,3,3,0,16,34,19,7,7,9,7,0,80,0,0,0,0,0,0,0,0,47,39,14,15,15,16,5,154,5,4,0,3,0,0,0,13,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,13,0,0,0,0,0,0,0,5,10,6,4,5,11,0,3,34,57,41,18,16,21,16,7,191
SSC41246,13,11,0,3,4,0,0,33,6,4,4,0,7,0,0,15,7,6,0,3,3,0,0,11,119,111,78,64,84,13,4,476,0,0,0,0,0,0,0,5,139,133,87,68,91,18,3,542,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,15,0,0,0,0,3,0,0,4,47,54,33,31,44,3,0,225,0,3,3,3,3,0,0,7,51,56,40,37,51,7,4,251,192,188,128,105,149,22,6,793
SSC41247,6,9,6,5,3,0,0,30,8,0,0,0,0,0,0,5,0,5,0,0,0,0,0,7,77,91,58,38,58,8,3,334,0,0,0,0,3,0,0,5,97,103,67,42,69,12,3,387,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,21,31,10,9,19,7,0,86,3,4,0,0,3,0,0,8,23,31,13,13,22,6,0,106,121,133,84,53,89,14,3,492
SSC41248,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,35,38,21,13,18,5,0,131,0,0,0,0,0,0,0,0,43,44,21,10,18,5,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,0,7,3,0,25,0,0,0,0,0,0,0,0,4,5,6,3,7,3,0,29,43,52,26,14,26,6,0,170
SSC41249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC41250,3,3,0,0,0,0,0,9,0,3,0,0,3,0,0,7,0,0,0,0,0,0,0,0,30,25,17,13,20,0,0,103,0,0,0,0,0,0,0,0,28,34,19,13,19,0,0,118,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,15,10,9,13,13,4,0,65,3,4,0,0,0,0,0,9,20,15,8,12,13,4,0,77,48,47,30,22,38,3,0,191
SSC41251,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,8,28,33,17,10,14,0,0,105,0,0,0,0,0,0,0,0,35,38,18,18,15,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,7,10,3,0,0,0,0,14,0,0,0,0,0,0,0,0,10,10,3,0,0,0,0,16,37,39,25,19,16,0,0,146
SSC41252,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,7,9,3,6,3,0,0,30,0,0,0,0,0,0,0,0,7,9,3,8,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,11,9,3,11,6,0,0,34
SSC41253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41254,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,6,4,10,18,3,0,47,0,0,0,0,0,0,0,0,10,7,4,9,20,3,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,9,20,3,0,54
SSC41255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,6,6,3,0,0,31,0,0,0,0,0,0,0,0,3,12,7,6,8,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,7,6,5,0,0,37
SSC41256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,12,3,0,0,0,0,0,0,3,3,5,3,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,4,3,0,0,18
SSC41257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
