SSC_CODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
SSC40074,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC40075,0,0,0,0,0,0,3,0,5,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,12,6,20
SSC40076,0,0,0,3,0,3,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,9,4,17
SSC40077,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,6
SSC40078,3,3,9,10,11,20,0,3,3,4,5,4,17,16,29,14,7,16,3,0,3,0,0,0,12,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,0,0,0,0,0,4,4,0,3,0,0,0,5,12,17,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,44,40,78
SSC40079,0,0,0,4,0,5,0,0,0,0,0,0,4,0,5,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,12,9,20
SSC40080,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,6,5,16
SSC40081,0,9,7,26,22,52,3,5,8,4,0,4,34,31,67,10,14,25,0,0,0,0,3,3,10,19,27,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,3,3,17,15,34,67,79,144
SSC40082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40083,0,0,0,4,4,8,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,12,12,22
SSC40084,12,21,33,86,84,170,21,9,29,18,26,43,120,130,248,33,40,74,14,19,33,44,41,88,94,92,189,4,4,7,3,0,5,3,0,4,5,5,13,0,0,0,12,13,29,66,55,119,7,13,25,3,12,15,11,9,19,0,0,0,86,88,175,9,0,9,0,8,7,0,0,0,9,8,14,58,65,119,388,419,805
SSC40085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40086,9,6,17,32,44,79,4,0,12,9,3,8,48,50,96,19,14,32,0,4,0,7,4,9,22,25,45,4,3,7,5,4,12,0,3,4,3,10,12,0,0,0,11,25,32,161,319,480,120,164,288,0,9,6,11,17,26,0,3,4,297,505,803,4,6,11,0,7,8,0,0,0,8,12,16,37,47,83,438,664,1104
SSC40087,0,0,0,7,0,7,0,0,0,0,0,3,8,0,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,5,19
SSC40088,16,23,41,112,140,251,16,11,27,34,44,75,166,189,354,65,53,117,13,16,27,91,81,167,174,150,321,4,10,13,3,3,10,4,7,19,6,21,32,0,0,0,23,42,70,77,79,158,30,20,48,6,8,10,32,44,75,0,0,0,140,151,290,0,0,3,3,9,11,0,0,0,6,13,19,99,107,198,617,676,1298
SSC40089,0,0,0,4,3,4,0,3,3,0,0,0,4,6,10,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,7,13
SSC40090,0,0,0,3,0,4,3,0,6,0,0,0,7,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,8,8,15,16,18,34
SSC40091,20,7,29,75,84,159,9,11,16,9,8,16,90,99,191,35,20,59,13,9,20,21,19,39,68,52,115,0,0,3,3,3,8,5,6,12,3,9,13,0,0,0,11,18,37,38,46,81,17,15,30,3,5,7,13,22,33,0,0,0,70,93,161,0,5,7,3,4,5,0,0,0,3,7,9,59,59,111,327,338,665
SSC40092,0,0,0,5,0,9,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,9
SSC40093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3
SSC40094,0,0,0,3,6,8,0,0,0,0,0,4,6,9,13,6,3,13,0,0,0,4,0,4,8,3,11,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,22,22,38
SSC40095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40096,25,25,55,132,117,242,45,35,80,19,14,37,191,163,357,114,113,227,0,0,0,0,0,0,114,113,228,7,9,16,6,5,14,15,3,13,18,16,26,0,0,0,42,35,72,0,11,8,3,6,14,0,5,5,8,20,23,0,0,0,15,40,48,4,4,10,6,10,17,0,0,0,12,12,23,176,170,350,580,559,1136
SSC40097,0,3,3,4,0,8,0,0,0,4,3,9,6,5,17,0,0,3,0,0,0,3,4,4,6,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,7,11,20,21,41
SSC40098,0,0,0,4,3,3,0,0,0,0,0,0,4,3,3,3,0,3,0,0,0,0,0,4,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,11
SSC40099,9,10,23,39,53,89,17,12,28,15,10,25,66,76,147,16,24,34,12,9,18,10,14,21,31,43,83,0,3,7,0,0,0,0,0,0,5,9,7,0,0,0,5,9,18,30,41,76,19,11,30,0,3,7,12,11,16,0,0,0,59,69,128,0,3,6,3,5,9,0,0,0,3,10,14,41,42,82,221,262,488
SSC40100,14,8,22,44,50,92,19,25,46,0,0,0,67,72,144,25,17,41,10,16,20,4,5,13,36,34,73,6,4,4,3,7,9,3,3,7,4,12,16,0,0,0,17,19,38,22,19,42,6,13,21,0,3,3,7,14,17,0,0,0,34,51,88,3,3,3,7,7,8,0,0,0,3,8,15,45,44,85,217,243,464
SSC40101,0,0,0,0,0,0,0,0,3,3,3,4,3,5,8,0,0,0,3,0,3,13,4,15,13,4,24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,0,0,0,0,0,0,0,0,0,0,0,0,14,14,32,41,32,73
SSC40102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,0,0,0,3,4,3,4,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,23
SSC40104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,12,5,15
SSC40106,0,0,0,4,3,4,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11
SSC40107,12,14,19,59,46,107,6,3,11,6,7,14,73,55,126,43,16,62,3,4,10,7,12,24,57,34,89,0,3,3,0,0,0,3,3,9,4,9,11,0,0,0,6,11,21,5,19,18,0,3,6,3,0,3,5,5,13,0,0,0,10,29,44,0,3,4,3,3,6,0,0,0,4,5,9,43,46,88,202,191,397
SSC40108,10,7,14,41,43,84,18,11,24,0,0,6,65,52,120,35,33,66,20,15,32,3,0,3,55,53,100,0,3,3,4,3,3,3,0,6,0,12,14,0,0,0,7,17,23,8,12,27,6,11,14,3,0,6,5,14,20,0,0,0,29,38,62,0,3,3,6,9,6,0,0,0,4,5,12,32,32,61,186,201,393
SSC40109,18,9,28,62,57,116,10,14,24,9,7,16,82,75,159,20,12,32,10,13,20,16,8,22,45,35,80,3,5,12,4,4,8,3,0,3,9,10,19,0,0,0,17,21,40,37,43,76,22,26,48,4,5,10,17,21,43,0,0,0,75,97,170,0,3,7,10,6,14,0,0,0,11,11,22,42,59,107,294,312,607
SSC40110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,3,8,6
SSC40111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SSC40112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,3,4
SSC40113,0,0,0,3,0,3,0,0,0,0,0,0,3,4,8,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,7,8,18
SSC40114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,0,0,0,0,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,10,10,21
SSC40115,3,0,3,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,10,4,14
SSC40116,0,0,0,3,3,4,0,0,0,0,0,0,3,3,4,0,4,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,9,20
SSC40117,25,28,55,135,122,262,4,5,12,45,41,91,191,173,363,83,61,149,17,11,24,27,33,65,132,108,236,10,3,12,6,5,11,9,8,21,9,11,22,0,0,0,29,29,62,49,65,118,28,40,60,3,7,12,19,44,60,0,0,0,103,153,252,0,0,3,4,9,12,0,0,0,9,14,18,89,89,177,574,593,1167
SSC40118,23,25,50,137,125,262,49,55,111,27,18,52,223,201,420,71,61,132,39,31,77,15,20,34,133,108,241,15,16,31,21,25,48,6,7,13,22,24,42,0,0,4,75,67,141,86,95,183,34,43,76,5,13,19,12,25,38,0,0,0,137,172,311,9,20,23,19,24,38,3,0,3,25,48,71,199,152,345,816,771,1585
SSC40119,59,55,115,247,233,482,76,74,153,111,121,229,443,423,866,131,108,243,42,46,93,41,60,101,214,214,431,21,16,38,6,20,31,15,25,37,28,52,82,0,3,3,71,117,185,33,68,105,13,20,35,3,15,20,25,44,71,0,0,0,78,146,228,11,18,31,7,20,33,0,0,3,21,40,65,159,179,343,1046,1177,2227
SSC40120,3,0,6,11,9,26,0,0,3,7,3,13,21,19,42,10,8,12,0,9,9,9,8,24,23,19,40,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,4,3,4,8,0,0,0,0,3,3,0,0,3,0,0,0,5,10,12,0,0,0,0,3,4,0,0,0,0,3,4,10,9,18,63,71,131
SSC40121,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,7,7
SSC40122,3,0,4,12,9,19,0,0,0,0,0,0,12,9,19,6,4,13,0,0,0,0,0,0,6,4,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,16,14,37,33,38,69
SSC40123,0,0,0,4,3,10,3,0,3,0,0,0,11,3,9,0,3,5,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,11,25
SSC40124,0,4,4,4,6,17,4,0,4,4,3,9,16,13,25,0,9,10,0,3,5,7,3,9,12,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,7,6,0,0,0,6,6,13,0,0,0,0,0,0,0,0,0,0,0,0,15,12,27,43,48,87
SSC40125,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5
SSC40126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,4
SSC40127,8,4,8,25,17,44,3,7,6,4,4,5,30,24,56,15,24,40,0,0,0,3,3,4,18,24,41,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,6,6,0,4,4,0,0,0,0,0,0,0,3,3,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,16,12,23,66,80,151
SSC40128,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,4,9
SSC40129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5
SSC40131,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,14,49,37,24,55
SSC40132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,6
SSC40133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40135,0,0,4,7,14,18,0,0,0,0,0,0,12,12,24,3,4,6,0,0,0,0,0,0,3,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,19,36,52
SSC40136,0,0,0,3,0,4,3,3,5,3,0,5,7,3,14,3,6,10,0,0,0,0,0,0,3,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,11,13,19,33
SSC40137,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,5
SSC40138,4,3,8,15,19,38,0,0,0,0,0,0,15,19,38,19,22,35,0,0,0,0,0,0,19,22,35,0,0,0,0,0,0,3,0,3,0,5,6,0,0,0,0,5,6,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,3,9,0,0,3,0,0,0,0,0,0,0,0,3,15,24,32,57,68,127
SSC40139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5
SSC40140,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5
SSC40141,0,0,0,3,8,11,0,0,0,0,3,3,3,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,8,10,21
SSC40142,17,21,35,112,120,232,0,0,0,0,4,4,117,121,237,76,76,154,0,0,0,0,6,4,75,79,160,0,4,4,4,4,9,9,5,12,10,14,25,0,0,0,19,28,50,3,7,9,0,4,4,3,3,7,3,8,11,0,0,0,10,23,28,3,0,3,6,3,7,0,0,0,7,4,9,169,143,314,413,416,829
SSC40143,0,0,0,3,3,3,0,0,0,0,0,0,3,3,3,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,8,11,18
SSC40144,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,8
SSC40145,6,10,12,36,35,66,13,18,29,29,8,37,78,56,135,19,16,36,16,4,17,3,4,9,36,28,63,0,0,0,0,3,3,3,0,5,4,3,5,0,0,0,5,6,15,0,0,0,0,3,3,0,0,0,3,0,4,0,0,0,3,9,11,0,0,0,0,3,7,0,0,0,3,3,7,31,28,62,165,138,302
SSC40146,3,3,5,8,6,19,9,5,15,0,0,0,24,14,36,3,6,8,12,3,9,4,0,11,21,6,25,0,0,0,3,5,9,0,0,0,8,10,12,0,0,0,11,12,21,29,27,52,23,24,39,0,3,3,10,17,25,0,0,0,64,70,125,3,3,7,3,3,5,0,0,0,4,10,16,47,44,86,165,156,323
