SSC_CODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
SSC40347,8,5,9,40,28,67,11,11,21,20,7,33,72,53,125,19,19,42,6,5,17,3,8,12,30,38,68,0,0,3,0,0,6,3,0,3,0,5,9,0,0,0,11,14,20,26,33,56,11,13,31,0,0,0,7,14,18,0,0,0,44,58,106,0,3,4,0,3,3,0,0,0,0,6,11,39,45,82,203,212,417
SSC40348,0,3,4,7,3,8,0,0,0,0,0,0,7,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,31,51,30,37,66
SSC40349,0,0,3,4,3,4,0,0,0,0,3,5,6,4,8,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,15
SSC40350,51,54,106,302,253,550,23,30,51,16,15,34,340,295,634,147,138,289,14,12,23,3,6,13,163,162,322,16,23,38,8,26,38,10,15,20,13,21,30,3,0,4,45,80,130,24,24,47,15,18,35,0,8,9,0,9,16,0,0,0,42,60,106,16,27,44,10,30,41,3,0,0,23,59,89,394,369,763,1063,1083,2150
SSC40351,19,18,36,87,84,173,33,24,60,13,15,30,137,125,262,32,39,65,24,23,42,15,11,23,62,72,140,3,3,3,3,10,11,6,3,10,11,19,32,0,0,0,22,28,53,41,53,94,14,25,39,3,6,11,18,28,50,0,3,3,73,114,191,8,3,6,9,4,16,0,0,0,13,14,20,44,55,104,369,434,804
SSC40352,3,0,3,5,7,11,3,0,4,3,5,7,13,15,22,7,3,11,3,0,4,5,0,8,12,10,24,0,0,0,0,0,0,0,0,3,0,4,6,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,7,8,10,0,0,0,0,0,0,0,0,0,0,0,0,11,10,16,38,42,79
SSC40353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,4,11
SSC40355,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6
SSC40356,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4
SSC40357,0,0,0,7,10,18,0,0,0,0,0,3,12,12,19,0,3,7,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,18,25,40
SSC40358,0,3,3,7,8,13,0,0,0,0,0,0,5,8,14,0,3,3,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19,21,22,41
SSC40359,39,29,64,101,107,213,55,46,99,13,17,33,173,171,341,39,35,73,55,39,97,20,30,43,112,101,216,4,5,9,8,0,6,4,5,11,13,20,29,0,0,0,27,34,68,63,59,115,27,20,43,3,3,13,9,24,39,0,0,0,104,106,210,3,3,7,7,5,14,0,0,0,14,8,22,72,67,135,541,521,1058
SSC40360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,4,5,11
SSC40361,3,0,7,15,13,26,12,3,17,0,5,4,29,16,45,9,3,12,0,0,4,7,0,7,17,8,26,4,3,10,0,3,3,3,0,3,5,5,12,0,0,0,9,12,23,17,33,44,9,11,21,0,0,0,7,8,14,0,0,0,37,51,82,0,0,3,3,3,5,0,0,0,8,8,11,13,23,34,119,107,231
SSC40362,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,17,15,9,23
SSC40363,4,12,12,35,35,65,11,5,18,6,3,12,51,41,91,13,9,26,3,3,5,3,3,5,19,17,33,0,0,0,3,0,3,3,0,6,0,6,6,0,0,0,3,8,15,0,5,4,3,6,5,0,0,0,0,0,0,0,0,0,4,15,18,3,3,7,0,5,4,0,0,0,3,6,9,21,24,40,106,116,222
SSC40364,0,0,0,0,0,0,3,0,4,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,9,5,21
SSC40365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,9,3,9
SSC40366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40367,23,22,42,74,81,157,31,20,55,7,11,15,112,117,230,38,63,99,11,15,30,9,3,8,61,83,140,0,4,7,12,14,28,4,5,10,13,17,28,0,0,0,33,35,69,27,49,77,20,19,39,3,4,8,14,30,42,0,0,0,67,110,172,11,9,13,9,7,18,0,0,0,17,14,31,84,108,192,391,486,881
SSC40368,0,0,0,3,0,3,0,0,0,3,4,3,4,3,10,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,8,10,17
SSC40369,0,0,0,9,9,12,0,0,0,0,0,0,9,9,12,5,4,10,0,4,4,0,0,0,5,5,10,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,7,6,15,0,3,4,0,0,0,0,0,0,0,0,0,9,5,18,0,0,0,0,0,0,0,0,0,0,0,0,5,4,12,33,27,66
SSC40370,4,0,5,20,17,32,0,0,0,0,3,3,20,22,37,4,5,8,0,0,0,3,0,4,10,5,15,0,0,0,0,0,0,0,3,5,0,4,4,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,25,52,43,94
SSC40371,0,0,0,8,3,6,0,0,0,0,0,0,8,3,6,3,3,8,3,0,3,0,0,0,8,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,3,208,220,6,224
SSC40372,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,3,5,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,8,6,11
SSC40373,8,0,6,18,18,35,5,3,14,0,5,4,25,28,52,14,8,19,6,5,6,0,0,0,18,10,29,0,0,3,4,0,4,0,3,4,0,3,3,0,0,0,5,12,18,15,4,18,4,4,6,3,0,3,0,10,9,0,0,0,18,21,39,0,3,4,0,0,3,0,0,0,3,6,5,25,21,46,102,86,187
SSC40374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4
SSC40375,15,16,37,75,71,141,10,8,16,9,14,27,94,92,188,23,28,50,3,8,14,22,15,38,45,51,99,3,0,3,0,0,3,0,0,3,5,0,10,0,0,0,14,4,16,39,29,67,20,12,35,3,0,3,16,20,30,0,0,0,73,61,139,0,0,0,8,0,9,0,0,0,8,3,8,43,28,71,291,266,555
SSC40376,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,3,3,7,0,0,0,0,0,3,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,13,5,18
SSC40377,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,4,13,10,10,25
SSC40378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,6,6
SSC40379,0,0,3,5,3,5,0,3,3,3,0,3,9,4,9,3,0,4,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,16,15,17,32
SSC40380,6,6,14,15,17,32,0,5,5,5,9,6,18,27,45,6,3,15,0,3,4,11,4,17,23,13,36,0,6,3,0,4,7,0,0,0,0,0,3,0,0,0,6,11,16,10,11,23,3,4,12,0,3,5,4,3,10,0,0,0,20,28,45,0,0,0,0,3,3,0,0,0,0,3,3,35,28,56,105,114,217
SSC40381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4
SSC40382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,6
SSC40383,0,3,3,3,8,5,0,0,0,7,9,15,14,10,25,6,3,10,0,0,0,5,0,7,6,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,27,20,45
SSC40384,6,7,10,23,28,55,3,3,6,20,14,40,55,43,99,11,16,30,3,0,5,20,24,40,34,39,79,0,0,3,0,4,4,4,4,12,3,9,11,0,0,0,12,20,29,16,10,26,3,4,3,3,0,3,6,6,10,0,0,0,25,19,42,0,0,0,0,0,0,0,0,0,0,4,4,30,22,49,157,161,316
SSC40385,19,20,42,120,103,226,3,8,12,10,21,30,140,134,268,56,77,132,8,4,12,29,26,61,94,109,204,0,8,10,3,3,9,4,3,7,3,12,18,0,0,0,15,25,45,54,61,118,25,35,60,8,6,18,20,27,47,0,0,0,113,135,245,0,4,5,5,15,18,0,0,0,6,15,25,71,68,144,464,509,968
SSC40386,0,0,0,18,6,24,0,0,0,0,0,0,18,6,24,5,8,11,0,0,0,4,0,3,6,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,3,0,0,0,0,6,5,4,13,15,36,38,70
SSC40387,0,0,0,4,6,14,0,0,0,0,0,0,4,12,16,8,0,7,0,0,3,0,4,4,5,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,14,17,30,53
SSC40388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,6,0,3,4,0,0,0,0,0,0,3,3,3,31,4,36,37,9,49
SSC40389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40390,3,3,5,10,17,18,7,0,6,3,0,3,17,18,31,11,15,20,0,0,0,0,0,0,12,10,24,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,19,19,43,51,59,113
SSC40391,18,22,40,76,84,162,27,25,54,11,17,34,123,127,249,51,50,102,18,27,50,14,6,21,84,86,170,11,15,22,10,20,32,15,4,21,15,21,39,0,0,0,48,55,105,75,107,184,36,25,64,3,10,17,26,40,66,0,0,0,143,180,326,0,9,9,8,14,26,0,0,0,13,26,33,173,155,328,602,655,1261
SSC40392,0,0,3,3,0,5,0,0,3,0,0,7,4,8,15,0,4,4,0,0,0,0,3,3,0,6,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,38,34,28,61
SSC40393,4,5,15,24,21,44,9,4,13,5,5,16,45,26,74,17,20,42,0,3,4,5,4,10,26,26,58,3,0,3,3,11,18,5,3,5,0,6,5,0,0,0,14,17,35,3,12,15,6,5,8,0,0,0,4,7,11,0,0,0,14,17,36,3,4,7,3,3,5,0,0,0,6,5,11,54,43,98,163,152,320
SSC40394,40,40,78,216,210,425,33,21,53,27,23,48,275,258,531,119,107,230,17,18,29,10,14,24,144,137,283,17,15,33,10,18,33,12,13,20,12,31,51,3,0,3,58,78,140,17,22,42,12,10,22,4,3,9,0,12,12,0,0,0,33,51,82,13,19,40,11,16,20,0,0,0,27,37,61,231,208,434,806,806,1608
SSC40395,25,21,47,149,150,302,15,19,29,29,19,42,191,189,374,100,81,175,23,22,47,11,15,28,133,117,253,9,15,22,14,21,34,6,18,25,14,39,51,0,0,0,46,85,131,24,21,51,6,15,20,3,3,6,9,14,23,0,0,0,48,54,104,12,6,16,9,14,26,0,0,0,19,27,40,230,216,453,691,712,1401
SSC40396,15,16,33,102,92,186,15,10,27,12,7,15,122,112,232,51,52,106,9,5,20,0,4,9,67,61,130,7,3,11,12,15,26,4,0,8,7,9,25,0,0,0,32,31,68,3,6,15,6,5,15,3,0,4,4,8,11,0,0,0,20,22,39,0,8,14,4,10,10,3,0,3,10,13,29,162,189,347,433,444,877
SSC40397,35,26,52,133,134,268,10,9,21,15,13,20,150,158,309,55,60,114,11,12,21,3,4,8,63,77,143,6,10,23,4,17,24,8,10,18,12,25,36,3,3,3,35,63,104,5,19,23,10,6,18,0,7,4,0,10,11,0,0,0,15,36,58,7,13,26,10,7,23,0,0,0,20,27,43,206,177,382,527,564,1096
SSC40398,36,34,63,143,114,259,17,29,49,23,24,47,189,165,353,73,78,149,4,11,20,17,10,23,92,97,191,5,17,20,12,17,27,9,10,21,14,39,47,0,0,0,43,80,120,10,23,28,5,17,27,3,9,12,6,12,17,0,0,0,27,58,77,9,18,25,6,19,27,0,0,0,12,37,49,183,221,413,579,691,1268
SSC40399,18,14,32,101,98,196,10,13,18,12,17,22,117,124,239,73,60,135,3,7,10,3,4,11,85,71,153,8,8,21,11,13,26,8,7,14,11,21,29,0,0,0,41,53,90,8,10,18,10,18,25,3,4,5,4,5,15,0,0,0,29,35,65,3,11,15,8,10,11,0,0,0,9,19,29,185,195,375,476,509,990
SSC40400,23,20,39,148,128,274,11,19,29,13,18,33,173,164,335,115,77,193,7,13,19,16,10,24,142,94,235,7,19,27,27,36,66,8,5,14,19,24,40,0,0,0,62,88,146,15,22,40,3,3,11,0,0,5,5,6,11,0,0,0,24,41,61,6,18,23,7,17,22,0,3,4,13,32,51,194,213,413,632,654,1285
SSC40401,0,9,9,21,16,32,0,0,0,0,0,0,21,12,37,3,9,6,0,0,3,0,0,0,3,7,10,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,3,5,9,0,3,4,0,0,0,0,0,0,0,3,4,19,14,31,46,56,97
SSC40402,0,0,3,9,8,11,0,0,0,0,0,0,9,8,11,7,3,8,0,0,0,0,0,0,7,3,8,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,14,19,33
SSC40403,0,0,0,0,6,7,0,0,0,0,0,0,0,6,7,3,0,4,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,10,13,16
SSC40404,0,0,0,3,3,6,0,0,0,0,0,0,7,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,12,4,15
SSC40405,0,0,0,0,7,4,3,0,7,0,0,0,4,5,14,3,0,8,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,16,15,28
SSC40406,17,21,38,91,67,156,3,0,4,44,39,87,141,106,246,47,59,108,3,0,3,30,43,72,83,98,182,3,0,3,0,13,12,3,8,5,8,16,23,0,0,3,13,36,53,11,0,11,6,13,19,0,0,0,7,18,22,0,0,0,19,27,49,4,3,7,4,6,12,0,0,0,9,8,14,152,172,321,430,486,917
SSC40407,37,28,61,134,146,273,47,60,114,33,30,64,219,241,456,78,61,140,31,62,92,11,7,26,121,135,253,18,13,32,25,24,47,7,3,17,30,40,70,0,0,0,73,89,165,70,61,128,41,35,71,16,5,15,16,30,50,0,0,0,140,127,263,9,13,26,24,16,35,0,0,0,33,26,57,152,160,311,770,804,1571
SSC40408,12,3,16,30,24,58,8,6,15,13,18,35,49,56,111,18,20,38,13,13,20,41,31,73,72,65,130,0,0,0,0,0,0,5,0,5,3,5,6,0,0,0,10,3,12,24,27,52,3,6,12,0,6,4,3,5,10,0,0,0,37,39,75,0,3,3,6,3,11,0,0,0,5,9,10,21,12,32,199,188,390
SSC40409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,0,0,0,4,4,4,8,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,11,18
SSC40410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40411,5,13,18,40,45,91,14,19,27,6,6,10,66,68,133,15,14,33,13,3,16,3,4,6,31,20,53,4,3,3,0,0,3,0,0,0,10,7,14,0,0,0,9,14,24,7,12,17,5,3,7,3,3,4,8,17,25,0,0,0,23,37,59,5,4,6,0,6,8,0,0,0,7,10,16,37,50,83,171,219,386
SSC40412,0,4,4,3,0,3,0,0,0,3,0,3,9,0,9,0,3,3,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,13,6,19
SSC40413,3,3,4,11,5,19,0,0,0,19,18,39,28,23,52,23,20,43,0,0,0,4,7,12,27,27,53,0,0,0,0,3,3,6,0,6,0,3,3,0,0,0,8,5,16,4,0,8,0,0,0,0,0,0,0,5,5,0,0,0,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,23,29,56,93,97,192
SSC40414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC40415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40416,8,7,17,38,51,92,9,6,16,7,5,12,50,68,118,8,9,19,13,13,22,15,8,24,35,22,66,0,0,3,3,7,5,3,0,3,3,5,10,0,0,0,13,12,22,37,35,74,15,24,41,0,0,0,10,8,12,0,0,0,63,62,130,3,3,5,3,0,3,0,0,0,7,3,6,27,23,49,205,200,406
SSC40417,22,14,29,63,55,118,11,20,34,30,20,52,101,100,199,55,33,84,11,11,22,15,7,24,82,50,137,3,3,11,3,3,7,9,4,13,3,15,16,0,0,0,22,30,49,9,18,27,8,8,18,0,4,4,8,12,17,0,0,0,22,49,67,3,3,6,0,9,9,0,0,0,3,14,12,68,79,146,312,322,640
SSC40418,20,25,47,68,58,129,10,19,31,18,9,25,97,91,187,34,21,52,16,12,22,13,10,16,54,43,94,3,10,13,3,11,12,7,11,19,6,15,17,0,0,0,15,44,59,6,19,23,9,13,20,3,3,3,3,13,15,0,0,0,21,43,63,0,5,5,3,7,13,0,0,0,6,17,20,51,49,101,260,306,566
SSC40419,31,34,62,81,87,171,35,28,63,87,102,188,206,218,429,53,45,98,18,32,50,93,83,177,168,165,328,8,9,18,0,10,10,6,8,22,17,21,39,0,0,0,31,57,92,16,33,48,3,13,15,3,14,16,14,24,38,0,0,0,30,90,119,3,11,9,9,14,19,0,0,0,12,25,35,91,107,201,568,698,1262
