SSC_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC41525,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,12,4,3,5,3,11,4,3,3,44,..,0,3,11,7,18,3,0,0,43,..,0,3,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,21,..,..,..,..,..,..,..,..,21,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,3,5,0,3,17,0,0,0,0,0,0,0,0,0,4,24,8,8,10,6,20,14,3,3,97
SSC41526,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,..,0,0,0,0,3,0,0,0,3,..,0,4,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,12
SSC41527,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,10,..,0,4,3,0,0,4,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,4,3,0,0,4,0,0,23
SSC41528,..,0,0,0,0,0,0,0,0,0,..,4,0,0,0,3,6,0,0,17,0,4,0,0,0,0,0,0,0,3,57,33,36,34,49,39,14,4,3,271,..,4,43,57,58,60,15,5,0,253,..,7,16,7,14,6,0,0,0,59,..,0,0,3,5,0,0,0,0,14,143,..,..,..,..,..,..,..,..,143,..,21,..,..,..,..,..,..,..,21,..,12,7,0,0,0,0,0,0,22,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,3,0,7,14,14,8,4,3,51,0,4,0,3,3,0,0,0,0,8,143,58,75,75,103,84,23,9,5,573
SSC41529,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41530,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,3,3,0,0,0,20,..,0,3,6,3,3,3,0,0,20,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,5,0,6,7,3,3,0,0,37
SSC41531,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,9,7,13,10,3,5,0,0,68,..,0,0,13,16,4,12,6,0,54,..,0,0,7,5,3,0,3,0,12,..,0,0,5,0,0,0,0,0,5,38,..,..,..,..,..,..,..,..,38,..,7,..,..,..,..,..,..,..,7,..,3,0,0,0,0,0,0,0,4,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,38,12,9,24,25,14,9,6,0,131
SSC41532,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,8,4,9,4,0,0,40,..,0,3,9,12,8,3,0,0,34,..,0,0,0,5,4,0,0,0,8,..,0,0,0,3,0,0,0,0,4,17,..,..,..,..,..,..,..,..,17,..,8,..,..,..,..,..,..,..,8,..,0,3,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,17,3,7,8,23,18,3,0,0,81
SSC41533,..,0,0,0,0,7,3,0,3,12,..,0,0,0,3,14,17,17,7,54,0,6,0,0,0,3,0,0,4,16,65,51,36,53,58,100,98,65,18,539,..,0,27,66,81,118,142,99,12,547,..,0,3,4,16,7,4,0,0,42,..,0,0,9,4,5,7,5,0,27,135,..,..,..,..,..,..,..,..,135,..,62,..,..,..,..,..,..,..,62,..,23,27,7,6,0,0,0,0,67,..,4,0,0,0,11,0,3,3,19,..,3,6,6,0,0,0,0,0,10,..,0,6,3,4,7,8,4,3,34,..,3,4,0,19,25,33,35,5,122,0,4,4,0,3,3,0,0,3,23,135,104,72,97,136,174,197,148,23,1079
SSC41534,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,33,8,8,24,26,25,18,0,0,137,..,0,11,31,20,39,32,4,0,137,..,3,3,5,14,4,3,0,0,32,..,0,0,0,0,0,0,0,0,8,71,..,..,..,..,..,..,..,..,71,..,3,..,..,..,..,..,..,..,3,..,5,0,3,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,0,0,0,3,..,3,0,0,0,0,0,0,0,3,..,0,0,3,4,3,5,3,0,19,0,3,0,0,0,4,0,0,0,9,72,20,20,41,38,57,40,9,0,301
SSC41535,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41536,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,3,12,15,11,8,3,3,71,..,0,0,20,14,14,9,4,3,65,..,0,3,0,10,3,0,0,0,14,..,0,3,0,3,0,0,0,0,3,27,..,..,..,..,..,..,..,..,27,..,6,..,..,..,..,..,..,..,6,..,11,0,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,3,0,0,6,27,22,10,23,23,23,11,3,7,147
SSC41537,..,3,3,0,3,0,0,0,0,10,..,0,0,0,0,12,14,14,15,62,0,0,0,0,0,0,4,0,0,8,165,141,55,117,143,117,82,57,38,911,..,0,59,144,197,182,126,72,30,811,..,4,6,17,15,4,7,0,0,61,..,0,0,13,24,10,5,7,8,70,313,..,..,..,..,..,..,..,..,313,..,171,..,..,..,..,..,..,..,171,..,46,39,12,8,4,0,0,0,106,..,3,3,0,0,3,3,3,0,24,..,12,0,0,0,0,0,0,0,13,..,12,8,3,5,6,0,0,0,24,..,0,3,7,9,24,18,25,29,108,0,3,0,3,8,4,3,0,0,23,317,256,123,198,262,237,157,110,67,1729
SSC41538,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,6,9,4,0,0,0,31,..,0,3,9,9,9,0,0,0,37,..,0,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,16,..,..,..,..,..,..,..,..,16,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,7,9,12,9,11,6,3,0,70
SSC41539,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,..,0,0,0,0,0,0,0,0,12,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,3,0,0,0,22
SSC41540,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,7,3,4,0,0,0,21,..,0,8,4,8,9,4,0,0,25,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,12,..,..,..,..,..,..,..,..,12,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,12,3,9,4,11,10,6,0,0,53
SSC41541,..,48,34,3,0,5,3,0,0,92,..,5,22,11,12,19,14,3,3,101,0,5,0,0,3,0,0,0,0,16,102,146,181,114,99,89,45,15,4,793,..,7,103,138,118,96,44,18,6,525,..,23,77,36,25,13,19,4,0,194,..,0,4,11,5,15,0,3,0,41,217,..,..,..,..,..,..,..,..,217,..,75,..,..,..,..,..,..,..,75,..,34,23,3,4,0,0,0,0,66,..,12,11,0,0,4,0,4,0,31,..,15,8,0,0,0,0,0,0,22,..,77,63,10,7,3,12,0,0,173,..,14,40,27,24,37,23,9,9,184,3,15,5,7,3,0,3,0,0,36,220,276,334,221,186,168,106,34,15,1571
SSC41542,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,3,0,0,17,..,0,0,0,3,3,9,0,0,16,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,4,..,0,0,0,0,4,3,0,0,14,0,0,0,0,0,0,0,0,0,0,3,5,0,3,5,13,15,3,0,40
SSC41543,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41544,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,8,0,4,4,3,16,16,4,0,50,..,0,0,6,3,20,13,7,0,53,..,0,0,0,0,4,0,0,0,8,..,0,0,0,0,0,3,0,0,0,9,..,..,..,..,..,..,..,..,9,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,3,5,0,0,17,0,0,0,0,0,0,0,0,0,0,9,6,7,13,13,32,24,7,0,101
SSC41545,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,5,3,9,6,4,3,0,0,46,..,0,3,11,11,3,3,0,0,32,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,25,..,..,..,..,..,..,..,..,25,..,7,..,..,..,..,..,..,..,7,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,3,29,8,6,14,9,6,9,0,0,73
SSC41546,..,3,7,3,0,0,0,0,0,17,..,0,0,7,9,12,13,10,7,52,0,0,0,0,0,3,0,3,0,9,62,53,55,49,67,59,30,30,11,413,..,0,27,61,68,50,42,27,12,293,..,0,16,10,18,11,0,0,0,55,..,0,3,8,14,11,0,6,3,39,127,..,..,..,..,..,..,..,..,127,..,47,..,..,..,..,..,..,..,47,..,33,19,6,8,3,0,0,0,66,..,11,8,0,0,3,3,0,3,28,..,10,3,0,3,0,0,0,0,13,..,15,16,5,4,0,3,0,0,38,..,0,4,12,17,24,21,11,6,95,0,0,0,0,3,3,0,3,0,12,129,114,104,100,129,102,73,47,25,820
SSC41547,..,0,0,0,3,0,0,0,0,4,..,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,5,3,6,19,16,10,12,0,77,..,0,0,0,16,21,26,14,0,75,..,5,5,6,4,3,0,0,0,27,..,0,0,0,3,0,0,0,0,7,10,..,..,..,..,..,..,..,..,10,..,0,..,..,..,..,..,..,..,0,..,3,3,0,0,0,0,0,0,7,..,3,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,4,0,0,4,0,0,0,0,11,..,0,0,0,5,5,3,0,0,17,0,0,0,0,0,0,0,0,0,5,10,17,7,9,33,31,38,16,0,163
SSC41548,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,5,0,0,8,0,0,0,0,0,0,0,0,0,0,11,3,3,3,18,7,15,4,0,57,..,0,0,4,23,13,23,8,0,70,..,0,3,0,3,0,0,0,0,8,..,0,0,0,0,0,0,0,0,3,14,..,..,..,..,..,..,..,..,14,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,3,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,3,..,0,0,3,0,5,8,0,0,18,0,0,0,0,0,0,0,0,0,0,14,8,3,12,27,26,34,9,0,129
SSC41549,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,19,..,0,3,0,13,5,5,4,0,27,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,3,3,0,13,4,5,4,0,38
SSC41550,..,18,24,10,5,4,8,0,0,74,..,9,38,33,34,33,52,46,33,276,12,9,5,9,3,4,4,0,0,49,366,299,278,327,315,273,270,155,56,2346,..,6,189,375,396,366,364,221,43,1955,..,35,96,82,66,51,23,3,0,354,..,0,18,32,48,25,3,8,10,148,701,..,..,..,..,..,..,..,..,701,..,264,..,..,..,..,..,..,..,264,..,119,81,19,21,11,0,0,0,252,..,37,18,3,8,3,5,6,7,80,..,21,5,4,3,0,0,0,0,32,..,39,49,20,21,13,15,0,3,155,..,26,75,78,74,78,85,73,52,537,17,19,16,15,9,14,7,7,0,95,720,560,541,627,636,561,502,319,118,4575
SSC41551,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC41552,..,33,28,5,7,6,3,0,0,87,..,3,9,11,28,40,32,37,27,186,0,4,8,3,8,3,3,7,0,31,362,220,282,282,285,229,138,106,47,1959,..,16,188,388,304,258,175,117,32,1468,..,12,116,53,57,43,16,0,0,295,..,0,14,24,61,33,10,17,10,171,747,..,..,..,..,..,..,..,..,747,..,209,..,..,..,..,..,..,..,209,..,112,98,27,32,8,0,0,0,277,..,30,18,3,12,11,12,4,4,88,..,12,25,3,8,3,0,0,0,52,..,65,57,15,16,21,9,0,0,188,..,5,22,34,58,83,59,58,34,352,9,19,15,5,9,6,0,7,0,74,754,470,555,554,560,466,271,191,83,3917
SSC41553,..,29,29,7,6,3,0,0,0,72,..,3,16,6,22,23,13,9,9,105,3,5,3,3,0,0,0,0,0,18,125,94,140,109,106,83,44,31,21,743,..,0,88,112,89,57,41,40,15,437,..,14,52,37,26,12,0,0,0,149,..,0,6,12,23,14,4,0,7,70,231,..,..,..,..,..,..,..,..,231,..,59,..,..,..,..,..,..,..,59,..,39,16,9,7,4,0,0,0,78,..,13,7,5,7,11,7,8,0,51,..,9,12,4,0,0,0,0,0,27,..,42,60,16,16,12,0,0,0,145,..,4,33,16,42,37,26,17,16,189,3,7,8,3,3,0,3,0,0,38,241,180,280,225,209,154,80,70,33,1465
SSC41554,..,6,4,3,6,8,8,3,0,35,..,8,17,21,30,64,97,123,80,439,4,6,10,0,4,9,9,4,3,53,303,237,245,262,345,491,482,313,138,2814,..,4,150,320,399,627,713,348,111,2672,..,24,78,54,65,48,23,24,3,305,..,3,20,32,60,24,21,15,10,188,626,..,..,..,..,..,..,..,..,626,..,281,..,..,..,..,..,..,..,281,..,154,119,44,31,20,3,0,0,372,..,24,11,3,4,16,5,9,8,88,..,13,15,3,0,0,0,0,0,36,..,12,19,6,13,19,21,3,3,82,..,20,38,48,60,102,151,159,106,680,12,19,25,5,10,11,17,4,4,108,636,559,467,510,646,868,956,563,249,5450
SSC41555,..,5,0,0,0,4,0,0,0,18,..,3,7,7,8,28,56,35,36,171,0,3,4,0,0,7,4,6,0,23,232,135,134,172,192,259,217,104,56,1493,..,0,104,226,261,330,294,127,29,1360,..,7,44,37,30,30,16,0,0,180,..,3,13,18,34,14,9,8,0,105,462,..,..,..,..,..,..,..,..,462,..,140,..,..,..,..,..,..,..,140,..,91,74,20,16,8,5,0,0,206,..,11,4,0,0,11,9,5,9,46,..,7,4,0,3,0,3,0,0,22,..,10,9,4,3,10,0,0,0,35,..,12,11,26,22,64,72,44,41,294,0,7,7,4,0,7,4,9,0,40,461,283,263,337,374,473,414,196,82,2889
SSC41556,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,11,..,0,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,5,0,0,0,16
SSC41557,..,8,6,0,3,4,0,0,0,24,..,0,5,11,8,18,6,7,4,57,0,3,0,0,0,3,0,0,0,15,64,47,81,66,57,62,29,21,9,448,..,0,52,76,56,47,29,20,7,299,..,17,39,13,14,4,3,0,0,89,..,3,5,16,13,8,7,3,4,61,153,..,..,..,..,..,..,..,..,153,..,22,..,..,..,..,..,..,..,22,..,24,17,10,15,3,0,0,0,65,..,9,5,0,0,9,7,0,0,29,..,7,4,0,0,0,0,0,0,13,..,14,18,3,3,3,0,0,0,47,..,6,11,18,24,25,15,14,12,118,0,3,3,5,0,3,0,0,0,20,152,105,165,132,132,106,58,36,25,917
SSC41558,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,..,0,0,3,0,0,3,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9
SSC41559,..,4,11,3,0,3,0,0,0,20,..,3,10,3,9,19,37,20,25,131,4,6,6,0,4,0,0,0,0,21,191,147,140,155,168,161,112,48,33,1160,..,5,126,200,224,226,147,46,15,993,..,9,29,18,33,24,8,3,0,120,..,0,0,19,25,17,8,3,0,69,406,..,..,..,..,..,..,..,..,406,..,181,..,..,..,..,..,..,..,181,..,54,36,14,4,0,0,0,0,114,..,12,11,0,0,3,0,3,3,26,..,11,10,0,0,0,4,0,0,21,..,28,23,4,3,5,6,0,0,71,..,7,29,15,27,34,52,24,27,204,7,13,5,6,8,6,5,0,0,46,415,309,270,285,322,311,219,78,44,2252
SSC41560,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,7,11,5,10,3,3,0,53,..,0,7,7,11,13,7,4,0,53,..,0,3,0,0,0,0,0,0,6,..,0,0,3,0,0,0,0,0,5,30,..,..,..,..,..,..,..,..,30,..,4,..,..,..,..,..,..,..,4,..,3,3,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,4,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,30,11,13,13,16,21,9,4,0,111
