SSC_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC40037,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40038,..,3,0,0,0,5,0,0,0,13,..,0,0,5,7,12,21,35,18,100,0,3,3,0,0,3,4,0,0,21,54,31,38,31,55,114,105,78,28,530,..,0,35,35,55,132,128,81,5,480,..,9,20,8,9,17,14,9,0,82,..,0,8,10,9,7,3,3,3,41,122,..,..,..,..,..,..,..,..,122,..,24,..,..,..,..,..,..,..,24,..,19,11,3,10,3,3,0,0,46,..,0,0,3,0,3,3,0,0,8,..,0,0,0,0,0,0,0,0,7,..,0,3,0,8,8,0,0,0,20,..,0,14,13,15,40,45,47,27,209,0,8,5,0,0,12,7,0,0,31,125,76,88,70,105,217,205,140,43,1071
SSC40039,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,..,0,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,5
SSC40040,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,43,10,19,26,20,35,14,3,0,172,..,0,12,39,34,42,29,3,0,173,..,0,11,5,8,3,0,0,0,24,..,0,0,3,0,0,0,0,0,5,79,..,..,..,..,..,..,..,..,79,..,15,..,..,..,..,..,..,..,15,..,3,3,0,0,3,0,0,0,16,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,3,3,0,0,23,0,0,5,0,0,0,0,0,0,4,79,26,30,52,48,53,35,12,3,334
SSC40041,..,0,0,0,0,0,0,0,0,0,..,0,3,0,3,3,6,0,0,17,0,0,0,0,0,0,3,0,0,4,23,13,9,11,22,26,21,8,3,132,..,0,9,14,18,36,25,5,0,114,..,4,0,3,0,7,3,0,0,19,..,0,0,6,7,0,3,0,0,16,58,..,..,..,..,..,..,..,..,58,..,8,..,..,..,..,..,..,..,8,..,4,6,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,7,..,3,0,0,0,0,0,0,0,3,..,0,3,3,9,3,8,3,5,32,0,3,0,0,0,0,7,0,0,8,58,27,21,29,42,55,44,9,3,277
SSC40042,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,16,5,7,5,11,11,3,0,4,66,..,0,6,10,14,15,8,0,0,56,..,0,0,3,3,3,0,0,0,13,..,0,0,0,3,0,0,0,0,6,25,..,..,..,..,..,..,..,..,25,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,4,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,5,4,4,0,3,3,14,0,0,0,0,0,0,0,0,0,5,25,7,11,21,25,29,11,4,4,135
SSC40043,..,64,33,4,12,9,0,3,3,126,..,5,33,44,42,51,63,61,23,322,8,13,6,8,0,4,4,3,0,46,203,254,322,224,161,156,143,108,36,1602,..,22,220,238,115,112,111,70,14,902,..,75,107,36,33,15,8,5,0,283,..,5,24,38,35,37,11,5,10,158,433,..,..,..,..,..,..,..,..,433,..,100,..,..,..,..,..,..,..,100,..,60,44,12,17,5,0,0,0,137,..,43,37,11,9,13,11,7,3,132,..,32,23,0,0,0,0,0,0,55,..,118,87,23,23,14,3,7,3,272,..,14,82,84,87,103,87,72,27,557,11,19,19,14,7,4,7,3,0,89,442,493,644,453,324,296,237,163,59,3123
SSC40044,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,3,3,0,10,0,0,0,0,0,0,0,0,0,8,17,12,8,15,24,25,15,3,0,117,..,3,0,18,29,36,22,0,0,115,..,0,0,0,3,10,0,0,0,14,..,0,0,0,3,0,0,0,0,10,34,..,..,..,..,..,..,..,..,34,..,9,..,..,..,..,..,..,..,9,..,15,7,0,0,0,0,0,0,19,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,5,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,5,6,3,0,22,0,0,0,0,0,4,3,0,0,8,35,28,12,20,43,56,34,5,0,241
SSC40045,..,17,6,0,0,0,0,0,0,26,..,3,14,12,15,6,23,22,18,105,0,0,3,0,0,0,0,0,0,4,54,54,88,55,49,42,54,44,28,463,..,0,65,65,47,27,43,40,12,307,..,23,40,18,3,10,5,3,0,103,..,0,3,3,10,12,5,0,0,28,113,..,..,..,..,..,..,..,..,113,..,24,..,..,..,..,..,..,..,24,..,5,8,0,5,0,0,0,0,22,..,0,3,0,3,4,3,0,5,19,..,8,6,0,0,0,0,0,0,15,..,31,14,3,4,0,3,0,0,60,..,7,25,21,21,18,27,24,22,163,0,5,3,0,0,0,0,0,0,13,113,107,177,113,90,77,88,70,38,877
SSC40046,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,3,36,34,23,25,31,44,28,7,4,228,..,0,12,20,50,70,50,10,4,214,..,0,4,13,9,8,4,0,0,40,..,0,0,3,3,0,0,0,4,15,85,..,..,..,..,..,..,..,..,85,..,35,..,..,..,..,..,..,..,35,..,18,12,0,4,0,0,0,0,36,..,0,3,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,4,4,0,0,0,0,0,0,6,..,0,0,5,3,3,7,4,3,22,0,5,0,0,0,0,0,0,0,5,85,66,45,45,65,81,57,18,12,466
SSC40047,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,13,..,0,3,0,3,0,3,3,0,19,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,3,3,6,0,3,7,0,27
SSC40048,..,8,8,11,5,3,5,0,0,48,..,12,16,26,31,70,101,86,26,367,6,13,9,7,5,7,9,0,4,63,700,589,450,580,712,666,497,239,51,4475,..,7,376,753,1037,1007,712,304,45,4245,..,26,117,84,89,48,23,3,0,390,..,0,26,72,97,49,28,15,10,299,1447,..,..,..,..,..,..,..,..,1447,..,670,..,..,..,..,..,..,..,670,..,379,273,66,33,15,4,0,0,764,..,41,23,6,11,14,17,16,9,131,..,29,17,3,3,4,6,0,0,66,..,29,27,18,18,13,13,6,3,120,..,16,46,62,87,114,140,117,40,621,15,30,21,16,13,16,15,4,4,130,1460,1227,915,1087,1388,1277,946,473,102,8868
SSC40049,..,13,11,3,0,0,0,0,0,28,..,0,8,9,9,15,14,10,8,72,3,3,5,3,3,0,0,0,3,18,241,139,174,145,110,97,38,23,24,989,..,15,132,164,129,105,35,27,9,621,..,22,60,24,15,11,0,0,0,138,..,7,26,30,28,19,6,3,3,126,468,..,..,..,..,..,..,..,..,468,..,123,..,..,..,..,..,..,..,123,..,51,42,6,6,0,0,0,0,111,..,24,22,9,12,12,4,9,3,88,..,24,15,0,3,3,0,0,0,43,..,18,24,13,11,5,3,0,0,74,..,3,30,26,24,26,25,15,11,159,5,7,8,9,3,5,0,0,3,32,478,289,371,280,231,182,84,47,39,1985
SSC40050,..,3,0,0,4,0,0,0,0,3,..,0,3,0,6,11,6,9,0,42,0,0,0,0,0,0,0,0,0,3,34,18,25,26,54,59,36,13,11,283,..,0,19,34,58,82,56,15,7,282,..,3,9,6,7,9,3,0,0,44,..,0,0,0,6,3,3,0,0,12,83,..,..,..,..,..,..,..,..,83,..,16,..,..,..,..,..,..,..,16,..,3,11,3,0,0,0,0,0,23,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,6,0,0,4,0,0,0,0,10,..,0,8,3,23,21,11,18,4,91,0,4,0,0,0,0,3,0,0,10,83,38,58,52,103,118,80,35,13,572
SSC40051,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,5,6,0,14,0,0,0,0,0,0,0,0,0,4,39,36,27,35,37,64,44,12,8,297,..,3,12,38,53,104,69,28,7,320,..,0,3,3,3,0,0,0,0,12,..,0,0,4,3,3,0,3,0,19,80,..,..,..,..,..,..,..,..,80,..,45,..,..,..,..,..,..,..,45,..,14,33,8,3,0,0,0,0,63,..,7,9,0,0,5,0,0,0,15,..,3,3,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,3,4,0,0,7,9,6,0,25,0,0,0,0,0,0,0,0,0,5,80,80,61,59,59,116,82,39,9,591
SSC40052,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,8,..,0,0,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,4,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,4,4,0,3,0,0,25
SSC40053,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,3,13,6,12,3,5,0,0,46,..,0,13,15,14,5,4,0,0,55,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,0,29,..,..,..,..,..,..,..,..,29,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,3,0,10,0,0,0,0,0,0,0,0,0,0,29,4,15,14,19,13,6,0,0,97
SSC40054,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,13,5,10,3,11,4,0,0,0,55,..,0,16,13,8,5,0,0,0,48,..,0,4,0,4,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,21,..,..,..,..,..,..,..,..,21,..,7,..,..,..,..,..,..,..,7,..,6,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,4,0,0,0,0,3,3,3,0,0,8,27,19,21,15,16,8,3,0,0,110
SSC40055,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,3,4,3,9,3,0,0,37,..,0,0,8,0,12,4,0,0,25,..,0,0,3,3,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3,21,..,..,..,..,..,..,..,..,21,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,18,3,3,14,8,12,5,0,0,65
SSC40056,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,3,7,7,5,16,13,6,0,77,..,0,0,3,7,26,24,11,0,73,..,0,3,0,3,0,7,0,0,17,..,0,0,5,0,0,0,0,0,3,17,..,..,..,..,..,..,..,..,17,..,5,..,..,..,..,..,..,..,5,..,0,4,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,3,8,0,0,0,0,0,0,0,0,0,0,17,9,12,7,14,27,33,10,3,143
SSC40057,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,4,7,10,3,0,0,41,..,0,3,12,4,14,3,4,0,40,..,0,0,0,0,3,0,0,0,3,..,0,0,0,3,0,0,0,0,4,17,..,..,..,..,..,..,..,..,17,..,3,..,..,..,..,..,..,..,3,..,5,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,17,7,4,15,8,16,7,4,3,83
SSC40058,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40059,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,13
SSC40060,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40061,..,0,0,0,3,3,0,0,0,11,..,0,13,5,8,25,38,35,34,163,0,5,5,0,0,3,0,3,0,15,179,86,104,91,126,117,132,87,43,968,..,9,75,120,155,162,146,77,30,774,..,22,28,17,14,7,16,9,0,112,..,8,19,22,23,10,6,9,0,87,340,..,..,..,..,..,..,..,..,340,..,66,..,..,..,..,..,..,..,66,..,69,23,13,9,6,0,0,0,118,..,8,0,0,3,0,0,3,0,25,..,4,5,5,0,0,0,0,0,15,..,0,8,0,3,6,3,0,0,29,..,11,24,24,31,44,60,48,40,286,7,6,8,8,7,3,0,4,3,37,350,205,189,209,240,241,237,146,76,1882
SSC40062,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,12,..,0,0,0,0,5,7,0,0,10,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,10,5,0,0,29
SSC40063,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,..,0,3,0,3,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,5
SSC40064,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,8,9,0,32,..,0,0,4,9,6,4,8,4,34,..,0,0,0,0,7,0,0,0,7,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,0,..,0,0,0,4,4,3,7,0,18,0,0,0,0,0,3,0,0,0,3,3,0,0,4,8,18,10,13,4,70
SSC40065,..,0,3,0,0,3,3,0,0,11,..,0,3,4,6,20,14,21,8,70,4,3,0,0,3,0,0,4,0,18,124,105,78,85,128,119,86,37,14,775,..,0,63,118,158,143,118,42,17,666,..,13,29,24,22,18,10,4,0,118,..,0,4,15,17,12,0,0,4,56,254,..,..,..,..,..,..,..,..,254,..,91,..,..,..,..,..,..,..,91,..,65,28,10,9,3,0,0,0,110,..,12,3,0,5,3,4,0,0,28,..,10,0,0,0,0,0,0,0,8,..,0,3,3,0,3,8,0,0,17,..,0,13,6,16,26,22,27,6,116,5,8,3,0,3,0,3,4,0,33,258,190,136,175,240,206,167,75,27,1486
SSC40066,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,..,0,0,0,0,4,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,12
SSC40067,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,4,4,4,3,0,0,0,29,..,0,6,6,7,5,4,0,0,29,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,8,..,..,..,..,..,..,..,8,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0,3,9,11,5,11,10,12,7,0,0,63
SSC40068,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,3,0,0,0,17,..,0,0,3,8,5,3,5,0,26,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,3,9,9,0,4,0,37
SSC40069,..,3,0,0,4,0,3,0,0,13,..,0,8,9,9,18,37,27,3,117,0,3,6,6,0,0,3,3,0,30,302,160,194,213,207,178,221,70,14,1566,..,4,173,268,249,253,316,109,21,1392,..,20,80,68,46,28,14,0,0,260,..,0,6,23,39,25,12,4,0,115,586,..,..,..,..,..,..,..,..,586,..,168,..,..,..,..,..,..,..,168,..,94,63,28,20,0,0,0,0,203,..,6,3,3,0,0,3,3,0,28,..,8,9,4,3,0,0,0,0,22,..,10,5,0,4,4,3,0,0,22,..,7,19,25,33,37,57,32,8,225,6,13,9,6,6,0,7,5,0,53,592,332,373,423,400,349,403,159,35,3067
SSC40070,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,11,4,3,6,4,9,0,0,54,..,3,3,4,16,13,9,0,0,54,..,0,3,0,3,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,17,..,..,..,..,..,..,..,..,17,..,10,..,..,..,..,..,..,..,10,..,5,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,17,20,9,9,24,14,14,0,0,111
SSC40071,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,12,..,0,0,3,8,0,3,0,0,8,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,3,0,3,8,0,3,0,0,28
SSC40072,..,4,7,0,3,0,6,3,0,22,..,7,11,11,21,43,46,49,38,228,5,7,3,4,3,10,3,6,3,39,211,133,128,134,173,186,176,139,56,1342,..,6,78,126,160,202,209,140,36,966,..,31,53,42,45,28,15,3,4,220,..,6,20,38,34,25,9,9,5,157,442,..,..,..,..,..,..,..,..,442,..,89,..,..,..,..,..,..,..,89,..,90,38,15,8,9,0,0,0,162,..,14,5,0,3,3,5,8,0,41,..,4,4,0,4,0,0,0,0,11,..,15,9,0,8,5,6,8,0,53,..,11,26,32,61,79,84,72,45,409,21,12,8,9,5,13,11,7,3,88,456,274,247,256,333,372,344,251,98,2643
